entry_id,title,question_source,question_asset_count,question_assets,question_note,rubric_source,rubric_asset_count,rubric_assets,rubric_note
E041,2026 · 东城 · 一模 · 第18题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E041_question_p6.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E041_rubric_manual_p7_1.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E041_rubric_manual_p8_2.jpg,manual original PDF rubric crop
E042,2026 · 东城 · 二模 · 第19题,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E042_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/东城二模 19题阅卷细则.pdf,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E042_rubric_p2_crop.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E042_rubric_p3_crop.jpg,PDF rubric cropped to local text block(s)
E043,2026 · 丰台 · 一模 · 第20题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E043_question_p9.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E043_rubric_细则图片_1.jpg,formal scoring rubric not found in raw source; reference answer removed
E044,2026 · 延庆 · 一模 · 第18题第1问,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E044_question_p5.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E044_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E045,2026 · 房山 · 一模 · 第17题第1问,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E045_question_p8.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E045_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E046,2026 · 房山 · 一模 · 第17题第2问【待确认】,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E046_question_p8.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E046_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E047,2026 · 朝阳 · 期末 · 第18题第1问,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E047_question_p5.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E047_rubric_manual_p2_1.jpg,manual original PDF rubric crop
E048,2026 · 朝阳 · 一模 · 第18题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E048_question_p6.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E048_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E049,2026 · 朝阳 · 二模 · 第18题,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/试卷/2026北京朝阳高三二模政治（教师版）.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E049_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/细则/202605朝阳高三政治二模阅卷细则(1).docx,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E049_rubric_细则图片_1.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E049_rubric_细则图片_2.jpg,.docx source rendered from locked rubric text
E050,2026 · 海淀 · 一模 · 第18题第3问,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E050_question_p6.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E050_rubric_p4_crop.jpg,PDF rubric cropped to local text block(s)
E051,2026 · 海淀 · 二模 · 第18题第2问,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E051_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E051_rubric_manual_p54_1.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E051_rubric_manual_p55_2.jpg,manual original PDF rubric crop
E052,2026 · 石景山 · 一模 · 第18题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E052_question_p6.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E052_rubric_细则图片_1.jpg,.doc source rendered from locked rubric text
E053,2026 · 石景山 · 二模 · 第19题,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E053_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E053_rubric_细则图片_1.jpg,.doc source rendered from locked rubric text
E054,2026 · 西城 · 一模 · 第17题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E054_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E054_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E055,2026 · 西城 · 二模 · 第18题第1问,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E055_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E055_rubric_manual_p6_1.jpg,manual original PDF rubric crop
E056,2026 · 西城 · 二模 · 第18题第2问【待确认】,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E056_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E056_rubric_manual_p7_1.jpg,manual original PDF rubric crop
E057,2026 · 西城 · 二模 · 第18题第3问【待确认】,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E057_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E057_rubric_manual_p9_1.jpg,manual original PDF rubric crop
E058,2026 · 通州 · 期末 · 第19题第1问,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E058_question_p6.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E058_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
E059,2026 · 通州 · 一模 · 第20题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E059_question_p8.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E059_rubric_p15_crop.jpg,PDF rubric cropped to local text block(s)
E060,2026 · 门头沟 · 一模 · 第18题第1问,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E060_question_p7.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E060_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
