source_id,path,year,suite,file_type,evidence_type,status,extraction_method,confidence,notes
SRC_7324e07095f8,/Users/wanglifei/Desktop/2026模拟题/已放弃/2026石景山期末/其他材料/答案及评分参考.pdf,2026,2026石景山期末,pdf,ordinary_answer_reference,excluded,pypdf_text_attempt,medium,keyword_hits=共同利益:1;全球治理:2;中国方案:1;人类命运共同体:1;多边主义:1 | Excluded by hard user rule: 2026石景山期末 has no usable scoring rubric; answer/reference cannot enter main table.
SRC_5bf6b7387198,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,2026,2026延庆一模,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=经济全球化:2;共同利益:3;国家利益:2;全球治理:2;中国方案:1;人类命运共同体:2;新型国际关系:2;共商共建共享:2;合作共赢:2
SRC_944b03f9c3be,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,2026,2026延庆一模,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:1;共同利益:2;全球治理:1;联合国:1;中国方案:1;人类命运共同体:1;新型国际关系:1;贸易:1;投资:3;制度型开放:1;合作共赢:2
SRC_7301f6d3c6e2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,2026,2026房山一模,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=经济全球化:1;中国智慧:1;中国方案:5;贸易:6;投资:4;制度型开放:2;两个市场:2;两种资源:2
SRC_0e98e571e5b0,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,2026,2026房山一模,pdf,paper,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
SRC_2b459ae738e8,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,2026,2026石景山一模,doc,rubric_or_marking,source_checked,textutil_doc,high,keyword_hits=经济全球化:2;共同利益:2;人类命运共同体:1;多边主义:1;贸易:1;共商共建共享:2;合作共赢:2
SRC_b46dba82c3ff,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,2026,2026石景山一模,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:2;共同利益:1;中国智慧:1;中国方案:1;贸易:17;投资:3;制度型开放:1;共商共建共享:1
SRC_e28c940953ba,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,2026,2026西城一模,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=共同利益:1;多边主义:1;贸易:9;投资:2;合作共赢:1
SRC_5447227f6175,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,2026,2026西城一模,docx,paper,source_checked,zip_word_xml,high,embedded_media=9 | keyword_hits=当代国际政治与经济:1;国际政治与经济:1;贸易:7;投资:4
SRC_4ff3bc2e680a,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,2026,2026西城一模,pdf,paper,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
SRC_8d2be8df9cad,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,2026,2026顺义一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:1;和平与发展:2;共同利益:1;全球治理:1;中国智慧:2;中国方案:2;人类命运共同体:2;多边主义:1;新型国际关系:1;投资:2
SRC_1da70413b2d1,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,2026,2026顺义一模,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;世界多极化:1;全球治理:3;中国智慧:1;中国方案:3;贸易:12;投资:1
SRC_14176e949dd0,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,2026,2026海淀一模,pdf,rubric_or_marking,source_checked,pypdf_text_attempt,high,keyword_hits=全球治理:1;制度型开放:1;两个市场:1;两种资源:1
SRC_184e191a3ddd,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,2026,2026海淀一模,pdf,paper,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
SRC_f6e59c8eee71,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,2026,2026门头沟一模,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:2;中国方案:1;人类命运共同体:2;贸易:1;制度型开放:2;两种资源:1
SRC_e34a259c7765,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,2026,2026门头沟一模,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;全球治理:4;联合国:2;中国智慧:1;中国方案:1;人类命运共同体:1;贸易:5;投资:2;全球安全倡议:1;全球文明倡议:1;全球治理倡议:1;共商共建共享:1
SRC_44f3b42c2caf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,2026,2026丰台一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=当代国际政治与经济:2;国际政治与经济:3;全球治理:1;联合国:2;中国智慧:1;中国方案:1;人类命运共同体:1;多边主义:1;投资:1
SRC_31e84e4e2ec2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,2026,2026丰台一模,pdf,paper,source_checked_with_visual_render,pypdf_text_attempt+fitz_visual_render,high,Q19_prompt_visually_confirmed
SRC_ebbe85a1ee6f,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,2026,2026朝阳一模,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:1;和平与发展:1;人类命运共同体:1;新型国际关系:1;贸易:1;投资:2;两个市场:1;两种资源:1
SRC_fd08ca4014c0,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,2026,2026朝阳一模,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:2;国际政治与经济:2;经济全球化:2;全球治理:3;人类命运共同体:4;多边主义:2;国际关系民主化:1;贸易:6;投资:1;制度型开放:3
SRC_1475504e2bc4,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,2026,2026东城一模,pdf,rubric_or_marking,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
SRC_db98c4fdd4da,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,2026,2026东城一模,pdf,rubric_or_marking,source_checked,pypdf_text_attempt,high,keyword_hits=中国方案:1
SRC_03696854d360,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,
SRC_69f4a5c96bf0,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,
SRC_1b5cd611d75c,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=中国方案:1;人类命运共同体:1
SRC_7e06d068910f,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,
SRC_90391f5178e4,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;制度型开放:1
SRC_0eef31593a11,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,
SRC_1ebc5ea95bc8,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,
SRC_5d17aa87bc17,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,2026,2026东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=投资:2
SRC_0fca4fc46247,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,2026,2026东城一模,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;世界多极化:1;全球治理:1;人类命运共同体:1;贸易:1;投资:2;制度型开放:1;共商共建共享:1
SRC_3177a54aaed5,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,2026,2026东城一模,pdf,paper,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
SRC_93d2077755f7,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,2026,2026海淀期末,pdf,rubric_or_marking,excluded,pypdf_text_attempt,high,Excluded by user confirmation: 2026海淀期末 has no 选必一; pypdf text extraction found no priority xuanbiyi keywords.
SRC_51b7508a0497,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,2026,2026海淀期末,pdf,paper,excluded,user_confirmed_no_xuanbiyi,high,Excluded by user confirmation: 2026海淀期末 has no 选必一.
SRC_35ef9424281a,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,2026,2026通州期末,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:1;和平与发展:1;全球治理:16;联合国:3;中国智慧:2;中国方案:2;人类命运共同体:2;多边主义:2;国际关系民主化:1
SRC_b66cc2d35877,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,2026,2026通州期末,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;和平与发展:1;全球治理:15;联合国:2;中国智慧:1;中国方案:1;多边主义:1;贸易:4;制度型开放:1;全球发展倡议:1;全球安全倡议:1;全球文明倡议:1;全球治理倡议:9;共商共建共享:1
SRC_763b7470b96b,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,2026,2026朝阳期中,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:1;中国智慧:1;中国方案:1;人类命运共同体:1;投资:1;两个市场:1;两种资源:1
SRC_1babd6c525fe,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,2026,2026朝阳期中,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:1;中国智慧:1;中国方案:1;人类命运共同体:1;投资:1;两个市场:1;两种资源:1
SRC_cdafdcaa0136,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,2026,2026朝阳期中,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;全球治理:8;联合国:1;中国智慧:1;人类命运共同体:3;多边主义:1;投资:1;全球发展倡议:1;全球安全倡议:1;全球文明倡议:1;全球治理倡议:4;共商共建共享:1
SRC_0eccc84583b5,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,2026,2026西城期末,pdf,rubric_or_marking,source_checked_with_visual_render,pypdf_text_attempt+fitz_visual_render,high,Q20_rubric_visually_checked; full_prompt_resolved_by_SRC_efbc5507a38d
SRC_751bc9aaa01f,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,2026,2026西城期末,pdf,rubric_or_marking,source_checked,pypdf_text_attempt,high,keyword_hits=中国方案:1;投资:1
SRC_060b7ec32fe4,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,2026,2026西城期末,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=贸易:1;投资:1;两种资源:1
SRC_efbc5507a38d,/Users/wanglifei/GaokaoPolitics/2026各区模拟题/2026各区期末和期中/2026西城期末/2026北京西城高三（上）期末政治（教师版）.pdf,2026,2026西城期末,pdf,paper,source_checked_with_visual_render,fitz_visual_render,high,added_after_router_restart; recovered_Q20_full_prompt_from_render_page_08
SRC_647418e573f7,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,2026,2026海淀期中,docx,paper,source_checked,zip_word_xml,high,embedded_media=1 | keyword_hits=当代国际政治与经济:1;国际政治与经济:1;和平与发展:1;全球治理:14;联合国:2;人类命运共同体:1;多边主义:2;贸易:3;投资:4;全球发展倡议:1;全球安全倡议:1;全球文明倡议:1;全球治理倡议:6;共商共建共享:1
SRC_b1aeb67d2659,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,2025,2026海淀期中,pdf,lecture_or_review,not_started,pending_pdf_text_or_render,medium,
SRC_88c6e8f353db,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,2026,2026东城期末,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=经济全球化:1;全球治理:6;中国方案:1;人类命运共同体:11;投资:9;制度型开放:2
SRC_9aba5c7460e6,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,2026,2026东城期末,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;全球治理:3;人类命运共同体:5;贸易:2;投资:10
SRC_e80d35a6d904,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,2026,2026朝阳期末,pdf,rubric_or_marking,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
SRC_0056d930a7a9,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,2026,2026朝阳期末,pdf,paper,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
SRC_45c50fff4444,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,2026,2026丰台期末,pdf,rubric_or_marking,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:2;国际政治与经济:2;全球治理:1;联合国:1;人类命运共同体:4;多边主义:1;新型国际关系:2;贸易:1;全球发展倡议:1;全球安全倡议:1;全球文明倡议:1;共商共建共享:3
SRC_371641aaa3a7,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,2026,2026丰台期末,pdf,paper,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true
