module,node,source,question_type,title,knowledge,origin,has_full_prompt,has_landing,has_image
二、辩证法,矛盾的普遍性和特殊性,2025东城一模 第16题,主观题,价值观导向/矛盾普遍性与特殊性。,价值观导向/矛盾普遍性与特殊性。,2025A_v6_student_entries.md,True,True,False
二、辩证法,矛盾的普遍性和特殊性,2025朝阳二模 第2题,选择题,矛盾普遍性与特殊性。,矛盾普遍性与特殊性。,2025B_v6_student_entries.md,True,True,False
二、辩证法,矛盾的普遍性和特殊性,2025房山一模 第4题,选择题,矛盾的普遍性和特殊性,矛盾的普遍性和特殊性,targeted-coverage-backfill,True,True,False
二、辩证法,两点论与重点论,2026东城一模 第16题,主观题,矛盾主次方面/抓主流。,矛盾主次方面/抓主流。,S040-sample-output,True,True,False
二、辩证法,两点论与重点论,2024朝阳一模 第18题,主观题,两点论和重点论的统一。,两点论和重点论的统一。,2024_v6_student_entries.md,True,True,False
二、辩证法,两点论与重点论,2024朝阳一模 第18题,主观题,哲学与文化。,哲学与文化。,2024_v6_audit_entries.csv,True,True,False
二、辩证法,两点论与重点论,2025西城一模 第4题,选择题,矛盾主次方面错用。,矛盾主次方面错用。,2025A_v6_student_entries.md,True,True,False
三、认识论,实践与认识（总）,2025西城一模 第16题,主观题,知行统一/实践与认识。,知行统一/实践与认识。,2025A_v6_audit_entries.csv,True,True,False
三、认识论,实践与认识（总）,2025朝阳二模 第16题,主观题,实践与认识的相互促进。,实践与认识的相互促进。,2025B_v6_student_entries.md,True,True,False
三、认识论,实践与认识（总）,2025昌平二模 第2题,选择题,实践与认识、科学精神。,实践与认识、科学精神。,2025B_v6_student_entries.md,True,True,False
三、认识论,实践是认识的基础,2025东城二模 第16题,主观题,实践是认识的基础。,实践是认识的基础。,2025B_v6_student_entries.md,True,True,False
三、认识论,实践是认识的基础,2026东城一模 第20题,主观题,实践决定认识。,实践决定认识。,S040-sample-output,True,True,False
三、认识论,实践是认识的基础,2025丰台二模 第16题（1）,主观题,知行合一与实践是认识的基础。,知行合一与实践是认识的基础。,2025B_v6_student_entries.md,True,True,False
三、认识论,实践是认识的基础,2025东城二模 第3题,选择题,实践是认识的来源。,实践是认识的来源。,2025B_v6_student_entries.md,True,True,False
三、认识论,认识对实践的反作用,2026东城一模 第20题,主观题,认识反作用于实践。,认识反作用于实践。,S040-sample-output,True,True,False
三、认识论,认识对实践的反作用,2025西城二模 第4题,选择题,认识对实践的反作用。,认识对实践的反作用。,2025B_v6_student_entries.md,True,True,False
三、认识论,认识发展原理,2025西城一模 第3题,选择题,认识具有无限性/可知论。,认识具有无限性/可知论。,2025A_v6_student_entries.md,True,True,False
三、认识论,真理观,2025海淀二模 第10题,选择题,实践是检验认识真理性的唯一标准。,实践是检验认识真理性的唯一标准。,2025B_v6_student_entries.md,True,True,False
三、认识论,真理观,2026东城一模 第5题,选择题,正确项呼应认识论；错项D混淆真理与谬误。,正确项呼应认识论；错项D混淆真理与谬误。,S040-sample-output,True,True,False
四、历史唯物主义,社会存在与社会意识,2026海淀一模 第16题,主观题,社会存在与社会意识：人工智能时代需要人文学科为技术“赋魂”。,社会存在与社会意识,current-thread-supplement,True,True,False
四、历史唯物主义,社会存在与社会意识,2024朝阳期中 第16题,主观题,社会存在决定社会意识。,社会存在决定社会意识 / 社会存在变化决定社会意识变化。,2024_v6_student_entries.md+Codex-chain,True,True,False
四、历史唯物主义,社会存在与社会意识,2025朝阳一模 第16题,主观题,社会存在与社会意识：国产动画电影成功来自时代条件与文化需求。,社会存在与社会意识,current-thread-supplement,True,True,False
四、历史唯物主义,改革 / 改革的实质,2025石景山一模 第21题,主观题,改革 / 改革的实质,改革 / 改革的实质,current-thread-gap-closure,True,True,False
四、历史唯物主义,人民群众,2024海淀期中 第18题,主观题,人民群众,人民群众,current-thread-gap-closure,True,True,False
四、历史唯物主义,人民群众,2025东城二模 第16题,主观题,人民群众观点。,人民群众观点。,2025B_v6_student_entries.md,True,True,False
四、历史唯物主义,人民群众,2026东城一模 第16题,主观题,人民群众是社会历史的主体。,人民群众是社会历史的主体。,S040-sample-output,True,True,False
四、历史唯物主义,人民群众,2025海淀期中 第9题,选择题,人民群众,人民群众,targeted-coverage-backfill,True,True,False
四、历史唯物主义,人民群众,2026海淀期中 第9题,选择题,人民群众,人民群众,targeted-coverage-backfill,True,True,False
四、历史唯物主义,人民群众,2026西城一模 第5题,选择题,文化/意识链。,文化/意识链。,late-objective-closure,True,True,False
五、价值观 / 人生观,价值观的导向作用,2026海淀一模 第16题,主观题,价值观导向：人文学科解决技术不能回答的价值问题。,价值观导向,current-thread-supplement,True,True,False
五、价值观 / 人生观,价值观的导向作用,2026海淀期末 第16题,主观题,价值观的导向作用：把信息工具放回辅助位置，培养独立思考,价值观的导向作用,current-thread-post-clean-coverage,True,True,False
五、价值观 / 人生观,价值观的导向作用,2024西城一模 第17题,主观题,价值观的导向作用：生态价值观引导人与自然和谐共生,价值观的导向作用：生态价值观引导人与自然和谐共生,targeted-coverage-backfill,True,True,False
五、价值观 / 人生观,价值观的导向作用,2024西城二模 第17题,主观题,价值观的导向作用：生态价值观,价值观的导向作用：生态价值观,targeted-coverage-backfill,True,True,False
五、价值观 / 人生观,价值观的导向作用,2025西城二模 第16题（1）,主观题,价值观的导向作用。,价值观的导向作用 / 生态价值观。,2025B_v6_student_entries.md+Codex-chain,True,True,False
五、价值观 / 人生观,价值观的导向作用,2025延庆一模 第16题,主观题,正确价值导向/社会主义核心价值观。,正确价值导向/社会主义核心价值观。,2025A_v6_student_entries.md,True,True,False
五、价值观 / 人生观,价值观的导向作用,2025昌平二模 第16题,主观题,正确价值观与人生价值。,正确价值观与人生价值。,2025B_v6_student_entries.md,True,True,False
五、价值观 / 人生观,价值观的导向作用,2025海淀期中 第12题,选择题,价值观的导向作用,价值观的导向作用,targeted-coverage-backfill,True,True,False
五、价值观 / 人生观,价值判断与价值选择,2025海淀一模 第16题,主观题,价值判断与价值选择。,价值判断与价值选择。,2025A_v6_audit_entries.csv,True,True,False
五、价值观 / 人生观,价值判断与价值选择,2025西城一模 第22题,主观题,正确价值观：做困难而正确的事,正确价值观的导向作用；正确价值判断和价值选择,current-thread-manual-source-check,True,True,False
五、价值观 / 人生观,价值判断与价值选择,2026东城一模 第16题,主观题,价值判断与价值选择。,价值判断与价值选择。,S040-sample-output,True,True,False
五、价值观 / 人生观,价值判断与价值选择,2024朝阳期中 第1题,选择题,民族精神和时代精神。,人生价值 / 价值判断与价值选择 / 民族精神和时代精神。,2024_v6_student_entries.md+Codex-chain,True,True,False
五、价值观 / 人生观,实现人生价值,2024海淀二模 第16题,主观题,实现人生价值：在个人与社会统一中创造价值,实现人生价值：在个人与社会统一中创造价值,targeted-coverage-backfill,True,True,False
五、价值观 / 人生观,实现人生价值,2025朝阳一模 第16题,主观题,实现人生价值：创作团队在服务社会文化需求中实现价值。,实现人生价值,current-thread-supplement,True,True,False
五、价值观 / 人生观,实现人生价值,2025房山一模 第20题,主观题,实现人生价值,实现人生价值,targeted-coverage-backfill,True,True,False
五、价值观 / 人生观,实现人生价值,2025西城二模 第5题,选择题,人生价值。,人生价值。,2025B_v6_student_entries.md,True,True,False
五、价值观 / 人生观,实现人生价值,2026西城一模 第1题,选择题,社会历史主体性/人生价值链。,社会历史主体性/人生价值链。,late-objective-closure,True,True,False
五、价值观 / 人生观,实现人生价值,2025东城二模 第2题,选择题,实现人生价值。,实现人生价值。,2025B_v6_student_entries.md,True,True,False
五、价值观 / 人生观,实现人生价值,2024朝阳一模 第3题,选择题,人生价值在服务人民中实现。,人生价值在服务人民中实现。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024海淀期中 第18题,主观题,两点与重点的统一。,两点与重点的统一。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025海淀二模 第16题,主观题,认识是主体对客体的能动反映。,认识是主体对客体的能动反映。,2025B_v6_student_entries.md+Codex-chain,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026海淀一模 第16题,主观题,文化功能：人文学科涵养人的精神世界。,文化功能,current-thread-supplement,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025西城期末 第16题,主观题,文化载体/文化认同。,文化载体/文化认同。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026西城一模 第21题,主观题,实践探索推动规律性认识深化。,实践探索推动规律性认识深化。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026西城一模 第21题,主观题,subjective。,subjective。,2026A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026西城期末 第16题（2）,主观题,真实内容的实践基础。,真实内容的实践基础。,2026B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025东城一模 第16题,主观题,文化功能。,文化功能。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026朝阳期中 第19题,主观题,伟大抗战精神与文化功能。,伟大抗战精神与文化功能。,2026B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026朝阳期中 第19题,主观题,抗战精神与文化功能。,抗战精神与文化功能。,2026B_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025丰台二模 第21题,主观题,把握规律与主动实践。,把握规律与主动实践。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025延庆一模 第16题,主观题,以人民为中心的文化创作。,以人民为中心的文化创作。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026延庆一模 第16题,主观题,subjective。,subjective。,2026A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026门头沟一模 第16题,主观题,subjective。,subjective。,2026A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026延庆一模 第18题第2问,主观题,辩证思维看技术治理。,辩证思维看技术治理。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024海淀一模 第1题,选择题,文化。,文化。,2024_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026海淀一模 第1题,选择题,文化/价值链，仅作客观题链条。,文化/价值链，仅作客观题链条。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026海淀一模 第2题,选择题,文化/意识链。,文化/意识链。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026海淀一模 第7题,选择题,不把彻底否定写成稳定正向触发。,不把彻底否定写成稳定正向触发。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026海淀期中 第5题,选择题,文化产品出海与内容创新。,文化产品出海与内容创新。,2026B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025西城二模 第1题,选择题,“文化变成物质力量”的偷换。,“文化变成物质力量”的偷换。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025西城二模 第1题,选择题,文化精神力量与物质力量区分。,文化精神力量与物质力量区分。,2025B_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025西城二模 第5题,选择题,超越客观条件实现价值。,超越客观条件实现价值。,2025B_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024东城一模 第1题,选择题,见上句，正确项和错项已合并说明。,见上句，正确项和错项已合并说明。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024东城一模 第15题,选择题,见上句，正确项和错项已合并说明。,见上句，正确项和错项已合并说明。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024东城二模 第1题,选择题,见上句，正确项和错项已合并说明。,见上句，正确项和错项已合并说明。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024东城二模 第2题,选择题,见上句，正确项和错项已合并说明。,见上句，正确项和错项已合并说明。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024东城二模 第3题,选择题,见上句，正确项和错项已合并说明。,见上句，正确项和错项已合并说明。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025东城二模 第3题,选择题,“只有亲身经历才能创作”的绝对化。,“只有亲身经历才能创作”的绝对化。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026东城一模 第2题,选择题,正确项呼应该文化链。,正确项呼应该文化链。,S040-sample-output,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024朝阳一模 第3题,选择题,哲学。,哲学。,2024_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024朝阳一模 第4题,选择题,意识不能决定实践结果。,意识不能决定实践结果。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024朝阳一模 第4题,选择题,哲学。,哲学。,2024_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024朝阳期中 第1题,选择题,文化。,文化。,2024_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025朝阳二模 第3题,选择题,“课外实践比书本知识更重要”的简单比较。,“课外实践比书本知识更重要”的简单比较。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025朝阳二模 第3题,选择题,实践和书本知识简单排序。,实践和书本知识简单排序。,2025B_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025朝阳期末 第7题,选择题,逆向/转换思维错套。,逆向/转换思维错套。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024丰台一模 第1题,选择题,革命精神传承的正确理解。,革命精神传承的正确理解。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024丰台一模 第1题,选择题,革命精神不能随意改写。,革命精神不能随意改写。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024丰台一模 第1题,选择题,文化。,文化。,2024_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024丰台二模 第11题,选择题,①目的表述过宽; ③确保和政治保障绝对化且不贴题。,①目的表述过宽; ③确保和政治保障绝对化且不贴题。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025丰台期末 第10题,选择题,归纳推理/类比推理。,归纳推理/类比推理。,2025A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024门头沟一模 第2题,选择题,①从国道建设直接推出区域繁荣超出题面; ④把转体套成矛盾主要方面缺少依据。,①从国道建设直接推出区域繁荣超出题面; ④把转体套成矛盾主要方面缺少依据。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024门头沟一模 第10题,选择题,①以名称新旧判定新旧事物错误; ③只影响国内经济结构与海外市场材料不符。,①以名称新旧判定新旧事物错误; ③只影响国内经济结构与海外市场材料不符。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024石景山一模 第12题,选择题,需求创造供给的倒置。,需求创造供给的倒置。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024石景山一模 第12题,选择题,主体错位的错肢识别。,主体错位的错肢识别。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024石景山一模 第12题,选择题,文化/经济。,文化/经济。,2024_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2024顺义思政二模 第3题,选择题,文化的功能 / 文化与经济政治,文化的功能 / 文化与经济政治,targeted-coverage-backfill,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025昌平二模 第3题,选择题,“人机共舞就是矛盾双方相互转化”的硬套。,“人机共舞就是矛盾双方相互转化”的硬套。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025昌平二模 第3题,选择题,人机共舞硬套矛盾双方转化。,人机共舞硬套矛盾双方转化。,2025B_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025昌平二模 第4题,选择题,合规律性与合目的性。,合规律性与合目的性。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025昌平二模 第4题,选择题,“意识具有直接现实性”的错用。,“意识具有直接现实性”的错用。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2025昌平二模 第4题,选择题,意识直接现实性错用。,意识直接现实性错用。,2025B_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026延庆一模 第5题,选择题,科学思维追求认识的客观性。,科学思维追求认识的客观性。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026延庆一模 第5题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,文化的功能 / 文化与经济政治,2026门头沟一模 第5题,选择题,错肢：把联想硬说成矛盾转化。,错肢：把联想硬说成矛盾转化。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025西城一模 第22题,主观题,中华优秀传统文化与民族精神：长期主义的文化根基,中华优秀传统文化；伟大民族精神；自强不息,current-thread-manual-source-check,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025东城一模 第16题,主观题,中华优秀传统文化源远流长、博大精深。,中华优秀传统文化源远流长、博大精深。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026东城一模 第20题,主观题,中华优秀传统文化当代价值。,中华优秀传统文化当代价值。,S040-sample-output,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2024朝阳期中 第17题,主观题,审题限定不能丢。,审题限定不能丢。,2024_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025朝阳一模 第16题,主观题,文化载体：国产动画电影让传统文化有了当代表达平台。,文化载体,current-thread-supplement,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025朝阳一模 第16题,主观题,文化传承与创新：把传统故事讲成当代观众愿意看的作品。,文化传承与创新,current-thread-supplement,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025朝阳二模 第16题,主观题,文化传承与文化功能。,文化传承与文化功能。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026朝阳一模 第16题,主观题,中华优秀传统文化的生命力与文化自信。,中华优秀传统文化的生命力与文化自信。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026朝阳期中 第21(1)题,主观题,文化传承创新与人文经济。,文化传承创新与人文经济。,2026B_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026朝阳期中 第21题（1）,主观题,文化传承创新与人文经济。,文化传承创新与人文经济。,2026B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025丰台一模 第16题,主观题,中华优秀传统文化传承。,中华优秀传统文化传承。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025丰台二模 第16题（1）,主观题,实践育人与文化传承创新。,实践育人与文化传承创新。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026丰台一模 第16题,主观题,以人民为中心：防止智能鸿沟扩大。,以人民为中心,current-thread-supplement,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026丰台一模 第16题,主观题,文化创新与传承：用人工智能激活优秀传统文化。,文化创新与传承,current-thread-supplement,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025石景山一模 第16题,主观题,中华优秀传统文化的特点及当代价值。,中华优秀传统文化的特点及当代价值。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025门头沟一模 第16题,主观题,文化传承与创新/科技赋能文化。,文化传承与创新/科技赋能文化。,2025A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2025昌平二模 第16题,主观题,文化载体与优秀传统文化。,文化载体与优秀传统文化。,2025B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026延庆一模 第16题,主观题,城市文脉赓续中的双创与人民立场。,城市文脉赓续中的双创与人民立场。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026石景山一模 第17题第2问,主观题,创新思维服务文化传承。,创新思维服务文化传承。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026顺义一模 第21题,主观题,审势、乘势、驭势中的客观性、辩证性与价值性。,审势、乘势、驭势中的客观性、辩证性与价值性。,2026A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026顺义一模 第21题,主观题,subjective。,subjective。,2026A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026石景山期末 第18题（1）,主观题,非遗文化的分析与综合。,非遗文化的分析与综合。,2026B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2024东城一模 第3题,选择题,见上句，正确项和错项已合并说明。,见上句，正确项和错项已合并说明。,late-objective-closure,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026石景山一模 第4题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华优秀传统文化创造性转化、创新性发展 / 文化传承,2026顺义一模 第5题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华民族精神 / 文化自信,2026西城期末 第16题（1）,主观题,立足社会实践，筑牢文化自信。,立足社会实践，筑牢文化自信。,2026B_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华民族精神 / 文化自信,2025东城期末 第16题,主观题,中华文化源远流长、博大精深。,中华文化源远流长、博大精深。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华民族精神 / 文化自信,2025东城期末 第16题,主观题,文化载体。,文化载体。,2025A_v6_student_entries.md+Codex-chain,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华民族精神 / 文化自信,2025朝阳期末 第16题,主观题,中华文化传播/文化自信。,中华文化传播/文化自信。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华民族精神 / 文化自信,2025朝阳期末 第16题,主观题,文化载体/中华文明传播力。,文化载体/中华文明传播力。,2025A_v6_student_entries.md,True,True,False
六、文化传承、文化功能与文化自信（必修四文化线，非哲学主框架）,中华民族精神 / 文化自信,2024海淀一模 第1题,选择题,革命文化与民族精神。,革命文化与民族精神。,2024_v6_student_entries.md,True,True,False
