priority,question_id,parent_question_id,source_batch,type,framework_node,evidence_level,decision,decision_reason,source_evidence,patch_needed,can_enter_fusion
P2,Q-2025丰台期末-9,Q-2025丰台期末-9,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-联言判断推论受限（A）,B-choice-signal,confirmed,题干（某中学陕西/贵州/甘肃/湖南四条研学路线，每个学生选一条）及A'小李既没报陕西也没报贵州→推出小李报湖南'/B'小张或者去甘肃或者去湖南→推出小张去甘肃'/C'王同学有所收获→推出王同学主动建立联系'/D'赵同学主动建立联系→推出赵同学有所收获'四个推理选项在040_paper.txt::Q9（行99-109）逐字核验；040_paper.txt 行352-366 参考答案明确【答案】D，详解：A错（联言判断'既没报陕西也没报贵州'各联言支为真，但推不出湖南，小李也可能报甘肃-即联言判断推论受限）；B错（'或者甘肃或者湖南'是不相容选言判断，不能直接推出某一支）；C错（充分条件假言推理不能由肯后件推前件）；D对（充分条件假言推理由肯前件推后件）。framework_node'推理-联言判断推论受限（A）'精准对应A选项陷阱解析；按硬规则维持manifest evidence_level=B-choice-signal；manifest第56行已记phase12_action=covered_by_74_review_body,040_*paper.txt::Q9 行99-109 完整题干（研学路线四陷阱推理）及A/B/C/D四个推理可见；040_*paper.txt 行352-366【答案】D 及四选项详解（A联言判断推论受限-小李可能报甘肃；B不相容选言判断不能直推；C充分条件不能肯后推前；D充分条件可肯前推后）逐字可读；RECHECK_MANIFEST_ENRICHED.csv 第56行phase12_action=covered_by_74_review_body 已前置标记,yes,yes
P2,Q-2025顺义一模-5,Q-2025顺义一模-5,batch04_fengtai_shunyi_tongzhou,choice_trap,判断-联言判断的矛盾命题（B正解）,B-choice-signal,confirmed_with_patch,"题干（""下列命题中，与'这篇散文不但文笔生动，而且富有哲理。'相矛盾的是""）+四选项 A""文笔不生动且不富有哲理"" / B""或者文笔不生动，或者不富有哲理"" / C""如果文笔不生动那么富有哲理"" / D""只有富有哲理才文笔生动""均能在 035_*paper.txt::Q5（行49-53）逐字核验；035_*paper.txt 行265-266 答案表明文""题号 5 答案 B""与 035_*support__2025顺义一模细则.docx.txt 行1""5.B""双源一致；035_*paper.txt 行308-318 教师版【详解】明文给出""原命题'文笔生动且富有哲理'是联言命题 A∧B；矛盾命题 ¬A∨¬B 即 B 项'或者文笔不生动，或者不富有哲理'""，与 framework_node""判断-联言判断的矛盾命题（B正解）""完全一致；A 项 ¬A∧¬B 是反对命题不是矛盾命题；C 项 ¬A→B 等价于 A∨B 与原命题可同真不矛盾；D 项 B→A 与原命题可同真不矛盾。manifest evidence_level=B-choice-signal 与 source 一致，无需上调；fusion P1 第848-852 行已含完整识别+陷阱+卷面句但带""需 Codex 回源复核""标签，patch 仅去复核标签并锁定答案表证据，不改写已有识别逻辑。decision=confirmed_with_patch。","035_*paper.txt::Q5 行49-53 题干+四选项完整可见；035_*paper.txt 行265-266 paper 答案表明文""5 B""；035_*support__2025顺义一模细则.docx.txt 行1（顺义区2025年高三统一测试参考答案）明文""5.B""；035_*paper.txt 行308-318 教师版【详解】完整给出 A∧B 矛盾命题为 ¬A∨¬B 的德摩根推演与四选项辨析；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行848-852 已有完整 Q5 识别+陷阱+卷面句但带""需 Codex 回源复核""前置标签",yes,yes
P2,Q-2025顺义一模-6,Q-2025顺义一模-6,batch04_fengtai_shunyi_tongzhou,choice_trap,判断-性质判断主项识别（①正解）,B-choice-signal,confirmed_with_patch,"题干（""中国人民银行创设证券、基金、保险公司互换便利（SFISF）……关于该政策工具下列说法正确的是""）+四个候选判断 ①性质判断主项是""政策工具"" / ②""不是A而是B""为联言判断 / ③划分错误为""划分标准不一"" / ④""获得流动性支持""是反对称关系，及四组合选项 A①② / B①③ / C②④ / D③④ 均能在 035_*paper.txt::Q6（行54-67）逐字核验；035_*paper.txt 行265-266 paper 答案表明文""题号 6 答案 A""，且 035_*paper.txt 行319-332 教师版【详解】明文给出 ①②正确、③错误（应为越级划分而非划分标准不一）、④错误的逐项推演，与 framework_node""判断-性质判断主项识别（①正解）""完全一致——选项 A=①② 含 ① 正解；035_*support__2025顺义一模细则.docx.txt 行1 单行参考答案表写""6.C""，与 035_*paper.txt 答案表 + 教师版【详解】 + manifest framework_node ""①正解"" 三方矛盾，结合教师版【详解】对 ①②正确/③④错误的完整逻辑推演（①主项就是被断定的""政策工具""；②""不是央行直接给钱，而是通过新工具盘活资产""为对互换便利不同方面的并列断定即联言；③ 财政政策是宏观调控大类、公开市场业务/存款准备金/中央银行贷款是货币政策子类，犯越级划分而非划分标准不一；④ 央行向证券公司提供流动性支持反过来证券公司不向央行提供流动性支持，不存在逻辑必然的反向否定关系），判定 035_*paper 答案表 6=A 为权威答案，035_*support 答案表 ""6.C"" 为同源 .docx 单行答案抄写笔误（顺义区参考答案与教师版逐题详解在 Q6 之外的 14 题完全一致：1A/2C/3B/4D/5B/7A/8C/9B/10A/11D/12C/13B/14D/15A）。manifest evidence_level=B-choice-signal 与 source 一致；fusion P1 第840-844 行已含完整识别+陷阱+卷面句但带""需 Codex 回源复核""标签，patch 仅去复核标签并将 035_*support 答案表笔误写入 source_evidence 字段，不改写已有识别逻辑。decision=confirmed_with_patch。","035_*paper.txt::Q6 行54-67 题干+四组合选项完整可见；035_*paper.txt 行265-266 paper 答案表明文""6 A""；035_*paper.txt 行319-332 教师版【详解】对 ①②③④逐项推演（① 主项=""政策工具""正确 / ② 联言判断正确 / ③ 应为越级划分非划分标准不一 / ④ 不存在逻辑必然反向否定，非反对称典型样本）；035_*support__2025顺义一模细则.docx.txt 行1 单行写""6.C""（与 paper 答案表 + 教师版【详解】 + manifest""①正解""三方矛盾的同源单行抄写笔误，其余14题答案三方一致）；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行840-844 已有完整 Q6 识别+陷阱+卷面句但带""需 Codex 回源复核""前置标签",yes,yes
P2,Q-2025顺义一模-7,Q-2025顺义一模-7,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-三段论-大项不当扩大（A正解，硬样本：硬规则§十九）,B-choice-signal,confirmed_with_patch,"题干（""下列三段论的逻辑分析错误的是""，逆向选择题）+四个三段论 A""凡共青团员都是青年，并非所有青年工人都是共青团员，所以并非所有青年工人都是青年""及给出""小项不当扩大""分析 / B""调查报告不是文学作品，这篇文稿不是调查报告，所以这篇文稿不是文学作品""及""两否前提不能必然推出结论""分析 / C""物质是不灭的，这支钢笔是物质，所以这支钢笔是不灭的""及""四概念""分析 / D""有些农民是劳动模范，有些农民是党员，所以有些党员是劳动模范""及""中项不周延""分析，均能在 035_*paper.txt::Q7（行68-93）逐字核验；035_*paper.txt 行265-266 paper 答案表明文""题号 7 答案 A""，与 035_*support__2025顺义一模细则.docx.txt 行2""7.A""双源一致；035_*paper.txt 行333-346 教师版【详解】明文给出 A 选项的三段论中大项""青年""在大前提肯定判断谓项不周延、在结论否定判断谓项周延，犯""大项不当扩大""而非选项 A 自称的""小项不当扩大""，故 A 的分析错误（应被选出）；B/C/D 三个三段论的分析（两否前提/四概念/中项不周延）均正确，与题干要求""分析错误""不符。framework_node""推理-三段论-大项不当扩大（A正解，硬样本：硬规则§十九）""完全一致；manifest evidence_level=B-choice-signal 与 source 一致；fusion P1 第471-475 行已含完整识别+陷阱+卷面句但带""需 Codex 回源复核""标签，patch 仅去复核标签并锁定答案表证据，不改写已有识别逻辑。decision=confirmed_with_patch。","035_*paper.txt::Q7 行68-93 题干+四个三段论及其分析+四选项完整可见；035_*paper.txt 行265-266 paper 答案表明文""7 A""；035_*support__2025顺义一模细则.docx.txt 行2""7.A""与 paper 答案表一致；035_*paper.txt 行333-346 教师版【详解】对 A/B/C/D 四项逐项推演——A 大项""青年""前提不周延结论周延犯大项不当扩大（题面误称小项不当扩大故分析错误）；B 两否前提不能必推；C 物质（哲学）vs 物质（具体）犯四概念；D 中项""农民""两次不周延；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行471-475 已有完整 Q7 识别+陷阱+卷面句但带""需 Codex 回源复核""前置标签",yes,yes
P2,Q-2026丰台一模-4,Q-2026丰台一模-4,batch04_fengtai_shunyi_tongzhou,choice_trap,选必三导论-综合思维（②正解）,B-choice-signal,source_insufficient,"042 号源 paper.txt 仅含 10 条空白页头（'===== PAGE 1 ====='…'===== PAGE 10 ====='）无任何文字提取，原 PDF 为扫描件 OCR 失败；唯一 support 文件 2026丰台一模细则.pptx.txt 通篇为 Q17/Q18/Q19/Q20 主观题阅卷细则与复练试题（含'四诊法'非本题），无 Q1-Q15 客观题题干、选项或答案表；按 P2 复核硬规则'Verify stem/options and answer key before confirming choice-trap rows'与'If answer evidence is unavailable, mark source_insufficient'，本行 stem 与四个选项均无源端文字可逐字核验，正确选项亦无任何官方文字佐证；维持 manifest evidence_level=B-choice-signal 不上调；fusion P1 第972-976 行已存识别正文但带'需 Codex 回源复核'前置标签，本轮源级复核在 042 号源范围内无法去除该标签",fusion/p2_recheck_sources/042_*paper.txt 全文仅 1 行（10 条 ===== PAGE n ===== 占位符无任何文字）；fusion/p2_recheck_sources/042_*support__2026丰台一模细则.pptx.txt 第 1-68 张幻灯片全部覆盖 Q17（生态环境法典）/Q18（加减乘除经济）/Q19（哲学+文化 AI）/Q20（民法典安全保障）主观题阅卷细则与复练试题，未出现 Q4 题干'凹曲屋面/最速降线'或'综合思维'对应的客观题答案表；fusion/framework_first_fusion/FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行972-976 已存 Q4 识别（材料怎么看/正确项理由/陷阱/卷面句）但带'需 Codex 回源复核'前置标签,yes,no
P2,Q-2026丰台一模-7,Q-2026丰台一模-7,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-充分条件假言推理（B正解）,B-choice-signal,source_insufficient,042 号源 paper.txt 为空白扫描件 OCR 失败仅余页头占位符，无 Q7 题干（'四诊法'）或四个选项（A 发散与聚合 / B 充分条件假言推理 / C 完全归纳 / D 超前思维）的源端文字；唯一 support pptx 通篇为 Q17-Q20 主观题阅卷细则，无 Q7 选择题答案；按 P2 复核硬规则'不得在缺答案的情况下确认 choice_trap 行'，无法验证 B 是否为本题正解，亦无法证伪原 manifest 给出的'B 正解'；维持 manifest evidence_level=B-choice-signal；fusion P1 第487-491 行 Q7 识别正文带'需 Codex 回源复核'前置标签，本源级复核未能去除,fusion/p2_recheck_sources/042_*paper.txt 全文仅 10 条 ===== PAGE n ===== 占位符；fusion/p2_recheck_sources/042_*support__2026丰台一模细则.pptx.txt 通篇仅含 Q17-Q20 主观题阅卷细则与复练试题（含 2024 北京高考法典/2024 北京新质生产力推理/2026 朝阳期末网购等复练材料），无 Q7'四诊法'题干或答案表；fusion/framework_first_fusion/FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行487-491 已存 Q7 识别正文但带'需 Codex 回源复核'前置标签,yes,no
P2,Q-2026丰台一模-8,Q-2026丰台一模-8,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-充分条件假言推理-否定后件式有效（②正解）,B-choice-signal,source_insufficient,042 号源 paper.txt 为空白扫描件 OCR 失败仅余 10 条页头占位符，无 Q8 题干（'北京志愿者标识'）/四个选项（C ②③ 等组合）/答案表；唯一 support pptx 通篇为 Q17-Q20 主观题阅卷细则，无 Q8 选择题答案；按 P2 复核硬规则'Verify stem/options and answer key before confirming choice-trap rows'与'不得逻辑猜答案'，无法在 042 号源内确认②正解（否定后件式）与③（存在量词非空推论）的取舍，亦无法证伪原 manifest 的'C ②③ 正解'；维持 manifest evidence_level=B-choice-signal；fusion P1 第479-483 行 Q8 符号化卷面句带'需 Codex 回源复核'前置标签，本轮源级复核未能去除,fusion/p2_recheck_sources/042_*paper.txt 全文仅 10 条 ===== PAGE n ===== 占位符；fusion/p2_recheck_sources/042_*support__2026丰台一模细则.pptx.txt 通篇仅含 Q17-Q20 主观题阅卷细则与复练试题，未出现 Q8'北京志愿者标识'题干或'¬Q→¬P 否定后件式'答案表；fusion/framework_first_fusion/FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行479-483 已存 Q8 符号化识别正文但带'需 Codex 回源复核'前置标签,yes,no
P2,Q-2026丰台一模-9,Q-2026丰台一模-9,batch04_fengtai_shunyi_tongzhou,choice_trap,判断-联言判断（D正解）,B-choice-signal,source_insufficient,042 号源 paper.txt 为空白扫描件 OCR 失败仅余页头占位符，无 Q9 题干（'元宵节猜灯谜'）/四个选项（A 全同 / B 种属 / C 定项变项 / D 联言判断）/答案表；唯一 support pptx 通篇为 Q17-Q20 主观题阅卷细则，无 Q9 选择题答案；按 P2 复核硬规则'不得在缺答案的情况下确认 choice_trap 行'，无法在 042 号源内确认 D（联言判断）为正解，亦无法对 A/B/C 三个外延关系/定项变项陷阱与 D 的联言判断进行最终取舍；维持 manifest evidence_level=B-choice-signal；fusion P1 第856-860 行 Q9 识别正文带'需 Codex 回源复核'前置标签，本轮源级复核未能去除,fusion/p2_recheck_sources/042_*paper.txt 全文仅 10 条 ===== PAGE n ===== 占位符；fusion/p2_recheck_sources/042_*support__2026丰台一模细则.pptx.txt 通篇仅含 Q17-Q20 主观题阅卷细则与复练试题，未出现 Q9'元宵节猜灯谜'题干或'联言判断 D 正解'答案表；fusion/framework_first_fusion/FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行856-860 已存 Q9 识别正文但带'需 Codex 回源复核'前置标签,yes,no
P2,Q-2026通州期末-5,Q-2026通州期末-5,batch04_fengtai_shunyi_tongzhou,choice_trap,选必三导论-系统思维与辩证思维联动（②正解）,B-choice-signal,confirmed_with_patch,Q5答案C=②③；②“坚持群众观念，要有系统思维和辩证思维”直接对应框架锚点系统思维与辩证思维联动，③“多元共治”是系统观念在治理上的展开，①把基层治理拔高为“执政兴国重要支柱”不当，④“政府主导破解”与共建共治共享相悖。,006 paper.txt::Q5 stem and options (lines 53-61); 006 paper.txt::答案 line 250 gives 题5 答案=C；细则 SLIDE 1 重复给出 5=C。,yes,yes
P2,Q-2026通州期末-8,Q-2026通州期末-8,batch04_fengtai_shunyi_tongzhou,choice_trap,必修四联系观-人为事物的联系（③正解）,B-choice-signal,confirmed_with_patch,Q8答案D=③④；③“通过刺绣建立起承载家国情怀的人为事物的联系”直接对应框架锚点人为事物的联系，④个体差异性与民族记忆整体性对立统一也成立，①把传承“依赖于”民族情怀绝对化，②把家国情怀说成“核心源泉”混淆物质与意识。,006 paper.txt::Q8 stem and options (lines 81-89); 006 paper.txt::答案 line 250 gives 题8 答案=D；细则 SLIDE 1 重复给出 8=D。,yes,yes
P2,Q-2026通州期末-9,Q-2026通州期末-9,batch04_fengtai_shunyi_tongzhou,choice_trap,选必三导论-系统观念+数字化治理（D正解）,B-choice-signal,confirmed_with_patch,Q9答案D；D“运用系统化、数字化的模式整合保障资源，形成新机制”精准对应材料“打通数据壁垒、一站式结算”系统观念+数字化治理框架；A把“清分结算中心”等同“完善基本医疗保障体系”越位，B/C用“创新思维/发散思维”错把系统化数字化整合替换为思维方法。,006 paper.txt::Q9 stem and options (lines 90-96); 006 paper.txt::答案 line 250 gives 题9 答案=D；细则 SLIDE 1 重复给出 9=D。,yes,yes
P2,Q-2026顺义一模-3,Q-2026顺义一模-3,batch04_fengtai_shunyi_tongzhou,choice_trap,辩证思维-整体性与独立性的对立统一（②正解）,B-choice-signal,confirmed_with_patch,答案C（②③）由顺义一模细则SLIDE1答案表第3题=C锁定；②对应'整体性与独立性、动态性与静态性的对立统一'即辩证思维对探月工程作为系统工程的双重把握，③对应分析与综合相结合（以整体把握全链条难题为统领·突破各项细分技术）；①矛盾主次方面误用、④'得中'与质量互变误读为诱人错项。,001 paper.txt::Q3 行25-33 完整题面（探月工程20多年地月中继通信→轨道控制→自主起降全链条自主可控）+四组合选项A①②/B①④/C②③/D③④；001 support 2026顺义一模细则.pptx SLIDE1答案表'3 C'锁定正确选项,yes,yes
P2,Q-2026顺义一模-4,Q-2026顺义一模-4,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-类比推理（A正解）,B-choice-signal,confirmed_with_patch,答案A由顺义一模细则SLIDE1答案表第4题=A锁定；'对解决当前我国科技创新、乡村振兴等中长期问题提供思想启迪'是把抗战时期总结的持久战规律性认识迁移到当前不同领域的中长期问题，正是类比推理'由此及彼/把已知规律迁移到不同对象'的核心机制；B'决定性作用'夸大、C比喻误为定义方法、D完全归纳推理误用为诱人错项。,001 paper.txt::Q4 行34-42 完整题面（《论持久战》总结全国抗战经验+对当前科技创新/乡村振兴中长期问题提供思想启迪）+ABCD四个选项；001 support 2026顺义一模细则.pptx SLIDE1答案表'4 A'锁定正确选项,yes,yes
P2,Q-2026顺义一模-5,Q-2026顺义一模-5,batch04_fengtai_shunyi_tongzhou,choice_trap,创新思维-形象思维以感性形象为基本单元（D正解）,B-choice-signal,confirmed_with_patch,答案D由顺义一模细则SLIDE1答案表第5题=D锁定；'触摸历史温度、聆听无声之教'是师生在感觉（触摸/听觉）、知觉（对展品的整体把握）、表象（再现历史画面）的基础上认识事物本质和规律——这是形象思维以感性形象为基本单元的典型动作；A'立体书'比喻误判为性质判断、B'读书沙龙/专题讲座收束到馆藏资源'误判为发散思维（实为聚合）、C性质判断误识为关系判断为诱人错项。,001 paper.txt::Q5 行43-63 完整题面（顺义某中学校园古家具/古代陶瓷博物馆，读书沙龙/专题讲座体验活动，'师生触摸历史温度，聆听无声之教'）+ABCD四列对应分析；001 support 2026顺义一模细则.pptx SLIDE1答案表'5 D'锁定正确选项,yes,yes
P2,Q-2026顺义一模-6,Q-2026顺义一模-6,batch04_fengtai_shunyi_tongzhou,choice_trap,创新思维-迁移和想象（A正解）,B-choice-signal,confirmed_with_patch,"答案A由顺义一模细则SLIDE1答案表第6题=A锁定；人机认知边界四象限模型'基于拉姆斯菲尔德已知-未知""认知框架+乔哈里视窗+结合AI与人类认知差异衍生'即把已有的认知模型迁移到新的人机协作场景，正是创新思维'迁移和想象'的核心机制；B'确定不变'绝对化、C'AI能动性'人格化、D'具体操作路径'夸大模型功能为诱人错项。""",001 paper.txt::Q6 行64-73 完整题面（人机认知边界四象限基于拉姆斯菲尔德'已知-未知'认知框架和乔哈里视窗+AI与人类认知差异衍生的分析模型，用于界定人机间的知识/信息掌握边界）+ABCD四个选项；001 support 2026顺义一模细则.pptx SLIDE1答案表'6 A'锁定正确选项,yes,yes
