material_atom_id,question_id,flagged_question,pattern_hits,material_phrase,source_locator
M_CC0213_2025_门头沟_一模_20_10,CC0213_2025_门头沟_一模_20,yes,,现实意义：该判决充分保障了著作权人的合法权 益，规范了企业行为。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_11,CC0213_2025_门头沟_一模_20,yes,,案例二 孙某在2022 年4 月应聘甲公 司，所投简历写明：2015 年7 月至2022 年3 月期间有4 段工作经历。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_12,CC0213_2025_门头沟_一模_20,yes,,后孙某入职甲公 司，同日双方签订了劳动合同，并约定了试 用期。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_13,CC0213_2025_门头沟_一模_20,yes,,入职后经甲公司查证，孙某在2015 年 毕业后的7 年时间，曾在17 家公司任职，甲 公司以孙某未如实提供工作经历为由，在试 裁判结果① 裁判理由② 现实意义③ [page 8] 第8页/共10页 用期将其辞退。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_14,CC0213_2025_门头沟_一模_20,yes,,孙某向法院起诉，请求法院 判决甲公司支付违法解除劳动关系赔偿金。,F0096:page 10 | F0096:page 7
M_CC0214_2025_门头沟_一模_20_2_01,CC0214_2025_门头沟_一模_20_2,yes,,20（2）裁判理由共4分。,F0095:text | F0313:text
M_CC0214_2025_门头沟_一模_20_2_02,CC0214_2025_门头沟_一模_20_2,yes,,①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分；,F0095:text | F0313:text
M_CC0214_2025_门头沟_一模_20_2_03,CC0214_2025_门头沟_一模_20_2,yes,,/根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。,F0095:text | F0313:text
M_CC0214_2025_门头沟_一模_20_2_04,CC0214_2025_门头沟_一模_20_2,yes,,②违反诚实信用原则/违反劳动者基本的职业道德/侵犯了甲公司知情权（1分） ③甲公司在违背真实的意思的情况与其签订合同/写出不是甲公司真实的意愿/劳动合同无效即可得（1分） ④甲公司提出解除劳动关系符合法律规定/解除劳动关系并无不妥/解除劳动关系的行为无过错（1分）,F0095:text | F0313:text
M_CC0223_2025_顺义_一模_19_15,CC0223_2025_顺义_一模_19,no,法理依据,高某将刘某诉至法院，经法院调解→可调用的法理依据是《民 法典》第228 条：相邻关系应遵循有利生产、方便生活的原则。,F0098:page 16 | F0098:page 6
M_CC0223_2025_顺义_一模_19_17,CC0223_2025_顺义_一模_19,no,法理依据,关键词②：乙公司将企业名称变更登记为与甲公司相似的名称→可调用的法理依据是《反不正当竞争法》 第六条规定：禁止擅自使用他人有一定影响的企业名称。,F0098:page 16 | F0098:page 6
M_CC0245_2026_东城_期末_18_2_01,CC0245_2026_东城_期末_18_2,yes,,18（2）维权成功需要做好充分准备和策略选择。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_02,CC0245_2026_东城_期末_18_2,yes,,你认为陈某需要做好哪些工作？,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_03,CC0245_2026_东城_期末_18_2,yes,,维权途径2分 | | 充分准备2分 调解或仲裁或诉讼 2分 （无解释不具体1分） | 调解（例如第三方人民调解、行政调解、诉讼调解）或仲裁（仲裁需要双方达成有效的仲裁协议）来高效解决争议；,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_04,CC0245_2026_东城_期末_18_2,yes,,若不愿调解或调解不成，可考虑诉讼。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_05,CC0245_2026_东城_期末_18_2,yes,,如果决定向人民法院提起诉讼。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_06,CC0245_2026_东城_期末_18_2,yes,,需准备起诉状、原被告身份信息、熟悉诉讼流程、注意诉讼三年时效等） | 依法收集证据及类型2分 （无解释不具体1分） 可向相关部门提交固定证据，证明交易存在的合同、订单证据，如转账、邮件记录等电子证据；,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_07,CC0245_2026_东城_期末_18_2,yes,,证明无人机问题故障与手臂受伤损害事实、相关经济损失有直接因果关系的物证等 明确权利和义务，诉求合理，2分 （无解释不具体1分） 陈某应主动明确相关法律依据，可通过查询法律法规、咨询专业法律人士或利用法律援助服务等途径，厘清自身权利义务/主张违约责任或侵权责任，退还无人机购置费，赔偿医疗费、误工费、损失费等经济损失/或者不告不理原则。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_08,CC0245_2026_东城_期末_18_2,yes,,三个角度可选择， 两个角度充分4分 三个角度不充分4分。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_09,CC0245_2026_东城_期末_18_2,yes,优秀卷|典型卷,| | [slide 57] 三个角度 4分 优秀卷 [slide 58] 优秀卷 两个角度充分 4分 [slide 59] 典型卷 一个角度充分 2分 两个角度 3分 [slide 60] 典型卷 2分 [slide 61] 典型问题与建议 1、加强材料关键信息的提取，例如材料中已“协商未果”，不再适宜协商途径维权了。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_10,CC0245_2026_东城_期末_18_2,yes,,注意积累材料中的已知“知识”。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_11,CC0245_2026_东城_期末_18_2,yes,,2、法律专业性较强，精准使用要点，不能直接“上诉”，不能对刘某直接行政诉讼等。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_12,CC0245_2026_东城_期末_18_2,yes,,继续短周期夯实法律重点知识。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_13,CC0245_2026_东城_期末_18_2,yes,,3、有些同学思维片面僵化，罗列具体的违约或侵权证明，不能归纳到证据类型，再到依法收集并固化证据、证据链完整。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_14,CC0245_2026_东城_期末_18_2,yes,,反复训练从具体到一般的归纳法思维或者从一般到具体的演绎法思维。,F0205:slide 56
M_CC0245_2026_东城_期末_18_2_15,CC0245_2026_东城_期末_18_2,yes,,[slide 62],F0205:slide 56
M_CC0251_2026_丰台_一模_20_01,CC0251_2026_丰台_一模_20,yes,,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_02,CC0251_2026_丰台_一模_20,yes,,根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_03,CC0251_2026_丰台_一模_20,yes,,被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_04,CC0251_2026_丰台_一模_20,yes,,原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_05,CC0251_2026_丰台_一模_20,yes,,因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_06,CC0251_2026_丰台_一模_20,yes,,该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界，弘扬社会主义核心价值观。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_07,CC0251_2026_丰台_一模_20,yes,法理依据,[slide 52] 三、典型示例 8分 [slide 53] 7.5分 [slide 54] [slide 55] 四、学生问题及建议 学生问题: 1.模块基本运用准确，但法理依据和现实意义揉在一起作答，思路混乱。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_08,CC0251_2026_丰台_一模_20,yes,,2.背诵模版，从维护个体权益到法治社会、法治政府、法治国家建设、再到社会稳定与公序良俗，没有围绕题意作答 。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_09,CC0251_2026_丰台_一模_20,yes,,3.很多学生写有利于维护市场秩序，优化营商环境。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_10,CC0251_2026_丰台_一模_20,yes,,3.基本概念不准确，以法律为准绳、以事实为依据（写反了或者以实事为依据）。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_11,CC0251_2026_丰台_一模_20,yes,,4.部分答错位置、空白卷。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_12,CC0251_2026_丰台_一模_20,yes,,建议： 1.答题逻辑梳理，明确设问与材料指向，答题的策略训练。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_13,CC0251_2026_丰台_一模_20,yes,,2.语言规范，知识严谨性、适切性、科学性。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_14,CC0251_2026_丰台_一模_20,yes,,[slide 56] 五、复练试题 2026朝阳期末 1．网络消费为人们日常生活提供较大便利，已成为人们消费的重要方式。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_15,CC0251_2026_丰台_一模_20,yes,,材料一 【基本案情】 张某系某网络店铺的经营者。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_16,CC0251_2026_丰台_一模_20,yes,,在一次直播营销中，该店铺的主播人员将大叶紫檀木制作的手串宣称为正宗小叶紫檀材质制作，并承诺“保真”“假一赔十”。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_17,CC0251_2026_丰台_一模_20,yes,,侯某观看该直播后购买手串1件，支付价款1千元。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_18,CC0251_2026_丰台_一模_20,yes,,侯某收到手串后发现不是小叶紫檀材质，遂诉至法院，请求判令张某赔偿十倍价款1万元。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_19,CC0251_2026_丰台_一模_20,yes,,【裁判结果】 审理法院认为，主播人员在直播营销中宣称所售手串系小叶紫檀，并明确承诺“保真”“假一赔十”，上述承诺构成店铺与侯某买卖合同的内容，该合同对张某具有约束力。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_20,CC0251_2026_丰台_一模_20,yes,,张某交付给侯某的手串材质并非小叶紫檀，而是属于大叶紫檀，这不符合合同约定，而木质首饰的原材料对其价值具有重要影响。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_21,CC0251_2026_丰台_一模_20,yes,,“假一赔十”的承诺虽高于法定赔偿标准，但张某应当履行。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_22,CC0251_2026_丰台_一模_20,yes,,法院最终判决：张某赔偿侯某1万元。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_23,CC0251_2026_丰台_一模_20,yes,,（1）结合上述案例，运用《法律与生活》知识，说明法院判决的依据。,F0156:slide 51
M_CC0251_2026_丰台_一模_20_24,CC0251_2026_丰台_一模_20,yes,参考答案,[slide 57] 参考答案： 1.依法成立的合同具有法律约束力，当事人应当按照约定全面履行合同义务。,F0156:slide 51
M_CC0254_2026_丰台_二模_18_01,CC0254_2026_丰台_二模_18,yes,,18.（8分） 该案的成功调解坚持了法治与德治相结合的原则。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_02,CC0254_2026_丰台_二模_18,yes,,（1分）该案以法理定分止争，依据《民法典》，确定李某应承担无过错侵权责任，依法维护张某的合法权益。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_03,CC0254_2026_丰台_二模_18,yes,,（3分） 同时，引入《生态环境法典》的核心原则和立法理念，将矛盾化解与生态修复同步推进，彰显法律的刚性；,F0187:slide 29
M_CC0254_2026_丰台_二模_18_04,CC0254_2026_丰台_二模_18,yes,,充分考虑双方当事人的实际情况，以“分期赔偿+生态修复”的方案促成当事人互谅互让，传递司法的温暖力量，有利于弘扬社会主义核心价值观。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_05,CC0254_2026_丰台_二模_18,yes,,（1分） 结合《生态环境法典》核心原则与立法理念，将矛盾化解与生态修复同步推进，彰显法律的规范与刚性。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_06,CC0254_2026_丰台_二模_18,yes,得分|法理依据,（1 分） | 若法理依据无其他得分点，只写出李某应承担侵权责任 1分（不叠加） 法律为准绳，事实为依据 1分 维度二： 德治（情理温度） | 3 分 | 结合双方实际情况，提出 “分期赔偿 + 行为约束 + 生态修复” 的柔性调解方案，考虑双方当事人实际（1 分） 促成当事人互谅互让，传递司法的温暖力量。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_07,CC0254_2026_丰台_二模_18,yes,,（1 分） 有利于弘扬社会主义核心价值观。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_08,CC0254_2026_丰台_二模_18,yes,,（1 分） | 兼顾双方诉求。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_09,CC0254_2026_丰台_二模_18,yes,,2.分辨不清过错推定与无过错责任，同样是动物（动物园动物伤人与家庭饲养动物的侵权案件的区分） 3.学生答题逻辑不清晰，思维跳脱，一个观点反复阐述，不能进行有层次的思考与论证，法治与德治的统一可以呈现但并未结合材料展开详细表述。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_10,CC0254_2026_丰台_二模_18,yes,,4.模块错误，少部分作答写的哲学模块/政治与法治 5.字迹潦草根本看不清 四、学生问题及建议 [slide 34] 1.梳理答案逻辑，培养学生如何理解设问指向，找到材料对应知识逻辑，培养解题策略。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_11,CC0254_2026_丰台_二模_18,yes,,针对学生易出现“背了知识但不会用”的问题，需以案例为范本，引导学生拆解情境中的法律事实，对应教材中的侵权责任、纠纷解决方式等知识点，做到理论与实践相结合。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_12,CC0254_2026_丰台_二模_18,yes,,2.典型案件意义类、辨析类，不同侵权责任的、违约责任的区分，相邻关系、劳动关系等题型的系统训练与梳理，引导学生规范作答，不要所有题型照搬统一模板。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_13,CC0254_2026_丰台_二模_18,yes,,3.书写工整，有少数答案完全看不清字迹。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_14,CC0254_2026_丰台_二模_18,yes,,四、学生问题及建议 [slide 35] （2）一纸司法建议，既为当下划定了红线，防止技术滥用，又为未来创新发展预留了空间。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_15,CC0254_2026_丰台_二模_18,yes,参考答案,五、复练试题 [slide 36] 参考答案: 这句话体现了法律在技术创新与社会秩序之间的平衡作用。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_16,CC0254_2026_丰台_二模_18,yes,,司法建议通过明确AI技术应用的法律边界，既规范了当前的技术行为，防止技术滥用，又为技术的未来创新发展提供了合法的空间。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_17,CC0254_2026_丰台_二模_18,yes,,通过划定“红线”，如要求企业安装“版权雷达”和“数字巡警”，对侵权行为进行实时监测，保护了创作者的合法权益，维护了社会公共利益；,F0187:slide 29
M_CC0254_2026_丰台_二模_18_18,CC0254_2026_丰台_二模_18,yes,,通过“安全体检”等措施，为技术创新提供了合法路径，体现了对公平原则、诚信原则、守法和公序良俗原则的贯彻。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_19,CC0254_2026_丰台_二模_18,yes,,司法建议不仅解决了当前的侵权问题，还为未来创新发展预留空间，展现了法律在规范与保护之间的智慧平衡。,F0187:slide 29
M_CC0254_2026_丰台_二模_18_20,CC0254_2026_丰台_二模_18,yes,,[slide 37] 赏花经济撬动的 是“场景消费”的乘数效应 赏花经济激活的 是“接二连三”的融合效应 赏花经济印证的 是“绿水青山”的价值转化 为什么要发展“赏花经济”？,F0187:slide 29
M_CC0254_2026_丰台_二模_18_21,CC0254_2026_丰台_二模_18,yes,,一、试题分析 [slide 38],F0187:slide 29
M_CC0276_2026_房山_二模_17_01,CC0276_2026_房山_二模_17,yes,,17.（8 分） 完善涉外法律法规体系，出台外商投资法及其实施条例，平等保护内外资企业合法权益；,F0189:text | F0190:text | F0191:page 10
M_CC0276_2026_房山_二模_17_02,CC0276_2026_房山_二模_17,yes,,创新涉外司 法实践，公正司法，创造性适用“活扣押”等措施，提升司法公信力；,F0189:text | F0190:text | F0191:page 10
M_CC0276_2026_房山_二模_17_03,CC0276_2026_房山_二模_17,yes,,打造“调解、仲裁、诉讼”衔 接的一站式线上多元纠纷解决平台，高效率实现公平正义；,F0189:text | F0190:text | F0191:page 10
M_CC0276_2026_房山_二模_17_04,CC0276_2026_房山_二模_17,yes,,以和为贵，创新诉讼调解，构建多元主体 参与的涉外海事纠纷化解模式。,F0189:text | F0190:text | F0191:page 10
M_CC0276_2026_房山_二模_17_05,CC0276_2026_房山_二模_17,yes,,中国以法治方式践行大国责任和担当，推动涉外法治建设。,F0189:text | F0190:text | F0191:page 10
M_CC0276_2026_房山_二模_17_06,CC0276_2026_房山_二模_17,yes,细则|总分不超过,细则 ♣2 分 完善涉外法律法规体系/加强涉外立法——合法权益/为……提供法律依据 ♣2 分 创新司法实践/公正司法/完善涉外法治实施体系——平等中外当事人合法权益 （上述2 条效果总分不超过2 分，平等1 分，合法权益/法律依据1 分） ♣2 分 多元纠纷解决平台/高效率——公平正义 ♣2 分 创新诉讼调解/构建多元主体参与的涉外海事纠纷化解模式——以和为贵/弘扬社会主义核心价 值观 加1 分，总分不超8 分 中国以法治方式和法治思维践行大国责任和担当，推动涉外法治建设,F0189:text | F0190:text | F0191:page 10
M_CC0277_2026_房山_二模_18_01,CC0277_2026_房山_二模_18,yes,,18.（1）（7 分）法律边界及应对措施 风险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁规定，同时可能侵犯 该公司的名誉权。,F0189:text | F0190:text | F0191:page 10
M_CC0277_2026_房山_二模_18_02,CC0277_2026_房山_二模_18,yes,,应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI 平台，可能造成商业秘密泄露。,F0189:text | F0190:text | F0191:page 10
M_CC0277_2026_房山_二模_18_03,CC0277_2026_房山_二模_18,yes,,应完善保密措施，与平台签 订保密合同 风险3：数字员工设计的图案直接用作商业用途，可能会侵犯他人的著作权。,F0189:text | F0190:text | F0191:page 10
M_CC0277_2026_房山_二模_18_04,CC0277_2026_房山_二模_18,yes,细则,应履行审核义务 细则：法律边界及应对措施 ♣4 分 风险：不正当竞争/商业诋毁1 分，名誉权1 分，商业秘密泄露1 分，著作权/外观设计1 分 ♣2+1 分 措施：履行审核义务2 分+应完善保密措施……1 分 （2）（5 分） OPC 的出现，是对传统一人公司这一旧矛盾统一体的否定，实现了“单人成军”全新创业范式，是联 系的环节，是发展的环节。,F0189:text | F0190:text | F0191:page 10
M_CC0277_2026_房山_二模_18_05,CC0277_2026_房山_二模_18,yes,,OPC 的发展，创业者要坚持扬弃，肯定与保留数字员工的强大功能，又要 针对出现的法律风险对此改造，把它们包含在新事物之中。,F0189:text | F0190:text | F0191:page 10
M_CC0277_2026_房山_二模_18_06,CC0277_2026_房山_二模_18,yes,细则,细则 ♣3 分 联系、发展、扬弃 ♣1 分 OPC 的出现——否定分析 ♣1 分 OPC 的发展——肯定分析 [page 11] 3,F0189:text | F0190:text | F0191:page 10
M_CC0289_2026_朝阳_二模_18_01,CC0289_2026_朝阳_二模_18,yes,,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。,F0193:text | F0194:text
M_CC0289_2026_朝阳_二模_18_02,CC0289_2026_朝阳_二模_18,yes,,从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,F0193:text | F0194:text
M_CC0289_2026_朝阳_二模_18_03,CC0289_2026_朝阳_二模_18,yes,细则,【设问要素】 任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置——1分 相邻的不动产/相邻/相邻关系——1分 第二问：（5分=2+2+1）结构：依据+做法+救济 ●民法典依据——共2分 民法典（1分）明确规定并保护上述人格权益（1分）。,F0193:text | F0194:text
M_CC0289_2026_朝阳_二模_18_04,CC0289_2026_朝阳_二模_18,yes,,【变通】3选1（生命权、身体权、健康权/隐私权/相邻不动产权利，任选其中一项权利法理阐释--2分） 不得侵害他人的生命权、身体权、健康权/不得刺探、侵扰、泄露、公开他人的隐私—2分 按照有利生产、方便生活、团结互助、公平合理的原则正确处理相邻关系--2分 自己便利行使权利时，应当照顾到相邻方的利益--2分 权利义务相统一—1分（与第一层不重复赋分） 要保护民事权利/合法权利--1分 ●民事权利如何救济——共1分 上述人格权益和权利受到侵害的，权利人可依法请求行为人停止侵害、排除妨碍、消除危险、赔礼道歉等；,F0193:text | F0194:text
M_CC0289_2026_朝阳_二模_18_05,CC0289_2026_朝阳_二模_18,yes,,造成权利人有所损失和损害的，还可依法请求损害赔偿。,F0193:text | F0194:text
M_CC0289_2026_朝阳_二模_18_06,CC0289_2026_朝阳_二模_18,yes,,【变通】 通过和解/调解/仲裁/诉讼等途径维权--1分 承担停止侵害/排除妨碍/赔礼道歉/赔偿损失/损害赔偿等侵权责任--1分 （在前两层没赋满分时，该层答出两点可赋2分） 【注意】选择问题一/二/三--不赋分 个人信息--不赋分 错别字--不赋分 答必修3/全面依法治国的基本要求--不赋分 回应问题二，但仅用相邻关系知识，没答隐私权--扣1分,F0193:text | F0194:text
M_CC0317_2026_海淀_期末_18_01,CC0317_2026_海淀_期末_18,yes,,18.(12 分) (1) 该合同条款无效。,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2
M_CC0317_2026_海淀_期末_18_02,CC0317_2026_海淀_期末_18,yes,,该合同条款是住房租赁企业为了重复使用而预先拟定，并在订立合同时 未与对方协商的条款，属于格式条款。,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2
M_CC0317_2026_海淀_期末_18_03,CC0317_2026_海淀_期末_18,yes,,民法典规定，采用格式条款订立合同的，提供格式条款 的一方应当遵循公平原则确定当事人之间的权利和义务。,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2
M_CC0317_2026_海淀_期末_18_04,CC0317_2026_海淀_期末_18,yes,,该合同条款约定合同期满后，承租方 不得与产权人私下建立合同关系，限制了承租方自由订立合同的权利，应被认定为无效。,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2
M_CC0317_2026_海淀_期末_18_05,CC0317_2026_海淀_期末_18,yes,,(6 分) (2)上述规定为住房租赁市场设立了清晰、规范的行为指引，由相关政府部门提供合同示范文本， 有利于规范合同内容，防止格式条款滥用，保护租赁双方合法权益，减少合同纠纷；,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2
M_CC0317_2026_海淀_期末_18_06,CC0317_2026_海淀_期末_18,yes,,引导市场 主体依法依规从事民事活动，弘扬诚信的社会主义价值观，规范住房租赁市场秩序；,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2
M_CC0317_2026_海淀_期末_18_07,CC0317_2026_海淀_期末_18,yes,,明确政府 法定职责，推动政府依法履行市场监管职能，推进严格执法，推动良法善治。,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2
M_CC0318_2026_海淀_期末_18_2_01,CC0318_2026_海淀_期末_18_2,yes,,18（2）上述规定为住房租赁市场设⽴了清晰、规范的⾏为指引，由相关政府部⻔提供合同 示范⽂本，有利于规范合同内容，防⽌格式条款滥⽤，保护租赁双⽅合法权益，减少合同纠 纷；,F0216:page 2 | F0396:page 2
M_CC0318_2026_海淀_期末_18_2_02,CC0318_2026_海淀_期末_18_2,yes,,引导市场主体依法依规从事⺠事活动，弘扬诚信的社会主义价值观，规范住房租赁市场 秩序；,F0216:page 2 | F0396:page 2
M_CC0318_2026_海淀_期末_18_2_03,CC0318_2026_海淀_期末_18_2,yes,,明确政府法定职责，推动政府依法履⾏市场监管职能，推进严格执法，推动良法善治。,F0216:page 2 | F0396:page 2
M_CC0318_2026_海淀_期末_18_2_04,CC0318_2026_海淀_期末_18_2,yes,,[page 3] 3,F0216:page 2 | F0396:page 2
M_CC0319_2026_海淀_期末_19_01,CC0319_2026_海淀_期末_19,yes,,19.(7 分) 根据反不正当竞争法规定，不正当竞争行为是指经营者在生产经营活动中，扰乱市场竞争秩序， 损害其他经营者或者消费者的合法权益的行为。,F0215:text | F0216:page 3 | F0217:page 10 | F0396:page 3
M_CC0319_2026_海淀_期末_19_02,CC0319_2026_海淀_期末_19,yes,,郑某利用技术手段，为用户提供不正当抢票优 势，破坏平台的购票规则，干扰、妨碍平台售票业务的正常开展，损害了甲公司的信誉以及其 他合法权益，构成不正当竞争，应当承担侵权责任。,F0215:text | F0216:page 3 | F0217:page 10 | F0396:page 3
M_CC0319_2026_海淀_期末_19_03,CC0319_2026_海淀_期末_19,yes,,同时郑某的行为仅为少数消费者用户提供 了便利，损害了消费者的合法权益和长远利益，有违经营者公认的商业道德，不符合社会主义 核心价值观，不利于社会整体福祉的增进，扰乱了市场竞争秩序。,F0215:text | F0216:page 3 | F0217:page 10 | F0396:page 3
M_CC0325_2026_石景山_一模_18_01,CC0325_2026_石景山_一模_18,yes,,18．（8 分） 证据是打官司决胜负的关键砝码。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_02,CC0325_2026_石景山_一模_18,yes,,根据我国法律关于举证责任分配的相关规定，在诉讼中，如果负有 举证责任的一方不能提供充分证据，将承担其主张不能成立的法律后果。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_03,CC0325_2026_石景山_一模_18,yes,,案件一 被告人朱某、宁某未经著作权人、注册商标权利人同意，生产、销售假冒泡泡玛特公司“温度”系列、 “夜之城”系列玩具产品，经营额达100 余万元。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_04,CC0325_2026_石景山_一模_18,yes,,侦查终结后，公安机关将案件移送人民检察院。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_05,CC0325_2026_石景山_一模_18,yes,,人民检 察院经审查，以侵犯著作权罪、销售侵权复制品罪提起公诉，要求追究两被告人的刑事责任。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_06,CC0325_2026_石景山_一模_18,yes,,案件二 原告某公司因不服被告某区人社局作出的《认定工伤决定书》以及被告某区政府对区人社局的决定作 出维持决定的《行政复议决定书》，向区法院提起行政诉讼，要求撤销区人社局的认定工伤决定和区政府 的行政复议决定。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_07,CC0325_2026_石景山_一模_18,yes,,案件三 某日，业主卢某在开窗过程中，窗户忽然脱落，其下意识试图抓住脱落的窗户，奈何窗户太重，只能 看着窗户砸向张某的车辆，张某将卢某诉至法院，要求赔偿其维修车辆的费用。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_08,CC0325_2026_石景山_一模_18,yes,,阅读材料，参考示例，分析案件中举证责任的分配方式及理由，完成下表。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_09,CC0325_2026_石景山_一模_18,yes,,案例 举证责任的分配方式 理由 案例一 本案中，被告人朱某、宁某 有罪的举证责任由人民检察 院承担。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_10,CC0325_2026_石景山_一模_18,yes,,本案属于刑事诉讼中的公诉案件，公诉案件由作为国家机关 的人民检察院承担被告人有罪的举证责任，保障控辩双方公 平对抗；,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_11,CC0325_2026_石景山_一模_18,yes,,这也是无罪推定原则的必然要求，有利于保障人 权。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
M_CC0325_2026_石景山_一模_18_12,CC0325_2026_石景山_一模_18,yes,,案例二 本案中，作为被告的区人社 局及区政府应当提供作出该 行政行为的证据和所依据的 ① [page 7] 第7页/共10页 案例 举证责任的分配方式 理由 规范性文件。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
