suite_id,year,district,stage,suite_name,question_no,answer,answer_source,overview_sentence,wrong_option_sentences,question_excerpt,rubric_source,notes,curation_status,curation_reason
2025_丰台_二模_026,2025,丰台,二模,2025丰台二模,10,,,在乙金融资产管理公司因甲投资公司未能按期还款，将其诉至金融法院。法庭上，甲公 司强烈表达了调 解意愿。经过调查，法官认为，如果简单裁判可能导致甲公司正在洽 谈的商业融资项目搁置，进而影响 公司的经营发展，甚至会导致成百上千名员工面临 失业风险。法官决定进行调解，经过 10 轮磋商，……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,10. 乙金融资产管理公司因甲投资公司未能按期还款，将其诉至金融法院。法庭上，甲公 司强烈表达了调 解意愿。经过调查，法官认为，如果简单裁判可能导致甲公司正在洽 谈的商业融资项目搁置，进而影响 公司的经营发展，甚至会导致成百上千名员工面临 失业风险。法官决定进行调解，经过 10 轮磋商，双方 当事人达成调解协议，约定两年 半时间还完全部债务。下列分析正确的是 ①案件事实清楚，债权债务关系清晰，诉讼是最有 效的解决方式 ②依据“谁主张谁举证”的原则，甲公司应举证其并未恶意违约 ③成功调解，有利于实现各方共赢，充分激发市场主体活力 ④司法为民，通过诉讼调解化解金融纠纷，传递了司法温度 A.①② B.①④ C.②③ D.③④ 第4页/共10页,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_丰台_二模_026,2025,丰台,二模,2025丰台二模,12,,,在食品可以免费试吃，科技成果也能“先尝后买”。某公司与某高校签订了专利实施许可 合同，公司可以在免 费使用专利一年后，根据使用情况再付费，这成为当地首个科技 成果“先使用后付费”案例。科技成果“先 使用后付费”中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,12. 食品可以免费试吃，科技成果也能“先尝后买”。某公司与某高校签订了专利实施许可 合同，公司可以在免 费使用专利一年后，根据使用情况再付费，这成为当地首个科技 成果“先使用后付费”案例。科技成果“先 使用后付费” ①不同于食品“先吃后买”的思维方法，属于演绎推理 ②运用了逆向思维，有利于更好地解决科技应用问题 ③作为一种创新模式，是辩证思维动态性特征的体现 ④实现了科技成果与现实生产力之间的相互转化 A.①② B.①④ C.②③ D.③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_昌平_二模_027,2025,昌平,二模,2025昌平二模,10,,,在国家邮政局发布2025年邮政快递业贴近民生七件实事。 一 加强村级寄递物流综合服务站建设，持续提高农村地区按址投递水平 二 强化快递包装标准落实，进一步提高标准化、循环化、减量化、无害化水平 三 持续推进邮件快件隐私运单应用，保护用户信息安全 四 组织举办邮政行业职业技能竞赛，不……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,10.国家邮政局发布2025年邮政快递业贴近民生七件实事。 一 加强村级寄递物流综合服务站建设，持续提高农村地区按址投递水平 二 强化快递包装标准落实，进一步提高标准化、循环化、减量化、无害化水平 三 持续推进邮件快件隐私运单应用，保护用户信息安全 四 组织举办邮政行业职业技能竞赛，不断提高从业人员素质 五 选取部分城市开展快递行业劳动合同制度试点，推动快递企业依法与从业人员签订劳动合同 六 持续提升快递服务质量，有效降低用户申诉率 七 巩固建制村、边境自然村通邮成果，进一步提升农村邮政服务质量 这说明国家邮政局 ①着力推动邮政快递服务更为便捷、更广覆盖、更加优质 ②以提高经济效益为重点，加快国有经济布局优化和结构调整 ③通过实施宏观调控，增强企业创新力、影响力、抗风险能力 ④优化服务，更好满足人民群众日益增长的美好生活用邮需要 A. ①③ B．①④ C．②③ D．②④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_昌平_二模_027,2025,昌平,二模,2025昌平二模,14,,,在小王乘坐出租车出行，行驶途中该车与路旁隔离带发生碰撞致 小王重伤。经勘察取证，交通运输部门 认定，本次事故出租车司机应负全部责任。双方就赔偿事宜协商未果，小王将出租车司机诉至法院。关 于本案，下列说法正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,14.小王乘坐出租车出行，行驶途中该车与路旁隔离带发生碰撞致 小王重伤。经勘察取证，交通运输部门 认定，本次事故出租车司机应负全部责任。双方就赔偿事宜协商未果，小王将出租车司机诉至法院。关 于本案，下列说法正确的是 ①出租车司机对于撞上隔离带的行为不存在主观故意，应减轻其赔偿责任 ②民事诉讼实行“谁主张，谁举证”的举证原则，司机不承担举证责任 ③出租车司机侵犯了小王的健康权和身体权，应承担侵权责任 ④小王和出租车司机的交通运输合同成立并生效，出租车司机承担违约责任 A. ①② B．①④ C．②③ D．③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_朝阳_二模_028,2025,朝阳,二模,2025朝阳二模,10,,,"在周某与 A 公司签订了《住宅装饰装修工程施工合同》,约定由 A 公司设计并施工。A 公司按照设计图施 工,拆改了承重墙 ,导致建筑承重结构变动 ,周某因此受到邻居指 责,并接到区住建委发来的 《责令改正通知 书》。周某额外花费 9 万元用于整改加固。随后,周某将 A 公司诉至法院……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。",答案未锁定，暂不生成错项句。,"10.周某与 A 公司签订了《住宅装饰装修工程施工合同》,约定由 A 公司设计并施工。A 公司按照设计图施 工,拆改了承重墙 ,导致建筑承重结构变动 ,周某因此受到邻居指 责,并接到区住建委发来的 《责令改正通知 书》。周某额外花费 9 万元用于整改加固。随后,周某将 A 公司诉至法院,要求 A 公司赔偿加固费、精神损失 费等。下列说法正确的是 ①周某与 A 公司订立的书面合同具有即时清结的特点,便于预防纠纷 ②根据公平原则,周某也应尽到注意义务,承担相应责任 ③周某选择请求 A 公司承担违约责任,不影响其请求精神损害赔偿 ④本案适用举证责任倒置,周某提出自诉后,由 A 公司负责举证 A.①② B.①④ C.②③ D.③④",,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_二模_029,2025,海淀,二模,2025海淀二模,5,,,在2025年3月，《最高人民法院关于审理预付式消费民事纠纷案件适用法律若干问题的解释》发 布。某班学习小组查阅该解释后，梳理了以下内容。 •经营者收取预付款后终止营业，不按照约定兑付商品或提供服务，恶意逃避消费者申 请退款，需承担惩罚性赔偿责任。 •经营者控制合同文本或消费记录，无……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,5. 2025年3月，《最高人民法院关于审理预付式消费民事纠纷案件适用法律若干问题的解释》发 布。某班学习小组查阅该解释后，梳理了以下内容。 •经营者收取预付款后终止营业，不按照约定兑付商品或提供服务，恶意逃避消费者申 请退款，需承担惩罚性赔偿责任。 •经营者控制合同文本或消费记录，无正当理由拒不提交，法院根据消费者的主张认定 争议事实。 •商场作为场地出租者，若未要求经营者提供经营资质，导致消费者损失，需承担民 事责任。 对此，理解不正确的是 A. 惩罚性赔偿有助于预防恶意违约，引导经营者依法诚信经营 B. 消费者通常处于弱势地位，合理分配举证责任符合公平原则 C. 进一步明确预付式消费纠纷责任主体，助力消费者维护合法权益 D. 法律规定商场承担无过错侵权责任，促进市场健康发展,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_二模_029,2025,海淀,二模,2025海淀二模,6,,,在颜某与罗某婚后育有一女小罗，一家人共同生活。后因家庭矛盾未能得到有效调和，父亲罗某 将6岁的小罗强行带至外地生活。颜某请求法院裁定罗某将小罗送回原住所并禁止罗某抢夺、 藏匿未成年子女。对此案认识正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,6. 颜某与罗某婚后育有一女小罗，一家人共同生活。后因家庭矛盾未能得到有效调和，父亲罗某 将6岁的小罗强行带至外地生活。颜某请求法院裁定罗某将小罗送回原住所并禁止罗某抢夺、 藏匿未成年子女。对此案认识正确的是 ①强行改变惯常生活可能对未成年子女的身心健康产生不利影响 ②法律保障未成年人的合法权益，应由小罗自行决定其居住地 ③罗某有权按照自己意愿改变子女居住地，法院需考虑其情感需求 ④父母对未成年子女的监护权平等，抢夺行为侵害了颜某的监护权 A. ①③ B. ①④ C. D. 24,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_二模_029,2025,海淀,二模,2025海淀二模,7,,,在凭展览门票可在附近商圈享受用餐折扣、凭机票可享受专属 门店的特别优惠•⋯一种新的经济模式——“票根经济”悄 XX 剧场 然兴起。多地鼓励消费者用交通出行、文旅活动的车票、门 票、发票获取消费优惠。发展“票根经济” 凭票根 10元喝咖啡 XX剧场北门对面中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,7. 凭展览门票可在附近商圈享受用餐折扣、凭机票可享受专属 门店的特别优惠•⋯一种新的经济模式——“票根经济”悄 XX 剧场 然兴起。多地鼓励消费者用交通出行、文旅活动的车票、门 票、发票获取消费优惠。发展“票根经济” 凭票根 10元喝咖啡 XX剧场北门对面 ①以跨行业联动丰富消费场景，延伸消费链条 ②以企业合作抑制行业竞争，增强市场活力 ③需要企业加强沟通协作，保障票根权益兑换 ④需要发挥政府主导作用，发掘潜在消费需求 A. ①③ B. ①④ 演出日历 000 演出购票 超门洁动 c. 23 D. 24) 高三年级（思想政治）第2页（共8页） [ocr page 3],/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_东城_期末_031,2025,东城,期末,2025东城期末,11,,,在甲公司发现乙公司未经许可获得了其数据集，并向公众传播牟利，遂向法院提起诉讼。法院认为乙公 司上述行为侵害了甲公司的数据财产权和著作权，构成了不正当竞争。在该案审理中，甲公司提供的知 识产权局颁发的《数据知识产权登记证书》获得法院认可，本案成为涉数据知识产权登记证效力的“第 一案”……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11．甲公司发现乙公司未经许可获得了其数据集，并向公众传播牟利，遂向法院提起诉讼。法院认为乙公 司上述行为侵害了甲公司的数据财产权和著作权，构成了不正当竞争。在该案审理中，甲公司提供的知 识产权局颁发的《数据知识产权登记证书》获得法院认可，本案成为涉数据知识产权登记证效力的“第 一案” 。在此案件中（ ） 资料卡 数据集，是一种由数据所组成的集合。 数据相关权益的认定往往因数据的无形性、可复制性等特性而变得困难，举证难度极大。 北京市知识产权局等部门于 2023 年 5 月颁布了北京市数据知识产权登记管理办法（试行） 》 。 ①甲公司和乙公司发生民事纠纷，民事行为客体是不正当竞争行为 ②《数据知识产权登记证书》获得法院认可，甲公司举证难度有所降低 ③适用无过错侵权责任原则，无论乙公司有无过错都应承担责任 ④完善行政机关与司法机关的协同保护机制，促进数据市场良性发展 A．①② B．①③ C．②④ D．③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_东城_期末_031,2025,东城,期末,2025东城期末,12,,,在《中华人民共和国民法典》规范各类民事主体的各种人身关系和财产关系，涉及社会和经济生活的方 方面面，被称为“社会生活的百科全书” ，下列内容符合民法典规定的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,12．《中华人民共和国民法典》规范各类民事主体的各种人身关系和财产关系，涉及社会和经济生活的方 方面面，被称为“社会生活的百科全书” ，下列内容符合民法典规定的是（ ） A．合同缺少价款、履行期限，不影响合同的成立和生效 B．自然人可以与继承人范围内的个人签订遗赠扶养协议 C．报刊转载其他报刊已经刊登的作品，不必支付使用费 D．房屋、汽车、电脑、股票等均可进行抵押和质押担保 第4页/共20页 13．2024 年 11 月，国资委开设的“国资小新”网上店铺一口气上架了十多款“大国重器”和数款技术过硬 的央企民用产品，让大家感受到央企既“顶天立地”又能保障和改善民生的责任担当。下列三段论推理 违反相同逻辑规则的是（ ） ①“祥云”AS700 是大国重器，有的大国重器是载人飞艇，有的载人飞艇是“祥云”AS700 ②歼﹣20 飞行员手表有三盘六针，这款手表不是歼﹣20 飞行员手表，这款手表没有三盘六针 ③碳纤维自行车适合山地骑行，山地车适合山地骑行，碳纤维自行车是山地车 ④石墨烯围巾有智能温控系统，智能温控系统能自动调节温度，石墨烯围巾能自动调节温度 A．①② B．①③ C．②④ D．③④,,答案未从可靠答案表或逐题解析锁定,defer_mixed_module,法律材料与非选必二模块混在同一题段，需人工拆分或复核。
2025_丰台_期末_032,2025,丰台,期末,2025丰台期末,11,,,在李某在社交平台发布博文“地铁上的小乘客，一个人上学……太可爱了”，并附有该小乘客吴某的正 面照片。次日，吴某的母亲张某发帖称照片中是自己 7 岁的女儿，认为李某行为不妥，要求其删除照片。 李某不予理会，双方为此发生纠纷，张某向法院提起诉讼。法院认为李某的行为构成侵权，判令其赔礼道……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 李某在社交平台发布博文“地铁上的小乘客，一个人上学……太可爱了”，并附有该小乘客吴某的正 面照片。次日，吴某的母亲张某发帖称照片中是自己 7 岁的女儿，认为李某行为不妥，要求其删除照片。 李某不予理会，双方为此发生纠纷，张某向法院提起诉讼。法院认为李某的行为构成侵权，判令其赔礼道 歉，作出合理赔偿。下列认识正确的是（ ） ①李某未经同意公布他人照片不妥，侵害他人的名誉权 ②法院基于对未成年人肖像权的特殊保护做出本案判决 ③李某有发布网络信息的权利，但权利与义务不可割裂 ④本案对于促进网络空间法治化治理具有积极示范意义 A. ①② B. ①③ C. ②④ D. ③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_丰台_期末_032,2025,丰台,期末,2025丰台期末,12,,,在游客王某夫妇到某收费景区游玩，王某因雨后的观景台面十分湿滑不慎摔倒，导致其腿骨骨折，王某 与景区负责公司就赔偿问题发生纠纷。下列说法正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,12. 游客王某夫妇到某收费景区游玩，王某因雨后的观景台面十分湿滑不慎摔倒，导致其腿骨骨折，王某 与景区负责公司就赔偿问题发生纠纷。下列说法正确的是（ ） ①王某购买门票到景区内游玩，双方之间的旅游合同即依法成立 ②景区采取了相应的保障措施保护游客的人身安全，王某应承担部分违约责任 ③王某作为完全民事行为能力人，在景区内摔倒造成身体伤害，应自行承担责任 ④景区未能举证证明对游客的人身安全尽到保障义务，应当承担民事侵权责任 A. ①③ B. ①④ C. ②③ D. ②④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,10,,,在2024年11月11日，幸福石油公司与开心公司签订了汽油买卖合同，部分内容如下。 乙方当天支付了10万元保证金。11月13日，甲方股东抢夺公章导致公司管理失控，未能在约定期限内交付汽油。下列说法正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,10. 2024年11月11日，幸福石油公司与开心公司签订了汽油买卖合同，部分内容如下。 乙方当天支付了10万元保证金。11月13日，甲方股东抢夺公章导致公司管理失控，未能在约定期限内交付汽油。下列说法正确的是 A. 乙方可以要求甲方双倍返还保证金共20万元 B. 甲方可主张不可抗力免责，拒绝赔偿乙方损失 C. 经乙方同意，甲方可以不按合同约定时间交货 D. 若双方没有约定货物质量标准，则该合同不成立,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,11,,,在赵某乘坐的某客运公司客车在行驶途中发生追尾事故，致使赵某身体多处受伤。赵某希望通过诉讼维护权益。下列说法正确的是（ ） 《中华人民共和国民法典》第八百二十三条承运人应当对运输过程中旅客的伤亡承担赔偿责任；但是，伤亡是旅客自身健康原因造成的或者承运人证明伤亡是旅客故意、重大过失造成……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 赵某乘坐的某客运公司客车在行驶途中发生追尾事故，致使赵某身体多处受伤。赵某希望通过诉讼维护权益。下列说法正确的是（ ） 《中华人民共和国民法典》第八百二十三条承运人应当对运输过程中旅客的伤亡承担赔偿责任；但是，伤亡是旅客自身健康原因造成的或者承运人证明伤亡是旅客故意、重大过失造成的除外。 ①若客运公司能证明自己对事故发生没有过错，则无需承担赔偿责任 ②若赵某因家庭经济困难无法承担诉讼费用，可向法院申请法律援助 ③若赵某不服法院一审判决，可以在判决后十五日内提出上诉 ④法律给承运人分配了更多注意义务，以平衡各方利益，合理预防损害 A. ①② B. ①③ C. ②④ D. ③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,12,,,在阅读材料，完成问题。 思政课上，老师展示了上述案例。四名同学运用所学，分享了自己的看法。其中正确的是（ ） 甲：根据民法典相关规定，本案中房产价值中的100万元属于王阿姨遗产 乙：若王阿姨未留下遗嘱，应适用法定继承分配房产、抚恤金等遗产 丙：按照法定继承，张大叔和小马都属于第一顺……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,12. 阅读材料，完成问题。 思政课上，老师展示了上述案例。四名同学运用所学，分享了自己的看法。其中正确的是（ ） 甲：根据民法典相关规定，本案中房产价值中的100万元属于王阿姨遗产 乙：若王阿姨未留下遗嘱，应适用法定继承分配房产、抚恤金等遗产 丙：按照法定继承，张大叔和小马都属于第一顺位继承人，应平均分配遗产 丁：为求方便快捷，张大叔和小马可选择通过仲裁方式解决争议 A. 甲 B. 乙 C. 丙 D. 丁,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,14,,,在某食品公司在其产品包装上擅自使用了洪某已发表的画作中具有独创性的蜡染花鸟图案，洪某以著作权受侵害为由向法院提起诉讼。该食品公司辩称，洪某作品中的纹样等均来自古代传统蜡染图案，自己的使用不构成侵权。下列分析正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,14. 某食品公司在其产品包装上擅自使用了洪某已发表的画作中具有独创性的蜡染花鸟图案，洪某以著作权受侵害为由向法院提起诉讼。该食品公司辩称，洪某作品中的纹样等均来自古代传统蜡染图案，自己的使用不构成侵权。下列分析正确的是（ ） ①洪某对画作的发表权等著作人身权不受保护期限制 ②洪某画作借鉴了传统蜡染图案这一事实应由被告举证 ③若洪某未到著作权登记机关办理登记，则不能就该画作主张著作权 ④以和为贵，双方当事人可在人民法院的主持下达成调解协议 A. ①② B. ①③ C. ②④ D. ③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,15,,,在“谁懂这一口糯叽叽的含金量”……打开短视频平台，很多人在不经意间会被形形色色的探店视频所吸引。探店视频以其独特优势带动了餐饮及旅游消费。但是，这些探店视频究竞是发布者的真实体验还是广告营销，消费者往往很难区分。对此分析正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,15. “谁懂这一口糯叽叽的含金量”……打开短视频平台，很多人在不经意间会被形形色色的探店视频所吸引。探店视频以其独特优势带动了餐饮及旅游消费。但是，这些探店视频究竞是发布者的真实体验还是广告营销，消费者往往很难区分。对此分析正确的是（ ） A. 打着真实测评幌子进行虚假宣传的探店视频侵犯了消费者自主选择权 B. 发布广告类探店视频是不正当竞争行为，会侵犯其他经营者合法权益 C. 对侵犯消费者权益的探店视频乱象，法院可主动启动诉讼程序进行整治 D. 短视频平台可推动制定行业内容管理公约，提高社会治理法治化水平 第二部分,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_西城_期末_036,2025,西城,期末,2025西城期末,12,,,在“先用后付”，即网络购物时无需付款（免去了人脸、 指纹识别或密码支付环节）就可下单，商品确认 收货后再付款。这种方式提供了更大的支付灵活性和购物便利 性，促进了交易便利化。但也有消费者反映， 存在“莫名开通”“被自动勾选 ”“开通易关闭难 ”，家里的小 孩容易“误点” 操作等问题……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,12．“先用后付”，即网络购物时无需付款（免去了人脸、 指纹识别或密码支付环节）就可下单，商品确认 收货后再付款。这种方式提供了更大的支付灵活性和购物便利 性，促进了交易便利化。但也有消费者反映， 存在“莫名开通”“被自动勾选 ”“开通易关闭难 ”，家里的小 孩容易“误点” 操作等问题。下列选项中正确的是 ①消费者确认收货后再付款，“先用后付”本质上是一种合同关系 ②“莫名开通”该支付方式，侵犯了消费者的知情权和隐私权 ③平台应完善“先用后付”服务协议，重要条款应当以显著方式提醒消费 者注意 第4页/共10页 ④小孩“误点”操作没有关系，只要未满 18 周岁，其民事行为都是可撤销的 A．①② B．①③ C．②④ D．③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2025_西城_期末_036,2025,西城,期末,2025西城期末,13,,,在行为人侵害他人的民事权利，应当依法承担侵权责任。下列情形中分析正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,13．行为人侵害他人的民事权利，应当依法承担侵权责任。下列情形中分析正确的是 A．游客甲到动物园游玩，在灵长类动物展区向猴子喂食时右手被猴子咬伤。本案中， 应由动物园证明自 己尽到了管理职责，否则应承担侵权责任 B．12 岁的乙在学校与同学跳绳，被绳子绊倒，造成牙齿损伤。本案中，校方不论有无过错，都应承担侵 权责任 C．经营者丙在工厂安装了矿石提取设备，提取过程中，有氯化氰经下水道流入附近河 流造成土壤污染 。 本案中，应由起诉丙的村民证明其行为与损害后果存在因果关系 D．路人丁被楼上抛掷的平板电脑砸中，致使头部受伤。后丁将该楼层全部住户及物业管理公司告上法院。 本案中，住户即使能够证明自己家中无人，仍需承担侵权责任,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_东城_一模_037,2026,东城,一模,2026东城一模,10,,,在张三与李四系夫妻，张三婚前向村集体申请了一处宅基地。婚后，夫妻二人在宅基地上建造房屋，张 三私下向王五借款用于房屋装修。夫妻二人商议进城务工，将房屋出租。下列说法正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,10．张三与李四系夫妻，张三婚前向村集体申请了一处宅基地。婚后，夫妻二人在宅基地上建造房屋，张 三私下向王五借款用于房屋装修。夫妻二人商议进城务工，将房屋出租。下列说法正确的是 A．宅基地由张三申请，故房屋属张三个人财产，需登记以取得所有权 B．李四对于借款行为并不知情，故借款属于张三个人债务，李四无需偿还 C．宅基地的权益对应物的使用价值，张三与李四无权处分该地块 D．若张三、李四将房屋出租，所获取的财产性收益属于再分配,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_东城_一模_037,2026,东城,一模,2026东城一模,11,,,在某个人独资企业未经博主林某同意，利用 AIGC（生成式人工智能）技术采集其公开短视频中的人脸 数据与声音，生成了与短视频内容无关、与林某形象高度相似的数字人，用于商业直播，但未标注“AI 生 成”字样。林某发现后，要求该企业立即停止使用、删除复刻数据并赔偿损失。 第4页/共10页……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11．某个人独资企业未经博主林某同意，利用 AIGC（生成式人工智能）技术采集其公开短视频中的人脸 数据与声音，生成了与短视频内容无关、与林某形象高度相似的数字人，用于商业直播，但未标注“AI 生 成”字样。林某发现后，要求该企业立即停止使用、删除复刻数据并赔偿损失。 第4页/共10页 《直播电商监督管理办法》 第三十七条 直播间运营者使用人工智能等技术生成的人物图像、视频从事直播电商活 动的，应当符合有关法律、法规、规章和强制性国家标准的要求，并依照国家有关规定进行 标识，持续向消费者提示该人物图像、视频由人工智能等技术生成。 下列说法正确的是 A．该企业作为营利法人，其收入应缴纳企业所得税 B．该企业侵犯林某肖像权和声音权益，应停止侵害，恢复原状 C．未标注“AI 生成”字样，虽未侵犯林某著作权，但属违法行为 D．企业提供自身不存在过错的证据，属于举证责任倒置,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_丰台_一模_038,2026,丰台,一模,2026丰台一模,11,,,在张某原系某单位员工，后拟跳槽至甲公司。经过沟通，张某收到甲公司通过电子邮件 发出的《录用通知书》，载明了录用张某所担任的职位及薪资待遇、报到时间等。该 通知还要求张某报到时提供原用人单位离职证明并具明“此录用通知经您签字，并由 公司确认后正式生效。”张某遂即回复“收到”，次日向原……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 张某原系某单位员工，后拟跳槽至甲公司。经过沟通，张某收到甲公司通过电子邮件 发出的《录用通知书》，载明了录用张某所担任的职位及薪资待遇、报到时间等。该 通知还要求张某报到时提供原用人单位离职证明并具明“此录用通知经您签字，并由 公司确认后正式生效。”张某遂即回复“收到”，次日向原单位辞职并办理了离职手 续。后甲公司告知张某因出现财务问题取消录用。张某遂向法院起诉请求甲公司赔偿 其相应损失。法院审理后判决支持了张某的诉讼请求。下列说正确的是 ①甲公司取消录用张某的行为，侵犯了张某平等就业和选择职业的权利 ②张某与甲公司虽未签订书面劳动合同，但双方劳动关系已于邮件回复之后建立 ③ 《录用通知书》是甲公司发出的明确意思表示，属于要 ④法院判决有利于引导用人单位重信守诺，保护劳动者合法权益 A. ①② B. ①④ C. ②③ D. ③④ 高三思想政治 第3页（共10页） CS 扫描全能王 3亿人都在用的扫描App [ocr page 4],,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
