suite_id,year,district,stage,question_no,answer,overview_sentence,wrong_option_sentences,question_excerpt,answer_source,notes
2025_海淀_期末_035,2025,海淀,期末,14,,在已发表的画作中具有独创性的蜡染花鸟图案，洪某以著作权受侵害为由向法院提起诉讼。该食品公司辩称，洪某作品中的纹样等均来自古代传统蜡染图案，自己的使用不构成侵权。下列分析正确的是（ ）中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,14. 某食品公司在其产品包装上擅自使用了洪某已发表的画作中具有独创性的蜡染花鸟图案，洪某以著作权受侵害为由向法院提起诉讼。该食品公司辩称，洪某作品中的纹样等均来自古代传统蜡染图案，自己的使用不构成侵权。下列分析正确的是（ ） ①洪某对画作的发表权等著作人身权不受保护期限制 ②洪某画作借鉴了传统蜡染图案这一事实应由被告举证 ③若洪某未到著作权登记机关办理登记，则不能就该画作主张著作权 ④以和为贵，双方当事人可在人民法院的主持下达成调解协议 A. ①② B. ①③ C. ②④ D. ③④,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,未自动锁定可靠答案
2025_海淀_期末_035,2025,海淀,期末,15,,在人在不经意间会被形形色色的探店视频所吸引。探店视频以其独特优势带动了餐饮及旅游消费。但是，这些探店视频究竞是发布者的真实体验还是广告营销，消费者往往很难区分。对此分析正确的是（ ）中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,15. “谁懂这一口糯叽叽的含金量”……打开短视频平台，很多人在不经意间会被形形色色的探店视频所吸引。探店视频以其独特优势带动了餐饮及旅游消费。但是，这些探店视频究竞是发布者的真实体验还是广告营销，消费者往往很难区分。对此分析正确的是（ ） A. 打着真实测评幌子进行虚假宣传的探店视频侵犯了消费者自主选择权 B. 发布广告类探店视频是不正当竞争行为，会侵犯其他经营者合法权益 C. 对侵犯消费者权益的探店视频乱象，法院可主动启动诉讼程序进行整治 D. 短视频平台可推动制定行业内容管理公约，提高社会治理法治化水平 第二部分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,未自动锁定可靠答案
2025_西城_期末_036,2025,西城,期末,12,,在了更大的支付灵活性和购物便利 性，促进了交易便利化。但也有消费者反映， 存在“莫名开通”“被自动勾选 ”“开通易关闭难 ”，家里的小 孩容易“误点” 操作等问题。下列选项中正确的是中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,12．“先用后付”，即网络购物时无需付款（免去了人脸、 指纹识别或密码支付环节）就可下单，商品确认 收货后再付款。这种方式提供了更大的支付灵活性和购物便利 性，促进了交易便利化。但也有消费者反映， 存在“莫名开通”“被自动勾选 ”“开通易关闭难 ”，家里的小 孩容易“误点” 操作等问题。下列选项中正确的是 ①消费者确认收货后再付款，“先用后付”本质上是一种合同关系 ②“莫名开通”该支付方式，侵犯了消费者的知情权和隐私权 ③平台应完善“先用后付”服务协议，重要条款应当以显著方式提醒消费 者注意 第4页/共10页 ④小孩“误点”操作没有关系，只要未满 18 周岁，其民事行为都是可撤销的 A．①② B．①③ C．②④ D．③④,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,未自动锁定可靠答案
2025_西城_期末_036,2025,西城,期末,13,,在行为人侵害他人的民事权利，应当依法承担侵权责任。下列情形中分析正确的是中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,13．行为人侵害他人的民事权利，应当依法承担侵权责任。下列情形中分析正确的是 A．游客甲到动物园游玩，在灵长类动物展区向猴子喂食时右手被猴子咬伤。本案中， 应由动物园证明自 己尽到了管理职责，否则应承担侵权责任 B．12 岁的乙在学校与同学跳绳，被绳子绊倒，造成牙齿损伤。本案中，校方不论有无过错，都应承担侵 权责任 C．经营者丙在工厂安装了矿石提取设备，提取过程中，有氯化氰经下水道流入附近河 流造成土壤污染 。 本案中，应由起诉丙的村民证明其行为与损害后果存在因果关系 D．路人丁被楼上抛掷的平板电脑砸中，致使头部受伤。后丁将该楼层全部住户及物业管理公司告上法院。 本案中，住户即使能够证明自己家中无人，仍需承担侵权责任,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,未自动锁定可靠答案
2026_东城_一模_037,2026,东城,一模,10,,在张三与李四系夫妻，张三婚前向村集体申请了一处宅基地。婚后，夫妻二人在宅基地上建造房屋，张 三私下向王五借款用于房屋装修。夫妻二人商议进城务工，将房屋出租。下列说法正确的是中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,10．张三与李四系夫妻，张三婚前向村集体申请了一处宅基地。婚后，夫妻二人在宅基地上建造房屋，张 三私下向王五借款用于房屋装修。夫妻二人商议进城务工，将房屋出租。下列说法正确的是 A．宅基地由张三申请，故房屋属张三个人财产，需登记以取得所有权 B．李四对于借款行为并不知情，故借款属于张三个人债务，李四无需偿还 C．宅基地的权益对应物的使用价值，张三与李四无权处分该地块 D．若张三、李四将房屋出租，所获取的财产性收益属于再分配,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,未自动锁定可靠答案
2026_东城_一模_037,2026,东城,一模,11,,在视频从事直播电商活 动的，应当符合有关法律、法规、规章和强制性国家标准的要求，并依照国家有关规定进行 标识，持续向消费者提示该人物图像、视频由人工智能等技术生成。 下列说法正确的是中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,11．某个人独资企业未经博主林某同意，利用 AIGC（生成式人工智能）技术采集其公开短视频中的人脸 数据与声音，生成了与短视频内容无关、与林某形象高度相似的数字人，用于商业直播，但未标注“AI 生 成”字样。林某发现后，要求该企业立即停止使用、删除复刻数据并赔偿损失。 第4页/共10页 《直播电商监督管理办法》 第三十七条 直播间运营者使用人工智能等技术生成的人物图像、视频从事直播电商活 动的，应当符合有关法律、法规、规章和强制性国家标准的要求，并依照国家有关规定进行 标识，持续向消费者提示该人物图像、视频由人工智能等技术生成。 下列说法正确的是 A．该企业作为营利法人，其收入应缴纳企业所得税 B．该企业侵犯林某肖像权和声音权益，应停止侵害，恢复原状 C．未标注“AI 生成”字样，虽未侵犯林某著作权，但属违法行为 D．企业提供自身不存在过错的证据，属于举证责任倒置,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,未自动锁定可靠答案
2026_延庆_一模_039,2026,延庆,一模,9,,在的店铺多 次消费共计 6 万余元。阿伟表面上提供明星“周边物品”及服务，实际上变相为明星艺人打榜筹集资金。 小童母亲发现后诉至法院，法院认定案涉买卖合同无效。据此，下列说法正确的是中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,9.14 周岁的小童为某明星应援，在某线上平台，通过母亲及好友账号在明星应援团队负责人阿伟的店铺多 次消费共计 6 万余元。阿伟表面上提供明星“周边物品”及服务，实际上变相为明星艺人打榜筹集资金。 小童母亲发现后诉至法院，法院认定案涉买卖合同无效。据此，下列说法正确的是 A. 小童属于限制民事行为能力人，其大额应援消费行为应直接认定为无效 B. 小童的监护人对其消费行为不知情，对合同无效造成的损失无需承担责任 C. 法院认定案涉买卖合同无效，阿伟应将 6 万余元全部返还小童 D. 监护人要更好地履行监护职责，落实好家庭保护的首要作用,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,未自动锁定可靠答案
2026_朝阳_一模_041,2026,朝阳,一模,11,,在等社会组织，共同搭建“道交纠纷一体化”线上处理 平台，实现道路交通事故纠纷的在线咨询、责任认定、申请理赔与纠纷调解，将大量纠纷化解在诉前。关 于这一治理实践，下列说法正确的是（ ）中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,11. 某市人民法院联合公安、司法等部门和保险协会等社会组织，共同搭建“道交纠纷一体化”线上处理 平台，实现道路交通事故纠纷的在线咨询、责任认定、申请理赔与纠纷调解，将大量纠纷化解在诉前。关 于这一治理实践，下列说法正确的是（ ） A. 人民法院积极履行审判职能，维护了社会的公平正义 B. 多元力量深度融合，创新矛盾化解渠道，提升纠纷解决效率 C. 诉讼外调解能使人民群众遇到法律问题时获得有效法律援助 D. 线上平台办理属于行政裁决，由行政机关直接作出赔偿决定,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,未自动锁定可靠答案
2026_石景山_一模_043,2026,石景山,一模,12,C,在由其弟高某乙照顾，但在高某甲去世后，高小某却以唯一的第一顺位法定继承 人身份领取了高某甲名下银行存款。近日，法院判决高某甲账户存款应由原告高某乙继承。对此，下列说 法正确的是（ ）中，应当高小某对父母构成遗弃，丧失继承权；本题主要错在把法律关系、责任条件或程序边界说偏，因为选必二判断必须同时看主体、行为、权利义务和法定条件。,A项不对在法律关系、责任条件或材料边界判断不准，因为该说法“高某乙虽不是法定继承人，但尽了主要抚养义务”需要回到题面事实和具体法律规则复核。；B项不对在法律关系、责任条件或材料边界判断不准，因为该说法“高小某需要承担高某甲未偿还的债务”需要回到题面事实和具体法律规则复核。；D项不对在纠纷解决程序或法律效力判断不准，因为该说法“高某乙可以在诉讼中申请法律援助”需要回到题面事实和具体法律规则复核。,12．被告高小某系高某甲独子，20 周岁的高小某在与父母的一次争执之后离家出走，从此 30 年间对父母 不闻不问，高某甲夫妇主要由其弟高某乙照顾，但在高某甲去世后，高小某却以唯一的第一顺位法定继承 人身份领取了高某甲名下银行存款。近日，法院判决高某甲账户存款应由原告高某乙继承。对此，下列说 法正确的是（ ） A．高某乙虽不是法定继承人，但尽了主要抚养义务 B．高小某需要承担高某甲未偿还的债务 C．高小某对父母构成遗弃，丧失继承权 D．高某乙可以在诉讼中申请法律援助,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,
2026_石景山_一模_043,2026,石景山,一模,13,C,在纷。 《中华人民共和国民法典》 第二百二十五条 船舶、航空器和机动车等的物权的设立、变更、转让和消灭，未经登记，不得对抗善意 第三人。 综合以上信息，对本案例的解读，正确的有（ ）中，应当乙虽取得了该车的所有权，但不能对抗善意第三人丙；本题主要错在把法律关系、责任条件或程序边界说偏，因为选必二判断必须同时看主体、行为、权利义务和法定条件。,A项不对在权利类型或物权效力判断不准，因为该说法“甲乙未办理该车的过户登记，该车的所有权依然属于甲”需要回到题面事实和具体法律规则复核。；B项不对在法律关系、责任条件或材料边界判断不准，因为该说法“甲丙办理了该车的抵押登记，丙对该车有收益和处分权”需要回到题面事实和具体法律规则复核。；D项不对在法律关系、责任条件或材料边界判断不准，因为该说法“丙基于该辆客车的使用价值而获得了抵押权”需要回到题面事实和具体法律规则复核。,13．甲将一辆大型客车出售给乙，双方完成了交付，但乙一直将车停于甲的停车场内，且双方未办理过户 登记，后甲将该辆客车抵押给丙，并办理了抵押登记。因此，三人产生纠纷。 《中华人民共和国民法典》 第二百二十五条 船舶、航空器和机动车等的物权的设立、变更、转让和消灭，未经登记，不得对抗善意 第三人。 综合以上信息，对本案例的解读，正确的有（ ） A．甲乙未办理该车的过户登记，该车的所有权依然属于甲 B．甲丙办理了该车的抵押登记，丙对该车有收益和处分权 C．乙虽取得了该车的所有权，但不能对抗善意第三人丙 D．丙基于该辆客车的使用价值而获得了抵押权,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,
2026_石景山_一模_043,2026,石景山,一模,14,C,在万余元，此后以未能解锁广告中所宣传的游 戏场景、内容、玩法为由，认为游戏公司夸大宣传、诱导充值，请求平台退还全部充值款。对此，法院判 决驳回小李的全部诉讼请求。由此，可推断出（ ）中，应当②小李提供的证据难以证明其因广告陷入错误认识进行游戏充值、④小李作为具有完全民事行为能力的成年人，双方合同合法有效 A．；本题主要错在①法律关系、责任条件或材料边界判断不准、③消费者权利定位或经营者义务判断不准，因为选必二判断必须同时看主体、行为、权利义务和法定条件。,A项不对在包含错误判断①（法律关系、责任条件或材料边界判断不准），漏掉正确判断④，因为该组合没有同时扣准题面事实和具体法律规则。；B项不对在包含错误判断①（法律关系、责任条件或材料边界判断不准）、③（消费者权利定位或经营者义务判断不准），漏掉正确判断②、④，因为该组合没有同时扣准题面事实和具体法律规则。；D项不对在包含错误判断③（消费者权利定位或经营者义务判断不准），漏掉正确判断②，因为该组合没有同时扣准题面事实和具体法律规则。,14．成年消费者小李在某款游戏中累计充值 523次，金额达 11万余元，此后以未能解锁广告中所宣传的游 戏场景、内容、玩法为由，认为游戏公司夸大宣传、诱导充值，请求平台退还全部充值款。对此，法院判 决驳回小李的全部诉讼请求。由此，可推断出（ ） ①若广告内容存在非真实游戏场景画面，则应认定该合同不成立 ②小李提供的证据难以证明其因广告陷入错误认识进行游戏充值 ③虚拟游戏充值不适用消费者权益保护法，小李无法主张退款 ④小李作为具有完全民事行为能力的成年人，双方合同合法有效 A．①② B．①③ C．②④ D．③④,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,
2026_西城_一模_044,2026,西城,一模,13,,在国家依法严厉打击“恶意商标注册”“碰瓷式维权”等行为，加强商标管理。 根据相关法条，下列推理正确的是中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,13．国家依法严厉打击“恶意商标注册”“碰瓷式维权”等行为，加强商标管理。 根据相关法条，下列推理正确的是 ①所有“不以使用为目的的恶意注册申请”与“应当予以驳回的注册申请”是种属关系 ②根据第4条，只有不以使用为目的的恶意注册申请，才应当予以驳回 ③甲企业就其注册商标享有专用权，其他企业负有不得在相同商品上使用甲企业相同商标的义务。这里“权利义务”关系构成反对称关系 ④乙公司没有以不正当手段抢先注册他人已经使用并有一定影响的商标。所以，乙公司的注册行为没有违反第32条 A．①③ B．①④ C．②③ D．②④,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,未自动锁定可靠答案
2026_东城_期中_047,2026,东城,期中,10,,在自愿原则 D 书画家王某将一幅画作赠与好友张某。后张某将该作品在其 经营的书画馆公开展览，并擅自汇编出版。王某深感不满， 要求张某返还作品 张某有权拒绝返还作品，但需承担 侵权责任中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,10. 下列对案例的分析正确的是（ ） 案例 分析 A 李某向张某借款，把其持有的银行承兑汇票原件交付给张 某，设立担保物权，但未办理登记。借款到期，李某无力消 偿债务 遵循民法平等原则，合理分配李某 和张某之间的权利和义务，张某无 优先受偿权 B 甲公司“门禁系统的电路解码装置 ”含有不被公众知晓的技 乙公司侵犯了甲公司的专利权 第4页/共9页 术信息，乙公司未经许可，破译该技术信息，并将搭载该技 术的产品投产销售 C 姜某长期使用某款AI 付费软件，在一次强制升级过程中，界 面提示必须同意安装其捆绑的另一款应用，否则无法完成升 级 软件公司侵犯了消费者知情权，违 背了民法自愿原则 D 书画家王某将一幅画作赠与好友张某。后张某将该作品在其 经营的书画馆公开展览，并擅自汇编出版。王某深感不满， 要求张某返还作品 张某有权拒绝返还作品，但需承担 侵权责任 A. A B. B C. C D. D,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,未自动锁定可靠答案
2026_东城_期中_047,2026,东城,期中,11,,在作制”，但未签劳动合同。后公司推行打卡制度，小王数次忘记打 卡，经提醒仍未补打卡。最终，公司以小王 “多次旷工，严重违反规章制度 ”为由单方将其解雇。对此， 下列说法正确的是（ ）中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,11. 小王入职时，上司口头承诺“灵活工作制”，但未签劳动合同。后公司推行打卡制度，小王数次忘记打 卡，经提醒仍未补打卡。最终，公司以小王 “多次旷工，严重违反规章制度 ”为由单方将其解雇。对此， 下列说法正确的是（ ） A. 因双方未签订书面劳动合同，劳动关系未成立，公司解雇无须承担责任 B. “灵活工作制”的口头承诺具有法律效力，公司应当给予小王经济补偿 C. 公司侵犯劳动者合法权益，构成违法解除劳动合同 D. 小王可以向劳动保障监察部门投诉，提起行政复议,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,未自动锁定可靠答案
2026_通州_期中_054,2026,通州,期中,12,,在又与保姆签订《遗赠扶养协 议》 ，约定由保姆承担其生养死葬义务，刘某去世后该房产归保姆所有。刘某在保姆照料下安度晚年，去 世后，其子与保姆就房产归属产生争议。下列说法正确的是（ ）中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,"12. 刘某生前立有遗嘱，指定名下房产由其子继承。此后，刘某因年老体弱，又与保姆签订《遗赠扶养协 议》 ，约定由保姆承担其生养死葬义务，刘某去世后该房产归保姆所有。刘某在保姆照料下安度晚年，去 世后，其子与保姆就房产归属产生争议。下列说法正确的是（ ） ①遗赠扶养协议为双务合同，效力优先于遗嘱 ②保姆已履行扶养义务，有权主张房产所有权 ③遗嘱效力优于遗赠扶养协议，房产应归其子 ④刘某同时立下遗嘱与协议,均因冲突而无效 A. ①② B. ①③ C. ②④ D. ③④",/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,未自动锁定可靠答案
2026_通州_期中_054,2026,通州,期中,13,,在投稿至《校园生活》杂志社。 次年 3 月，张某发现该照片被某出版社出版的图书作为封面使用，且未署名也未支付报酬。张某遂诉至法 院，要求停止侵权并赔偿经济损失。对此说法正确的是（ ）中，正确答案尚未从可靠答案表自动锁定；本题暂不判定具体错项，因为选择题预处理必须先确认客观答案，不能把普通材料推断冒充答案。,答案未锁定，需回原卷可靠客观答案表确认后再补写错项句。,13. 17 周岁的张某利用暑假拍摄了一组展现母校古建筑风貌的照片，并将其投稿至《校园生活》杂志社。 次年 3 月，张某发现该照片被某出版社出版的图书作为封面使用，且未署名也未支付报酬。张某遂诉至法 院，要求停止侵权并赔偿经济损失。对此说法正确的是（ ） A. 因张某未满 18 周岁，其创作的照片不属于著作权法保护的作品 B. 出版图书的使用可适用“法定许可”规定，但出版社应补付报酬 C. 本案不属于举证责任倒置情形，应由张某就侵权事实承担举证责任 第5页/共10页 D. 著作权侵权纠纷须先经版权管理部门处理，对结果不服可向法院起诉,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,未自动锁定可靠答案
