priority,question_id,parent_question_id,source_batch,type,framework_node,evidence_level,source,source_id,stable_locator,base_decision_reason,recheck_reason
P2,Q-2025丰台期末-16,Q-2025丰台期末-16,batch04_fengtai_shunyi_tongzhou,main_thinking,辩证思维>矛盾分析法,A-support,S-2025丰台期末 Q16,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q16,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach；note=scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach,entry marked needs_codex_recheck=yes before student final
P2,Q-2025丰台期末-16,Q-2025丰台期末-16,batch04_fengtai_shunyi_tongzhou,main_thinking,辩证思维>质量互变（适度原则）,A-support,S-2025丰台期末 Q16,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q16,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach；note=scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach,entry marked needs_codex_recheck=yes before student final
P2,Q-2025丰台期末-7,Q-2025丰台期末-7,batch04_fengtai_shunyi_tongzhou,choice_trap,边界陷阱·选必三超前思维概念跨模块外挂,B-choice-signal,S-2025丰台期末 Q7,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q7,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-7; canonical_conclusion=入正文,entry marked needs_codex_recheck=yes before student final
P2,Q-2025丰台期末-8,Q-2025丰台期末-8,batch04_fengtai_shunyi_tongzhou,choice_trap,形象思维与抽象思维区分（基本单元,B-choice-signal,S-2025丰台期末 Q8,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q8,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-8; canonical_conclusion=入正文,entry marked needs_codex_recheck=yes before student final
P2,Q-2025丰台期末-9,Q-2025丰台期末-9,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-联言判断推论受限（A）,B-choice-signal,S-2025丰台期末 Q9,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q9,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2025顺义一模-5,Q-2025顺义一模-5,batch04_fengtai_shunyi_tongzhou,choice_trap,判断-联言判断的矛盾命题（B正解）,B-choice-signal,S-2025顺义一模 Q5,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q5,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-5; canonical_conclusion=入正文,entry marked needs_codex_recheck=yes before student final
P2,Q-2025顺义一模-6,Q-2025顺义一模-6,batch04_fengtai_shunyi_tongzhou,choice_trap,判断-性质判断主项识别（①正解）,B-choice-signal,S-2025顺义一模 Q6,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q6,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-6; canonical_conclusion=入正文,entry marked needs_codex_recheck=yes before student final
P2,Q-2025顺义一模-7,Q-2025顺义一模-7,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-三段论-大项不当扩大（A正解，硬样本：硬规则§十九）,B-choice-signal,S-2025顺义一模 Q7,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q7,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-7; canonical_conclusion=入正文,entry marked needs_codex_recheck=yes before student final
P2,Q-2026丰台一模-4,Q-2026丰台一模-4,batch04_fengtai_shunyi_tongzhou,choice_trap,选必三导论-综合思维（②正解）,B-choice-signal,S-2026丰台一模 Q4,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf::Q4,Phase12 canonical row not present in the original 528-row phase03 matrix; added so the current audit matrix is not narrower than the later control base. phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=无blocker；stem+options+answer全部从supplemental source独立确认；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026丰台一模-7,Q-2026丰台一模-7,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-充分条件假言推理（B正解）,B-choice-signal,S-2026丰台一模 Q7,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf::Q7,Phase12 canonical row not present in the original 528-row phase03 matrix; added so the current audit matrix is not narrower than the later control base. phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=无blocker；stem+options+answer全部从supplemental source独立确认；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026丰台一模-8,Q-2026丰台一模-8,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-充分条件假言推理-否定后件式有效（②正解）,B-choice-signal,S-2026丰台一模 Q8,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf::Q8,Phase12 canonical row not present in the original 528-row phase03 matrix; added so the current audit matrix is not narrower than the later control base. phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=无blocker；stem+options+answer全部从supplemental source独立确认；③的存在量词前提在现实语境中成立；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026丰台一模-9,Q-2026丰台一模-9,batch04_fengtai_shunyi_tongzhou,choice_trap,判断-联言判断（D正解）,B-choice-signal,S-2026丰台一模 Q9,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf::Q9,Phase12 canonical row not present in the original 528-row phase03 matrix; added so the current audit matrix is not narrower than the later control base. phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=无blocker；stem+options+answer全部从supplemental source独立确认；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026通州期末-5,Q-2026通州期末-5,batch04_fengtai_shunyi_tongzhou,choice_trap,选必三导论-系统思维与辩证思维联动（②正解）,B-choice-signal,S-2026通州期末 Q5,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q5,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026通州期末-8,Q-2026通州期末-8,batch04_fengtai_shunyi_tongzhou,choice_trap,必修四联系观-人为事物的联系（③正解）,B-choice-signal,S-2026通州期末 Q8,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q8,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026通州期末-9,Q-2026通州期末-9,batch04_fengtai_shunyi_tongzhou,choice_trap,选必三导论-系统观念+数字化治理（D正解）,B-choice-signal,S-2026通州期末 Q9,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q9,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026顺义一模-3,Q-2026顺义一模-3,batch04_fengtai_shunyi_tongzhou,choice_trap,辩证思维-整体性与独立性的对立统一（②正解）,B-choice-signal,S-2026顺义一模 Q3,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q3,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026顺义一模-4,Q-2026顺义一模-4,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-类比推理（A正解）,B-choice-signal,S-2026顺义一模 Q4,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q4,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026顺义一模-5,Q-2026顺义一模-5,batch04_fengtai_shunyi_tongzhou,choice_trap,创新思维-形象思维以感性形象为基本单元（D正解）,B-choice-signal,S-2026顺义一模 Q5,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q5,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
P2,Q-2026顺义一模-6,Q-2026顺义一模-6,batch04_fengtai_shunyi_tongzhou,choice_trap,创新思维-迁移和想象（A正解）,B-choice-signal,S-2026顺义一模 Q6,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q6,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,entry marked needs_codex_recheck=yes before student final
