question,bucket,core,atom_id,scoring_position,evidence_level,status,source_boundary,boundary_note
2025朝阳二模 Q21,中国,推动构建人类命运共同体,ATOM-CY01,中国发展需要3分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,该组是中国发展需要 不拆成四个独立频次
2025朝阳二模 Q21,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,ATOM-CY02,区域发展需要第1点1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,共同利益归理论桶；独立自主和平外交政策归中国外交政策表述积累 不制造同一核心
2025朝阳二模 Q21,经济全球化,推动贸易和投资自由化便利化,ATOM-CY03,区域发展需要经济角度1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,与全球化完整五词方向同属经济全球化但功能不同 保留区域化用法
2025朝阳二模 Q21,中国,推动构建人类命运共同体,ATOM-CY04,区域发展需要安全政治角度1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,周边命运共同体作为中国外交实践 不合并为空泛HMC频次
2025朝阳二模 Q21,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,ATOM-CY05,世界发展需要第1点1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,同槽任意词给分 进入表述积累时不得拆成四个必答点
2025朝阳二模 Q21,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-CY06,世界发展需要第2点1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,必须与2024朝阳期中等同类项合并 保留完整五词
2024朝阳二模 Q20,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-CY07,基本原则第1空1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_pdf_docx_with_paper_text_support,平等原则与开放原则分属两个空 不混成一个词
2024朝阳二模 Q20,政治多极化,全球治理应坚持开放、合作、共享、共赢、包容和共商共建,ATOM-CY08,基本原则第2空1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_pdf_docx_with_paper_text_support,与共商共建共享全球治理观有关 但此处是基本原则空
2024朝阳二模 Q20,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显,ATOM-CY09,各方共识背景1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_pdf_docx_with_paper_text_support,背景分不替代治理路径分
2024朝阳二模 Q20,政治多极化,共商共建共享的全球治理观,ATOM-CY10,如何完善全球气候治理角度1,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_pdf_docx_with_paper_text_support,该角度内多个替代表述同槽 不制造多个必答频次
2024朝阳二模 Q20,政治多极化,坚持共同但有区别的责任，发达国家应承担更多责任,ATOM-CY11,如何完善全球气候治理角度2,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_pdf_docx_with_paper_text_support,这是气候治理责任原则 不泛化为所有全球治理题必写
2024朝阳一模 Q21,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,ATOM-CY12,政治多极化维度5分中的可用要点,P0_formal_scoring_rule_pptx,candidate_with_fixes_boundary_guard,formal_scoring_pptx_docx_with_paper_text_support,题目混入经济形势分析 只抽选必一政治多极化功能
2024朝阳一模 Q21,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,ATOM-CY13,经济全球化维度5分中的可用要点,P0_formal_scoring_rule_pptx,candidate_with_fixes_boundary_guard,formal_scoring_pptx_docx_with_paper_text_support,高水平对外开放和新发展格局只作边界支撑 不单独计入选必一主链
2024朝阳一模 Q21,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,ATOM-CY14,经济全球化维度参考示例末句,P0_formal_scoring_rule_pptx,candidate_with_fixes_boundary_guard,formal_scoring_pptx_docx_with_paper_text_support,独立自主和发展主动权可作选必一边界候选；增强自主创新能力、关键核心技术自主可控偏经济/科技创新模块 不计选必一主链频次
2025朝阳一模 Q20,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,ATOM-CY15,多元化布局角度2分,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_text_support,不要把产业链供应链安全稳定压成经济全球化正确方向；绿色化和数字化是本题混模块材料方向 不作独立选必一频次
2025朝阳一模 Q20,经济全球化,推动贸易和投资自由化便利化,ATOM-CY16,区域化合作角度2分,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_text_support,一带一路作为用法积累 不单独造频次；绿色化和数字化角度保持边界留痕
2025朝阳一模 Q20,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-CY17,总结1分及绿色规则相关角度,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_text_support,绿色技术和数字化加速只作为材料方向或混模块支撑 不替代全球治理规则核心 也不作独立选必一频次
2026朝阳期末 Q20,时代背景,和平与发展仍是时代主题,ATOM-CY18,和平发展角度背景1分,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,后续命运共同体等是目标层 不把时代主题替代四角度全题
2026朝阳期末 Q20,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-CY19,和平发展角度目标1分,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,与时代主题同角度但不同分层
2026朝阳期末 Q20,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-CY20,政治角度背景1分+目标1分,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,本角度是背景1分+目标1分成对结构；多极化/霸权强权等背景词不得和发展中国家话语权目标混成单一必答频次
2026朝阳期末 Q20,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-CY21,经济角度背景1分+目标1分,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,本角度是背景1分+目标1分成对结构；贸易保护主义是背景 目标表述进入完整五词经济全球化方向的表述积累 不能替代完整核心名
2026朝阳期末 Q20,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,ATOM-CY22,我国国家利益角度背景1分+目标1分,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,本角度是背景1分+目标1分成对结构；国家利益理论不混入中国政策桶 维护人民利益和中国式现代化是目标层表达
2024朝阳期中 Q20(3),经济全球化,推动贸易和投资自由化便利化,ATOM-CY23,短评三段点评6分中的打造新平台点评,P0_formal_scoring_rule_text,candidate_with_boundary_guard,formal_scoring_docx_rtf_with_paper_text_support,只处理Q20第三问 前两问经济与社会不计选必一；短评结构分标题分表达分不计术语频次
2024朝阳期中 Q20(3),经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-CY24,短评总评2分中的做法或总评价,P0_formal_scoring_rule_text,candidate_with_boundary_guard,formal_scoring_docx_rtf_with_paper_text_support,与2025朝阳二模Q21等合并成一个核心 保留完整五词；只处理Q20第三问且不计短评形式分
2024朝阳期中 Q20(3),中国,中国平等开放、合作共享的全球治理理念,ATOM-CY25,短评总评2分中的总评价,P0_formal_scoring_rule_text,candidate_with_boundary_guard,formal_scoring_docx_rtf_with_paper_text_support,只处理Q20第三问；短评题标题分结构分表达分不计术语频次
2025朝阳期末 Q21,政治多极化,世界多极化深入发展与平等有序的世界多极化,ATOM-CY-B01,细则PDF视觉核读仅见等级答案式宽口径,P1_level_answer_or_reference_only,reference_only,scanned_scoring_pdf_visual_no_point_rubric,如后续找到逐点细则可升级；当前不进主链频次
2025朝阳期末 Q21,中国,推动构建人类命运共同体,ATOM-CY26,②营造总体外部环境1分；P2讲评PPT slide33,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,同层8句任一句给1分；仅P2低等级候选 不计P0频次
2025朝阳期末 Q21,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,ATOM-CY27,③营造良好的外部政治环境2分；P2讲评PPT slide33,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,同层8句任一句给1分满2分；只作P2表述池 不拆成多个P0必答频次
2025朝阳期末 Q21,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-CY28,④营造良好的外部经济环境2分；P2讲评PPT slide34,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,完整五词必须保留；高水平对外开放和新发展格局为混模块边界；仅P2低等级候选
2025朝阳期末 Q21,中国,坚持正确义利观，在发展合作中义利相兼、互利共赢,ATOM-CY29,⑤营造良好的外部文化环境和国际舆论环境1分；P2讲评PPT slide34,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,正确义利观可入中国外交桶；文化自信和讲好中国故事主要作选必三边界；仅P2低等级候选
2024海淀期中 Q16(2),经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-HDQZ01,选必一2分：贸易摩擦角度,P0_formal_scoring_rule_pdf_text,candidate_with_boundary_guard,formal_scoring_pdf_with_visual_paper_prompt,本题为必修二4分+选必一2分混合题；品牌战略产品创新成本降低税收政策等不计入选必一主链
2024海淀期中 Q21(2),政治多极化,世界多极化深入发展与平等有序的世界多极化,ATOM-HDQZ02,变：世界之变2分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,这是变的背景层 不替代中国外交不变原则；属变侧框架 不得移入不变侧
2024海淀期中 Q21(2),中国,推动构建人类命运共同体,ATOM-HDQZ03,变：中国之变实力与地位1分；变通含国际影响力话语权和人类命运共同体,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,人类命运共同体在本题属于中国之变变通或新时代外交理念 不得移入不变侧；属变侧框架 不得移入不变侧
2024海淀期中 Q21(2),中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,ATOM-HDQZ04,变：中国之变指导思想1分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,不得随意改写习近平外交思想；只在新时代外交指导层使用；属变侧框架 不得移入不变侧
2024海淀期中 Q21(2),中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,ATOM-HDQZ05,不变5分主干；写独立自主和平外交政策可得2分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,国家性质可作为外交政策决定因素保留但不单独扩成政治与法治频次；主权安全发展利益与国家利益不累计；属不变侧框架 不得与时代背景之变混同
2024海淀期中 Q21(2),政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-HDQZ06,不变侧变通1分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,作为不变侧可得分表达积累 不反向泛化为所有外交题必答；属不变侧框架 不得与时代背景之变混同
2025丰台二模 Q20,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化,ATOM-FT01,评分标准说明角度一2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_marking_docx_with_paper_text_support,不能只写全球南方关键词；必须保留中国身份+参与全球治理+推动现代化的解释链
2025丰台二模 Q20,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-FT02,评分标准说明角度二2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_marking_docx_with_paper_text_support,这里是中国通过国际组织参与全球治理的角色点 不等同于联合国常任理事国专门角度；二者需分开
2025丰台二模 Q20,联合国,《联合国宪章》宗旨和原则,ATOM-FT03,评分标准说明角度三2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_marking_docx_with_paper_text_support,不能只写联合国；必须说明常任理事国身份+宪章原则+多边主义+体制权威有效
2025丰台二模 Q20,政治多极化,共商共建共享的全球治理观,ATOM-FT04,评分标准说明角度四2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_marking_docx_with_paper_text_support,保留平等开放合作共享和更加公正合理；主功能是全球治理方向 人类命运共同体作为中国理念交叉引用；统一使用共商共建共享 不继承ClaudeCode原始条目的共建共商共享错序；不要压缩成中国方案或全球治理正确方向
2025门头沟一模 Q19,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-MTG01,角度一每条2分中的经济赋能1+1,P0_formal_scoring_rule_doc,candidate_with_fixes,formal_scoring_doc_with_paper_text_support,充分利用两个市场两种资源在本题明确不给分 不得作为本题核心；必须保留市场红利+共享发展机遇+全球化方向的解释链
2025门头沟一模 Q19,中国,国际发展合作、南南合作与“小而美”项目,ATOM-MTG02,角度二每条2分中的技术共享和民生改善1+1,P0_formal_scoring_rule_doc,candidate_with_fixes,formal_scoring_doc_with_paper_text_support,不能只写中国技术先进；必须写对发展中国家自主发展和民生/可持续的世界意义
2025门头沟一模 Q19,中国,推动构建人类命运共同体,ATOM-MTG03,角度三每条2分中的全球治理实践路径1+1,P0_formal_scoring_rule_doc,candidate_with_fixes,formal_scoring_doc_with_paper_text_support,国际公共产品/中国智慧中国方案是1分槽 维护和平促进发展/HMC是另1分槽 同角度保留1+1 不拆成多个独立频次
2025门头沟一模 Q19,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,ATOM-MTG04,角度四每条2分中的国际治理价值体系1+1,P0_formal_scoring_rule_doc,candidate_with_fixes,formal_scoring_doc_with_paper_text_support,国家关系民主化、世界多极化、多边主义在本题明确不给分；文明平等互鉴/全人类共同价值与DC04同表达家族但本题是独立1分子点 必须保留；不能用这些低信息标签替代文明互鉴+共同价值+公正合理秩序
2026门头沟一模 Q20,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-MTG26-01,原因2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,原因2分是综合术语阐释 不能只堆概念；必须接上海南自贸港封关背景
2026门头沟一模 Q20,经济全球化,推动贸易和投资自由化便利化,ATOM-MTG26-02,中国意义2分中的材料点一和点三,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,这是中国侧意义 不能只写世界开放；也不能把贸易自由化便利化抽空成低信息标签
2026门头沟一模 Q20,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,ATOM-MTG26-03,中国意义2分中的材料点二和点四,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,新质生产力是材料意义表述 不把它扩展成《经济与社会》主线；两种市场两种资源联动在本题中国侧正面赋分 但不得迁移到世界意义题裸写
2026门头沟一模 Q20,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-MTG26-04,世界意义2分中的材料点一和点二,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,世界侧意义必须单独写出；不能只停在中国发展新动能
2026门头沟一模 Q20,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,ATOM-MTG26-05,世界意义2分中的材料点三和点四,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,开放型世界经济必须保留完整表达 不合并成模糊的经济全球化正确方向
2026丰台一模 Q19,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,ATOM-FT26-01,PPTX slide42 paragraph1 guarded,P0_scoring_pptx_reference_answer_guarded,candidate_with_guard,scoring_pptx_reference_answer_without_point_slots,不把slide42当逐点细则；作为高信息表述积累 guarded
2026丰台一模 Q19,联合国,《联合国宪章》宗旨和原则,ATOM-FT26-02,PPTX slide42 paragraph1-2 guarded,P0_scoring_pptx_reference_answer_guarded,candidate_with_guard,scoring_pptx_reference_answer_without_point_slots,联合国2030议程是本题高信息场景 不等同于一般联合国关键词
2026丰台一模 Q19,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-FT26-03,PPTX slide42 paragraph2 guarded,P0_scoring_pptx_reference_answer_guarded,candidate_with_guard,scoring_pptx_reference_answer_without_point_slots,真正的多边主义和正确义利观要保留完整 不压缩成多边主义或义利观短标签
2026丰台一模 Q19,政治多极化,共商共建共享的全球治理观,ATOM-FT26-04,PPTX slide42 paragraph3 guarded,P0_scoring_pptx_reference_answer_guarded,candidate_with_guard,scoring_pptx_reference_answer_without_point_slots,共商共建共享保留正确词序且后缀必须为全球治理观；本题是表达积累 guarded 不是逐点评分主频
2026延庆一模 Q19(2),理论,国家间共同利益是国家合作的基础,ATOM-YQ26-01,评分细则理论逻辑①国家利益角度 1+1中的一组角度,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,共同利益解释合作成立 正确义利观解释中国怎样合作 二者同属本题国家利益角度但在总框架中需分功能积累; A/B closure completed and guarded status preserved
2026延庆一模 Q19(2),中国,国际发展合作、南南合作与“小而美”项目,ATOM-YQ26-02,评分细则理论逻辑②历史潮流角度 1+1中的一组角度,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,主桶放时代背景 同时在经济全球化桶交叉积累“融入经济全球化进程” 不拆成两个并列频次; A/B closure completed and guarded status preserved
2026延庆一模 Q19(2),政治多极化,共商共建共享的全球治理观,ATOM-YQ26-03,评分细则价值意蕴 1点2分 2点4分 可选点之一,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,必须保留后缀“全球治理观” 不能写成发展理念或发展格局; A/B closure completed and guarded status preserved
2026延庆一模 Q19(2),政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,ATOM-YQ26-04,评分细则价值意蕴 1点2分 2点4分 可选点之一,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,保留完整“相互尊重、公平正义、合作共赢” 不压成“新型国际关系”短标签; A/B closure completed and guarded status preserved
2026延庆一模 Q19(2),中国,推动构建人类命运共同体,ATOM-YQ26-05,评分细则价值意蕴 1点2分 2点4分 可选点之一；答案段含公共产品属性中国方案表达,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,人类命运共同体为正式评分点 中国方案在答案段出现但不作为独立评分槽；主放中国桶并交叉引用政治多极化; A/B closure completed and guarded status preserved
2026房山一模 Q19,经济全球化,推动贸易和投资自由化便利化,ATOM-FS26-01,细则19消费/市场侧2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,不压缩成“对外开放”；保留货物服务贸易升级和要素自由流动; A/B closure completed and guarded status preserved
2026房山一模 Q19,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,ATOM-FS26-02,细则19生产侧2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,产业升级可与必修二交叉 但本题评分落点是融入全球产业分工和合作; A/B closure completed and guarded status preserved
2026房山一模 Q19,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-FS26-03,细则19投资侧2分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,营商环境本身不是选必一独立术语 本题因吸引外资和国际循环语境进入经济全球化机制; A/B closure completed and guarded status preserved
2026房山一模 Q19,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,ATOM-FS26-04,细则19中国方案侧2分：制度型开放1分+中国方案/双循环/两市场两资源1分,P0_formal_scoring_rule_docx,candidate_with_fixes,formal_scoring_docx_with_visual_paper_prompt,与2026门头沟一模Q20同属海南开放家族 但本题功能是助力国际循环；两市场两资源只在开放/循环语境正面赋分; A/B closure completed and guarded status preserved
2026石景山一模 Q20,理论,国家间共同利益是国家合作的基础,ATOM-SJS26-01,评分参考20：任选关键词 每个关键词使用1个学科用语+合理分析得4分；可从维护共同利益角度回答,P0_scoring_reference_level_guarded,candidate_with_guard,official_answer_scoring_reference_level_not_point_rubric,等级题角度来源 不作为逐点细则频次
2026石景山一模 Q20,政治多极化,共商共建共享的全球治理观,ATOM-SJS26-02,评分参考20：可从共商共建共享角度回答；示例共同+包容第①点,P0_scoring_reference_level_guarded,candidate_with_guard,official_answer_scoring_reference_level_not_point_rubric,不得裸写共商共建共享；必须绑定全球治理观语境，不得混入国内治理或发展理念
2026石景山一模 Q20,经济全球化,推动贸易和投资自由化便利化,ATOM-SJS26-03,评分参考20：开放关键词示例；每点4分,P0_scoring_reference_level_guarded,candidate_with_guard,official_answer_scoring_reference_level_not_point_rubric,保留区域经济一体化和开放型经济格局 不压成开放
2026石景山一模 Q20,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-SJS26-04,评分参考20：包容关键词示例；每点4分,P0_scoring_reference_level_guarded,candidate_with_guard,official_answer_scoring_reference_level_not_point_rubric,本批只给包容可持续表达 不改写成完整五词核心名称
2026石景山一模 Q20,中国,推动构建人类命运共同体,ATOM-SJS26-05,评分参考20：可从人类命运共同体、和平发展合作共赢等角度回答,P0_scoring_reference_level_guarded,candidate_with_guard,official_answer_scoring_reference_level_not_point_rubric,角度列举项且示例不总是使用 故只作可选升华/表述积累
2024丰台一模 Q20,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,M-FT24YM-01,评分标准说明：答案提示四方面，任选三方面6-7分；本点来自参考答案第一链,P0_scoring_docx_level_aspects_guarded,candidate_with_guard,level_aspects_not_fixed_point_rubric,四方面等级说明，不按固定2分逐点计频
2024丰台一模 Q20,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,M-FT24YM-02,参考答案第二链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,candidate_with_guard,level_aspects_not_fixed_point_rubric,更偏材料机制，入供应链表达积累，不单列教材核心主频
2024丰台一模 Q20,经济全球化,推动贸易和投资自由化便利化,M-FT24YM-03,参考答案第三链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,candidate_with_guard,level_aspects_not_fixed_point_rubric,保留贸易投资自由化便利化，不压成开放
2024丰台一模 Q20,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,M-FT24YM-04,参考答案第四链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,candidate_with_guard,level_aspects_not_fixed_point_rubric,可拆为技术与畅通链条表达，但本题按等级四方面 guarded 处理
2024丰台二模 Q19,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化,M-FT24EM-01,三角度每个2分：做法+效果/意义；角度一,P0_formal_scoring_docx,candidate_with_fixes,formal_three_angles_each_2,不能泛写大国担当，必须对应气候变化行动
2024丰台二模 Q19,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,M-FT24EM-02,三角度每个2分：角度二,P0_formal_scoring_docx,candidate_with_fixes,formal_three_angles_each_2,中国智慧/方案须与南南合作和气候变化绑定
2024丰台二模 Q19,中国,推动构建人类命运共同体,M-FT24EM-03,三角度每个2分：角度三,P0_formal_scoring_docx,candidate_with_fixes,formal_three_angles_each_2,细则明示经济全球化、国际关系民主化等跑题需扣分
2024石景山一模 Q19(2),时代背景,经济全球化、世界多极化深入发展构成当代国际背景,M-SJS24YM-01,PPT/答案链：顺应经济全球化趋势，依靠技术创新，生产优质产品，满足国际市场需求,P1_reference_answer_only,reference_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
2024石景山一模 Q19(2),经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,M-SJS24YM-02,PPT/答案链：利用当地比较优势，优化资源配置，降低生产贸易成本,P1_reference_answer_only,reference_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
2024石景山一模 Q19(2),中国,通过技术交流与资源共享带动当地发展，实现合作共赢,M-SJS24YM-03,PPT/答案链：技术交流与资源共享，带动当地经济社会发展，实现合作共赢,P1_reference_answer_only,reference_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
2024顺义二模 Q19(2),理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,M-SY24EM-01,混合模块参考答案：国际竞争实质句,P1_reference_answer_only,reference_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
2024顺义二模 Q19(2),理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,M-SY24EM-02,混合模块参考答案：维护国家利益和增强话语权,P1_reference_answer_only,reference_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
2024顺义二模 Q19(2),政治多极化,世界多极化深入发展与平等有序的世界多极化,M-SY24EM-03,混合模块参考答案：世界多极化深入发展，构建人类命运共同体,P1_reference_answer_only,reference_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
2025丰台一模 Q20,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,M-FT25YM-01,便利投资2分,P0_formal_scoring_docx,boundary_only,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
2025丰台一模 Q20,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,M-FT25YM-02,便利贸易2分,P0_formal_scoring_docx,boundary_only,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
2025丰台一模 Q20,中国,推出国际职业资格认可目录、推动职业资格双向互认，吸引人才,M-FT25YM-03,吸引人才2分,P0_formal_scoring_docx,boundary_only,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
2025丰台一模 Q20,中国,实施优惠政策，吸引高新技术企业入驻，助力科技创新和开放型经济高质量发展,M-FT25YM-04,优惠政策2分,P0_formal_scoring_docx,boundary_only,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
2025丰台期末 Q20,时代背景,和平与发展仍是时代主题,M-FT25QM-01,符合和平与发展(1分)的时代主题,P0_formal_scoring_pptx,candidate_with_fixes,formal_point_rubric,与其他时代主题表述合并，保留题目化表达
2025丰台期末 Q20,中国,推动构建人类命运共同体,M-FT25QM-02,基于国家间共同利益(1分)构建中非命运共同体,P0_formal_scoring_pptx,candidate_with_fixes,formal_point_rubric,P0逐点
2025丰台期末 Q20,理论,在平等互利基础上开展合作,M-FT25QM-03,在平等互利(1分)基础上开展合作,P0_formal_scoring_pptx,candidate_with_fixes,formal_point_rubric,P0逐点
2025丰台期末 Q20,政治多极化,共商共建共享的全球治理观,M-FT25QM-04,落实共商共建共享的全球治理观(1分),P0_formal_scoring_pptx,candidate_with_fixes,formal_point_rubric,必须保留全球治理观后缀
2025丰台期末 Q20,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,M-FT25QM-05,新型国际关系完整表述2分；只写新型国际关系1分；国际关系民主化可替代1分,P0_formal_scoring_pptx,candidate_with_fixes,formal_point_rubric,保留完整三词，不只写新型国际关系
2025丰台期末 Q20,中国,中非携手推进现代化,M-FT25QM-06,有利于中非携手推进现代化(材料1分),P0_formal_scoring_pptx,candidate_with_fixes,formal_point_rubric,材料分，不作教材核心主频
