review_id,bucket,core,status,question,suite,source_chars,sentence,missing_clause,sentence_best_source_match,hit_best_source_match,missing_clause_source_matches,initial_decision
68,经济全球化,中国扩大高水平对外开放与制度型开放（出现6次）,✅高度匹配,2026房山一模Q19,2026房山一模,0,海南自贸港通过“一线放开、二线管住、岛内自由”的制度安排推进制度型开放，在消费、生产、投资和中国方案层面畅通国内国际两个市场两种资源联动，助力国际循环。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
69,经济全球化,中国扩大高水平对外开放与制度型开放（出现6次）,✅高度匹配,2026门头沟一模Q20,2026门头沟一模,13369,海南自贸港全岛封关扩大市场准入、提高货物贸易开放度，以制度型开放为全球提供高水平开放新范例，为世界提供更大市场空间。,,制度型开放为全球提供高水平开放新范例,为全球提供高水平开放新范例,,ACCEPT_REVIEW_STATUS_NO_PATCH
70,经济全球化,中国扩大高水平对外开放与制度型开放（出现6次）,✅高度匹配,2026通州期末Q21,2026通州期末,0,我国通过中国—中亚峰会、“一带一路”国际合作高峰论坛、中非合作论坛、进博会、服贸会、消博会等开放平台，坚定不移推进高水平对外开放，以开放促进改革、促进发展，为中国式现代化拓展外部空间。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
71,经济全球化,我国的未来产业有非常广阔的国际市场，为未来产业“走出去”提供了可能（出现1次）,✅高度匹配,2024西城一模Q19(6),2024西城一模,0,我国未来产业拥有广阔的国际市场，经济全球化带来两个市场两种资源，为未来产业“走出去”和开展国际技术交流合作提供了可能。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
72,经济全球化,积极参与全球经济治理和经贸规则完善（出现4次）,⚠部分匹配,2026东城一模Q19(3),2026东城一模,23438,北京通过国际科创交流、跨境标准对接和制度型开放，积极参与全球经济治理和经贸规则完善，为未来产业链韧性提升营造稳定可预期的规则环境。,,产业链韧性提升,产业链韧性提升,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
73,经济全球化,积极参与全球经济治理和经贸规则完善（出现4次）,✅高度匹配,2024西城一模Q19(6),2024西城一模,0,攻克“卡脖子”难题有利于我国提升参与国际技术标准和相关贸易规则制定的能力，积极参与全球经济治理和经贸规则完善，增强经济开放发展的规则主动权。,积极参与全球经济治理和经贸规则完善；增强经济开放发展的规则主动权,,,积极参与全球经济治理和经贸规则完善=>NO_SOURCE_MATCH | 增强经济开放发展的规则主动权=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
74,经济全球化,积极参与全球经济治理和经贸规则完善（出现4次）,⚠部分匹配,2026海淀一模Q20,2026海淀一模,19532,中国标准走出国门，体现我国主动参与国际标准供给和全球经济治理规则完善，有利于提升中国在全球经济治理中的参与度和贡献度。,中国标准走出国门,中国标准走出国门,全球经济治理,中国标准走出国门=>中国标准走出国门,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
75,经济全球化,积极参与全球经济治理和经贸规则完善（出现4次）,✅高度匹配,2025昌平二模Q21,2025昌平二模,0,中国通过稳外资、扩开放和完善经贸合作机制，积极参与全球经济治理和经贸规则完善，有利于提升我国在全球经济治理中的话语权和影响力。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
76,经济全球化,参与国际标准制定，提升国际规则话语权（出现3次）,✅高度匹配,2024西城一模Q19(6),2024西城一模,0,我国攻克“卡脖子”难题，有利于调整对外贸易的产品结构，提升国内企业在国际技术标准和相关贸易规则制定中的话语权，增强产品和服务的国际竞争力，助推经济开放发展。,助推经济开放发展,,,助推经济开放发展=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
77,经济全球化,参与国际标准制定，提升国际规则话语权（出现3次）,✅高度匹配,2026海淀一模Q20中国标准与全球经济治理参与,2026海淀一模,19532,我国主动向国际标准化组织贡献提案并牵头制定多领域国际标准，积极参与全球经济治理和规则制定。,,积极参与全球经济治理和规则制定,积极参与全球经济治理和规则制定,,ACCEPT_REVIEW_STATUS_NO_PATCH
78,经济全球化,参与国际标准制定，提升国际规则话语权（出现3次）,✅高度匹配,2025昌平二模Q21稳外资行动提升全球经济治理话语权,2025昌平二模,0,中国通过扩大开放和稳外资举措与各国对接经贸合作机制，有利于提升中国在全球经济治理中的话语权和影响力。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
79,经济全球化,以开放促进产业升级，为未来产业拓展国际空间，提升国际竞争力，筑牢安全基础（出现1次）,✅高度匹配,2026东城一模Q19(3),2026东城一模,23438,北京以开放促进产业升级，为6G、具身智能等未来产业拓展国际空间，提升国际竞争力，并筑牢产业链安全基础。,,未来产业拓展国际空间提升国际竞争力,未来产业拓展国际空间提升国际竞争力,,ACCEPT_REVIEW_STATUS_NO_PATCH
80,经济全球化,统筹开放与安全，维护产业链供应链安全稳定（出现1次）,✅高度匹配,2026东城一模Q19(3),2026东城一模,23438,北京在推动未来产业中坚持开放与安全协同发力，在高水平开放和产业链韧性提升的动态平衡中推动未来产业高质量发展。,,中推动未来产业高质量发展,中推动未来产业高质量发展,,ACCEPT_REVIEW_STATUS_NO_PATCH
81,经济全球化,充分运用国际规则，利用国际组织赋予的权利，对话磋商，积极维护自身权益（出现1次）,✅高度匹配,2025西城期末Q20(2),2025西城期末,0,中国汽车企业面对欧盟反补贴税，应充分运用国际规则，利用国际组织赋予的权利，通过对话磋商积极维护自身合法权益。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
82,经济全球化,加强技术创新、提高产品质量，增强竞争力（出现1次）,✅高度匹配,2025西城期末Q20(2),2025西城期末,0,中国汽车企业应加强技术创新、提高产品质量，增强国际竞争力，以更强产品优势应对欧盟反补贴税等外部贸易壁垒。,增强国际竞争力,,,增强国际竞争力=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
83,经济全球化,实施出口市场多元化战略，减少对单一市场的依赖（出现1次）,✅高度匹配,2025西城期末Q20(2),2025西城期末,0,中国汽车企业应实施出口市场多元化战略，开拓更多海外市场并深耕国内需求，减少对单一市场的依赖，分散贸易摩擦风险。,分散贸易摩擦风险,,,分散贸易摩擦风险=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
84,经济全球化,以科学技术的发展推动建设创新型、开放型世界经济（出现1次）,✅高度匹配,2025房山一模Q18(2),2025房山一模,0,中国开源战略坚持高水平对外开放，把DeepSeek作为开放共享资源，以科学技术的发展推动建设创新型、开放型世界经济，降低各国发展AI能力的门槛，促进经济全球化发展。,把DeepSeek作为开放共享资源；降低各国发展AI能力的门槛,,,把DeepSeek作为开放共享资源=>NO_SOURCE_MATCH | 降低各国发展AI能力的门槛=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
85,经济全球化,维护以世界贸易组织为核心的多边贸易体制（出现2次）,✅高度匹配,2026石景山一模Q20,2026石景山一模,0,中国倡议维护以世界贸易组织为核心的多边贸易体制，坚持最惠国待遇、非歧视等基本原则，破除贸易壁垒，为亚太开放合作提供稳定规则支撑。,为亚太开放合作提供稳定规则支撑,,,为亚太开放合作提供稳定规则支撑=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
86,经济全球化,维护以世界贸易组织为核心的多边贸易体制（出现2次）,⚠部分匹配,2026丰台期末Q20,2026丰台期末,56339,中拉双方维护以世界贸易组织为核心的多边贸易体制，反对单边主义和保护主义，维护公平、开放、非歧视的国际经贸秩序，为共同现代化创造稳定环境。,反对单边主义和保护主义；维护公平、开放、非歧视的国际经贸秩序；为共同现代化创造稳定环境,多边贸易体制,多边贸易体制,反对单边主义和保护主义=>NO_SOURCE_MATCH | 维护公平、开放、非歧视的国际经贸秩序=>国际经贸 | 为共同现代化创造稳定环境=>NO_SOURCE_MATCH,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
87,经济全球化,推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局（出现2次）,✅高度匹配,2025昌平二模Q21稳外资举措推动开放包容全球经济格局,2025昌平二模,0,"中国扩大重点领域开放、完善外资服务并打造""投资中国""品牌，有利于推动构建更加开放、包容的全球经济格局，使更多国家共享中国市场和发展机遇。",使更多国家共享中国市场和发展机遇,,,使更多国家共享中国市场和发展机遇=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
88,经济全球化,推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局（出现2次）,✅高度匹配,2026顺义二模Q20,2026顺义二模,15774,中国坚持对外开放和互利共赢开放战略，通过微电网、打井工程、物流网络、希望农场等项目推进普惠包容的经济全球化，让世界经济发展更有活力。,,通过微电网打井工程物流网络希望农场等项目,通过微电网打井工程物流网络,,ACCEPT_REVIEW_STATUS_NO_PATCH
89,经济全球化,促进全球资源优化配置和国际贸易发展（出现1次）,✅基本匹配,2025东城期末Q20,2025东城期末,29866,中国新能源汽车产业成功走向世界市场，有利于促进全球资源优化配置和国际贸易发展，提高世界经济运行效率。,,国新能源汽车产业,国新能源汽车产业,,ACCEPT_REVIEW_STATUS_NO_PATCH
90,经济全球化,为世界新能源产业注入活力，增强经济全球化动力（出现1次）,⚠部分匹配,2025东城期末Q20,2025东城期末,29866,我国新能源汽车走向世界，能够促进全球新能源产业升级和绿色转型，为世界经济和经济全球化注入新动力。,,我国新能源汽车,我国新能源汽车,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
91,经济全球化,反对贸易保护主义，警惕单边措施破坏多边贸易秩序（出现1次）,⚠部分匹配,2025东城期末Q20,2025东城期末,29866,贸易保护主义和单边措施会破坏公平市场竞争和多边贸易秩序，既损害消费者利益，也不利于实施方自身产业升级，最终阻碍世界经济共同发展。,也不利于实施方自身产业升级,贸易保护主义,贸易保护主义,也不利于实施方自身产业升级=>NO_SOURCE_MATCH,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
92,经济全球化,推动建设开放型世界经济，深化国际分工与合作（出现1次）,✅高度匹配,2026门头沟一模Q20,2026门头沟一模,13369,海南自贸港全岛封关通过保税维修、加工增值和通关便利化深化国际分工与合作，推动建设开放型世界经济，为世界开放发展注入新活力。,,推动建设开放型世界经济为世界开放发展注入新活力,推动建设开放型世界经济为世界开放发展注入新活力,,ACCEPT_REVIEW_STATUS_NO_PATCH
93,经济全球化,维护全球产业链供应链稳定畅通，服务共同现代化（出现1次）,✅基本匹配,2026丰台期末Q20,2026丰台期末,56339,中拉双方维护全球产业链供应链稳定畅通，有利于深化国际分工合作，为双方现代化提供稳定经济基础。,有利于深化国际分工合作；为双方现代化提供稳定经济基础,维护全球产业链供应链稳定畅通,供应链稳定畅通,有利于深化国际分工合作=>NO_SOURCE_MATCH | 为双方现代化提供稳定经济基础=>经济基础,ACCEPT_REVIEW_STATUS_NO_PATCH
94,经济全球化,维护开放合作的国际经济环境（出现1次）,✅基本匹配,2026丰台期末Q20,2026丰台期末,56339,中拉双方维护开放合作的国际经济环境，有利于抵制保护主义和封闭排他，为双方现代化拓展合作空间。,有利于抵制保护主义和封闭排他；为双方现代化拓展合作空间,维护开放合作的国际,维护开放合作的国际,有利于抵制保护主义和封闭排他=>NO_SOURCE_MATCH | 为双方现代化拓展合作空间=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
95,经济全球化,促进全球范围内标准共通、技术共享，推动全球技术创新与绿色转型（出现1次）,✅高度匹配,2026海淀一模Q20,2026海淀一模,19532,中国在低碳能源、人工智能等领域贡献国际标准，促进全球范围内标准共通、技术共享，推动全球技术创新与绿色转型。,,贡献国际标准促进全球范围内标准共通技术共享推动全球技术创新与,贡献国际标准促进全球范围内标准共通技术共享推动全球技术创新与,,ACCEPT_REVIEW_STATUS_NO_PATCH
96,经济全球化,互利共赢的开放战略（出现1次）,✅基本匹配,2026门头沟一模Q21,2026门头沟一模,13369,中国坚持互利共赢的开放战略，连续17年成为全球第二大进口市场，吸引跨国企业持续加码在华投资，在开放合作中同各国共享中国机遇，为世界经济稳定运行提供动力。,连续17年成为全球第二大进口市场；吸引跨国企业持续加码在华投资；在开放合作中同各国共享中国机遇,连续17年成为全球第二大进口市场,互利共赢的开放战略,连续17年成为全球第二大进口市场=>连续17年成为全球第二大进口市场 | 吸引跨国企业持续加码在华投资=>跨国企业持续加码在华投资 | 在开放合作中同各国共享中国机遇=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
97,经济全球化,内外联通畅通国内国际双循环，提升国际循环质量（出现1次）,✅基本匹配,2025西城一模Q18,2025西城一模,13781,地区利用特色资源优势打造特色产业链，借助便捷交通和高水平物流体系内外联通，畅通国际国内双循环，与其他国家合作共赢，使经济发展的内生动力与国际循环质量不断提升。,,物流体系内外联通畅通,与其他国家合作共赢,,ACCEPT_REVIEW_STATUS_NO_PATCH
98,经济全球化,推进普惠包容的经济全球化（出现1次）,✅高度匹配,2025西城二模Q19(2),2025西城二模,13512,中国对最不发达国家给予 100% 税目产品零关税待遇，推进普惠包容的经济全球化，建设开放型世界经济，促进贸易自由化，以实际行动促进共同发展、维护持久和平。,,普惠包容的经济全球化建设开放型世界经济促进贸易自由化,促进共同发展维护持久和平,,ACCEPT_REVIEW_STATUS_NO_PATCH
99,经济全球化,建设开放型世界经济（出现1次）,✅高度匹配,2025西城二模Q19(2),2025西城二模,13512,中国向最不发达国家开放市场，推动建设开放型世界经济，有利于促进贸易自由化和共同发展。,,推动建设开放型世界经济,推动建设开放型世界经济,,ACCEPT_REVIEW_STATUS_NO_PATCH
100,经济全球化,顺应经济全球化趋势，反对贸易保护主义（出现1次）,⚠部分匹配,2026朝阳期末Q20,2026朝阳期末,13755,经济全球化是不可逆转的历史大势，贸易保护主义会阻碍资源流动和国际分工，不利于世界经济复苏和共同发展，中国外交需要主动维护开放合作的国际经济环境。,经济全球化是不可逆转的历史大势,贸易保护主义,贸易保护主义,经济全球化是不可逆转的历史大势=>经济全球化,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
101,经济全球化,建设开放型世界经济，扩大开放合作（出现1次）,⚠部分匹配,2026朝阳期末Q20,2026朝阳期末,13755,中国坚持高水平对外开放、高质量共建“一带一路”，有利于建设开放型世界经济，推动各国在开放中合作、在合作中共赢。,中国坚持高水平对外开放、高质量共建“一带一路”；推动各国在开放中合作、在合作中共赢,坚持高水平对外开放高质量共建一带一路,开放型世界经济,中国坚持高水平对外开放、高质量共建“一带一路”=>坚持高水平对外开放高质量共建一带一路 | 推动各国在开放中合作、在合作中共赢=>NO_SOURCE_MATCH,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
102,经济全球化,共享经济全球化成果，促进世界经济共同繁荣（出现1次）,✅基本匹配,2026朝阳期末Q20,2026朝阳期末,13755,中国推动经济全球化成果共享，有利于让更多国家分享开放合作机遇，缩小发展差距，促进世界经济共同繁荣。,中国推动经济全球化成果共享；缩小发展差距,世界经济共同繁荣,世界经济共同繁荣,中国推动经济全球化成果共享=>经济全球化 | 缩小发展差距=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
103,经济全球化,坚持开放合作和包容普惠（出现1次）,❌细则无支撑片段,2026西城二模Q19(2),2026西城二模,8210,各国应坚持开放合作和包容普惠，促进数据资源共享和数字能力建设，让更多国家参与数字经济发展并分享发展成果。,促进数据资源共享和数字能力建设,开放合作,开放合作,促进数据资源共享和数字能力建设=>NO_SOURCE_MATCH,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
104,经济全球化,"企业和政府可利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境（出现1次）",✅高度匹配,2024海淀期中Q16(2),2024海淀期中,0,"企业和政府利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境，从而化解贸易摩擦、稳定供应链。",,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
105,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2026通州期末Q20,2026通州期末,0,全球治理倡议坚持共商共建共享全球治理观，为应对治理赤字、完善全球治理提供中国方向。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
106,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2026朝阳一模Q20,2026朝阳一模,0,中国坚持共商共建共享，通过扩大自贸朋友圈、分享发展成果并促进人才、商品、服务和生产要素双向流动，让全球共享中国发展机遇，为全球发展注入稳定性和正能量。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
107,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2024朝阳二模Q20——完善全球气候治理基本原则与各方共识表格,2024朝阳二模,0,应对气候变化关系各国共同安全与发展利益，各主权国家和国际组织应秉持共商共建共享全球治理观，推动构建公平合理、合作共赢的全球气候治理体系。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
108,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2024丰台二模Q19,2024丰台二模,0,中国在应对气候变化中积极承担责任，通过南南合作和区域合作参与完善全球治理，践行共商共建共享理念，为全球环境治理提供中国方案。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
109,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,2025丰台期末,28753,中非围绕全球治理倡议合作、合力提升发展中国家代表性和发言权，落实共商共建共享的全球治理观，推动全球治理体系朝着更公正合理的方向发展。,,落实共商共建共享的全球治理观,落实共商共建共享的全球治理观,,ACCEPT_REVIEW_STATUS_NO_PATCH
110,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,"2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026延庆一模,0,中国与共建国家通过绿色发展指数和指标共商、策略共研、成效共评机制开展能源治理合作，践行共商共建共享的全球治理观，推动全球能源治理向多边协同转型。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
111,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,"2025顺义一模Q20——""小而美""项目为何成为中国开展国际发展合作的亮点和名片",2025顺义一模,23088,"""小而美""项目坚持共商共建共享原则，聚焦共建国家基层社区需求，增强国际发展合作的实际成效。",增强国际发展合作的实际成效,共商共建共享原则,共商共建共享原则,增强国际发展合作的实际成效=>国际发展合作的,ACCEPT_REVIEW_STATUS_NO_PATCH
112,政治多极化,共商共建共享的全球治理观（出现11次）,⚠部分匹配,2026顺义二模Q20,2026顺义二模,15774,中国以共商共建共享理念推进发展合作，通过微电网、乡村打井、物流网络、希望农场、菌草技术和鲁班工坊等实践，把中国发展机遇转化为各国共享的发展成果。,,物流网络希望农场,共商共建共享,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
113,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2026丰台一模Q19（共商共建共享全球治理观）,2026丰台一模,0,中国坚持共商共建共享的全球治理观，在消除贫困、教育普及和卫生健康等领域推进合作，为全球可持续发展贡献成就，体现负责任大国的情怀与担当。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
114,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2026西城二模Q19(1),2026西城二模,8210,中国参与全球数据治理，坚持共商共建共享，推动各国平等参与数据治理规则制定，促进国际关系民主化。,,中国参与全球数据治理,中国参与全球数据治理,,ACCEPT_REVIEW_STATUS_NO_PATCH
115,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2026西城期末Q20——参与全球气候治理中的中国实践,2026西城期末,23292,中国持续向联合国提交并更新国家自主贡献目标，以实际行动推动构建公平合理、合作共赢的全球气候治理体系。,中国持续向联合国提交并更新国家自主贡献目标,推动构建公平合理合作共赢的全球气候治理体系,全球气候治理体系,中国持续向联合国提交并更新国家自主贡献目标=>国家自主贡献目标,ACCEPT_REVIEW_STATUS_NO_PATCH
116,政治多极化,推动国际关系民主化（出现3次）,✅基本匹配,2026通州期末Q20,2026通州期末,0,全球治理倡议推动构建国际新秩序，倡导国际关系民主化，践行多边主义，坚持正确义利观并兼顾各方合理利益。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
117,政治多极化,推动国际关系民主化（出现3次）,✅基本匹配,2025东城一模Q20,2025东城一模,0,中国在二十国集团峰会上回应全球南方求平等、促变革的愿望，维护发展中国家的利益，为全球治理朝着更加公正合理方向发展注入力量。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
118,政治多极化,推动国际关系民主化（出现3次）,✅基本匹配,2025顺义一模Q20,2025顺义一模,23088,“小而美”项目尊重共建国家民生需求，通过平等合作改善民生、促进当地经济社会发展和民心相通，推动国际关系民主化。,“小而美”项目尊重共建国家民生需求,促进当地经济社会发展,推动国际关系民主化,“小而美”项目尊重共建国家民生需求=>小而美项目,ACCEPT_REVIEW_STATUS_NO_PATCH
119,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2026通州期末Q20,2026通州期末,0,全球治理倡议坚持推动构建人类命运共同体，为变乱交织的世界提供合作方向。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
120,政治多极化,推动构建人类命运共同体（出现7次）,⚠部分匹配,2024海淀二模Q18(1)多极化世界中的民主与全球治理,2024海淀二模,18824,面对人工智能与大数据带来的两极分化和全球治理代表性不足，各国应推动构建人类命运共同体，共同应对全球性挑战，推动全球治理民主化。,面对人工智能与大数据带来的两极分化和全球治理代表性不足；共同应对全球性挑战；推动全球治理民主化,构建人类命运共同体,人类命运共同体,面对人工智能与大数据带来的两极分化和全球治理代表性不足=>人工智能与 | 共同应对全球性挑战=>NO_SOURCE_MATCH | 推动全球治理民主化=>全球治理,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
121,政治多极化,推动构建人类命运共同体（出现7次）,✅高度匹配,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",2025延庆一模,0,"中国愿携手各国深化产供链合作，将全球供应链真正打造为""世界共赢链""，共筑人类命运共同体。",,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
122,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2025房山一模Q18(2)中国开源战略,2025房山一模,0,中国推动人工智能能力建设国际合作，构建人类命运共同体，让开源战略成为各国共享AI红利的全球合作新模式。,中国推动人工智能能力建设国际合作；让开源战略成为各国共享AI红利的全球合作新模式,,,中国推动人工智能能力建设国际合作=>NO_SOURCE_MATCH | 让开源战略成为各国共享AI红利的全球合作新模式=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
123,政治多极化,推动构建人类命运共同体（出现7次）,✅高度匹配,"2024丰台二模Q19中国""答卷""如何彰显大国担当",2024丰台二模,0,中国通过区域气候和环境合作改善区域生态环境，推动构建人类命运共同体，彰显维护全球可持续发展的大国担当。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
124,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2024西城二模Q19中国答案的国际关系新思路,2024西城二模,12761,中国答案以人类命运共同体理念为总纲，主张各国相互依存、休戚与共，从根本上回应实力至上和结盟对抗的旧国际关系逻辑。,,人类命运共同体理念,人类命运共同体理念,,ACCEPT_REVIEW_STATUS_NO_PATCH
125,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2026门头沟一模Q21,2026门头沟一模,13369,中国推动构建人类命运共同体，把自身发展同世界发展结合起来，与全球各方共享市场和发展机遇，使中国长期稳定发展转化为世界发展的稳定性和确定性。,把自身发展同世界发展结合起来；与全球各方共享市场和发展机遇；使中国长期稳定发展转化为世界发展的稳定性和确定性,构建人类命运共同体,构建人类命运共同体,把自身发展同世界发展结合起来=>NO_SOURCE_MATCH | 与全球各方共享市场和发展机遇=>与全球各方共享 | 使中国长期稳定发展转化为世界发展的稳定性和确定性=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
126,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,2026朝阳一模Q20,2026朝阳一模,0,"中国坚持同各国合作共赢，扩大自贸朋友圈、共建""一带一路""，推动建设合作共赢的新型国际关系，为全球发展注入稳定性和正能量。",,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
127,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,2025丰台期末,28753,中非围绕反对脱钩断链、单边主义和历史不公达成战略性共识，有利于推动建设相互尊重、公平正义、合作共赢的新型国际关系。,,有利于推动建设相互尊重公平正义合作共赢的新型国际关系,有利于推动建设相互尊重公平正义合作共赢的新型国际关系,,ACCEPT_REVIEW_STATUS_NO_PATCH
128,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,"2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026延庆一模,0,中国以绿色能源合作促进共建国家共同发展、避免单边支配的能源治理范式，有利于推动构建相互尊重、公平正义、合作共赢的新型国际关系。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
129,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,2026顺义二模Q20,2026顺义二模,15774,中国通过共享发展成果、促进文明互鉴，为动荡变革的世界注入稳定性，推动构建相互尊重、公平正义、合作共赢的新型国际关系。,,通过共享发展成果促进文明互鉴为动荡变革的世界注入稳定性推动构,通过共享发展成果促进文明互鉴为动荡变革的世界注入稳定性推动构,,ACCEPT_REVIEW_STATUS_NO_PATCH
130,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2024西城二模Q19,2024西城二模,12761,中国答案顺应时代潮流，倡导全球协作，支持赋予发展中国家更多发言权，坚持真正的多边主义，推动国际秩序朝着更加公正合理的方向发展。,,推动国际秩序朝着更加公正合理的方向发展,推动国际秩序朝着更加公正合理的方向发展,,ACCEPT_REVIEW_STATUS_NO_PATCH
131,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2025顺义一模Q20,2025顺义一模,23088,“小而美”项目以具体民生合作提供中国方案，为重构公正合理的国际政治经济秩序贡献可复制的国际发展合作经验。,,为重构公正合理的国际政治经济秩序,为重构公正合理的国际政治经济秩序,,ACCEPT_REVIEW_STATUS_NO_PATCH
132,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2026海淀一模Q20中国标准走出国门推动治理体制公正合理,2026海淀一模,19532,中国标准走出国门，有利于推动全球治理体制向着更加公正合理方向发展，使发展中国家在标准与规则中的代表性和发言权得到提升。,中国标准走出国门；使发展中国家在标准与规则中的代表性和发言权得到提升,推动全球治理体制向着更加公正合理方向发展,推动全球治理体制向着更加公正合理方向发展,中国标准走出国门=>中国标准走出国门 | 使发展中国家在标准与规则中的代表性和发言权得到提升=>的代表性,ACCEPT_REVIEW_STATUS_NO_PATCH
133,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2026顺义二模Q20,2026顺义二模,15774,中国以开放合作和义利兼顾的实践推动全球治理体系朝着更加公正合理方向发展，促进世界共同发展、持续发展。,,治理体系朝着更加公正合理,促进世界共同发展持续发展,,ACCEPT_REVIEW_STATUS_NO_PATCH
134,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,⚠部分匹配,2026西城二模Q19(2),2026西城二模,8210,各国应通过多边主义完善全球数据治理，在共同规则下协调数据流动、数据安全和数字经济发展。,,全球数据治理,全球数据治理,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
135,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2026西城二模Q19(1),2026西城二模,8210,中国积极参与全球数据治理，有利于构建公正合理的全球数据治理新秩序，推动全球数字治理更加公平有效。,,构建公正合理的全球数据治理新秩序,构建公正合理的全球数据治理新秩序,,ACCEPT_REVIEW_STATUS_NO_PATCH
