audit_id,source,norm_year,norm_district,norm_stage,norm_question,question_nature,evidence_grade_initial,covered_by_latest_docx,section,material,trigger,logic,bundle_path,norm_key
V3-FW-0119,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,2025,西城,期末,18,subjective,B,True,矛盾就是对立统一,技术恐惧既可能抵制技术进步，也可能促使技术及配套政策法规完善。,矛盾就是对立统一 / 一分为二看问题,材料要求看到“技术恐惧”内部包含双重作用：一面可能阻碍新技术扩散，另一面又会倒逼技术安全、制度规范和社会保障完善。它本身具有相互对立又相互关联的两面，因此稳定触发对立统一。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,2025|西城|期末|18
V3-FW-0120,2025北京海淀高三二模 第12题,2025,海淀,二模,12,choice,C,False,矛盾就是对立统一,“耐心资本”强调不把短期收益作为首要目标，而是以更长期限展望和更高风险承受力支持科技创新、产业创新。,矛盾就是对立统一 / 一分为二看问题,材料并没有否定收益目标，而是要求在短期与长期、风险与收益之间作更合理的平衡。题干反对“消除矛盾”的绝对化理解，说明培育耐心资本必须在对立双方的统一关系中处理问题，因此稳定触发对立统一和全面观点。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025海淀二模.md,2025|海淀|二模|12
V3-FW-0121,2025北京西城高三（上）期末 第7题,2025,西城,期末,7,choice,C,True,矛盾就是对立统一,构建现代化产业体系既要积极抢位发展，又要立足实际善于错位发展；正确项进一步强调要处理好快与慢、同与异的辩证关系。,矛盾就是对立统一 / 全面观点,材料不是要求只讲“抢位”或只讲“错位”，而是把两种看似相反的发展策略放到同一产业布局中统筹把握。正确项又把这种关系具体化为“快与慢、同与异”的辩证处理，说明高质量发展要在对立双方的联系中寻求更优组合，因此稳定触发对立统一。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,2025|西城|期末|7
V3-FW-0122,2026北京海淀高三（上）期末 第2题,2026,海淀,期末,2,choice,C,False,矛盾就是对立统一,邹忌面对身边人“吾与徐公孰美”的一致评价，并未照单全收，而是结合不同人的举动和动机作进一步辨析。,全面观点 / 一分为二看问题,题干不是让人停留在单一评价上，而是要求把不同主体的立场、动机和言行放在一起综合分析。对自我和他人评价都不能机械相信某一面之词，而要在比较、辨析中形成更全面判断，因此这一题可以稳定挂到全面观点。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,2026|海淀|期末|2
V3-FW-0123,2026北京西城高三（上）期末 第16题第（2）问（西城高三期末评标.pptx）,2026,西城,期末,16,subjective,B,True,矛盾就是对立统一,材料围绕“真实”展开，要求处理客观事物及其规律、艺术表达、人的感受和作品感染力之间的关系；评标明确可从正确对待矛盾角度作答。,矛盾就是对立统一 / 全面观点,“真实”不能被理解成机械复制客观事实，也不能滑向脱离事实的主观臆造。高分答案要把客观真实、艺术加工、人的感受和价值表达统一起来看，因此稳定触发矛盾分析和全面观点。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026西城期末.md,2026|西城|期末|16
V3-FW-0124,2025北京延庆高三一模 第16题（教师版 + 答案细则合并文件）,2025,延庆,一模,16,subjective,A,True,矛盾就是对立统一,中老年题材微短剧既方便快捷、适时满足中老年观众需要，也出现了为吸引眼球而故意制造冲突、情节夸张离谱、价值观念违背时代潮流的现象。,矛盾就是对立统一 / 一分为二看问题,材料明确把“适时满足需求”与“剑走偏锋、价值偏差”并列呈现，说明网络文艺适老化不能只看到便利性和流量效应，也要看到内容失真和导向偏差。因此这里稳定触发一分为二看问题。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md,2025|延庆|一模|16
V3-FW-0126,2025北京海淀高三一模 第16题（教师版 + 评分标准）,2025,海淀,一模,16,subjective,A,True,矛盾就是对立统一,材料既肯定MBTI测试有助于勾勒性格画像、降低社交成本，也指出16种固定标签难以呈现性格复杂性，过度放大会带来自我固化和群体极化风险。,矛盾就是对立统一 / 一分为二看问题,题干不是要求简单肯定或否定MBTI，而是把其积极作用与局限风险同时摆出来。对这一测试的认识必须同时看到“有用的一面”和“片面的一面”，因此这里稳定触发矛盾分析法中的一分为二看问题。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,2025|海淀|一模|16
V3-FW-0128,2026北京东城高三（上）期末 第3题,2026,东城,期末,3,choice,C,False,矛盾就是对立统一,城市治理从“片叶不留”转向“落叶缓扫”，把安全卫生保障与市民对自然之美、季节之韵的人文需求统筹起来。,矛盾就是对立统一 / 一分为二看问题,材料既不片面追求整洁效率，也不完全放任自然景观，而是在安全卫生与人文体验之间寻求更合理平衡。城市精细化治理正是在处理这对矛盾关系中推进的，因此这一题稳定触发矛盾就是对立统一。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026东城期末.md,2026|东城|期末|3
V3-FW-0130,2024北京丰台高三二模 第20题（丰台政治二模阅卷评标.docx）,2024,丰台,二模,20,subjective,B,True,矛盾就是对立统一,统筹发展和安全要求在不同时期处理革命与生产、国防与建设、改革发展稳定、国家安全与发展全局之间的关系。,矛盾就是对立统一 / 全面观点,评标说明第20题可从辩证法角度作答，水平4要求多个角度阐释完整。材料中的发展与安全不是二选一：安全为发展提供条件，发展又为安全提供基础；片面强调任何一端都会影响国家兴衰，因此应补入矛盾对立统一和全面观点。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,2024|丰台|二模|20
V3-FW-0131,2024北京朝阳高三期中 第17题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,2024,朝阳,期中,17,subjective,A,True,矛盾就是对立统一,农耕文明更新要在保护与开发、传统与现代、乡土味与新媒介、柔性农耕文明与刚性工业文明之间寻找统一路径。,矛盾就是对立统一 / 全面观点,评标明确列出“用对立统一/全面的观点看问题”。农耕文明的新面貌不是单向复古或单向工业化，而是在传统保护和现代转化、乡土表达和数字技术、文化价值和产业发展之间作全面把握，体现对立双方在实践中的统一。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,2024|朝阳|期中|17
V3-FW-0132,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,2025,西城,期末,18,subjective,B,True,矛盾就是对立统一,技术恐惧普遍伴随新技术出现，并表现为对技术弱点、不完善及社会冲击的担忧。,矛盾的普遍性 / 承认矛盾,材料不是把技术恐惧当作个别人偶然情绪，而是把它放在新技术发展及社会适应过程中理解。新技术推进必然伴随安全、伦理、就业、能力适应等矛盾，首先要承认这些矛盾的存在，才能进一步分析和解决。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,2025|西城|期末|18
V3-FW-0133,2026北京朝阳高三（上）期中 第18题（正式阅卷细则）,2026,朝阳,期中,18,subjective,A,True,矛盾就是对立统一,细则把支持理由示例写成“具体分析用户需求调整对话模式”，要求依据不同场景分析人工智能提供情绪价值的合理性。,具体问题具体分析,评分要求并不是笼统地赞成或反对AI情绪陪伴，而是强调要结合不同用户需求、不同交往场景和不同使用方式具体分析。命题重心正是“不能抽象套用结论，而要针对具体对象和具体条件作判断”，因此这里稳定触发具体问题具体分析。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,2026|朝阳|期中|18
V3-FW-0134,2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,2025,丰台,期末,16,subjective,A,True,矛盾就是对立统一,评分标准要求分析矛盾的特殊性，精准分析工作中的“数”。,矛盾的特殊性 / 具体问题具体分析,不同工作、不同治理场景中的“数”并不相同，不能用一个固定数字机械套用。材料强调基本统计、主要百分比、计划方案，说明要根据具体问题确定具体数量界限和方案，因此触发具体问题具体分析。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,2025|丰台|期末|16
V3-FW-0135,2025北京朝阳高三（上）期末 第22题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,22,subjective,A,True,矛盾就是对立统一,评分细则要求坚持问题导向，不断提出真正解决问题的新理念新思路新办法；坚持具体问题具体分析，回答重大时代课题。,矛盾的特殊性 / 具体问题具体分析,马克思主义中国化时代化不是抽象重复一般原理，而是面对国内外形势新变化、实践新要求和党治国理政的重大时代课题作出具体回答。材料以“新变化、新要求、重大时代课题”为触发点，导向具体问题具体分析。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,2025|朝阳|期末|22
V3-FW-0136,2026北京延庆高三一模 第3题,2026,延庆,一模,3,choice,C,False,矛盾就是对立统一,各地立足资源优势探索不同乡村发展模式，同时在国家统筹下改善基础设施、汇聚特色农产品并对接更大市场。,矛盾的特殊性 / 具体问题具体分析；整体与部分,乡村振兴不是一个模式走天下，材料先写“各具特色”，再写国家统筹平台和基础设施改善，说明地方发展既要根据自身条件分类施策，也要放到国家整体布局中统筹推进。因此这一题稳定触发具体问题具体分析与整体部分关系。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026延庆一模.md,2026|延庆|一模|3
V3-FW-0137,2025北京朝阳高三一模 第4题,2025,朝阳,一模,4,choice,C,True,矛盾就是对立统一,“敌进我退，敌驻我扰，敌疲我打，敌退我追”强调根据敌我态势变化选择不同策略。,矛盾的特殊性 / 具体问题具体分析,同一作战目标之下，敌进、敌驻、敌疲、敌退对应的条件不同，不能机械套用同一做法。材料的重心正是根据形势变化及时调整对策，因此稳定触发具体问题具体分析。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025朝阳一模.md,2025|朝阳|一模|4
V3-FW-0138,2025北京西城高三二模 第16题第（1）问（讨论定稿-答案细则 -25.5西城高三政治二模-1.docx）,2025,西城,二模,16,subjective,A,True,矛盾就是对立统一,管理处工作人员充分利用村落遗址条件，具体分析不同体型动物的需求特点，设置攀爬台阶和蓄水池，化不利为有利。,矛盾的特殊性 / 具体问题具体分析,答案细则把“具体问题具体分析”列为第16（1）问示例角度。废弃水井能否改造、如何改造，取决于当地遗址条件和不同动物需求，不能用统一保护方案机械套用，因此应补入具体问题具体分析栏目。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,2025|西城|二模|16
V3-FW-0139,2024北京东城高三二模 第16题（阅卷总结/16题/16题二模阅卷总结.docx、16题评分细则.pptx）,2024,东城,二模,16,subjective,A,True,矛盾就是对立统一,桑基鱼塘因地制宜形成，并在新时代根据当地生态、产业和文化资源进行保护利用。,具体问题具体分析,细则在“事物发展有其规律”后括注“坚持一切从实际出发/具体问题具体分析”，讲评逻辑也把“因地制宜”列为情境抓手。桑基鱼塘的价值必须放回具体自然条件、生产方式和乡村振兴场景中理解，因此应补入具体问题具体分析栏目。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024东城二模.md,2024|东城|二模|16
V3-FW-0140,2024北京西城高三二模 第18题第（4）问（高三模拟测试思想政治答案细则.docx）,2024,西城,二模,18,subjective,A,True,矛盾就是对立统一,我国传统村落从豫西地坑院到湘西吊脚楼、客家围屋、开平碉楼，形态多样，风俗习惯和方言乡音各具特色。,矛盾的特殊性 / 具体问题具体分析,答案细则明确列出“矛盾特殊性”。推动乡村文化振兴不能用同一个景观模板改造所有村落，而要看到不同村落在空间形态、历史记忆、民俗传统和现实冲击上的差异，因村制宜地保护、转化和发展。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,2024|西城|二模|18
V3-FW-0141,2024北京朝阳高三期中 第17题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,2024,朝阳,期中,17,subjective,A,True,矛盾就是对立统一,材料分别呈现农耕遗产保护、短视频内容整治、乡村综艺表达、数字博物馆和线上体验、文旅文创产业等多条路径。,矛盾的特殊性 / 具体问题具体分析,评标明确列出“坚持具体问题具体分析”。让农耕文明焕新不能套用同一种传播或开发模式，而要针对遗产保护、内容治理、综艺传播、科技融合和产业转化等不同情境采取不同办法，因此稳定触发具体问题具体分析。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,2024|朝阳|期中|17
V3-FW-0143,2026北京海淀高三（上）期末 第14题,2026,海淀,期末,14,choice,C,False,矛盾就是对立统一,关于鸡蛋摄入与健康风险的研究结论，要结合研究对象年龄范围、饮食方式和具体生活条件来理解，不能抽象套用到一切人群和一切情境。,矛盾的特殊性 / 具体问题具体分析,题干并没有得出“所有人、任何情况下都一样”的绝对结论，而是强调研究结论受对象、条件和生活方式制约。判断鸡蛋摄入是否有利健康，必须放回具体人群和具体条件中分析，因此这一题稳定触发具体问题具体分析。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,2026|海淀|期末|14
V3-FW-0144,2025北京石景山高三一模 第16题（教师版 + 评分细则）,2025,石景山,一模,16,subjective,A,True,矛盾就是对立统一,题目通过贾湖刻符、《梦溪笔谈》、《使琉球录》、《大唐西域记》等不同版本资源，呈现中华文明在科技、外交、交流等领域的丰富印记。,矛盾的普遍性和特殊性,这些版本资源各自属于不同历史时期、不同领域、不同形态，体现中华文明的丰富个性；同时它们共同指向中华文明的连续性、创新性、统一性、包容性和和平性，体现共同特质。材料通过多样个案呈现共同文明特征，因此可以稳定触发普遍性与特殊性的统一。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,2025|石景山|一模|16
V3-FW-0145,2025北京朝阳高三二模 第2题,2025,朝阳,二模,2,choice,C,True,矛盾就是对立统一,梅花、樱花、杏花、桃花、梨花同属蔷薇科，但在花期、树形、花梗、花瓣、花萼等方面又各不相同。,矛盾的普遍性和特殊性,题干先给“同属蔷薇科”这一层，再给“各有不同形态特征”这一层，材料本身就在搭一个“共性—个性”的结构。命题点不在单纯赏花，而在于让学生从“同中有异、异中见同”里识别出普遍性与特殊性的关系，因此更稳地挂到矛盾普特。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025朝阳二模.md,2025|朝阳|二模|2
V3-FW-0146,2025北京朝阳高三（上）期末 第16题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,16,subjective,A,True,矛盾就是对立统一,评分细则要求把握不同文化的个性特殊性及其中蕴含的共性普遍性，坚持普遍性与特殊性的具体的历史的统一。,矛盾的普遍性和特殊性,材料一方面强调中华文化的独特魅力，另一方面强调春节承载和平、和睦、和谐等全人类共同价值。独特文化形态中包含共同价值，正构成“特殊性中有普遍性”的触发链。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,2025|朝阳|期末|16
V3-FW-0147,2026北京西城高三（上）期末 第4题,2026,西城,期末,4,choice,C,False,矛盾就是对立统一,科学家从724首提及长江江豚的古诗词中提取线索，用以重建江豚历史分布；正确项强调不同诗句的个性化描写中蕴含着江豚生存的一般规律。,矛盾的普遍性和特殊性,每一首诗句都带有特定作者、特定时代和特定场景中的个性化表达，但这些分散描写又共同指向江豚活动范围和生态习性的共性信息。材料的关键就在于从具体个案中提炼一般规律，因此这一题稳定触发普遍性寓于特殊性之中。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026西城期末.md,2026|西城|期末|4
V3-FW-0148,2024北京朝阳高三一模 第16题（2024朝阳一模政治评标.pptx）,2024,朝阳,一模,16,subjective,A,True,矛盾就是对立统一,“接受人民监督”主要依靠人民群众和民主制度，从党外施加影响；“勇于自我革命”强调党自身全面从严治党、自我净化、自我完善、自我革新、自我提高。,内外因 / 矛盾分析法,评标细则把“外因”和“内因”作为可给分角度。两者都服务党跳出历史周期率，但作用来源不同：人民监督是外部推动，自我革命是内部动力。材料要求区分二者又说明其联系，因此应把内外因作为矛盾分析中的显性挂点。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,2024|朝阳|一模|16
V3-FW-0149,2026北京顺义高三一模 第21题（2026年顺义一模 细则.pptx）,2026,顺义,一模,21,subjective,B,True,矛盾就是对立统一,推进中国式现代化要审势、乘势、驭势，既要把握百年变局、民族复兴全局等外部和全局条件，也要增强国家发展主动性和战略定力。,内外因 / 矛盾分析法,细则把“客观性、辩证性、价值性”分层给分，并把内外条件、危与机、全局与局部纳入分析。材料不是只看外部环境，也不是只讲主观努力，而是要求在内外条件互动中把握发展主动权，因此可稳定挂入内外因。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026顺义一模.md,2026|顺义|一模|21
V3-FW-0150,2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,2025,丰台,期末,16,subjective,A,True,实践与认识（总）,评分标准把“数从哪里来”对应到实践，并指出“数”不是凭空而来，而是通过实践、调查研究获得。,实践与认识,材料先追问“数从哪里来”，再把答案落到实践和实际调查，说明对情况和问题的数量认识必须来自实践。随后又要求用“数”做计划、定方案，形成实践与认识双向作用的链条。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,2025|丰台|期末|16
V3-FW-0151,2025北京朝阳高三（上）期末 第22题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,22,subjective,A,True,实践与认识（总）,材料写“实践没有止境，理论创新也没有止境”，评分细则要求坚持实践观点，推进实践基础上的理论创新，以新的理论指导新的实践。,实践与认识,理论创新的起点是国内外形势新变化和实践新要求，形成的新理论又要指导新的实践。材料完整呈现“实践提出问题—理论创新回应—理论再指导实践”的链条，因此稳定触发实践与认识关系。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,2025|朝阳|期末|22
V3-FW-0152,2026北京海淀高三（上）期末 第16题（评分标准）,2026,海淀,期末,16,subjective,A,True,实践与认识（总）,导航、AI答案、复制粘贴可能取代独立探索，削弱学生真实解决问题的过程。,实践的观点,能力不是从现成答案中直接获得的，而是在真实探索、表达、判断和解决问题的过程中形成。材料强调技术便利可能替代独立探索，正是在提醒学生不能脱离实践过程谈能力成长，因此稳定触发实践观点。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,2026|海淀|期末|16
V3-FW-0153,2026北京朝阳高三（上）期中 第18题（用户提供正式阅卷细则）,2026,朝阳,期中,18,subjective,A,True,实践与认识（总）,反对理由示例指出，过度依赖人工智能会削弱现实交往能力。,实践的观点,现实交往能力来自人与人真实互动中的体验、反馈和修正，不是在虚拟对话中自动形成。材料把“过度依赖AI”与“现实能力削弱”连接起来，说明人的情感能力和社会能力必须回到实践中生成。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,2026|朝阳|期中|18
V3-FW-0156,2025北京海淀高三（上）期末 第17题（2）（用户确认PPT给分口径）,2025,海淀,期末,17,subjective,B,True,实践是认识的基础,永动机尝试不断失败，推动人们进一步研究能量转化规律，并最终促成能量守恒定律发现。,实践是认识的基础 / 实践是认识发展的动力 / 实践是检验认识真理性的唯一标准,永动机方案能否成立，必须经由实验和实践检验；失败结果又反过来推动人们调整问题意识、深化规律研究。材料把“实践检验—失败反馈—认识推进”连成一条链，因此稳定触发实践是认识的基础。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,2025|海淀|期末|17
V3-FW-0157,2025北京昌平高三二模 第2题,2025,昌平,二模,2,choice,C,True,实践是认识的基础,科学家精神是在长期科学研究和实践探索中形成，并在追求真理的道路上不断丰富和发展。,实践是认识的基础；认识发展原理,题目把精神、观念的形成明确写成“长期科研实践探索”的结果，这说明知识结构不是脱离实践先验生成的，而是在实践中形成；同时“不断丰富和发展”又说明它不是一次完成，而是在实践中持续深化。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,2025|昌平|二模|2
V3-FW-0158,2025北京东城高三二模 第3题,2025,东城,二模,3,choice,C,False,实践是认识的基础,油画《没有共产党就没有新中国》所描绘的场景和人物，源于创作者的亲身经历。,实践是认识的基础,题干把艺术创作的根源明确放回“亲身经历”之中，说明作品不是脱离现实生活凭空生成的，而是建立在创作者对现实生活的接触、感受和把握之上。材料重点不在审美术语，而在强调创作以生活实践为根，因此稳定触发实践是认识的基础。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,2025|东城|二模|3
V3-FW-0159,2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,2025,丰台,期末,16,subjective,B,True,实践是认识的基础,“胸中有‘数’”中的“数”要通过实践获得，只有关注实际进行调查研究，才能获得对“数”的正确认识。,实践是认识的基础,“数”作为对情况和问题的认识，不是头脑中自生的，而是在调查研究和治理实践中形成。材料把“数从哪里来”直接落到实践，构成实践是认识来源的稳定触发。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,2025|丰台|期末|16
V3-FW-0160,2026北京门头沟高三一模 第7题,2026,门头沟,一模,7,choice,C,False,实践是认识的基础,学生走进田间整地、移栽、炒菜、做豆腐，从背诵诗句转向亲身体验劳动艰辛和劳动价值。,实践是认识的基础 / 实践第一观点,材料刻意把“课堂背诵”与“田间劳作”对照起来，说明对劳动价值的认识不是停留在书面知识就能完成，而要在真实劳动和生活实践中形成。亲身参与使认识由抽象理解转向切身体会，因此稳定触发实践第一观点。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026门头沟一模.md,2026|门头沟|一模|7
V3-FW-0161,2025北京海淀高三二模 第10题,2025,海淀,二模,10,choice,C,True,实践是认识的基础,马克思强调，思维是否具有客观真理性不是纯理论问题，而要在实践中解决，并把对规律的认识重新用于改造世界的实践。,实践是认识的基础 / 实践是检验认识真理性的唯一标准,题干直接把真理性判断落到实践上，说明认识不能停留在观念内部是否“圆满自洽”，而要回到改造世界的现实活动中接受检验。同时，对规律的把握还要重新用于实践，构成“实践检验认识—认识再指导实践”的稳定链条，因此可归入实践是认识的基础。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025海淀二模.md,2025|海淀|二模|10
V3-FW-0162,2025北京西城高三（上）期末 第3题,2025,西城,期末,3,choice,C,True,实践是认识的基础,外国游客原先对中国之旅充满“探险”想象，经由热心路人、同店拼桌、高铁出行、移动支付和机器人送餐等亲身经历后，转变为对真实中国的惊喜认识。,实践是认识的基础 / 实践是认识的来源,材料特意把“想象的中国”和“亲眼所见、亲身所历的中国”并列起来，说明对中国的判断不是靠既有刻板印象形成，而是在具体接触和真实经历中被修正和丰富。旅行实践把抽象想象转化为更接近实际的认识，因此稳定触发实践是认识的基础。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,2025|西城|期末|3
V3-FW-0163,2026北京海淀高三（上）期末 第1题,2026,海淀,期末,1,choice,C,False,实践是认识的基础,先民通过圭表测量日影变化确定时间和节气，后来又把圭表用于测定方位、规划疆域，其应用随社会实践需要不断拓展。,实践是认识的基础 / 实践的社会历史性,材料不是把时间观念和测量智慧写成头脑中的先验观念，而是明确落在“测量日影”“确定节气”“规划疆域”这些实践活动中。人们对时空和方位的认识来自实践需要，也随着历史条件和社会任务变化而发展，因此这一题稳定触发实践是认识的基础。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,2026|海淀|期末|1
V3-FW-0164,2026北京西城高三（上）期末 第3题,2026,西城,期末,3,choice,C,False,实践是认识的基础,研究人员借助虚拟人模拟糖尿病病理状态和用药反应，不断观察“病人”变化，以更快获得新药疗效结论。,实践是认识的基础 / 实践是认识发展的动力,题干虽然引入了数字模拟技术，但认识进展仍然依赖对病理机制、用药剂量和反应结果的持续实验与检验。虚拟人不是取消实践，而是改造实践形式、缩短试错周期，因此这一题稳定触发实践推动认识发展的链条。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026西城期末.md,2026|西城|期末|3
V3-FW-0166,2025北京海淀高三（上）期末 第17题（2）（用户确认PPT给分口径）,2025,海淀,期末,17,subjective,B,True,认识发展原理,永动机研究经历多次失败，人们对能量转化规律的认识在反复探索中不断深化。,认识具有反复性 / 无限性 / 上升性,科学认识不是一次实验就完成的，而是在已有认识被实践否定、修正、再探索的过程中逐步接近规律。材料用永动机失败到能量守恒定律发现的过程，呈现出认识发展的反复推进。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,2025|海淀|期末|17
V3-FW-0167,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,2025,西城,期末,18,subjective,B,True,认识发展原理,人们对新技术的认识也有过程，技术恐惧与认识条件、社会经验和技术成熟程度有关。,认识发展原理 / 认识受条件限制,技术恐惧并不只是情绪问题，也反映人们对新技术的认识尚未充分。随着技术实践、制度完善和社会经验积累，人们对技术的认识会不断调整和深化，因此可归入认识发展的过程性。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,2025|西城|期末|18
V3-FW-0168,2025北京昌平高三二模 第2题,2025,昌平,二模,2,choice,C,True,认识发展原理,科学家精神是在长期科学研究和实践探索中形成，并在追求真理的道路上不断丰富和发展。,认识发展原理,题干直接使用“不断丰富和发展”这一表达，说明科学家精神以及相关认识并不是一次完成，而是在实践推进中不断深化、扩展和提升，因此可以稳定挂到认识发展原理。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,2025|昌平|二模|2
V3-FW-0170,2025北京西城高三二模 第2题,2025,西城,二模,2,choice,C,True,认识发展原理,材料强调不能陷入事务主义；若只看具体事务、尊重经验而轻视理论，就难以提高认识水平，也会缺乏长远目标和大局观念。,认识发展原理（经验上升到理性把握）,题干批评的不是“做事多”，而是只停留在零散经验和眼前事务层面，无法上升到更整体、更长远的理性把握。也就是说，认识不能停留在经验碎片上，而要通过理论概括提升把握水平，因此稳定触发认识发展原理。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,2025|西城|二模|2
V3-FW-0171,2025北京东城高三一模 第6题,2025,东城,一模,6,choice,C,True,认识发展原理,围绕“草坪是否应开放”，不同人基于城市人口密度、草种耐踩程度、使用需要等条件作出不同判断，出现明显分歧。,认识发展原理 / 认识受主客观条件限制,同一对象之所以引发不同看法，不是因为真理不存在，而是因为认识会受到立场、经验、知识结构以及客观条件差异的影响。题干把“人口密度”“草种不同”“使用场景”并列出来，说明对草坪开放问题必须在具体条件中形成认识，因此可稳定挂到“认识受条件限制、需要具体分析”的链条上。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025东城一模.md,2025|东城|一模|6
V3-FW-0172,2025北京西城高三一模 第3题,2025,西城,一模,3,choice,C,True,认识发展原理,科研团队借助高精度无人机激光雷达和人工智能技术，绘制出我国首张“树密度地图”，更系统地把握全国树木数量和分布情况。,认识发展原理,题干把原本复杂的森林资源调查问题，转化为通过新技术逐步认识和精确把握的对象，说明人的认识能力会随着实践手段和技术条件提升而不断拓展。这里稳定呈现出“未知到已知、粗略到精细”的认识发展链条，因此可归入认识发展原理。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025西城一模.md,2025|西城|一模|3
