paragraph_index,title,year,district,stage,question,base_question,key
1787,6. 2024西城二模 第18题第（4）问（主观题）,2024,西城,二模,18,18,2024|西城|二模|18
1793,7. 2025东城二模 第21题（主观题）,2025,东城,二模,21,21,2025|东城|二模|21
1799,8. 2024东城二模 第16题（主观题）,2024,东城,二模,16,16,2024|东城|二模|16
1805,9. 2026朝阳期中 第18题（主观题）,2026,朝阳,期中,18,18,2026|朝阳|期中|18
1811,10. 2025朝阳期末 第22题（主观题）,2025,朝阳,期末,22,22,2025|朝阳|期末|22
1817,11. 2024朝阳期中 第17题（主观题）,2024,朝阳,期中,17,17,2024|朝阳|期中|17
1823,12. 2025丰台期末 第16题（主观题）,2025,丰台,期末,16,16,2025|丰台|期末|16
1829,13. 2026延庆一模 第16题（主观题）,2026,延庆,一模,16,16,2026|延庆|一模|16
1835,14. 2026石景山一模 第17题第（1）问（主观题）,2026,石景山,一模,17,17,2026|石景山|一模|17
1841,15. 2026房山一模 第18题第（1）问（主观题）,2026,房山,一模,18,18,2026|房山|一模|18
1847,16. 2025延庆一模 第16题（主观题）,2025,延庆,一模,16,16,2025|延庆|一模|16
1853,17. 2025顺义一模 第16题（主观题）,2025,顺义,一模,16,16,2025|顺义|一模|16
1859,18. 2024西城二模 第7题（选择题）,2024,西城,二模,7,7,2024|西城|二模|7
1865,19. 2024东城一模 第15题（选择题）,2024,东城,一模,15,15,2024|东城|一模|15
1871,20. 2025朝阳一模 第4题（选择题）,2025,朝阳,一模,4,4,2025|朝阳|一模|4
1877,21. 2025朝阳二模 第2题（选择题）,2025,朝阳,二模,2,2,2025|朝阳|二模|2
1883,22. 2025房山一模 第3题（选择题）,2025,房山,一模,3,3,2025|房山|一模|3
1889,23. 2024顺义二模 第3题（选择题）,2024,顺义,二模,3,3,2024|顺义|二模|3
1895,24. 2026朝阳二模 第16题（主观题）,2026,朝阳,二模,16,16,2026|朝阳|二模|16
1901,25. 2026丰台二模 第16题（主观题）,2026,丰台,二模,16,16,2026|丰台|二模|16
1908,1. 2025海淀期末 第16题（主观题）,2025,海淀,期末,16,16,2025|海淀|期末|16
1914,2. 2026西城期末 第16题第（2）问（主观题）,2026,西城,期末,16,16,2026|西城|期末|16
1920,3. 2025西城二模 第16题第（1）问（主观题）,2025,西城,二模,16,16,2025|西城|二模|16
1926,4. 2025东城一模 第16题（主观题）,2025,东城,一模,16,16,2025|东城|一模|16
1932,5. 2024东城一模 第16题（主观题）,2024,东城,一模,16,16,2024|东城|一模|16
1938,6. 2026朝阳一模 第16题（主观题）,2026,朝阳,一模,16,16,2026|朝阳|一模|16
1944,7. 2025朝阳二模 第22题（主观题）,2025,朝阳,二模,22,22,2025|朝阳|二模|22
1950,8. 2025朝阳期末 第16题（主观题）,2025,朝阳,期末,16,16,2025|朝阳|期末|16
1956,9. 2024丰台一模 第21题（主观题）,2024,丰台,一模,21,21,2024|丰台|一模|21
1962,10. 2026房山一模 第16题第（2）问（主观题）,2026,房山,一模,16,16,2026|房山|一模|16
1968,11. 2024顺义二模 第16题第（1）问（主观题）,2024,顺义,二模,16,16,2024|顺义|二模|16
1974,12. 2024东城二模 第3题（选择题）,2024,东城,二模,3,3,2024|东城|二模|3
1980,13. 2025朝阳二模 第2题（选择题）,2025,朝阳,二模,2,2,2025|朝阳|二模|2
1986,14. 2025房山一模 第4题（选择题）,2025,房山,一模,4,4,2025|房山|一模|4
1992,15. 2026西城二模 第16题（主观题）,2026,西城,二模,16,16,2026|西城|二模|16
1999,1. 2026海淀期末 第16题（主观题）,2026,海淀,期末,16,16,2026|海淀|期末|16
2005,2. 2025海淀一模 第16题（主观题）,2025,海淀,一模,16,16,2025|海淀|一模|16
2011,3. 2026东城一模 第16题（主观题）,2026,东城,一模,16,16,2026|东城|一模|16
2017,4. 2025东城一模 第18题第（1）问（主观题）,2025,东城,一模,18,18,2025|东城|一模|18
2023,5. 2026丰台一模 第16题（主观题）,2026,丰台,一模,16,16,2026|丰台|一模|16
2029,6. 2025丰台一模 第18题第（3）问（主观题）,2025,丰台,一模,18,18,2025|丰台|一模|18
2035,7. 2026延庆一模 第20题（主观题）,2026,延庆,一模,20,20,2026|延庆|一模|20
2041,8. 2026顺义一模 第21题（主观题）,2026,顺义,一模,21,21,2026|顺义|一模|21
2047,9. 2026通州期末 第21题（主观题）,2026,通州,期末,21,21,2026|通州|期末|21
2053,10. 2026丰台二模 第22题（主观题）,2026,丰台,二模,22,22,2026|丰台|二模|22
2059,11. 2026顺义二模 第16题（主观题）,2026,顺义,二模,16,16,2026|顺义|二模|16
2066,1. 2025朝阳二模 第16题（主观题）,2025,朝阳,二模,16,16,2025|朝阳|二模|16
2072,2. 2024朝阳一模 第16题（主观题）,2024,朝阳,一模,16,16,2024|朝阳|一模|16
2078,3. 2026顺义一模 第21题（主观题）,2026,顺义,一模,21,21,2026|顺义|一模|21
2086,1. 2025海淀一模 第16题（主观题）,2025,海淀,一模,16,16,2025|海淀|一模|16
2092,2. 2025海淀二模 第16题（主观题）,2025,海淀,二模,16,16,2025|海淀|二模|16
2098,3. 2025海淀期末 第17题第（2）问（主观题）,2025,海淀,期末,17,17,2025|海淀|期末|17
2104,4. 2024海淀一模 第16题（主观题）,2024,海淀,一模,16,16,2024|海淀|一模|16
2110,5. 2026西城一模 第21题（主观题）,2026,西城,一模,21,21,2026|西城|一模|21
2116,6. 2025西城一模 第16题（主观题）,2025,西城,一模,16,16,2025|西城|一模|16
2122,7. 2024西城一模 第17题（主观题）,2024,西城,一模,17,17,2024|西城|一模|17
2128,8. 2025东城二模 第16题（主观题）,2025,东城,二模,16,16,2025|东城|二模|16
2134,9. 2026朝阳期中 第19题（主观题）,2026,朝阳,期中,19,19,2026|朝阳|期中|19
2140,10. 2025朝阳一模 第16题（主观题）,2025,朝阳,一模,16,16,2025|朝阳|一模|16
2146,11. 2025朝阳二模 第16题（主观题）,2025,朝阳,二模,16,16,2025|朝阳|二模|16
2152,12. 2025朝阳二模 第22题（主观题）,2025,朝阳,二模,22,22,2025|朝阳|二模|22
2158,13. 2025朝阳期末 第22题（主观题）,2025,朝阳,期末,22,22,2025|朝阳|期末|22
2164,14. 2025丰台二模 第16题第（1）问（主观题）,2025,丰台,二模,16,16,2025|丰台|二模|16
2170,15. 2025丰台期末 第16题（主观题）,2025,丰台,期末,16,16,2025|丰台|期末|16
2176,16. 2026房山一模 第20题（主观题）,2026,房山,一模,20,20,2026|房山|一模|20
2182,17. 2026通州期末 第21题（主观题）,2026,通州,期末,21,21,2026|通州|期末|21
2188,18. 2025门头沟一模 第21题第（2）问（主观题）,2025,门头沟,一模,21,21,2025|门头沟|一模|21
2194,19. 2025昌平二模 第16题（主观题）,2025,昌平,二模,16,16,2025|昌平|二模|16
2200,20. 2024顺义二模 第20题第（2）问（主观题）,2024,顺义,二模,20,20,2024|顺义|二模|20
2206,21. 2025海淀二模 第10题（选择题）,2025,海淀,二模,10,10,2025|海淀|二模|10
2212,22. 2025海淀期末 第7题（选择题）,2025,海淀,期末,7,7,2025|海淀|期末|7
2218,23. 2025西城期末 第3题（选择题）,2025,西城,期末,3,3,2025|西城|期末|3
2224,24. 2025石景山一模 第3题（选择题）,2025,石景山,一模,3,3,2025|石景山|一模|3
2230,25. 2025昌平二模 第6题（选择题）,2025,昌平,二模,6,6,2025|昌平|二模|6
2236,26. 2024顺义二模 第5题（选择题）,2024,顺义,二模,5,5,2024|顺义|二模|5
2242,27. 2026海淀二模 第16题（主观题）,2026,海淀,二模,16,16,2026|海淀|二模|16
2248,28. 2026石景山二模 第17（3）题（主观题）,2026,石景山,二模,17(3),17,2026|石景山|二模|17
2254,29. 2026朝阳二模 第3题（选择题）,2026,朝阳,二模,3,3,2026|朝阳|二模|3
2261,1. 2026海淀期末 第16题（主观题）,2026,海淀,期末,16,16,2026|海淀|期末|16
2267,2. 2025海淀期末 第17题第（2）问（主观题）,2025,海淀,期末,17,17,2025|海淀|期末|17
2273,3. 2024海淀一模 第16题（主观题）,2024,海淀,一模,16,16,2024|海淀|一模|16
2279,4. 2024海淀二模 第17题第（2）问（主观题）,2024,海淀,二模,17,17,2024|海淀|二模|17
2285,5. 2026西城一模 第21题（主观题）,2026,西城,一模,21,21,2026|西城|一模|21
2291,6. 2026西城期末 第16题第（2）问（主观题）,2026,西城,期末,16,16,2026|西城|期末|16
2297,7. 2025西城一模 第16题（主观题）,2025,西城,一模,16,16,2025|西城|一模|16
2303,8. 2024西城一模 第17题（主观题）,2024,西城,一模,17,17,2024|西城|一模|17
2309,9. 2026东城一模 第20题（主观题）,2026,东城,一模,20,20,2026|东城|一模|20
2315,10. 2026东城一模 第19题第（1）问（主观题）,2026,东城,一模,19,19,2026|东城|一模|19
2321,11. 2025东城二模 第16题（主观题）,2025,东城,二模,16,16,2025|东城|二模|16
2327,12. 2026朝阳一模 第16题（主观题）,2026,朝阳,一模,16,16,2026|朝阳|一模|16
2333,13. 2025朝阳一模 第16题（主观题）,2025,朝阳,一模,16,16,2025|朝阳|一模|16
2339,14. 2025朝阳二模 第16题（主观题）,2025,朝阳,二模,16,16,2025|朝阳|二模|16
2345,15. 2025朝阳二模 第22题（主观题）,2025,朝阳,二模,22,22,2025|朝阳|二模|22
2351,16. 2024朝阳二模 第16题第（2）问（主观题）,2024,朝阳,二模,16,16,2024|朝阳|二模|16
2357,17. 2025丰台二模 第16题第（1）问（主观题）,2025,丰台,二模,16,16,2025|丰台|二模|16
2363,18. 2025丰台期末 第16题（主观题）,2025,丰台,期末,16,16,2025|丰台|期末|16
2369,19. 2024丰台二模 第20题（主观题）,2024,丰台,二模,20,20,2024|丰台|二模|20
2375,20. 2024顺义思政二模 第20题第（2）问（主观题）,2024,顺义,二模,20,20,2024|顺义|二模|20
2381,21. 2025海淀二模 第11题（选择题）,2025,海淀,二模,11,11,2025|海淀|二模|11
2387,22. 2025西城期末 第2题（选择题）,2025,西城,期末,2,2,2025|西城|期末|2
2393,23. 2026东城二模 第16题（主观题）,2026,东城,二模,16,16,2026|东城|二模|16
2399,24. 2026西城二模 第16题（主观题）,2026,西城,二模,16,16,2026|西城|二模|16
2405,25. 2026顺义二模 第3题（选择题）,2026,顺义,二模,3,3,2026|顺义|二模|3
2412,1. 2025西城一模 第16题（主观题）,2025,西城,一模,16,16,2025|西城|一模|16
2418,2. 2026朝阳一模 第16题（主观题）,2026,朝阳,一模,16,16,2026|朝阳|一模|16
2424,3. 2025昌平二模 第16题（主观题）,2025,昌平,二模,16,16,2025|昌平|二模|16
2430,4. 2024石景山一模 第16题（主观题）,2024,石景山,一模,16,16,2024|石景山|一模|16
2436,5. 2025西城二模 第4题（选择题）,2025,西城,二模,4,4,2025|西城|二模|4
2443,1. 2025海淀一模 第16题（主观题）,2025,海淀,一模,16,16,2025|海淀|一模|16
2449,2. 2025海淀期末 第17题第（2）问（主观题）,2025,海淀,期末,17,17,2025|海淀|期末|17
2455,3. 2024海淀二模 第17题第（2）问（主观题）,2024,海淀,二模,17,17,2024|海淀|二模|17
2461,4. 2025西城一模 第16题（主观题）,2025,西城,一模,16,16,2025|西城|一模|16
2467,5. 2025西城期末 第18题（主观题）,2025,西城,期末,18,18,2025|西城|期末|18
2473,6. 2026东城一模 第20题（主观题）,2026,东城,一模,20,20,2026|东城|一模|20
2479,7. 2025东城二模 第16题（主观题）,2025,东城,二模,16,16,2025|东城|二模|16
2485,8. 2025西城一模 第3题（选择题）,2025,西城,一模,3,3,2025|西城|一模|3
2491,9. 2025东城一模 第6题（选择题）,2025,东城,一模,6,6,2025|东城|一模|6
2497,10. 2025门头沟一模 第6题（选择题）,2025,门头沟,一模,6,6,2025|门头沟|一模|6
2504,1. 2025海淀期末 第17题第（2）问（主观题）,2025,海淀,期末,17,17,2025|海淀|期末|17
2510,2. 2025西城一模 第22题（主观题）,2025,西城,一模,22,22,2025|西城|一模|22
2516,3. 2025海淀期末 第6题（选择题）,2025,海淀,期末,6,6,2025|海淀|期末|6
2522,4. 2024海淀一模 第3题（选择题）,2024,海淀,一模,3,3,2024|海淀|一模|3
2528,5. 2025西城二模 第4题（选择题）,2025,西城,二模,4,4,2025|西城|二模|4
2534,6. 2024丰台一模 第9题（选择题）,2024,丰台,一模,9,9,2024|丰台|一模|9
2541,7. 2025昌平二模 第2题（选择题）,2025,昌平,二模,2,2,2025|昌平|二模|2
2549,1. 2026海淀一模 第16题（主观题）,2026,海淀,一模,16,16,2026|海淀|一模|16
2555,2. 2026东城一模 第16题（主观题）,2026,东城,一模,16,16,2026|东城|一模|16
2561,3. 2025东城一模 第16题（主观题）,2025,东城,一模,16,16,2025|东城|一模|16
2567,4. 2026朝阳一模 第21题（主观题）,2026,朝阳,一模,21,21,2026|朝阳|一模|21
2573,5. 2026朝阳期中 第19题（主观题）,2026,朝阳,期中,19,19,2026|朝阳|期中|19
2579,6. 2025朝阳一模 第16题（主观题）,2025,朝阳,一模,16,16,2025|朝阳|一模|16
2585,7. 2024朝阳二模 第16题第（2）问（主观题）,2024,朝阳,二模,16,16,2024|朝阳|二模|16
2591,8. 2024朝阳期中 第16题（主观题）,2024,朝阳,期中,16,16,2024|朝阳|期中|16
2597,9. 2025丰台二模 第16题第（1）问（主观题）,2025,丰台,二模,16,16,2025|丰台|二模|16
2603,10. 2026延庆一模 第16题（主观题）,2026,延庆,一模,16,16,2026|延庆|一模|16
2609,11. 2024石景山一模 第3题（选择题）,2024,石景山,一模,3,3,2024|石景山|一模|3
2615,12. 2026顺义二模 第16题（主观题）,2026,顺义,二模,16,16,2026|顺义|二模|16
2621,13. 2026朝阳二模 第3题（选择题）,2026,朝阳,二模,3,3,2026|朝阳|二模|3
2627,14. 2026房山二模 第2题（选择题）,2026,房山,二模,2,2,2026|房山|二模|2
2634,1. 2025西城期末 第21题（主观题）,2025,西城,期末,21,21,2025|西城|期末|21
2640,2. 2024西城二模 第17题（主观题）,2024,西城,二模,17,17,2024|西城|二模|17
2646,3. 2025东城一模 第21题（主观题）,2025,东城,一模,21,21,2025|东城|一模|21
2652,4. 2026朝阳一模 第21题（主观题）,2026,朝阳,一模,21,21,2026|朝阳|一模|21
2658,5. 2024朝阳期中 第16题（主观题）,2024,朝阳,期中,16,16,2024|朝阳|期中|16
2664,6. 2024丰台一模 第18题第（1）问（主观题）,2024,丰台,一模,18,18,2024|丰台|一模|18
2670,7. 2025石景山一模 第21题（主观题）,2025,石景山,一模,21,21,2025|石景山|一模|21
2677,1. 2026西城一模 第21题（主观题）,2026,西城,一模,21,21,2026|西城|一模|21
2683,2. 2024朝阳期中 第16题（主观题）,2024,朝阳,期中,16,16,2024|朝阳|期中|16
2689,3. 2025石景山一模 第21题（主观题）,2025,石景山,一模,21,21,2025|石景山|一模|21
2696,1. 2025海淀期末 第17题第（2）问（主观题）,2025,海淀,期末,17,17,2025|海淀|期末|17
2702,2. 2024海淀期中 第18题（主观题）,2024,海淀,期中,18,18,2024|海淀|期中|18
2708,3. 2026西城期末 第16题第（2）问（主观题）,2026,西城,期末,16,16,2026|西城|期末|16
2714,4. 2025西城二模 第20题（主观题）,2025,西城,二模,20,20,2025|西城|二模|20
2720,5. 2024西城二模 第18题第（4）问（主观题）,2024,西城,二模,18,18,2024|西城|二模|18
2726,6. 2026东城一模 第16题（主观题）,2026,东城,一模,16,16,2026|东城|一模|16
2732,7. 2026东城一模 第20题（主观题）,2026,东城,一模,20,20,2026|东城|一模|20
2738,8. 2025东城二模 第16题（主观题）,2025,东城,二模,16,16,2025|东城|二模|16
2744,9. 2024东城二模 第16题（主观题）,2024,东城,二模,16,16,2024|东城|二模|16
2750,10. 2026朝阳一模 第21题（主观题）,2026,朝阳,一模,21,21,2026|朝阳|一模|21
2756,11. 2025朝阳一模 第21题（主观题）,2025,朝阳,一模,21,21,2025|朝阳|一模|21
2762,12. 2025朝阳二模 第22题（主观题）,2025,朝阳,二模,22,22,2025|朝阳|二模|22
2768,13. 2025朝阳期末 第16题（主观题）,2025,朝阳,期末,16,16,2025|朝阳|期末|16
2774,14. 2025朝阳期末 第22题（主观题）,2025,朝阳,期末,22,22,2025|朝阳|期末|22
2780,15. 2024朝阳二模 第16题第（2）问（主观题）,2024,朝阳,二模,16,16,2024|朝阳|二模|16
2786,16. 2024朝阳期中 第16题（主观题）,2024,朝阳,期中,16,16,2024|朝阳|期中|16
2792,17. 2025丰台二模 第16题第（1）问（主观题）,2025,丰台,二模,16,16,2025|丰台|二模|16
2798,18. 2025丰台期末 第17题（主观题）,2025,丰台,期末,17,17,2025|丰台|期末|17
2804,19. 2026延庆一模 第16题（主观题）,2026,延庆,一模,16,16,2026|延庆|一模|16
2810,20. 2026顺义一模 第21题（主观题）,2026,顺义,一模,21,21,2026|顺义|一模|21
2816,21. 2026通州期末 第16题（主观题）,2026,通州,期末,16,16,2026|通州|期末|16
2822,22. 2025延庆一模 第21题（主观题）,2025,延庆,一模,21,21,2025|延庆|一模|21
2828,23. 2024西城二模 第8题（选择题）,2024,西城,二模,8,8,2024|西城|二模|8
2834,24. 2024朝阳二模 第1题（选择题）,2024,朝阳,二模,1,1,2024|朝阳|二模|1
2840,25. 2026西城二模 第20题（主观题）,2026,西城,二模,20,20,2026|西城|二模|20
2846,26. 2026房山二模 第21题（主观题）,2026,房山,二模,21,21,2026|房山|二模|21
2852,27. 2026顺义二模 第16题（主观题）,2026,顺义,二模,16,16,2026|顺义|二模|16
2860,1. 2026海淀一模 第16题（主观题）,2026,海淀,一模,16,16,2026|海淀|一模|16
2866,2. 2026海淀期末 第16题（主观题）,2026,海淀,期末,16,16,2026|海淀|期末|16
2872,3. 2026海淀期末 第17题（主观题）,2026,海淀,期末,17,17,2026|海淀|期末|17
2878,4. 2026西城一模 第16题（主观题）,2026,西城,一模,16,16,2026|西城|一模|16
2884,5. 2026西城期末 第16题第（2）问（主观题）,2026,西城,期末,16,16,2026|西城|期末|16
2890,6. 2025西城一模 第22题（主观题）,2025,西城,一模,22,22,2025|西城|一模|22
2896,7. 2025西城二模 第16题（主观题）,2025,西城,二模,16,16,2025|西城|二模|16
2902,8. 2025西城二模 第16题第（1）问（主观题）,2025,西城,二模,16,16,2025|西城|二模|16
2908,9. 2024西城一模 第17题（主观题）,2024,西城,一模,17,17,2024|西城|一模|17
2914,10. 2026东城期末 第16题（主观题）,2026,东城,期末,16,16,2026|东城|期末|16
2920,11. 2025东城一模 第16题（主观题）,2025,东城,一模,16,16,2025|东城|一模|16
2926,12. 2025东城二模 第16题（主观题）,2025,东城,二模,16,16,2025|东城|二模|16
2932,13. 2024东城二模 第16题（主观题）,2024,东城,二模,16,16,2024|东城|二模|16
2938,14. 2026朝阳期中 第19题（主观题）,2026,朝阳,期中,19,19,2026|朝阳|期中|19
2944,15. 2024朝阳二模 第16题第（2）问（主观题）,2024,朝阳,二模,16,16,2024|朝阳|二模|16
2950,16. 2026顺义一模 第16题（主观题）,2026,顺义,一模,16,16,2026|顺义|一模|16
2956,17. 2026石景山一模 第17题第（1）问（主观题）,2026,石景山,一模,17,17,2026|石景山|一模|17
2962,18. 2025延庆一模 第16题（主观题）,2025,延庆,一模,16,16,2025|延庆|一模|16
2968,19. 2025昌平二模 第16题（主观题）,2025,昌平,二模,16,16,2025|昌平|二模|16
2974,20. 2024顺义二模 第16题第（1）问（主观题）,2024,顺义,二模,16,16,2024|顺义|二模|16
2980,21. 2024顺义二模 第20题第（2）问（主观题）,2024,顺义,二模,20,20,2024|顺义|二模|20
2986,22. 2024西城二模 第1题（选择题）,2024,西城,二模,1,1,2024|西城|二模|1
2992,23. 2024西城二模 第9题（选择题）,2024,西城,二模,9,9,2024|西城|二模|9
2998,24. 2026朝阳二模 第16题（主观题）,2026,朝阳,二模,16,16,2026|朝阳|二模|16
3004,25. 2026丰台二模 第16题（主观题）,2026,丰台,二模,16,16,2026|丰台|二模|16
3010,26. 2026房山二模 第16题（主观题）,2026,房山,二模,16,16,2026|房山|二模|16
3016,27. 2026顺义二模 第16题（主观题）,2026,顺义,二模,16,16,2026|顺义|二模|16
3023,1. 2026海淀一模 第16题（主观题）,2026,海淀,一模,16,16,2026|海淀|一模|16
3029,2. 2025海淀一模 第16题（主观题）,2025,海淀,一模,16,16,2025|海淀|一模|16
3035,3. 2025海淀期末 第16题（主观题）,2025,海淀,期末,16,16,2025|海淀|期末|16
3041,4. 2025西城期末 第18题（主观题）,2025,西城,期末,18,18,2025|西城|期末|18
3047,5. 2024西城一模 第17题（主观题）,2024,西城,一模,17,17,2024|西城|一模|17
3053,6. 2024西城二模 第18题第（4）问（主观题）,2024,西城,二模,18,18,2024|西城|二模|18
3059,7. 2026东城一模 第16题（主观题）,2026,东城,一模,16,16,2026|东城|一模|16
3065,8. 2026东城期末 第21题（主观题）,2026,东城,期末,21,21,2026|东城|期末|21
3071,9. 2025东城一模 第16题（主观题）,2025,东城,一模,16,16,2025|东城|一模|16
3077,10. 2025东城期末 第21题（主观题）,2025,东城,期末,21,21,2025|东城|期末|21
3083,11. 2024东城一模 第16题（主观题）,2024,东城,一模,16,16,2024|东城|一模|16
3089,12. 2024东城二模 第16题（主观题）,2024,东城,二模,16,16,2024|东城|二模|16
3095,13. 2026朝阳期中 第18题（主观题）,2026,朝阳,期中,18,18,2026|朝阳|期中|18
3101,14. 2025朝阳一模 第21题（主观题）,2025,朝阳,一模,21,21,2025|朝阳|一模|21
3107,15. 2025朝阳期末 第16题（主观题）,2025,朝阳,期末,16,16,2025|朝阳|期末|16
3113,16. 2024朝阳期中 第17题（主观题）,2024,朝阳,期中,17,17,2024|朝阳|期中|17
3119,17. 2026丰台一模 第16题（主观题）,2026,丰台,一模,16,16,2026|丰台|一模|16
3125,18. 2025丰台一模 第16题（主观题）,2025,丰台,一模,16,16,2025|丰台|一模|16
3131,19. 2025丰台一模 第18题第（3）问（主观题）,2025,丰台,一模,18,18,2025|丰台|一模|18
3137,20. 2024丰台一模 第21题（主观题）,2024,丰台,一模,21,21,2024|丰台|一模|21
3143,21. 2026顺义一模 第21题（主观题）,2026,顺义,一模,21,21,2026|顺义|一模|21
3149,22. 2026通州期末 第21题（主观题）,2026,通州,期末,21,21,2026|通州|期末|21
3155,23. 2025延庆一模 第16题（主观题）,2025,延庆,一模,16,16,2025|延庆|一模|16
3161,24. 2025门头沟一模 第16题（主观题）,2025,门头沟,一模,16,16,2025|门头沟|一模|16
3167,25. 2025顺义一模 第16题（主观题）,2025,顺义,一模,16,16,2025|顺义|一模|16
3173,26. 2025房山一模 第20题（主观题）,2025,房山,一模,20,20,2025|房山|一模|20
3179,27. 2025顺义一模 第21题（主观题）,2025,顺义,一模,21,21,2025|顺义|一模|21
3185,28. 2025房山一模 第16题第（1）问（主观题）,2025,房山,一模,16,16,2025|房山|一模|16
3191,29. 2025门头沟一模 第21题第（2）问（主观题）,2025,门头沟,一模,21,21,2025|门头沟|一模|21
3197,30. 2025昌平二模 第16题（主观题）,2025,昌平,二模,16,16,2025|昌平|二模|16
3203,31. 2024顺义思政二模 第20题第（2）问（主观题）,2024,顺义,二模,20,20,2024|顺义|二模|20
3209,32. 2025海淀期末 第7题（选择题）,2025,海淀,期末,7,7,2025|海淀|期末|7
3215,33. 2024海淀二模 第8题（选择题）,2024,海淀,二模,8,8,2024|海淀|二模|8
3221,34. 2025西城二模 第5题（选择题）,2025,西城,二模,5,5,2025|西城|二模|5
3227,35. 2025东城二模 第2题（选择题）,2025,东城,二模,2,2,2025|东城|二模|2
3233,36. 2025顺义一模 第4题（选择题）,2025,顺义,一模,4,4,2025|顺义|一模|4
3239,37. 2025昌平二模 第4题（选择题）,2025,昌平,二模,4,4,2025|昌平|二模|4
3245,38. 2026顺义二模 第16题（主观题）,2026,顺义,二模,16,16,2026|顺义|二模|16
3252,1. 2024海淀二模 第16题（主观题）,2024,海淀,二模,16,16,2024|海淀|二模|16
3258,2. 2025朝阳一模 第16题（主观题）,2025,朝阳,一模,16,16,2025|朝阳|一模|16
3264,3. 2024丰台二模 第21题（主观题）,2024,丰台,二模,21,21,2024|丰台|二模|21
3270,4. 2025房山一模 第20题（主观题）,2025,房山,一模,20,20,2025|房山|一模|20
3276,5. 2025昌平二模 第16题（主观题）,2025,昌平,二模,16,16,2025|昌平|二模|16
3282,6. 2024朝阳一模 第3题（选择题）,2024,朝阳,一模,3,3,2024|朝阳|一模|3
3288,7. 2024朝阳期中 第1题（选择题）,2024,朝阳,期中,1,1,2024|朝阳|期中|1
