source_text,filename,line_no,hits,context,norm_key_guess
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e4d67789c91d1b92_2026东城期末细则.txt,e4d67789c91d1b92_2026东城期末细则.txt,160,主次矛盾, / 1.观点选用不够准确，不能精准回应问题，如主次矛盾、矛盾主次方面、生产力生产关系。 / 2.分析浅表化，不充分、不恰当或与观点不对应。如选用矛盾观点分析“留白”和“清白”对立统一。,2026|东城|期末|
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e4d67789c91d1b92_2026东城期末细则.txt,e4d67789c91d1b92_2026东城期末细则.txt,177,主要矛盾,④错误。材料未体现传统文化，且传统文化的生命力在于”双创“，城市书房只是传承文化的方式之一，并非传统文化生命力的“依赖”因素，该表述夸大了城市书房的作用。 / ②③正确。城市书房是由政府主导、社会力量合办的场馆型自助公共图书馆，是公共文化服务适应社会主要矛盾变化的体现，满足了人民日益增长的美好文化需要。也反映出城市文化设施建设的完善，这类设施能为市民阅读提供便利，助力书香社会的建设。 / C,2026|东城|期末|
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e4d67789c91d1b92_2026东城期末细则.txt,e4d67789c91d1b92_2026东城期末细则.txt,180,主要矛盾,教学提示： / 1.明确认识来源和途径的区分、社会主要矛盾、如何提升优秀传统文化的生命力等知识。 / 2.补充“城市书房”的内涵，帮助学生理解选项②中的“公共文化服务”和选项③中的“城市文化设施建设”。,2026|东城|期末|
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e84e6bbdd8988978_门头沟区高三政治一模试卷.txt,e84e6bbdd8988978_门头沟区高三政治一模试卷.txt,72,两点论;重点论,②改变自在事物的原有联系，实现三处地标的协同发展 / ③坚持两点论和重点论统一，发掘“两园一河”经济价值 / ④坚持从实际出发的态度，是“两山”理论的生动实践,|门头沟|一模|
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e8823e6dc1a71cac_2025北京丰台高三一模政治_教师版.txt,e8823e6dc1a71cac_2025北京丰台高三一模政治_教师版.txt,25,主流,③疏密错落的结构蕴含作者的情感与精神境界 / ④把握主流，以“实”为核心方能成就书法之美 / A. ①② B. ①③ C. ②④ D. ③④,2025|丰台|一模|
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\f581620be44a4c2c_2024北京石景山高三一模政治_教师版带答案.txt,f581620be44a4c2c_2024北京石景山高三一模政治_教师版带答案.txt,41,主要矛盾,①图甲，可以用来描述财产权和物权的关系 ②图乙，可以用来描述国体和政体的关系 / ③图丙，如果Q 是社会主要矛盾，S 是生产力，P 是生产关系 / ④图丁，如果Q 是领土，S 可以是领陆，P 可以是领空,2024|石景山|一模|
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\f6013d54b52c02dc_202404朝阳高三政治质量检测一参考答案_上交版.txt,f6013d54b52c02dc_202404朝阳高三政治质量检测一参考答案_上交版.txt,82,两点论;重点论,科学普及与科技创新虽各有侧重，但也具有同一性：一方面科学普及有利于提升公众科学素质、促进人的全面发展，是实现科技创新的基础性工作；另一方面，科学普及与科技创新都是文化事业的重要组成部分，都是建设文化强国的重要举措。 / 要实现科学普及与科技创新“两翼齐飞”，应坚持以人民为中心的思想，具体问题具体分析，提升科普服务精准性；应树立全局观念、运用系统优化的方法，鼓励全社会共同参与，构建政府、社会、市场等协同推进的社会化科普发展格局；以问题为导向，引导科普资源向基层和欠发达地区倾斜，加强和优化基层科普公共服务；坚持“两点论”和“重点论”的统一，培养壮大科普人才队伍，改变“重科研、轻科普”的现状，营造热爱科学、崇尚创新的社会氛围。 / ,2024|朝阳||
C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.txt,fb8717be46dabe77_2025北京石景山高三一模政治_教师版.txt,280,主流,软件是信息技术关键载体，是新质生产力的代表和数字经济发展的基础。 “好省”APP是原告某网络科技公 / 司旗下的一款电商导购应用，用户可在其中领取主流商城的商品优惠券，故该软件上线后下载量巨大。被 / 告周某是被诉软件“超好省-省钱助手”APP 的开发运营者，该软件晚于原告软件三年上线。原告主张“好,2025|石景山|一模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026丰台二模__细则__2026丰台区二模主观题阅卷细则(1).pptx.txt,2026丰台二模__细则__2026丰台区二模主观题阅卷细则(1).pptx.txt,69,两点论;重点论,具体问题具体分析 / 替代：若从认识与实践的关系、两点论与重点论相统一等角度阐释清晰到位，也可得分 / 文化,2026|丰台|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026丰台二模__细则__2026丰台区二模主观题阅卷细则(1).pptx.txt,2026丰台二模__细则__2026丰台区二模主观题阅卷细则(1).pptx.txt,1140,主要矛盾,国内 / （主要矛盾等）、 / 国际,2026|丰台|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026丰台二模__细则__2026丰台区二模主观题阅卷细则(1).pptx.txt,2026丰台二模__细则__2026丰台区二模主观题阅卷细则(1).pptx.txt,1281,主要矛盾,哲学角度 / ：主要矛盾、系统观念（系统优化）、联系、创新、生产力 / 现代化角度,2026|丰台|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026朝阳二模__试卷__2026北京朝阳高三二模政治（教师版）.docx.txt,2026朝阳二模__试卷__2026北京朝阳高三二模政治（教师版）.docx.txt,45,次要矛盾,B．将先进技术与传统轮椅相结合，表明辩证思维的整体性并不排斥相对静态性 / C．针对行动不便者的生活难题进行研发，运用矛盾分析法重点抓住和解决次要矛盾 / D．突破传统轮椅功能局限，实现脑电操控，体现了创新思维的思路多向性与跨越性,2026|朝阳|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026海淀二模__试卷__2026北京海淀高三二模政治（教师版）.docx.txt,2026海淀二模__试卷__2026北京海淀高三二模政治（教师版）.docx.txt,24,主要矛盾;矛盾的主要方面,A．候鸟迁飞与公园照明之间的联系具有“人化”的特点 / B．在候鸟迁飞期间，生态保护成为当前社会主要矛盾的主要方面 / C．材料中市民的说法是对同一事物作出相反的论断，违反了矛盾律的要求,2026|海淀|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026顺义二模__26顺义二模评标.doc.txt,2026顺义二模__26顺义二模评标.doc.txt,23,主流,思路一： / 角度1---尊重多样性与弘扬主流价值：对立统一，守正创新 / 矛盾具有普遍性和特殊性，要坚持两点论与重点论统一。新大众文艺内容多元、形式多样，尊重文化多样性符合矛盾特殊性要求，但多元不等于无序，多样不能失向，要塑造主流舆论新格局，弘扬主旋律，传播正能力，培育和践行社会主义核心价值观。,2026|顺义|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026顺义二模__26顺义二模评标.doc.txt,2026顺义二模__26顺义二模评标.doc.txt,24,主流;两点论;重点论,"角度1---尊重多样性与弘扬主流价值：对立统一，守正创新 / 矛盾具有普遍性和特殊性，要坚持两点论与重点论统一。新大众文艺内容多元、形式多样，尊重文化多样性符合矛盾特殊性要求，但多元不等于无序，多样不能失向，要塑造主流舆论新格局，弘扬主旋律，传播正能力，培育和践行社会主义核心价值观。 / 继承传统，推陈出新。扎根中华优秀传统文化土壤，挖掘传统民俗、技艺和价值观的时代内涵，将非遗传承、家国情怀融入文艺创作，推动新大众文艺在形式、内容上不断创新，打破传统传播边界，融合新形式、挖掘新内涵，实现中华优秀传统文化的创造性转化、创新性发展,扩大新大众文艺的传播力和影响力。",2026|顺义|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026顺义二模__26顺义二模评标.doc.txt,2026顺义二模__26顺义二模评标.doc.txt,33,两点论;重点论,角度3---统筹社会效益与经济效益：价值引领，义利兼顾 / 要坚持两点论与重点论统一。新大众文艺具有引领风尚、教育人民、服务社会、推动发展的功能，必须把社会效益放在首位，传递时代正能量，发挥先进文化凝聚人心、教化群众的作用，反对唯流量论、价值空心化。 / 社会存在与社会意识辩证统一，先进社会意识推动社会发展。/价值观对人们认识世界和改造世界的活动具有重要导向作用，是人生的重要向导。创作者应树立正确的价值观，坚持社会主义核心价值观引领，拒绝低俗化、流量化倾向，聚焦时代正能量，自觉站在最广大人民的立场上，作出正确的价值判断和价值选择，提升作品精神内涵与审美品位，传递家国情怀、奋斗精神，引导人们树立正确的世界观、人生观、价值观。,2026|顺义|二模|
C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_philosophy_accepted_base_second_mock_patch_2026-05-23\01_source_texts\2026顺义二模__26顺义二模评标.doc.txt,2026顺义二模__26顺义二模评标.doc.txt,43,主流;两点论;重点论,"替换：新大众文艺具有引领风尚、教育人民、服务社会、推动发展的功能，必须把社会效益放在首位，传递时代正能量，发挥先进文化凝聚人心、教化群众的作用，反对唯流量论、价值空心化。 / 矛盾具有普遍性和特殊性，要坚持两点论与重点论统一。新大众文艺内容多元、形式多样，尊重文化多样性符合矛盾特殊性要求。但多元不等于无序，多样不能失向，要塑造主流舆论新格局，弘扬主旋律，传播正能力，培育和践行社会主义核心价值观。 / 继承传统，推陈出新。扎根中华优秀传统文化土壤，挖掘传统民俗、技艺和价值观的时代内涵，将非遗传承、家国情怀融入文艺创作，推动新大众文艺在形式、内容上不断创新，打破传统传播边界，融合新形式、挖掘新内涵，实现中华优秀传统文化的创造性转化、创新性发展,扩大新大众文艺的传播力和影响力。",2026|顺义|二模|
