question_id,node_names,sentence_id,sentence,source_rubric_atom_ids,use_condition
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S08,②A公司擅自搭售10元外卖红包，,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S01,（1）结合材料，运用《法律与生活》知识，分析上述案例,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S02,（2）假如你是人民调解员，提出解决纠纷的建议,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S03,刘先生侵犯了孙女士的隐私权，应当承担侵权责任,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S04,根据民法典的规定，楼道属于双方各自专有部分以外的共有部分，双方享有共有和共同管理的权利,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S05,摄像头能拍摄到孙女士家的日常进出信息，与其财产安全、私人生活习惯等高度关联，属个人隐私范畴，应视为具有隐私性质的人格利益，应受法律保护,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S06,刘先生使用摄像头不能超出合理范围，在安装摄像头可能会给孙女士的隐私等合法利益造成侵害的情况下，安装前应当尽到妥善的注意义务,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S07,刘先生和孙女士作为不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相邻关系,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_S08,建议刘先生在及时拆除摄像头，并清除已拍摄的孙女士及家人的视频信息,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_S01,规范竞业限制的意义：有利于企业商业秘密保护、保护知识产权、推动社会创新，任意两条给,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_S02,限制竞业限制的意义：保护劳动者基本劳动权利或有利于人才资源合理配置，,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_S03,总结：平衡劳动者合法权益与企业商业秘密保护，,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_S04,维护市场公平竞争等可替代,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_S05,案例一分析：李某作为负有保密义务的劳动者，泄露商业秘密或违反协议，应承担违约责任，,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_S06,案例二分析：刘某为普通员工、并非负有保密义务人员，竞业限制协议违法无效，,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S01,18．（）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S02,平台的审核措施不完善，未能尽到合理审查的义务，存在过错,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S03,小刘父母疏于监管，未能履行好监护职责，行为存在过错,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S04,小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S05,综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S06,本案判决警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费观,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S07,小刘为限制民事行为能力人（），其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为（民事法律行为）无效,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_S08,（过错分析，共）,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S01,根据反不正当竞争法，陈某在明知他人已经使用“小爱同学”唤醒词并有一定影响的,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S02,情况下，抢先注册，并发布引人误解的商业宣传信息，构成混淆及虚假宣传，属于不,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S03,正当竞争，违背了诚实信用原则,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S04,该案判决合理确定各方利益，规制了滥用权利的行,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S05,为，保护了科技创新型企业的品牌商誉，有利于促进新业态的发展，为数字经济发展,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S06,营造良好的法治化营商环境,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S07,北京市西城区2024—2025,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_S08,学年度第一学期期末试卷,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_S01,案例1解决纠纷方式：法院坚持诉讼调解实现邻里和谐、实质化解纠纷，,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_S02,案例1理由：通道属于建筑物共有部分，应合理限度恰当使用,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_S03,堆放垃圾杂物影响通行并违反民法典相邻权规定，,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_S04,案例1要求：相邻各方按有利生产、方便生活、团结互助、公平合理原则正确处理相邻关系，,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_S05,材料二价值：民事主体行使权利不得超过正当界限，不得损害国家、社会和他人合法权益,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_S06,价值：选择适当途径解决纠纷，践行文明、和谐等社会主义核心价值观,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_S07,价值：多元纠纷解决机制协调运行，能协调利益、化解社会矛盾、实现社会和谐、提升治理水平,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S01,法院公正司法，坚持以事实为依据、以法律为准绳，发挥司法裁判的导向作用,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S02,保护知识产权就是保护创新，有利于提升创新活力,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S03,案例一中，法院通过诉讼调解或调解方式化解专利权归属纠纷,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S04,案例一中，调解推动纠纷实质性化解，体现以和为贵，提高效率或节约司法资源,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S05,案例二中，法院对故意侵害植物新品种权的行为适用惩罚性赔偿或严惩知识产权侵权，增加侵权成本,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S06,案例二中，惩罚性赔偿具有警示规范作用，保护权利人合法权益，维护市场秩序、公平竞争或诚信原则,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S07,案例三中，法院驳回并谴责恶意诉讼或滥用诉讼权利行为,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_S08,案例三中，规制恶意诉讼体现诚信原则、权利行使有界限、权利义务相统一，维护诉讼/司法秩序并节约司法资源,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_S01,乙公司以商业诋毁获取竞争优势，,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_S02,构成不正当竞争或违背诚信原则可替代,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_S03,乙公司未全面履行合同，构成违约，,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_S04,乙公司应承担赔偿损失等违约责任，为必出点,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_S05,张某未遵守或违反劳动纪律与职业道德，,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_S06,应然表达：市场主体应依法诚信经营，或劳动者权利与义务相统一、应履行义务，,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_S07,总结：市场经济就是法治经济，或共同营造公平竞争的市场环境，必出,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_S01,陈某与刘某之间通过要约、承诺达成一致，买卖合同成立；双方主体适格、意思表示真实，合同形式和内容合法，合同有效。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_S02,刘某承诺交付“全新原装”无人机，却误将内部结构轻微损伤的展示机寄出，未全面、诚信履行合同义务，构成违约。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_S03,刘某应承担赔偿损失等违约责任。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_S04,无人机内部损伤导致首次使用时失控坠毁，砸伤陈某并造成医疗费和经营损失，损害后果与无人机损伤之间具有因果关系。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
