path,root,year,district,exam_type,role,suffix,size
/Users/wanglifei/Desktop/2026模拟题/已放弃/2026石景山期末/其他材料/答案及评分参考.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,石景山,期末,answer,.pdf,6826389
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题,2026,延庆,一模,rubric,.docx,24071
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,延庆,一模,paper,.pdf,694178
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题,2026,房山,一模,rubric,.docx,45608
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,房山,一模,paper,.pdf,4378557
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,/Users/wanglifei/Desktop/2026模拟题,2026,石景山,一模,rubric,.doc,61440
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,石景山,一模,paper,.pdf,701385
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题,2026,西城,一模,rubric,.docx,21457
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2026模拟题,2026,西城,一模,paper,.docx,4178588
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,西城,一模,paper,.pdf,13170039
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,顺义,一模,rubric,.pptx,119656
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,顺义,一模,paper,.pdf,2907362
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,一模,rubric,.pdf,2405986
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,一模,paper,.pdf,1739453
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题,2026,门头沟,一模,rubric,.docx,23845
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,门头沟,一模,paper,.pdf,1288180
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,通州,一模,rubric,.pdf,1769056
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,通州,一模,paper,.pdf,8260419
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,丰台,一模,rubric,.pptx,23449985
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,丰台,一模,paper,.pdf,5971693
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,一模,rubric,.docx,24525
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,一模,paper,.pdf,668962
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pdf,6179160
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pdf,668225
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,12028511
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,33684424
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,5399320
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,17424512
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,6794799
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,48215605
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,16444486
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,rubric,.pptx,19133563
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,paper,.pdf,945774
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,一模,paper,.pdf,5246761
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,期末,rubric,.pdf,2944879
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,期末,paper,.pdf,9185851
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,通州,期末,rubric,.pptx,845024
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,通州,期末,paper,.pdf,1136980
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,期中,rubric,.docx,32954
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,期中,rubric,.docx,32954
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,期中,paper,.pdf,1051598
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,西城,期末,rubric,.pdf,2838973
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,西城,期末,rubric,.pdf,11156816
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,西城,期末,rubric,.pptx,1259440
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,期中,paper,.docx,262700
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,期中,review,.pdf,83737967
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,期末,rubric,.pptx,312723506
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,期末,paper,.pdf,917160
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,期末,rubric,.pdf,1423094
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,期末,paper,.pdf,11974231
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,丰台,期末,rubric,.pdf,10715348
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,丰台,期末,paper,.pdf,6789048
/Users/wanglifei/Desktop/北京高考政治/选必一_原PDF框架主观题宝典重构_2026-05-09/08_final/2026北京高考政治选必一《当代国际政治与经济》六要素原框架答题术语宝典_主观题版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,79422
/Users/wanglifei/Desktop/北京高考政治/选必一_原PDF框架主观题宝典重构_2026-05-09/V4_终审修订_2026-05-09/08_final/2026北京高考政治选必一《当代国际政治与经济》六要素原框架答题术语宝典_主观题版_V4.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,75916
/Users/wanglifei/Desktop/北京高考政治/选必一_原PDF框架主观题宝典重构_2026-05-09/V3_终审修订_2026-05-09/08_final/2026北京高考政治选必一《当代国际政治与经济》六要素原框架答题术语宝典_主观题版_V3.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,76074
/Users/wanglifei/Desktop/北京高考政治/选必一_原PDF框架主观题宝典重构_2026-05-09/V2_内容纯度修订_2026-05-09/08_final/2026北京高考政治选必一《当代国际政治与经济》六要素原框架答题术语宝典_主观题版_V2.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,70460
/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/09_delivery/飞哥政治庄园_选必一_当代国际政治与经济_细则术语成品版_2026-05-03.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,rubric,.pdf,78019
/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/09_delivery/飞哥政治庄园_选必一_当代国际政治与经济_细则术语成品版_2026-05-03.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,rubric,.docx,61352
/Users/wanglifei/Desktop/北京高考政治/必修四从0重跑_ClaudeCode_2026-05-02/audit/word_validation/claude_student.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,214869
/Users/wanglifei/Desktop/北京高考政治/必修四从0重跑_ClaudeCode_2026-05-02/audit/word_validation/claude_student.WordSaved.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,214869
/Users/wanglifei/Desktop/北京高考政治/必修四从0重跑_ClaudeCode_2026-05-02/outputs/2026北京高考政治哲学宝典---三年模拟全触发全链条_学生版.WordSaved.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,214869
/Users/wanglifei/Desktop/北京高考政治/必修四从0重跑_ClaudeCode_2026-05-02/outputs/2026北京高考政治哲学宝典---三年模拟全触发全链条_学生版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,214869
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v7_gpt_full_pdf_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,45559
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v7_gpt_full_pdf_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68318
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v7_gpt_full_pdf_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,85596
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v7_gpt_full_pdf_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v5_full_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,83431
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v5_full_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68320
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v5_full_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,208091
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v5_full_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v8_p1_closure_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,45559
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v8_p1_closure_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68397
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v8_p1_closure_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,85719
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v8_p1_closure_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v6_pdf_fix_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,55885299
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v6_pdf_fix_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68318
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v6_pdf_fix_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,56045641
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v6_pdf_fix_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v6_gpt_light_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68318
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v6_gpt_light_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v9_q2_all_wrong_options_review/files/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68635
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/05_external_review/review_packets/v9_q2_all_wrong_options_review/files/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,86068
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三_逻辑与思维_推理宝典_哲学对齐重做版.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,86068
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三_逻辑与思维_思维宝典_哲学对齐重做版.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,47263
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三_逻辑与思维_思维宝典_哲学对齐重做版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,56328
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三_逻辑与思维_推理宝典_哲学对齐重做版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68635
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v7_gpt_full_pdf_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,45559
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v7_gpt_full_pdf_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68318
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v7_gpt_full_pdf_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,85596
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v7_gpt_full_pdf_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v5_full_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,83431
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v5_full_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68320
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v5_full_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,208091
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v5_full_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v8_p1_closure_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,45559
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v8_p1_closure_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68397
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v8_p1_closure_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,85719
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v8_p1_closure_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v6_pdf_fix_review/thinking_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,55885299
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v6_pdf_fix_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68318
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v6_pdf_fix_review/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,56045641
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v6_pdf_fix_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v6_gpt_light_review/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68318
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v6_gpt_light_review/thinking_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,55590
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v9_q2_all_wrong_options_review/files/reasoning_handbook.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68635
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/05_external_review/review_packets/v9_q2_all_wrong_options_review/files/reasoning_handbook.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,86068
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/04_delivery/选必三_逻辑与思维_推理宝典_哲学对齐重做版.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,86068
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/04_delivery/选必三_逻辑与思维_思维宝典_哲学对齐重做版.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,47263
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/04_delivery/选必三_逻辑与思维_思维宝典_哲学对齐重做版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,56328
/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学对齐重做_2026-05-25/04_delivery/选必三双宝典_哲学对齐重做_最终交付包_20260525/04_delivery/选必三_逻辑与思维_推理宝典_哲学对齐重做版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,68635
/Users/wanglifei/Desktop/北京高考政治/选必三思维宝典_V3修订_2026-05-08/05_final/2026北京高考政治选必三逻辑与思维思维部分宝典-三年模拟全触发全链条_V3.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,925513
/Users/wanglifei/Desktop/北京高考政治/选必三思维宝典_V3修订_2026-05-08/05_final/2026北京高考政治选必三逻辑与思维思维部分宝典-三年模拟全触发全链条_V3.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,133519
/Users/wanglifei/Desktop/北京高考政治/选必三思维宝典_V6最终封版_2026-05-08/05_final_v6/2026北京高考政治选必三逻辑与思维思维部分宝典-三年模拟全触发全链条_最终封版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,106636
/Users/wanglifei/Desktop/北京高考政治/新题增补_哲学_选必一_2026-05-18/09_final_delivery/2026新题增补_哲学_选必一_最终版.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,41554
/Users/wanglifei/Desktop/北京高考政治/选必三思维宝典_V5_FINAL_2026-05-08/05_final/2026北京高考政治选必三逻辑与思维思维部分宝典-三年模拟全触发全链条_FINAL.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,860688
/Users/wanglifei/Desktop/北京高考政治/选必三思维宝典_V5_FINAL_2026-05-08/05_final/2026北京高考政治选必三逻辑与思维思维部分宝典-三年模拟全触发全链条_FINAL.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,121300
/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/10_teaching_rebuild_20260504/04_delivery/选必一_当代国际政治与经济_触发宝典_可直接讲版_20260504.docx,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.docx,204947
/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/10_teaching_rebuild_20260504/04_delivery/选必一_当代国际政治与经济_触发宝典_可直接讲版_20260504.pdf,/Users/wanglifei/Desktop/北京高考政治,2026,,,other,.pdf,542331
