suite_id,question_no,question_type,is_philosophy,evidence_level,status,target_node,brief
2025_丰台_二模,4,choice,yes,rubric-formal,objective-key-only,辩证法/联系的观点,2025_丰台_二模__Q4__联系的多样性
2025_丰台_二模,5,choice,yes,rubric-formal,objective-key-only,辩证法/矛盾分析法,2025_丰台_二模__Q5__矛盾对立统一
2025_昌平_二模,16,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2025_昌平_二模__Q16__价值观
2025_昌平_二模,16,subjective,yes,rubric-formal,included,认识论/实践与认识的关系,2025_昌平_二模__Q16__实践与认识
2025_昌平_二模,16,subjective,yes,rubric-formal,included,辩证法/联系的观点,2025_昌平_二模__Q16__联系的观点
2025_昌平_二模,2,choice,yes,rubric-formal,objective-key-only,认识论/真理,2025_昌平_二模__Q2__认识具有上升性
2025_昌平_二模,22,subjective,yes,rubric-formal,included,唯物论/客观规律与主观能动性,2025_昌平_二模__Q22__尊重客观规律
2025_昌平_二模,4,choice,yes,rubric-formal,objective-key-only,价值观 / 人生观/价值判断与价值选择,2025_昌平_二模__Q4__合规律性与合目的性
2025_昌平_二模,6,choice,yes,rubric-formal,objective-key-only,认识论/实践与认识的关系,2025_昌平_二模__Q6__实践与认识
2025_海淀_期末,16,subjective,yes,rubric-formal,included,唯物论/主观能动性 / 意识的能动作用,2025_海淀_期末__Q16__主观能动性
2025_海淀_期末,16,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2025_海淀_期末__Q16__人民立场
2025_海淀_期末,16,subjective,yes,rubric-formal,included,辩证法/发展的观点 / 辩证否定,2025_海淀_期末__Q16__发展的观点
2025_海淀_期末,16,subjective,yes,rubric-formal,included,辩证法/矛盾的观点,2025_海淀_期末__Q16__矛盾普遍性特殊性
2025_海淀_期末,16,subjective,yes,rubric-formal,included,辩证法/联系的观点,2025_海淀_期末__Q16__联系的观点
2025_海淀_期末,17(2),subjective,yes,rubric-formal,included,历史唯物主义/人民群众是历史的创造者,2025_海淀_期末__Q17_2__人民群众是历史的创造者
2025_海淀_期末,17(2),subjective,yes,rubric-formal,included,辩证法/发展的观点 / 前进性与曲折性,2025_海淀_期末__Q17_2__前进性与曲折性
2025_海淀_期末,17(2),subjective,yes,rubric-formal,included,认识论/实践与认识的辩证关系,2025_海淀_期末__Q17_2__实践是认识的基础
2025_海淀_期末,17(2),subjective,yes,rubric-formal,included,辩证法/矛盾的观点,2025_海淀_期末__Q17_2__矛盾对立统一
2025_海淀_期末,17(2),subjective,yes,rubric-formal,included,认识论/真理,2025_海淀_期末__Q17_2__追求真理是一个过程
2025_海淀_期末,17(2),subjective,yes,rubric-formal,included,辩证法/发展的观点 / 量变与质变,2025_海淀_期末__Q17_2__量变是质变的前提和必要准备
2025_海淀_期末,4,choice,yes,rubric-formal,objective-key-only,唯物论/主观能动性 / 意识的能动作用,2025_海淀_期末__Q4__主观能动性
2025_海淀_期末,6,choice,yes,rubric-formal,objective-key-only,认识论/真理,2025_海淀_期末__Q6__真理与谬误
2025_海淀_期末,7,choice,yes,rubric-formal,objective-key-only,价值观 / 人生观/价值判断与价值选择,2025_海淀_期末__Q7__人民群众价值标准
2025_海淀_期末,7,choice,yes,rubric-formal,objective-key-only,认识论/实践与认识的辩证关系,2025_海淀_期末__Q7__群众路线
2025_海淀_期中,,suite_boundary,no,,module-boundary-excluded,,无进入学生版条目；详见套卷报告或边界清单
2025_西城_期末,18,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2025_西城_期末__Q18__价值选择
2025_西城_期末,18,subjective,yes,rubric-formal,included,辩证法/发展的观点 / 新事物战胜旧事物,2025_西城_期末__Q18__新事物的特点
2025_西城_期末,18,subjective,yes,rubric-formal,included,辩证法/矛盾的观点,2025_西城_期末__Q18__矛盾的观点
2025_西城_期末,18,subjective,yes,rubric-formal,included,认识论/认识的反复性、无限性,2025_西城_期末__Q18__认识的局限性
2025_西城_期末,2,choice,yes,rubric-formal,objective-key-only,认识论/实践,2025_西城_期末__Q2__改造主观世界
2025_西城_期末,3,choice,yes,rubric-formal,objective-key-only,认识论/实践与认识的辩证关系,2025_西城_期末__Q3__实践是认识的基础
2025_西城_期末,4,choice,yes,rubric-formal,objective-key-only,辩证法/发展的观点 / 发展的普遍性,2025_西城_期末__Q4__发展的观点
2025_西城_期末,7,choice,yes,rubric-formal,objective-key-only,辩证法/矛盾的观点,2025_西城_期末__Q7__矛盾的对立统一
2025_东城_期末,16,subjective,yes,rubric-formal,included,唯物论/主观能动性 / 意识的能动作用,2025_东城_期末__Q16__主观能动性
2025_东城_期末,4,choice,yes,rubric-formal,objective-key-only,辩证法/矛盾的观点,2025_东城_期末__Q4__矛盾对立统一
2025_朝阳_期末,16,subjective,yes,rubric-formal,included,唯物论/一切从实际出发 实事求是,2025_朝阳_期末__Q16__一切从实际出发
2025_朝阳_期末,16,subjective,yes,rubric-formal,included,唯物论/主观能动性 / 意识的能动作用,2025_朝阳_期末__Q16__主观能动性
2025_朝阳_期末,16,subjective,yes,rubric-formal,included,历史唯物主义/人民群众是历史的创造者,2025_朝阳_期末__Q16__人民群众主体地位
2025_朝阳_期末,16,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2025_朝阳_期末__Q16__价值判断与价值选择
2025_朝阳_期末,16,subjective,yes,rubric-formal,included,辩证法/发展的观点 / 辩证否定,2025_朝阳_期末__Q16__发展的观点
2025_朝阳_期末,16,subjective,yes,rubric-formal,included,辩证法/矛盾的观点,2025_朝阳_期末__Q16__矛盾普遍性特殊性
2025_朝阳_期末,16,subjective,yes,rubric-formal,included,辩证法/联系的观点,2025_朝阳_期末__Q16__联系的观点
2025_朝阳_期末,2,choice,yes,reference-only,objective-key-only,辩证法/联系的观点,2025_朝阳_期末__Q2__联系的观点
2025_朝阳_期末,22,subjective,yes,rubric-formal,included,唯物论/一切从实际出发 实事求是,2025_朝阳_期末__Q22__一切从实际出发
2025_朝阳_期末,22,subjective,yes,rubric-formal,included,历史唯物主义/人民群众是历史的创造者,2025_朝阳_期末__Q22__人民群众历史观价值观
2025_朝阳_期末,22,subjective,yes,rubric-formal,included,认识论/实践与认识的辩证关系,2025_朝阳_期末__Q22__实践与认识
2025_朝阳_期末,22,subjective,yes,rubric-formal,included,辩证法/矛盾的观点,2025_朝阳_期末__Q22__辩证法
2025_丰台_期末,16,subjective,yes,rubric-formal,included,唯物论/主观能动性 / 意识的能动作用,2025_丰台_期末__Q16__主观能动性
2025_丰台_期末,16,subjective,yes,rubric-formal,included,认识论/实践与认识的辩证关系,2025_丰台_期末__Q16__实践是认识的基础
2025_丰台_期末,16,subjective,yes,rubric-formal,included,辩证法/矛盾的观点,2025_丰台_期末__Q16__矛盾特殊性
2025_丰台_期末,16,subjective,yes,rubric-formal,included,辩证法/联系的观点,2025_丰台_期末__Q16__系统观念整体部分
2025_丰台_期末,16,subjective,yes,rubric-formal,included,认识论/实践与认识的辩证关系,2025_丰台_期末__Q16__认识对实践反作用
2025_丰台_期末,16,subjective,yes,rubric-formal,included,辩证法/发展的观点 / 量变与质变,2025_丰台_期末__Q16__量变与质变
2025_丰台_期末,17,subjective,yes,rubric-formal,included,历史唯物主义/人民群众是历史的创造者,2025_丰台_期末__Q17__人民群众是历史的创造者
2025_丰台_期末,4,choice,yes,reference-only,objective-key-only,价值观 / 人生观/价值的实现与创造,2025_丰台_期末__Q4__人生价值的实现
2025_丰台_期末,7,choice,yes,reference-only,objective-key-only,唯物论/一切从实际出发 实事求是,2025_丰台_期末__Q7__一切从实际出发
2024_海淀_一模,16,subjective,yes,rubric-formal,included,唯物论/主观能动性 / 意识的能动作用,2024_海淀_一模__Q16__主观能动性
2024_海淀_一模,16,subjective,yes,rubric-formal,included,辩证法/发展的观点,2024_海淀_一模__Q16__发展的观点
2024_海淀_一模,16,subjective,yes,rubric-formal,included,认识论/实践的观点,2024_海淀_一模__Q16__实践的观点
2024_海淀_一模,16,subjective,yes,rubric-formal,included,辩证法/联系的观点 / 普遍联系,2024_海淀_一模__Q16__联系的观点
2024_海淀_一模,2,choice,yes,rubric-formal,objective-key-only,唯物论/主观能动性 / 意识的能动作用,2024_海淀_一模__Q2__主观能动性
2024_海淀_一模,3,choice,yes,rubric-formal,objective-key-only,认识论/实践与真理,2024_海淀_一模__Q3__实践与真理
2024_海淀_一模,5,choice,yes,rubric-formal,objective-key-only,辩证法/矛盾的观点 / 对立统一,2024_海淀_一模__Q5__矛盾对立统一
2024_西城_一模,10,choice,yes,rubric-formal,objective-key-only,价值观 / 人生观/价值的客观性,2024_西城_一模__Q10__价值与人的需要
2024_西城_一模,12,choice,yes,rubric-formal,objective-key-only,辩证法/辩证否定 / 守正创新,2024_西城_一模__Q12__辩证否定
2024_西城_一模,17,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2024_西城_一模__Q17__价值判断与价值选择
2024_西城_一模,17,subjective,yes,rubric-formal,included,认识论/实践与认识,2024_西城_一模__Q17__实践与认识
2024_西城_一模,17,subjective,yes,rubric-formal,included,唯物论/客观规律与主观能动性,2024_西城_一模__Q17__客观规律与主观能动性
2024_西城_一模,17,subjective,yes,rubric-formal,included,辩证法/矛盾的观点 / 对立统一,2024_西城_一模__Q17__对立统一
2024_西城_一模,17,subjective,yes,rubric-formal,included,辩证法/联系的观点 / 发展的观点,2024_西城_一模__Q17__联系与发展
2024_西城_一模,9,choice,yes,rubric-formal,objective-key-only,唯物论/主观能动性 / 意识的能动作用,2024_西城_一模__Q9__主观能动性
2024_东城_一模,15,choice,yes,rubric-formal,objective-key-only,辩证法/矛盾的观点 / 矛盾的特殊性,2024_东城_一模__Q15__具体问题具体分析
2024_东城_一模,16,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2024_东城_一模__Q16__价值判断与价值选择
2024_东城_一模,16,subjective,yes,rubric-formal,included,辩证法/矛盾的观点 / 矛盾普遍性与特殊性,2024_东城_一模__Q16__普特统一
2024_东城_一模,16,subjective,yes,rubric-formal,included,辩证法/联系的观点 / 普遍联系,2024_东城_一模__Q16__联系与实践
2024_东城_一模,18(3),subjective,yes,rubric-formal,included,辩证法/辩证否定 / 守正创新,2024_东城_一模__Q18_(3)__辩证否定_守正创新
2024_东城_一模,21,subjective,yes,rubric-formal,included,辩证法/系统观 / 整体与部分,2024_东城_一模__Q21__系统优化
2024_东城_一模,3,choice,yes,rubric-formal,objective-key-only,唯物论/主观能动性 / 意识的能动作用,2024_东城_一模__Q3__意识的目的性
2024_朝阳_一模,18(2),subjective,yes,rubric-formal,included,辩证法/矛盾的观点 / 对立统一,2024_朝阳_一模__Q18_(2)__文化强国_文化的作用
2024_朝阳_一模,18(2),subjective,yes,rubric-formal,included,辩证法/矛盾的观点 / 系统观,2024_朝阳_一模__Q18_(2)__矛盾分析方法_系统优化
2024_朝阳_一模,3,choice,yes,rubric-formal,objective-key-only,价值观 / 人生观/价值的实现,2024_朝阳_一模__Q3__价值实现
2024_朝阳_一模,4,choice,yes,rubric-formal,objective-key-only,辩证法/联系的观点 / 普遍联系,2024_朝阳_一模__Q4__联系的观点
2024_丰台_一模,18(1),subjective,yes,rubric-formal,included,辩证法/发展的观点,2024_丰台_一模__Q18_(1)__发展的观点
2024_丰台_一模,18(1),subjective,yes,rubric-formal,included,历史唯物主义/生产力与生产关系,2024_丰台_一模__Q18_(1)__生产力与生产关系
2024_丰台_一模,18(1),subjective,yes,rubric-formal,included,辩证法/矛盾的观点 / 矛盾分析方法,2024_丰台_一模__Q18_(1)__矛盾分析
2024_丰台_一模,18(1),subjective,yes,rubric-formal,included,辩证法/联系的观点 / 普遍联系,2024_丰台_一模__Q18_(1)__联系的观点
2024_丰台_一模,21,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2024_丰台_一模__Q21__价值判断与价值选择
2024_丰台_一模,21,subjective,yes,rubric-formal,included,辩证法/矛盾的观点 / 矛盾普遍性与特殊性,2024_丰台_一模__Q21__矛盾的普遍性与特殊性
2024_丰台_一模,21,subjective,yes,rubric-formal,included,辩证法/联系的观点 / 普遍联系,2024_丰台_一模__Q21__联系的观点
2024_丰台_一模,9,choice,yes,rubric-formal,objective-key-only,认识论/真理与认识的反复性条件性,2024_丰台_一模__Q9__真理与主客观条件
2024_石景山_一模,16,subjective,yes,rubric-formal,included,辩证法/发展的观点,2024_石景山_一模__Q16__发展的观点
2024_石景山_一模,16,subjective,yes,rubric-formal,included,认识论/认识对实践的指导作用,2024_石景山_一模__Q16__文化的功能_认识的作用
2024_石景山_一模,16,subjective,yes,rubric-formal,included,辩证法/联系的观点 / 普遍联系,2024_石景山_一模__Q16__联系的观点
2024_石景山_一模,3,choice,yes,rubric-formal,objective-key-only,历史唯物主义/社会存在与社会意识,2024_石景山_一模__Q3__社会存在与社会意识
2024_石景山_一模,5,choice,yes,rubric-formal,objective-key-only,唯物论/主观能动性 / 意识的能动作用,2024_石景山_一模__Q5__联系的观点_主观能动性
2024_海淀_二模,16,subjective,yes,rubric-formal,included,价值观 / 人生观/实现人生价值,2024_海淀_二模__Q16__价值观与人生价值
2024_海淀_二模,16,subjective,yes,rubric-formal,included,辩证法/矛盾就是对立统一,2024_海淀_二模__Q16__矛盾对立统一
2024_海淀_二模,16,subjective,yes,rubric-formal,included,辩证法/联系的普遍性 / 联系的观点(总),2024_海淀_二模__Q16__联系的普遍性
2024_海淀_二模,4,choice,yes,answer-key,objective-key-only,唯物论/一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,2024_海淀_二模__Q4__一切从实际出发
2024_海淀_二模,8,choice,yes,answer-key,objective-key-only,价值观 / 人生观/价值判断与价值选择,2024_海淀_二模__Q8_错项C__价值判断与价值选择
2024_西城_二模,1,choice,yes,answer-key,objective-key-only,价值观 / 人生观/价值观的导向作用,2024_西城_二模__Q1_错项②__马克思主义独特品质
2024_西城_二模,17,subjective,yes,rubric-formal,included,历史唯物主义/社会发展的两大基本规律和基本矛盾,2024_西城_二模__Q17__发展进程与趋势
2024_西城_二模,17,subjective,yes,rubric-formal,included,历史唯物主义/社会发展的两大基本规律和基本矛盾,2024_西城_二模__Q17__生产力与生产关系
2024_西城_二模,7,choice,yes,answer-key,objective-key-only,辩证法/矛盾的特殊性 / 具体问题具体分析,2024_西城_二模__Q7__矛盾的特殊性
2024_西城_二模,8,choice,yes,answer-key,objective-key-only,历史唯物主义/人民群众,2024_西城_二模__Q8__实践与社会关系
2024_西城_二模,9,choice,yes,answer-key,objective-key-only,价值观 / 人生观/价值观的导向作用,2024_西城_二模__Q9__价值观的导向作用
2024_东城_二模,16,subjective,yes,rubric-formal,included,历史唯物主义/人民群众,2024_东城_二模__Q16__人民群众
2024_东城_二模,16,subjective,yes,rubric-formal,included,价值观 / 人生观/价值观的导向作用,2024_东城_二模__Q16__价值观
2024_东城_二模,16,subjective,yes,rubric-formal,included,辩证法/发展的观点 / 发展的普遍性,2024_东城_二模__Q16__发展的观点
2024_东城_二模,16,subjective,yes,rubric-formal,included,唯物论/一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,2024_东城_二模__Q16__尊重规律与一切从实际出发
2024_东城_二模,16,subjective,yes,rubric-formal,included,辩证法/联系的普遍性 / 联系的观点(总),2024_东城_二模__Q16__联系的观点与系统优化
2024_东城_二模,3,choice,yes,answer-key,objective-key-only,辩证法/矛盾的普遍性和特殊性,2024_东城_二模__Q3__矛盾普遍性与特殊性
2024_朝阳_二模,1,choice,yes,answer-key,objective-key-only,历史唯物主义/人民群众,2024_朝阳_二模__Q1__人民群众
2024_朝阳_二模,16(2),subjective,yes,rubric-formal,included,价值观 / 人生观/价值观的导向作用,2024_朝阳_二模__Q16_2__价值观
2024_朝阳_二模,16(2),subjective,yes,rubric-formal,included,认识论/实践是认识的基础,2024_朝阳_二模__Q16_2__实践与认识
2024_朝阳_二模,16(2),subjective,yes,rubric-formal,included,辩证法/矛盾就是对立统一,2024_朝阳_二模__Q16_2__矛盾对立统一
2024_朝阳_二模,16(2),subjective,yes,rubric-formal,included,历史唯物主义/社会存在与社会意识,2024_朝阳_二模__Q16_2__社会存在与社会意识
2024_朝阳_二模,2,choice,yes,answer-key,objective-key-only,辩证法/联系的普遍性 / 联系的观点(总),2024_朝阳_二模__Q2__联系与矛盾普特性
2024_朝阳_二模,6,choice,yes,answer-key,objective-key-only,辩证法/量变与质变 / 适度原则,2024_朝阳_二模__Q6__发展是前进性与曲折性的统一
2024_丰台_二模,20,subjective,yes,rubric-formal,included,认识论/实践是认识的基础,2024_丰台_二模__Q20__实践与认识
2024_丰台_二模,20,subjective,yes,rubric-formal,included,辩证法/矛盾就是对立统一,2024_丰台_二模__Q20__矛盾对立统一
2024_丰台_二模,20,subjective,yes,rubric-formal,included,辩证法/联系的普遍性 / 联系的观点(总),2024_丰台_二模__Q20__联系的观点
2024_丰台_二模,21,subjective,yes,rubric-formal,included,价值观 / 人生观/实现人生价值,2024_丰台_二模__Q21__价值观
2024_丰台_二模,21,subjective,yes,rubric-formal,included,辩证法/整体与部分,2024_丰台_二模__Q21__联系的观点与整体部分
2024_顺义_二模,1,choice,yes,answer-key,objective-key-only,辩证法/联系的普遍性 / 联系的观点(总),2024_顺义_二模__Q1__联系的观点
2024_顺义_二模,16(1),subjective,yes,rubric-formal,included,价值观 / 人生观/价值观的导向作用,2024_顺义_二模__Q16_1__价值观
2024_顺义_二模,16(1),subjective,yes,rubric-formal,included,辩证法/矛盾的普遍性和特殊性,2024_顺义_二模__Q16_1__矛盾普遍性与特殊性
2024_顺义_二模,16(1),subjective,yes,rubric-formal,included,唯物论/规律的客观性,2024_顺义_二模__Q16_1__规律
2024_顺义_二模,2,choice,yes,answer-key,objective-key-only,唯物论/主观能动性 / 意识的能动作用,2024_顺义_二模__Q2__意识的能动作用
2024_顺义_二模,20(2),subjective,yes,rubric-formal,included,唯物论/一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,2024_顺义_二模__Q20_2__一切从实际出发
2024_顺义_二模,20(2),subjective,yes,rubric-formal,included,价值观 / 人生观/价值观的导向作用,2024_顺义_二模__Q20_2__价值观
2024_顺义_二模,20(2),subjective,yes,rubric-formal,included,认识论/实践与认识(总),2024_顺义_二模__Q20_2__实践与认识
2024_顺义_二模,3,choice,yes,answer-key,objective-key-only,辩证法/矛盾的特殊性 / 具体问题具体分析,2024_顺义_二模__Q3__矛盾分析法
2024_顺义_二模,5,choice,yes,answer-key,objective-key-only,认识论/实践与认识(总),2024_顺义_二模__Q5_错项AD__实践与意识
2024_海淀_期中,,suite_boundary,no,,module-boundary-excluded,,无进入学生版条目；详见套卷报告或边界清单
2024_朝阳_期中,16,subjective,yes,rubric-formal,included,历史唯物主义/人民群众,2024_朝阳_期中__Q16__人民群众
2024_朝阳_期中,16,subjective,yes,rubric-formal,included,历史唯物主义/改革 / 改革的实质,2024_朝阳_期中__Q16__改革
2024_朝阳_期中,16,subjective,yes,rubric-formal,included,历史唯物主义/社会发展的两大基本规律和基本矛盾,2024_朝阳_期中__Q16__社会基本矛盾
2024_朝阳_期中,16,subjective,yes,rubric-formal,included,历史唯物主义/社会存在与社会意识,2024_朝阳_期中__Q16__社会存在与社会意识
2024_朝阳_期中,17,subjective,yes,rubric-formal,included,价值观 / 人生观/价值判断与价值选择,2024_朝阳_期中__Q17__价值判断与价值选择
2024_朝阳_期中,17,subjective,yes,rubric-formal,included,辩证法/矛盾的特殊性 / 具体问题具体分析,2024_朝阳_期中__Q17__具体问题具体分析
2024_朝阳_期中,17,subjective,yes,rubric-formal,included,唯物论/尊重客观规律与发挥主观能动性相结合,2024_朝阳_期中__Q17__尊重规律与主观能动性
2024_朝阳_期中,17,subjective,yes,rubric-formal,included,辩证法/矛盾就是对立统一,2024_朝阳_期中__Q17__矛盾对立统一
2024_朝阳_期中,17,subjective,yes,rubric-formal,included,辩证法/辩证否定 / 守正创新,2024_朝阳_期中__Q17__辩证否定
2026_石景山_期末,ALL,boundary,no,user-confirmed-skill-rule,excluded-by-skill-rule,,用户已确认无可用评分细则，整套从所有模块主链排除
