label,qid,parent,child,thinking_type,small_method,material_action,trigger_logic,answer_sentence,prompt,prompt_status,evidence_level,source_packet,cov_question_id,cov_year,cov_district,cov_stage,cov_suite_name,cov_question_no,cov_book_part,cov_question_type,cov_evidence_level,cov_source_packet,cov_status,cov_decision_reason,audit_status,reason,entry_id,question_id,status,rubric_source
2025海淀期末 Q18,Q0050,创新思维,超前思维,创新思维,逆向思维/联想思维/发散与聚合/超前思维,北京城市图书馆借助数字技术实现从“人找书”到“书找人”，把传统“赤印”意象迁移到新型公共空间设计，并整合京津冀三地与各部门行业数字文化资源，构建多层级、多门类公共文化数字服务网络群。,从人找书到书找人，反向改变服务结构和顺序，触发逆向思维；把赤印意象迁移到建筑设计，触发联想思维和同化性迁移；整合多地多部门多行业资源并构建网络群，触发发散与聚合；面向京津冀公共服务功能和未来文化资源共建共享提前布局，触发超前思维。,北京城市图书馆借助科技实现“人找书”向“书找人”转换，体现逆向思维；把传统“赤印”意象迁移到建筑设计，体现联想思维；整合京津冀和多部门文化资源并构建公共文化数字服务网络群，体现发散与聚合思维；围绕三地共建共享提前布局公共服务功能，体现超前思维。,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,source_lock_question_block,A-formal,02_codex_lane/GAP005_2025_HAIDIAN_QIMO_Q18_SOURCE_LOCK.md#q0050-2025海淀期末-q18,Q0050,2025,海淀,期末,2025海淀期末,18,thinking,main_question,A-formal,02_codex_lane/GAP005_2025_HAIDIAN_QIMO_Q18_SOURCE_LOCK.md#q0050-2025海淀期末-q18,source_locked_pending_external_review,北京城市图书馆创新思维题：正式细则锁定逆向思维、联想思维、发散聚合、超前思维与材料动作对应口径,included_thinking_main,source_lock_question_block,,,,
2025东城一模 Q18(1),Q0051,辩证思维,分析与综合、整体性与系统观念,辩证思维,整体性/动态性/实践观点/主要矛盾,“两重”实施既强化硬投资，聚焦新质生产力、城乡融合、区域协调等重点领域，又搞好软建设，完善政策、规划、体制机制和投入机制；既解决当前问题，又着眼长远目标，努力办成大事难事。,硬投资与软建设并举，触发辩证思维整体性、联系全面和系统优化；当前问题与长远目标统筹，触发动态性、发展观点和实践观点；聚焦新质生产力等核心领域推进重大战略和安全能力建设，触发抓主要矛盾、两点论与重点论统一。,“两重”实施既强化硬投资又搞好软建设，体现辩证思维的整体性；既解决当前问题又着眼长远目标，体现动态性和实践观点；聚焦新质生产力等核心领域推进重大战略和重点领域安全能力建设，体现抓主要矛盾、坚持两点论与重点论统一。,结合材料一，说明“两重”实施是如何体现辩证思维的。,source_lock_question_block,A-formal,02_codex_lane/GAP005_2025_DONGCHENG_YIMO_Q18_1_SOURCE_LOCK.md#q0051-2025东城一模-q181,Q0051,2025,东城,一模,2025东城一模,18(1),thinking,main_question,A-formal,02_codex_lane/GAP005_2025_DONGCHENG_YIMO_Q18_1_SOURCE_LOCK.md#q0051-2025东城一模-q181,source_locked_pending_external_review,两重实施辩证思维题：正式细则锁定整体性/动态性/实践观点和主要矛盾两层触发,included_thinking_main,source_lock_question_block,,,,
2025延庆一模 Q18,Q0054,辩证思维,分析与综合、整体性与系统观念,辩证思维,分析与综合/整体性/动态性/质量互变/辩证否定/矛盾分析法,低空经济呈现高速增长态势，但面临整体产业规模小、基础设施和服务保障少、低空空域开放难、应用场景散等挑战，需要完善基础设施保障和监管体系，鼓励企业技术创新与多元应用场景开发。,小少难散等多重挑战先拆开诊断，触发分析；在分析基础上找系统解决方案，触发综合；基础设施、监管、空域、场景和产业链相互联系，触发整体性；探索推进和由小散到大优，触发动态性与质量互变；集中解决空域管理等关键问题，触发矛盾分析法；挖掘优势并补短板升级，触发辩证否定。,应运用辩证思维分析低空经济“小、少、难、散”等具体问题，并在分析基础上综合把握低空经济发展；坚持整体性和动态性，统筹基础设施、服务保障、空域开放、监管能力和应用场景建设；坚持联系、发展和矛盾观点，集中解决空域管理等关键问题，推动低空经济由“小、散”向“大、优”转变。,低空经济产业是指各类低空航空器在飞行活动中所关联的新兴产业，典型应用场景包括空中游览、低空物流、城市公共治理等。2024 年，“低空经济”被首次写入政府工作报告，一年来我国低空经济在探索中持续推进发展，呈现高速增长态势。但是低空经济也面临着“小、少、难、散”等挑战。结合材料，运用《逻辑与思维》知识，谈谈如何运用辩证思维应对低空经济面临的挑战。,source_lock_question_block,A-formal,02_codex_lane/GAP005_2025_YANQING_YIMO_Q18_SOURCE_LOCK.md#q0054-2025延庆一模-q18,Q0054,2025,延庆,一模,2025延庆一模,18,thinking,main_question,A-formal,02_codex_lane/GAP005_2025_YANQING_YIMO_Q18_SOURCE_LOCK.md#q0054-2025延庆一模-q18,source_locked_pending_external_review,低空经济辩证思维题：正式细则锁定分析综合、整体性动态性、质量互变、辩证否定和矛盾分析法,included_thinking_main,source_lock_question_block,,,,
,,,,辩证思维,分析与综合/系统优化/整体性/动态性/质量互变/辩证否定/矛盾分析法,共享发展理念要求全民共享、全面共享、共建共享和渐进共享，既统筹共享主体、建设领域、合法权益和人人参与，又强调从低级到高级、从不均衡到均衡的渐进过程，并继承发展传统文化中重视均衡互济的思想。,全民、全面、共建共享把主体、领域、权利和参与连成系统，触发分析与综合、系统优化和整体性；渐进共享和从不均衡到均衡触发动态性与质量互变；继承“不患寡而患不均”“损有余而补不足”并回应新时代现实问题，触发辩证否定；承认高水平后仍有差别，触发矛盾分析法。,坚持共享发展理念推进共同富裕，要把全民共享、全面共享、共建共享作为相互联系的整体来把握，统筹共享主体、建设领域、合法权益和人人参与；要坚持动态性和质量互变观点，看到共同富裕是从低级到高级、从不均衡到均衡的渐进过程；还要坚持辩证否定，继承传统文化中重视均衡互济的合理因素，并结合新时代现实问题加以发展。,,,A-formal,,Q0055,2025,海淀,二模,2025海淀二模,20,thinking,main_question,A-formal,02_codex_lane/GAP005_2025_HAIDIAN_ERMO_Q20_SOURCE_LOCK.md#q0055-2025海淀二模-q20,source_locked_pending_external_review,共享发展理念辩证思维题：正式细则锁定分析综合/系统优化/整体性、质量互变/动态性、辩证否定，矛盾分析法可替代最高2分,duplicate_label_skipped,same suite/question already represented,MT0027,Q0055,source_locked_pending_external_review,paper rendered page preprocessed_corpus/renders/7ff16fecb25f793f/page_007.png; gpt_sources/fc56fdd304fde118_2025海淀二模细则.md:80-94; gpt_sources/10b5fafe88245264_2025年海淀二模评标实录.md:49-52
2024朝阳期中 Q19,Q0056,创新思维,超前思维,创新思维,超前思维/逆向思维/联想思维/发散与聚合/三新,朝外样本提前布局智能产品等新兴消费领域并打造特色主题首发街区；邀请国际前沿品牌设首店并扶持本土创新品牌首发；以“策展型零售”把商业空间改造成艺术主题场景；综合商圈定位、客群消费水平和品牌生态等因素实现价值耦合。,提前布局新兴领域和主题街区触发超前思维；突破传统品牌引进模式触发逆向思维；把零售空间与展览、艺术、自然场景联结触发联想思维；先打开商圈、客群、品牌生态等多因素，再聚焦价值耦合，触发发散思维与聚合思维；从新业态、新模式、新场景中体现思路新、方法新、结果新。,朝外样本在业态规划上提前布局智能产品和特色主题首发街区，体现超前思维；在品牌引进中邀请国际前沿品牌设首店并扶持本土创新品牌，突破传统模式，体现逆向思维；以“策展型零售”把商业空间与艺术场景联结起来，体现联想思维；又综合商圈定位、客群消费水平和品牌生态等因素实现价值耦合，体现发散思维与聚合思维。,结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的。,source_lock_question_block,A-formal,02_codex_lane/GAP006_2024_CHAOYANG_QIZHONG_Q19_SOURCE_LOCK.md#q0056-2024朝阳期中-q19,Q0056,2024,朝阳,期中,2024朝阳期中,19,thinking,main_question,A-formal,02_codex_lane/GAP006_2024_CHAOYANG_QIZHONG_Q19_SOURCE_LOCK.md#q0056-2024朝阳期中-q19,source_locked_pending_external_review,首发经济朝外样本创新思维题：正式RTF细则锁定超前、逆向、联想、发散与聚合，并设置照抄材料和泛写三新得分上限,included_thinking_main,source_lock_question_block,,,,
2024顺义二模 Q16(2),Q0057,创新思维,超前思维,超前思维,矛盾分析法/科学判断和预见/系统化科学化长效化,“无废城市”建设面临大拆大建加剧固废、公众分类意识和行动不足、低值再生资源回收成本高利润低、固废资源化无害化技术支撑不足等问题。,大拆大建等问题提示未来固废风险，触发超前思维的判断和预见；尊重城市建设发展规律触发科学化；公众行动、低值资源回收和技术短板等多重制约需要作为系统矛盾来分析，触发超前思维的矛盾分析法；资源化和清洁生产结合、经济效益与社会效益统一，触发系统化和长效化治理。,推进“无废城市”建设，要针对大拆大建、公众分类不足、低值资源回收难和技术支撑不足等问题，在尊重城市建设发展规律的基础上运用超前思维的矛盾分析法，作出科学判断和预见，把固体废物资源化与清洁生产结合起来，统筹经济效益和社会效益，推动“无废城市”建设系统化、科学化、长效化。,结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）,source_lock_question_block,A-formal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q16_2_SOURCE_LOCK.md#q0057-2024顺义二模-q162,Q0057,2024,顺义,二模,2024顺义二模,16(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q16_2_SOURCE_LOCK.md#q0057-2024顺义二模-q162,source_locked_pending_external_review,无废城市超前思维题：正式细则锁定尊重城市建设规律、超前思维矛盾分析法、科学判断预见、资源化与清洁生产结合,included_thinking_main,source_lock_question_block,,,,
2024东城一模 Q18(3),Q0058,辩证思维,辩证否定与扬弃,辩证思维/超前思维复合,关系分析/辩证否定/超前思维,传统产业在制造业中占比高，是现代化产业体系基底，但存在低端产能过剩、高端供给不足、创新能力薄弱等问题；未来材料、未来网络等未来产业正在加速前进，并渗透传统产业链上下游，引领传统优势产业转型。,传统产业提供支撑和市场、未来产业反向赋能传统产业，触发双向关系分析；传统产业有基础也有问题，不能简单抛弃，触发辩证否定和扬弃式改造；未来产业代表科技新赛道和未来趋势，触发超前思维布局建设。,传统产业与未来产业密不可分、相互促进，传统产业为未来产业发展提供原材料、零部件和市场，未来产业又赋能传统产业转型升级。发展新质生产力不是忽视或放弃传统产业，而是要坚持辩证否定，改造提升传统产业；同时要运用超前思维布局建设未来产业，完善现代化产业体系。,发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,source_lock_question_block,A-formal,02_codex_lane/GAP006_2024_DONGCHENG_YIMO_Q18_3_SOURCE_LOCK.md#q0058-2024东城一模-q183,Q0058,2024,东城,一模,2024东城一模,18(3),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_DONGCHENG_YIMO_Q18_3_SOURCE_LOCK.md#q0058-2024东城一模-q183,source_locked_pending_external_review,传统产业与未来产业关系题：正式细则锁定关系判断2分、辩证否定改造传统产业2分、超前思维布局未来产业2分,included_thinking_main,source_lock_question_block,,,,
2024丰台一模 Q19(2),Q0059,科学思维,客观性、预见性、可检验性,科学思维/超前思维/研究方法,问卷调查法/访谈法/头脑风暴法/文献查找法/迁移/矛盾分析法,学生围绕商品包装垃圾分类标识撰写模拟政协提案，需要查找法律条文、城市分类标准、常见商品外包装标识情况，并补充两种具体研究方法收集数据和资料。,设问要求补全具体研究方法而非只写思维标签；了解真实情况和收集系统资料触发科学思维客观性，围绕提案效果作判断预测触发结果预见性，分析综合比较归纳调查资料触发科学思维方法化处理。,可以采用问卷调查法，面向消费者和商家收集商品包装分类标识识别、使用和误投情况的数据，再分析综合这些资料，增强提案对真实问题的把握和未来效果预判；也可以采用文献查找法或迁移方法，查找法律标准和外地经验，为包装分类标识方案提供客观依据。,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,source_lock_question_block,A-formal,02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q19_SOURCE_LOCK.md#q0059-2024丰台一模-q192,Q0059,2024,丰台,一模,2024丰台一模,19(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q19_SOURCE_LOCK.md#q0059-2024丰台一模-q192,source_locked_pending_external_review,垃圾分类标识模拟政协提案研究方法题：正式细则锁定两种具体研究方法各1分、理由各2分，禁止只写超前/发散/联想思维标签,included_thinking_main,source_lock_question_block,,,,
2024丰台二模 Q18(2),Q0062,科学思维,科学总帽下的复合触发,科学思维/超前思维/辩证思维复合,预见性/必要条件边界/分析与综合/矛盾分析/具体问题具体分析,冰雪经济有政策规划、游客和收入增长、雪博会交流平台等发展前景，同时存在地理气候差异、室外场地布局有限、产业链不健全、标准不完善、研发人才投入不足、核心技术欠缺、高端装备市场被国外品牌占据等短板。,准确预测发展前景触发科学思维预见性和超前思维；但预测只是必要条件不是唯一条件，不能当充分条件；优势机会与劣势不足并存，触发辩证思维、分析与综合、矛盾分析和从实际出发。,该观点是片面的。准确预测冰雪经济发展前景，体现科学思维的预见性和超前思维，对推动冰雪经济高质量发展有积极作用；但准确预测只是必要条件，不是唯一条件。还要坚持辩证思维，既看到冰雪经济发展的优势和机会，也看到场地、产业链、标准、人才、技术等短板，具体问题具体分析，遵循冰雪产业发展规律，从当地实际出发推动冰雪经济高质量发展。,有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。,source_lock_locked_prompt,A-formal,02_codex_lane/GAP006_2024_FENGTAI_ERMO_Q18_SOURCE_LOCK.md#q0062-2024丰台二模-q182,Q0062,2024,丰台,二模,2024丰台二模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_FENGTAI_ERMO_Q18_SOURCE_LOCK.md#q0062-2024丰台二模-q182,source_locked_pending_external_review,冰雪经济科学思维评析题：正式细则锁定预测前景的预见性合理性、必要条件非唯一条件边界和辩证思维补充分析,included_thinking_main,source_lock_locked_prompt,,,,
2024石景山一模 Q19(3),Q0065,辩证思维,分析与综合、整体性与系统观念,辩证思维,分析与综合/辩证否定,中国企业走出去后，在投资国法律制度、技术标准、市场营销、人员管理、当地文化等方面遇到冲突和问题。,多类冲突需要逐项分析并形成综合方案，触发分析与综合；国内经验与当地条件不能简单照搬，需要保留优势并调整不适应部分，触发辩证否定。,企业应分别分析投资国法律制度、技术标准、市场营销、人员管理和当地文化等差异，再综合形成本土化经营方案；也可坚持辩证否定，保留自身技术和产业链优势，克服照搬国内经验的做法，在扬弃中完善海外经营方式。,中国企业在“走出去”的过程中，还缺乏相应经验，在适应投资国法律制度、技术标准、市场营销、人员管理、当地文化等方面还存在一定的冲突和问题。运用《逻辑与思维》知识，任选一种辩证思维方法，针对上述问题提出合理建议。,source_lock_locked_prompt,A-support,02_codex_lane/GAP006_2024_SHIJINGSHAN_YIMO_Q19_3_SOURCE_LOCK.md#q0065-2024石景山一模-q193,Q0065,2024,石景山,一模,2024石景山一模,19(3),thinking,main_question,A-support,02_codex_lane/GAP006_2024_SHIJINGSHAN_YIMO_Q19_3_SOURCE_LOCK.md#q0065-2024石景山一模-q193,source_locked_pending_external_review,新能源汽车企业走出去问题建议题：教师版答案和讲评PPT锁定可从分析与综合方法、辩证否定观等角度作答；未发现正式细则，按A-support而非A-formal,included_thinking_main,source_lock_locked_prompt,,,,
2024西城一模 Q19(5),Q0066,科学思维,客观性、预见性、可检验性,超前思维/辩证思维/科学思维,调查研究/矛盾分析法/分析与综合/推理和想象,未来产业具有战略性、颠覆性和高度不确定性，技术路线、应用场景和产业化时间难以判断，中央和地方正在前瞻布局。,未来方向难判断触发超前思维和推理想象；技术路线、应用场景和产业化时间的不确定性触发调查研究和科学思维；产业内在矛盾和动力触发矛盾分析；全球与中国产业状况需要分析后综合研判。,研判我国未来产业发展方向，应以实践中的问题为导向，注重调查研究，把握全球及中国产业发展的状况、因果关系和规律，在分析基础上综合研判方向；善用矛盾分析方法，研究内在矛盾、内在动力和外在条件；合理运用推理和想象，由过去和现在推知未来趋势，体现超前思维。,运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,source_lock_question_block,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q19_5_SOURCE_LOCK.md#q0066-2024西城一模-q195,Q0066,2024,西城,一模,2024西城一模,19(5),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q19_5_SOURCE_LOCK.md#q0066-2024西城一模-q195,source_locked_pending_external_review,未来产业方向研判题：正式细则锁定实践问题导向、调查研究、状况/因果/规律、综合研判、矛盾分析、推理和想象、超前思维等采分点,included_thinking_main,source_lock_question_block,,,,
2024门头沟一模 Q20,Q0069,科学思维,科学总帽下的复合触发,科学思维总帽下复合思维,客观性/创新思维/发散思维/聚合思维/分析与综合/辩证思维,学生从现实垃圾分类问题出发，查找法律条文、城市分类标准和商品外包装标识，调查219件商品并收集覆盖12个省级行政单位的626个样本，从繁杂数据中找到关键信息完成模拟提案。,从真实问题出发和样本调查触发科学思维客观性；头脑风暴寻找包装标识方案触发创新思维；从繁杂数据找关键信息触发发散到聚合；分析大量样本并综合形成提案触发分析与综合和辩证思维。,模拟提案从现实垃圾分类问题出发，查找法规和标准并开展样本调查，体现科学思维追求客观性；通过头脑风暴和发散、聚合思维寻找方案；在分析大量样本的基础上综合把握内在联系，最终形成提案，体现辩证思维。,结合材料，运用《逻辑与思维》知识，说明模拟提案的完成过程是如何体现科学思维的。,source_lock_question_block,B-compilation,02_codex_lane/GAP006_2024_COMPILATION_MENTOUGOU_Q20_FANGSHAN_Q20_SOURCE_LOCK.md#q0069-2024门头沟一模-q20,Q0069,2024,门头沟,一模,2024门头沟一模,20,thinking,main_question,B-compilation,02_codex_lane/GAP006_2024_COMPILATION_MENTOUGOU_Q20_FANGSHAN_Q20_SOURCE_LOCK.md#q0069-2024门头沟一模-q20,source_locked_pending_external_review,模拟提案完成过程科学思维题：分类汇编锁定现实问题、法规标准查找、219件商品和626个样本、头脑风暴、发散聚合、分析综合；缺原区正式细则，按B-compilation,included_thinking_main,source_lock_question_block,,,,
2024房山一模 Q20(1),Q0070,创新思维,超前思维,超前思维,矛盾分析方法/推理和想象/调查研究,未来产业由突破性关键技术驱动，具有战略性前瞻性；未来消费需求、技术进步和生态要求都存在不确定性，地方要在未来产业领域抢占先机、探索新路径新范式。,未来产业和抢占先机触发超前思维；消费需求、技术路线、生态要求等多因素不确定触发矛盾分析；由现实需求和技术生态变化推知未来趋势触发推理和想象；准确判断趋势需要调查研究和把握规律。,在未来产业领域抢占先机，要立足现实情况，多角度分析未来消费需求、技术进步和生态要求等因素，运用矛盾分析把握趋势；通过调查研究掌握产业现状和规律；合理运用推理和想象，提出不同于传统路径的新范式、新路径。,结合材料，运用超前思维的知识，分析我们应如何在未来产业领域抢占先机。,source_lock_question_block,B-compilation,02_codex_lane/GAP006_2024_COMPILATION_MENTOUGOU_Q20_FANGSHAN_Q20_SOURCE_LOCK.md#q0070-2024房山一模-q201,Q0070,2024,房山,一模,2024房山一模,20(1),thinking,main_question,B-compilation,02_codex_lane/GAP006_2024_COMPILATION_MENTOUGOU_Q20_FANGSHAN_Q20_SOURCE_LOCK.md#q0070-2024房山一模-q201,source_locked_pending_external_review,未来产业抢占先机超前思维题：分类汇编锁定多角度分析、矛盾分析、推理想象、调查研究；缺原区正式细则，按B-compilation,included_thinking_main,source_lock_question_block,,,,
2024海淀一模 Q17(2),Q0083,辩证思维,分析与综合、整体性与系统观念,辩证思维,分析与综合,京津冀三地分别承担北京非首都功能疏解、天津服务新两翼建设、河北承接创新资源和产业协作等不同功能，同时通过规划、政策、交通、产业、生态、创新等协同联动共同书写高质量发展新篇章。,分别把握三地功能定位和特色优势触发分析；在此基础上整体把握区域差异、共商合作大计、优势互补触发综合；服务协同发展战略大局触发分析与综合的对立统一。,京津冀三省市从协同发展的战略大局出发，科学分析各自功能定位和特色优势；在分析基础上综合把握区域差异，共商合作大计，推动优势互补；在分析与综合的对立统一中把握各自发展特质，服务协同发展战略大局，书写新篇章。,结合材料二，运用分析与综合的思维方法，说明京津冀协同发展是如何书写新篇章的。（6分）,section_quote,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q17_2_SOURCE_LOCK.md#q0083-2024海淀一模-q172,Q0083,2024,海淀,一模,2024海淀一模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q17_2_SOURCE_LOCK.md#q0083-2024海淀一模-q172,source_locked_pending_external_review,正式细则锁定分析与综合三层：分别分析三地特色、综合优势互补、二者对立统一服务协同发展,included_thinking_main,section_quote,,,,
2024朝阳二模 Q19(1),Q0084,辩证思维,动态性、质量互变与发展过程,辩证思维,动态性,生生之宇宙观写宇宙处于生生不息的变化之中，日新、变易、革新、成长和展开。,生生不息和永久变易说明对象不是静止不变的，稳定触发辩证思维动态性；①为动态性，并允许用变化发展的观点看问题等替换。,生生之宇宙观强调宇宙永远处在变化、更新和展开之中，体现辩证思维的动态性。,生生之宇宙观体现了辩证思维的①特征。人效法天地之德体现的推理类型是②推理。,source_lock_locked_prompt,A-formal,02_codex_lane/GAP006_2024_CHAOYANG_ERMO_Q19_SOURCE_LOCK.md#q0084-2024朝阳二模-q191,Q0084,2024,朝阳,二模,2024朝阳二模,19(1),thinking+reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_CHAOYANG_ERMO_Q19_SOURCE_LOCK.md#q0084-2024朝阳二模-q191,source_locked_pending_external_review,原卷和2024朝阳二模主观题阅卷总结锁定①动态性②类比；双登记到思维动态性和类比推理，外审前不释放,included_thinking_main,source_lock_locked_prompt,,,,
,,,,辩证思维/超前思维边界,矛盾分析法/逆向思维辨析,哈尔滨冰雪经济出圈后，各地围绕本地文旅资源和发展问题加码布局、打造名片；网友喊话文旅局“抄作业”“亮家底”。,打造各自文旅名片需要具体分析本地资源、优势和发展问题，官方答案认可矛盾分析法；但“抄作业/亮家底”只是借鉴和呈现家底，不足以判为逆向思维。,顺义二模 Q3 选 C，即②③。可以把文旅局因地制宜打造名片作为矛盾分析法信号；不要把网友喊话“抄作业”“亮家底”泛化为逆向思维。,,,B-choice-signal,,Q0086,2024,顺义,二模,2024顺义二模,3,thinking,choice_question,B-choice-signal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q3_Q5_Q6_Q7_SOURCE_LOCK.md#q0086-2024顺义二模-q3,source_locked_pending_external_review,官方答案锁定 Q3=C；正确项含矛盾分析法科学履职，排除逆向思维误挂；只作选择题信号，外审前不释放,excluded_from_thinking_body,not_thinking_main_question,MT0039,Q0086,source_locked_pending_external_review,gpt_sources/33010f3bed39e275_20240318顺义思政二模试题_定.md:38-43; gpt_sources/f986728ea555a6ed_2024顺义思政二模细则.md:20-25
,,,,思维基本形态,抽象思维与形象思维互补,数学家、物理学家和化学家从音乐、泛音频率、音阶排序等形象材料或艺术结构中获得科学研究启发。,科学研究并不只靠抽象公式，艺术形象和结构可以启发抽象思维；材料中“音乐启发科学发现”稳定触发抽象思维与形象思维互补。,丰台一模 Q10 选 A。科学家从音乐和音阶中获得研究启发，说明抽象思维与形象思维可以互补。,,,A-support,,Q0090,2024,丰台,一模,2024丰台一模,10,thinking,choice_question,A-support,02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q10_Q11_SOURCE_LOCK.md#q0090-2024丰台一模-q10,source_locked_pending_external_review,试题及答案 PDF 锁定 Q10=A；抽象思维与形象思维互补性；无独立客观题细则解释，按 A-support 处理,excluded_from_thinking_body,not_thinking_main_question,MT0040,Q0090,source_locked_pending_external_review,"gpt_sources/5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md:106-112,287-292"
,,,,创新思维/辩证思维边界,辩证否定/逆向思维,鲜批市场公交专线把站点创造性地设在市场二层交易区，既解决采购出行最后一公里难题，又形成能上楼的公共交通服务创新。,对传统公交模式进行扬弃触发辩证否定；打破公交只能在常规地面站点停靠的思维定势，并从市场交易动线反向设计站点，触发逆向思维；该题只有答案键，先作为选择题信号使用。,门头沟一模 Q5 选 C，即②③。能写成对传统公交模式的扬弃和通过反向思考寻求公共交通服务新思路，但不要把它升格为完整主观题触发链。,,,B-choice-signal,,Q0095,2026,门头沟,一模,2026门头沟一模,5,thinking,choice_question,B-choice-signal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q5_Q6_Q18_2_SOURCE_LOCK.md#q0095-2026门头沟一模-q5,source_locked_pending_external_review,官方答案锁定 Q5=C；正确项含扬弃和逆向思维信号，只作选择题信号，外审前不释放,excluded_from_thinking_body,not_thinking_main_question,MT0041,Q0095,source_locked_pending_external_review,gpt_sources/e84e6bbdd8988978_门头沟区高三政治一模试卷.md:96-103; gpt_sources/89313bd871502cf4_2026门头沟一模细则.md:20-52
2026门头沟一模 Q18(2),Q0097,科学思维,科学总帽下的复合触发,科学思维总帽下复合思维,辩证思维/创新思维/发散聚合/矛盾分析法,法院处理赤泥库环境纠纷时，既看到环境污染、地质灾害、文物威胁等现实风险，又着眼生态修复、公共安全和产业转型，统筹生态、经济、社会效益，并在首份协议不足后组织技术论证、引导多方协商，形成封场治理、资金保障、工程实施、双验收、全程监督等闭环方案。,现实风险与长远目标并看，触发联系、发展、全面观点和矛盾分析法；统筹多方责任与多重效益，触发辩证思维；发现首份协议不足、组织技术论证并创新调解机制，触发创新思维、发散聚合和方法创新。,法院运用辩证思维，把现实风险、长远目标、多方责任和多重效益联系起来整体把握；又运用创新思维，突破简单一判了之，通过技术论证、多方协商和闭环调解方案提升纠纷解决实效。,结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。,paper_line_locked_prompt,A-formal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q5_Q6_Q18_2_SOURCE_LOCK.md#q0097-2026门头沟一模-q182,Q0097,2026,门头沟,一模,2026门头沟一模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q5_Q6_Q18_2_SOURCE_LOCK.md#q0097-2026门头沟一模-q182,source_locked_pending_external_review,正式细则锁定《逻辑与思维》科学思维方法：辩证思维3分、创新思维3分、整体逻辑1分,included_thinking_main,paper_line_locked_prompt,,,,
2024海淀二模 Q17(2),Q0098,辩证思维,认识发展历程,思维抽象与思维具体,感性具体/思维抽象/思维具体,时间利用调查先在调查了解阶段收集居民活动信息和具体数据，再进入分析研究阶段，对调查资料进行分析研究，形成对居民时间利用情况和生活模式的更深认识。,调查了解阶段直接面对具体资料和现象，触发感性具体；分析研究阶段从资料中抽取本质联系和规律，触发思维抽象；在抽象基础上形成对对象多方面规定的整体把握，触发思维具体；题目要求特别提示关系不能颠倒。,调查了解阶段形成的是感性具体认识；认识要向前发展，需要通过分析研究进行思维抽象，并使认识发展到思维具体；这两个阶段相互依赖、不可分割。,调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。,paper_line_locked_prompt,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_ERMO_Q17_2_SOURCE_LOCK.md#q0098-2024海淀二模-q172,Q0098,2024,海淀,二模,2024海淀二模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_ERMO_Q17_2_SOURCE_LOCK.md#q0098-2024海淀二模-q172,source_locked_pending_external_review,正式细则锁定认识发展历程：调查了解阶段为感性具体，分析研究阶段推动思维抽象并发展到思维具体，二者相互依赖不可分割,included_thinking_main,paper_line_locked_prompt,,,,
