source_id,suite_id,suite,source_role,path,suffix,exists,status,reading_method,char_count,hit_count,text_path,render_dir,visual_risk,evidence_use,notes
044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf,S-2026东城期末,2026东城期末,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,8076,2,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx,S-2026东城期末,2026东城期末,rubric_or_answer,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,.pptx,True,extracted,python_pptx,18946,33,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx.txt,,visual_source,raw_exam_source,phase03 clean raw-source registry
046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf,S-2026东城一模,2026东城一模,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,8372,4,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
047_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_补充材料_2026东城一模_原卷扫描版.pdf,S-2026东城一模,2026东城一模,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,.pdf,True,extracted,pymupdf_text_plus_render,210,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/047_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_补充材料_2026东城一模_原卷扫描版.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/047_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_补充材料_2026东城一模_原卷扫描版.pdf,visual_source;thin_text_pdf;render_available,raw_exam_source,phase03 clean raw-source registry
048_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_细则.pdf,S-2026东城一模,2026东城一模,rubric_or_answer,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,.pdf,True,extracted,pymupdf_text_plus_render,342,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/048_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_细则.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/048_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_细则.pdf,visual_source;thin_text_pdf;render_available,raw_exam_source,phase03 clean raw-source registry
049_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__16.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,.pptx,True,extracted,python_pptx,1485,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/049_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__16.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
050_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__17.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,.pptx,True,extracted,python_pptx,1333,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/050_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__17.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
051_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__18_选择7_13.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,.pptx,True,extracted,python_pptx,1480,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/051_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__18_选择7_13.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
052_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_1_.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,.pptx,True,extracted,python_pptx,202,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/052_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_1_.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
053_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_2_.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,.pptx,True,extracted,python_pptx,1458,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/053_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_2_.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
054_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_3_.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,.pptx,True,extracted,python_pptx,1244,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/054_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_3_.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
055_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_4_.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,.pptx,True,extracted,python_pptx,1208,6,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/055_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_4_.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
056_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__20.pptx,S-2026东城一模,2026东城一模,support_or_lecture,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,.pptx,True,extracted,python_pptx,506,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/056_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__20.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
