source_id,path,file_name,file_type,source_kind,category_hint,locator_status,non_text_status,evidence_use,notes
SRC_0105,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/028_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf.txt,028_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0106,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/024_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026海淀期末_细则_细则.pdf.txt,024_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026海淀期末_细则_细则.pdf.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0107,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/031_Users_wanglifei_Desktop_2024模拟题_2024东城一模_细则_补充材料_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治答案_1_.pdf.txt,031_Users_wanglifei_Desktop_2024模拟题_2024东城一模_细则_补充材料_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治答案_1_.pdf.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0108,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/007_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025昌平二模_细则_细则.pptx.txt,007_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025昌平二模_细则_细则.pptx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0109,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/030_Users_wanglifei_Desktop_2024模拟题_2024东城一模_细则_细则.pptx.txt,030_Users_wanglifei_Desktop_2024模拟题_2024东城一模_细则_细则.pptx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0110,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/019_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区二模_2025昌平二模_2025北京昌平高三二模政治_教师版_.pdf.txt,019_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区二模_2025昌平二模_2025北京昌平高三二模政治_教师版_.pdf.txt,txt,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0111,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/001_Users_wanglifei_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf.txt,001_Users_wanglifei_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0112,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/012_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf.txt,012_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0113,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/008_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf.txt,008_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0114,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/016_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx.txt,016_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0115,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/033_Users_wanglifei_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx.txt,033_Users_wanglifei_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0116,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/027_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_补充材料_2025年海淀二模评标实录.docx.txt,027_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_补充材料_2025年海淀二模评标实录.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0117,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/036_Users_wanglifei_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx.txt,036_Users_wanglifei_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0118,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/035_Users_wanglifei_Desktop_2024模拟题_海淀二模_细则_细则.docx.txt,035_Users_wanglifei_Desktop_2024模拟题_海淀二模_细则_细则.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0119,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/009_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_试卷_补充材料_202411朝阳高三政治_期中1试题_1_.pdf.txt,009_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_试卷_补充材料_202411朝阳高三政治_期中1试题_1_.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0120,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/032_Users_wanglifei_Desktop_2024模拟题_西城一模_试卷_试卷.docx.txt,032_Users_wanglifei_Desktop_2024模拟题_西城一模_试卷_试卷.docx.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0121,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/002_Users_wanglifei_Desktop_2026模拟题_2026各区一模_2026顺义一模_细则_细则.pptx.txt,002_Users_wanglifei_Desktop_2026模拟题_2026各区一模_2026顺义一模_细则_细则.pptx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0122,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/038_Users_wanglifei_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf.txt,038_Users_wanglifei_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0123,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/006_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025昌平二模_试卷_试卷.pdf.txt,006_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025昌平二模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0124,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/003_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf.txt,003_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0125,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/005_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_细则_补充材料_细则.docx.txt,005_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_细则_补充材料_细则.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0126,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/026_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_细则.docx.txt,026_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_细则.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0127,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/015_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf.txt,015_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0128,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/011_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx.txt,011_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0129,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/020_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区二模_2025昌平二模_2025昌平二模_政治评标.pptx.txt,020_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区二模_2025昌平二模_2025昌平二模_政治评标.pptx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0130,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/013_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025朝阳一模_试卷_试卷.pdf.txt,013_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025朝阳一模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0131,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/021_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf.txt,021_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0132,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/022_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx.txt,022_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0133,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/014_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025朝阳一模_细则_补充材料_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.doc.txt,014_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025朝阳一模_细则_补充材料_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.doc.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0134,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/004_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_细则_细则.docx.txt,004_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_细则_细则.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0135,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/023_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026海淀期末_试卷_试卷.pdf.txt,023_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026海淀期末_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0136,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/manifest.json,manifest.json,json,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0137,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/010_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx.txt,010_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0138,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/034_Users_wanglifei_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf.txt,034_Users_wanglifei_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0139,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/017_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf.txt,017_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf.txt,txt,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0140,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/037_Users_wanglifei_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf.txt,037_Users_wanglifei_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0141,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/018_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx.txt,018_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx.txt,txt,answer_or_scoring_or_lecture,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0142,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/029_Users_wanglifei_Desktop_2024模拟题_2024东城一模_试卷_试卷.pdf.txt,029_Users_wanglifei_Desktop_2024模拟题_2024东城一模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0143,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_year_district_exam.csv,coverage_by_year_district_exam.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0144,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_book_unit.csv,coverage_by_book_unit.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0145,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/missing_questions.md,missing_questions.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0146,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_question_type.csv,coverage_by_question_type.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0147,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/unresolved_blockers.md,unresolved_blockers.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0148,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_evidence_level.csv,coverage_by_evidence_level.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0149,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/04_suite_reports/suite_completion_matrix.csv,suite_completion_matrix.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0150,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/source_gap_and_blockers.md,source_gap_and_blockers.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0151,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/CLAUDECODE_PROMPT.md,CLAUDECODE_PROMPT.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0152,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/conflict_candidates.md,conflict_candidates.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0153,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/reasoning_type_matrix.csv,reasoning_type_matrix.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0154,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/progress.md,progress.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0155,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/framework_reading_report.md,framework_reading_report.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0156,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/thinking_candidate_matrix.csv,thinking_candidate_matrix.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
