source_id,year,suite,role,ext,chars,status,abs_path,extract_filename
e2f89cd2314c,2026,2026朝阳二模,rubric_like,docx,5349,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/细则/202605朝阳高三政治二模阅卷细则(1).docx,e2f89cd2314c__202605朝阳高三政治二模阅卷细则(1).txt
4590a5ea6ab8,2026,2026朝阳二模,rubric_like,docx,14776,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/试卷/2026北京朝阳高三二模政治（教师版）.docx,4590a5ea6ab8__2026北京朝阳高三二模政治（教师版）.txt
b1957e7e0935,2026,2026丰台二模,rubric_like,pptx,10858,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,b1957e7e0935__2026丰台区二模主观题阅卷细则(1).txt
14707229fbcf,2026,2026丰台二模,rubric_like,pdf,9800,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,14707229fbcf__2026北京丰台高三二模政治（教师版）.txt
1268783a6c6d,2026,2026东城二模,rubric_like,pdf,1035,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/18题阅卷细则(5.9).pdf,1268783a6c6d__18题阅卷细则(5.9).txt
f13868e50f96,2026,2026东城二模,rubric,pdf,1571,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/16.pdf,f13868e50f96__16.txt
ae4e372dc1e9,2026,2026东城二模,rubric,pdf,714,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/20题（1+2）.pdf,ae4e372dc1e9__20题（1+2）.txt
bf6a0f950da7,2026,2026东城二模,rubric_like,pdf,1213,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/17题评标.pdf,bf6a0f950da7__17题评标.txt
1e73df3a91af,2026,2026东城二模,rubric,pdf,1325,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/二模21题细则模版.pdf,1e73df3a91af__二模21题细则模版.txt
d50df4acd26e,2026,2026东城二模,rubric_like,pdf,563,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/东城二模 19题阅卷细则.pdf,d50df4acd26e__东城二模 19题阅卷细则.txt
6f71026944b9,2026,2026东城二模,rubric,pdf,1187,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/26年东城二模20（3）.pdf,6f71026944b9__26年东城二模20（3）.txt
70c77fb6211f,2026,2026东城二模,rubric_like,docx,7252,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,70c77fb6211f__2026北京东城高三二模政治（教师版）.txt
af7cc47eabc8,2026,2026石景山二模,rubric_like,doc,2874,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,af7cc47eabc8__石景山区高三政治第二次模拟考试答案评分细则(1).txt
ee19d27f246f,2026,2026石景山二模,rubric_like,docx,9025,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,ee19d27f246f__2026北京石景山高三二模政治（教师版）.txt
22c80834d2b2,2026,2026房山二模,rubric_like,docx,4175,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,22c80834d2b2__26房山评标.txt
ebbcd030de8a,2026,2026房山二模,rubric_like,docx,4175,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标(2).docx,ebbcd030de8a__26房山评标(2).txt
bfb8f196e778,2026,2026房山二模,rubric_like,pdf,3930,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,bfb8f196e778__2026北京房山高三二模政治（教师版）.txt
5bf6b7387198,2026,2026延庆一模,rubric,docx,2485,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,5bf6b7387198__细则.txt
944b03f9c3be,2026,2026延庆一模,paper,pdf,9978,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,944b03f9c3be__试卷.txt
7301f6d3c6e2,2026,2026房山一模,rubric,docx,3671,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,7301f6d3c6e2__细则.txt
0e98e571e5b0,2026,2026房山一模,paper,pdf,220,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,0e98e571e5b0__试卷.txt
2b459ae738e8,2026,2026石景山一模,rubric,doc,3025,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,2b459ae738e8__细则.txt
b46dba82c3ff,2026,2026石景山一模,paper,pdf,10235,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,b46dba82c3ff__试卷.txt
e28c940953ba,2026,2026西城一模,rubric,docx,2605,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,e28c940953ba__细则.txt
5447227f6175,2026,2026西城一模,paper,docx,6219,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,5447227f6175__试卷.txt
4ff3bc2e680a,2026,2026西城一模,paper,pdf,220,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,4ff3bc2e680a__2026北京西城高三一模政治.txt
8d2be8df9cad,2026,2026顺义一模,rubric,pptx,3974,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,8d2be8df9cad__细则.txt
1da70413b2d1,2026,2026顺义一模,paper,pdf,9109,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,1da70413b2d1__试卷.txt
14176e949dd0,2026,2026海淀一模,rubric,pdf,2250,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,14176e949dd0__细则.txt
184e191a3ddd,2026,2026海淀一模,paper,pdf,158,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,184e191a3ddd__试卷.txt
f6e59c8eee71,2026,2026门头沟一模,rubric,docx,4857,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,f6e59c8eee71__细则.txt
e34a259c7765,2026,2026门头沟一模,paper,pdf,8716,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,e34a259c7765__试卷.txt
3d8f4b7bd172,2026,2026通州一模,rubric_like,pdf,4950,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,3d8f4b7bd172__26 通州一模评标.txt
6d42889503ce,2026,2026通州一模,paper,pdf,199,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,6d42889503ce__2026北京通州高三一模政治.txt
44f3b42c2caf,2026,2026丰台一模,rubric,pptx,9529,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,44f3b42c2caf__细则.txt
31e84e4e2ec2,2026,2026丰台一模,paper,pdf,199,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,31e84e4e2ec2__试卷.txt
ebbe85a1ee6f,2026,2026朝阳一模,rubric,docx,4718,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,ebbe85a1ee6f__细则.txt
fd08ca4014c0,2026,2026朝阳一模,paper,pdf,14477,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,fd08ca4014c0__试卷.txt
1475504e2bc4,2026,2026东城一模,rubric,pdf,325,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,1475504e2bc4__细则.txt
db98c4fdd4da,2026,2026东城一模,rubric,pdf,5820,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,db98c4fdd4da__26东城一模细则.txt
03696854d360,2026,2026东城一模,rubric,pptx,1343,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,03696854d360__17.txt
69f4a5c96bf0,2026,2026东城一模,rubric,pptx,1498,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,69f4a5c96bf0__16.txt
1b5cd611d75c,2026,2026东城一模,rubric,pptx,512,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,1b5cd611d75c__20.txt
7e06d068910f,2026,2026东城一模,rubric,pptx,205,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,7e06d068910f__19（1）.txt
90391f5178e4,2026,2026东城一模,rubric,pptx,1260,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,90391f5178e4__19（3）.txt
0eef31593a11,2026,2026东城一模,rubric,pptx,1217,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,0eef31593a11__19（4）.txt
1ebc5ea95bc8,2026,2026东城一模,rubric,pptx,1478,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,1ebc5ea95bc8__19（2）.txt
5d17aa87bc17,2026,2026东城一模,rubric,pptx,1515,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,5d17aa87bc17__18+选择7、13.txt
0fca4fc46247,2026,2026东城一模,paper,pdf,8382,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,0fca4fc46247__试卷.txt
3177a54aaed5,2026,2026东城一模,paper,pdf,199,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,3177a54aaed5__2026东城一模 原卷扫描版.txt
93d2077755f7,2026,2026海淀期末,rubric,pdf,1837,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,93d2077755f7__细则.txt
51b7508a0497,2026,2026海淀期末,paper,pdf,1965,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,51b7508a0497__试卷.txt
35ef9424281a,2026,2026通州期末,rubric,pptx,6208,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,35ef9424281a__细则.txt
b66cc2d35877,2026,2026通州期末,paper,pdf,8716,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,b66cc2d35877__试卷.txt
763b7470b96b,2026,2026朝阳期中,rubric,docx,4770,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,763b7470b96b__细则.txt
1babd6c525fe,2026,2026朝阳期中,rubric,docx,4770,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,1babd6c525fe__细则.txt
cdafdcaa0136,2026,2026朝阳期中,paper,pdf,8362,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,cdafdcaa0136__试卷.txt
0eccc84583b5,2026,2026西城期末,rubric,pdf,98,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,0eccc84583b5__细则.txt
751bc9aaa01f,2026,2026西城期末,rubric_like,pdf,3111,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,751bc9aaa01f__高三思想政治参考答案.txt
060b7ec32fe4,2026,2026西城期末,rubric_like,pptx,871,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,060b7ec32fe4__西城高三期末评标.txt
647418e573f7,2026,2026海淀期中,paper,docx,8522,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,647418e573f7__试卷.txt
b1aeb67d2659,2026,2026海淀期中,rubric_like,pdf,2244,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,b1aeb67d2659__期中讲评20251106.txt
88c6e8f353db,2026,2026东城期末,rubric,pptx,19092,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,88c6e8f353db__细则.txt
9aba5c7460e6,2026,2026东城期末,paper,pdf,8086,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,9aba5c7460e6__试卷.txt
e80d35a6d904,2026,2026朝阳期末,rubric,pdf,78,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,e80d35a6d904__细则.txt
0056d930a7a9,2026,2026朝阳期末,paper,pdf,158,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,0056d930a7a9__试卷.txt
45c50fff4444,2026,2026丰台期末,rubric,pdf,10481,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,45c50fff4444__细则.txt
371641aaa3a7,2026,2026丰台期末,paper,pdf,178,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,371641aaa3a7__试卷.txt
