"file","line","bucket","core","count"
"CLAUDECODE_BATCH_011.md","116","中国","坚持独立自主、自力更生，加强核心技术攻关，提升产业链的自主可控能力，增强产业链供应链的韧性和抗风险能力","1"
"CLAUDECODE_BATCH_011.md","136","中国","三大倡议为推动构建人类命运共同体提供方案和路径，为动荡变化的时代注入更多稳定性和确定性","1"
"CLAUDECODE_BATCH_011.md","156","中国","全球发展倡议通过合作援助，为世界共谋发展合作开辟新空间、提供新机遇、注入新动力，增长发展中国家的发展内生动力，繁荣世界经济","1"
"CLAUDECODE_BATCH_011.md","177","中国","全球安全倡议主张在联合国宪章宗旨和原则下，通过对话协商以和平方式解决国际争端，以共赢思维应对安全挑战，推动建设持久和平、普遍安全的世界","1"
"CLAUDECODE_BATCH_011.md","198","中国","全球文明倡议通过交流互鉴、传承和创新，促进民心相通，建设开放包容的世界","1"
"CLAUDECODE_BATCH_011.md","219","中国","拓展了发展中国家走向现代化的途径，贡献了中国智慧中国方案","1"
"CLAUDECODE_BATCH_012.md","13","经济全球化","互利共赢的开放战略","1"
"CLAUDECODE_BATCH_012.md","35","政治多极化","推动构建人类命运共同体","1"
"CLAUDECODE_BATCH_012.md","57","中国","大国担当","1"
"CLAUDECODE_BATCH_013.md","5","时代背景","和平与发展仍是时代主题","1"
"CLAUDECODE_BATCH_013.md","26","理论","国家利益是国际关系的决定性因素 / 主权、安全、发展利益是国家核心利益 / 维护国家利益是主权国家对外活动的出发点和落脚点","1"
"CLAUDECODE_BATCH_013.md","48","经济全球化","经济全球化深入发展与贸易保护主义抬头","1"
"CLAUDECODE_BATCH_013.md","68","经济全球化","推动建设开放型世界经济 / 世界经济共同繁荣 / 互利共赢、开放合作、共享成果","1"
"CLAUDECODE_BATCH_013.md","92","政治多极化","世界多极化深入发展，单边主义、霸权强权仍然存在","1"
"CLAUDECODE_BATCH_013.md","111","政治多极化","提升发展中国家代表性和话语权 / 维护发展中国家利益 / 推动全球南方联合自强","1"
"CLAUDECODE_BATCH_013.md","131","政治多极化","推动构建命运共同体 / 共同利益 / 国际新秩序 / 全球治理","1"
"CLAUDECODE_BATCH_013.md","154","中国","践行外交为民宗旨 / 维护人民利益 / 服务中国式现代化","1"
"CLAUDECODE_BATCH_013.md","175","中国","中国特色大国外交主动作为，是顺应世界发展大势、服务国家发展大局的必然选择","1"
