year_root,year,district,stage,suite_guess,role,suffix,size,mtime,sha256,relative_path,source_path,cache_status,cache_method,cache_chars,cache_text_path,cache_render_dir
2024各区模拟题,2024,东城,二模,2024东城二模,rubric,.pptx,3106616,2025-03-22T22:33:16,5253381d5b61a9ecb068a7d70c91a358c07a3a368ba142ffc1bc20e44be07bfd,2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx,text-extracted,pptx-xml,374,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\5253381d5b61a9ec_西城东城二模选择题讲评.txt,
2024各区模拟题,2024,西城,二模,2024西城二模,answer,.docx,43143,2025-03-22T22:33:16,85ebe0578ce81b181f9de0a1de0850bdd12c651609b8c9f8232c9aead56d3fd8,2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,text-extracted,docx-xml,1989,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\85ebe0578ce81b18_高三模拟测试思想政治答案.txt,
2024各区模拟题,2024,西城,二模,2024西城二模,rubric,.docx,50023,2025-03-22T22:33:16,f2e1772f20ed20857c70e184b124244b55717f04354f46c8f6d2ec91206a2f50,2024各区二模\2024西城二模\细则\2024西城二模细则.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx,text-extracted,docx-xml,3637,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\f2e1772f20ed2085_2024西城二模细则.txt,
2024各区模拟题,2024,西城,二模,2024西城二模,paper,.docx,483636,2025-03-22T22:33:16,0dbd7271f7bf108d41417b2ffdd3f36dcd86ac93c99fe18a42b1bfee5565c0fc,2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx,text-extracted,docx-xml,7323,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0dbd7271f7bf108d_高三模拟测试思想政治试卷.txt,
2024各区模拟题,2024,顺义,二模,2024顺义二模,rubric,.docx,32521,2025-03-22T22:33:15,f986728ea555a6edc1669835ceef949b8129895ba54cc64f0de67968ea29527f,2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,text-extracted,docx-xml,2145,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\f986728ea555a6ed_2024顺义思政二模细则.txt,
2024各区模拟题,2024,顺义,二模,2024顺义二模,paper,.docx,13156426,2025-03-22T22:33:15,33010f3bed39e2759cf1ca3d22d4526f77e22833c208efb1aaf3611a8dd67df7,2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,text-extracted,docx-xml,7986,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\33010f3bed39e275_20240318顺义思政二模试题_定.txt,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,rubric,.docx,121373,2026-04-01T15:50:58,92a268ce852f69446644c8427066cccff0fd143bdc9ff70a4d813f1c3b82d261,2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,text-extracted,docx-xml,14683,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\92a268ce852f6944_2024.11期中政治朝阳评标2.txt,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,rubric,.docx,29099,2026-04-01T15:50:42,0f8ea3bbe2629d2f6b750e3d95a3505f2d664078ff4b03f2ca7845c70fb057d3,2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx,text-extracted,docx-xml,5026,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0f8ea3bbe2629d2f_2024.11期中政治朝阳评标docx.txt,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,paper,.pdf,532797,2026-04-01T15:51:11,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,text-extracted,pypdf,7923,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题_1.txt,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,paper,.pdf,532797,2026-04-01T15:50:25,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,text-extracted,pypdf,7923,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题.txt,
2024各区模拟题,2024,海淀,期中,2024海淀期中,rubric,.pdf,5808964,2026-04-01T16:28:50,fee5258a9b7359d59a4bc6ed5cd3524d055ca156768bc04de81227f6397c3cee,2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,text-extracted,pypdf,14297,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\fee5258a9b7359d5_2024海淀期中细则.txt,
2024各区模拟题,2024,海淀,期中,2024海淀期中,paper,.pdf,4988708,2026-04-01T16:29:12,16c75dff224a222c0e7ba19eb0e6a147560e92549376e7859b830b2f1449f512,2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf,text-extracted,pypdf,470,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\16c75dff224a222c_海淀区2024_2025学年第一学期期中练习政治试题.txt,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,568828,2025-03-22T22:33:14,14501f7fbb96e038af1fe21b95440a26ed02eb944856cc9815ca1e5b867d6a90,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx,text-extracted,docx-xml,3831,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\14501f7fbb96e038_2024届各区一模试题分类汇编必修1.txt,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,1633889,2025-03-22T22:33:14,3965bc306d35c89f6ed5fb4cecb7b71379c7f669fd63ab423ed0cfe9f9174b3b,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,text-extracted,docx-xml,10239,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\3965bc306d35c89f_2024届各区一模试题分类汇编必修2.txt,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,366309,2025-03-22T22:33:14,b2adb9acbea551522631e403a779ff7ac1afdd1e47127b987f5e13f4a6e2ae9d,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,text-extracted,docx-xml,12309,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\b2adb9acbea55152_2024届各区一模试题分类汇编必修3.txt,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,1517404,2025-03-22T22:33:14,3423b62eb032b5df1dd18b865bb05d7b34056cae623407b593e36d437bf4b510,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,text-extracted,docx-xml,11281,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\3423b62eb032b5df_2024届各区一模试题分类汇编必修4.txt,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,1940457,2025-03-22T22:33:14,0f4414a153ba94c0b74d4eb708a13665083b340508ddbc103ff4d9f775620f1d,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,text-extracted,docx-xml,11806,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0f4414a153ba94c0_2024届各区一模试题分类汇编选必1.txt,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,779706,2025-03-22T22:33:14,c22ac0d594c5a7bb0cbb23196f15e2e7fbcfdbbf89dcc221ce9cc83c235269e1,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx,text-extracted,docx-xml,12578,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\c22ac0d594c5a7bb_2024届各区一模试题分类汇编选必2.txt,
2024各区模拟题,2024,,一模,2024一模,paper,.doc,674304,2025-03-22T22:33:14,4b25cddd4dc2992de1001f813db329ed483a2c3c3c8d5197bb13f59e61b5218f,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,text-extracted,legacy-office->docx:docx-xml,9693,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,
2025各区模拟题,2025,东城,一模,2025东城一模,rubric,.pdf,370507,2025-04-16T19:14:45,c254bbee61da4abda65388bd2bd144b0e7efc781e9890208535e7882fbf278da,2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,text-extracted,pypdf,5623,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\c254bbee61da4abd_2025东城一模细则.txt,
2025各区模拟题,2025,东城,一模,2025东城一模,answer,.pdf,810417,2025-04-14T16:27:33,46c444a91d491a4fc02f2497e24eb79f6639652c8b8f962b60a562f89c25a9d0,2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,text-extracted,pypdf,7822,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\46c444a91d491a4f_2025北京东城高三一模政治_教师版.txt,
2025各区模拟题,2025,丰台,一模,2025丰台一模,rubric,.docx,28150,2025-04-14T16:33:31,c143f0d3215c3417f3d92a9257422f5507ed541c417298f7d25b9e92986b4390,2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,text-extracted,docx-xml,6053,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\c143f0d3215c3417_2025丰台一模细则.txt,
2025各区模拟题,2025,丰台,一模,2025丰台一模,answer,.pdf,820699,2025-04-14T16:33:22,e8823e6dc1a71cac6fefaa93e8ec2ab6e91459e0ff590a0d5b6c253428f790be,2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,text-extracted,pypdf,8547,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\e8823e6dc1a71cac_2025北京丰台高三一模政治_教师版.txt,
2025各区模拟题,2025,延庆,一模,2025延庆一模,rubric,.docx,21765,2025-04-14T16:39:25,c0a3990e95796ddd4cd3b26a92bc9b30a041d503605e53322d2f26528c51bb4c,2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,text-extracted,docx-xml,2621,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\c0a3990e95796ddd_2025延庆一模细则.txt,
2025各区模拟题,2025,延庆,一模,2025延庆一模,answer,.pdf,870780,2025-04-14T16:38:28,94785525e6452e6fd5e8d4ca2abd0f858cc1e7dfdf02bdd97a1a7b90bee3bdc5,2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,text-extracted,pypdf,9399,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\94785525e6452e6f_2025北京延庆高三一模政治_教师版.txt,
2025各区模拟题,2025,房山,一模,2025房山一模,rubric,.pdf,245221,2025-04-14T16:36:44,17cdecfbd774ee7902feb4494c59cdd2f944a217046b51205283bcf1c9ed0ca3,2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,text-extracted,pypdf,3400,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\17cdecfbd774ee79_2025房山一模细则.txt,
2025各区模拟题,2025,房山,一模,2025房山一模,answer,.pdf,785455,2025-04-14T16:36:30,3227fd51f2020c047e93984cd14d604177ce97094364e17f2dac099fabac1d69,2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,text-extracted,pypdf,15900,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\3227fd51f2020c04_2025北京房山高三一模政治_教师版.txt,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.doc,50176,2025-04-14T16:30:25,f0b3ab889aa0b17b72b6627f65ee642a1808be1522ce2a0be585dffb67a320f6,2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,text-extracted,legacy-office->docx:docx-xml,1522,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\f0b3ab889aa0b17b_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.txt,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.doc,66048,2025-04-14T16:31:19,f7bfc3e53261b659a664e7213813d7d0e34535e0a397d6421b873a5b81c509c5,2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,text-extracted,legacy-office->docx:docx-xml,3075,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\f7bfc3e53261b659_20250329高3阅卷总结18题_社区治理_汤桃玲组_探究建构.txt,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.doc,52736,2025-04-14T16:30:15,b51916fe7b59403aa767088ddd506ce037140c2be45dd55106efd9e8e4686ecc,2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,text-extracted,legacy-office->docx:docx-xml,2758,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\b51916fe7b59403a_20250329高3阅卷总结19题_合同欺诈_阐释论证.txt,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.pptx,660961,2025-04-14T18:57:58,ba64c66630749a52d240668723d17f45f94c7aa3627c86bfa38e3fca843babfc,2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,text-extracted,pptx-xml,12633,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\ba64c66630749a52_高三政治一模试卷讲评.txt,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.pdf,731224,2025-04-14T16:29:19,f5f683a900508fd228d6591418f9ef75d8a95ae09cf1b16d3b0427017234468b,2025各区一模\2025朝阳一模\细则\2025朝阳一模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\细则\2025朝阳一模细则.pdf,rendered-ocr-needed,pdf-text+render,0,,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\renders\f5f683a900508fd2
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,answer,.pdf,631028,2025-04-14T16:28:14,e051761a7fc68fef22be094a9ea823b1ed1e2b56fc4b9cfd6a382f7c7c00011b,2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,text-extracted,pypdf,9673,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\e051761a7fc68fef_2025北京朝阳高三一模政治_教师版.txt,
2025各区模拟题,2025,海淀,一模,2025海淀一模,paper,.pdf,1672781,2025-04-15T23:00:14,be30611f2f07a1374caa94169907a379ab23b6d6ef390647ca58b64e577b833a,2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,text-extracted,pypdf,2709,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\be30611f2f07a137_EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.txt,
2025各区模拟题,2025,海淀,一模,2025海淀一模,rubric,.docx,9649034,2025-04-14T16:23:01,506347bd4a7061dd62d9c39a7d0a86036d7beb2e3bd6bdabfb69482595771036,2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,text-extracted,docx-xml,1755,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\506347bd4a7061dd_2025海淀一模细则.txt,
2025各区模拟题,2025,海淀,一模,2025海淀一模,answer,.pdf,692410,2025-04-20T13:44:05,7ebce670784d805ee092db689d2bca675ca5ef4f7394a3229530a1423341fbd9,2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf,text-extracted,pypdf,9016,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\7ebce670784d805e_2025北京海淀高三一模政治_教师版.txt,
2025各区模拟题,2025,石景山,一模,2025石景山一模,rubric,.doc,47104,2025-04-14T16:34:04,0b97375f2f69e53d9d17a16ce32d06d76fc069edba4884aae8d0750ec88e1288,2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,text-extracted,legacy-office->docx:docx-xml,2827,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0b97375f2f69e53d_2025石景山一模细则.txt,
2025各区模拟题,2025,石景山,一模,2025石景山一模,answer,.pdf,761460,2025-04-14T16:33:55,fb8717be46dabe77b9b92db5b9fac854bee5c11c7cac53704bcdd1abca2676f5,2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,text-extracted,pypdf,10216,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.txt,
2025各区模拟题,2025,西城,一模,2025西城一模,rubric,.docx,29503,2025-05-02T18:19:15,af675a5d751f41db34d996ea71aeb9dfcb9ac0e86ef2acf40e2f7fd03ca99939,2025各区一模\2025西城一模\细则\2025西城一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,text-extracted,docx-xml,4269,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\af675a5d751f41db_2025西城一模细则.txt,
2025各区模拟题,2025,西城,一模,2025西城一模,answer,.pdf,847160,2025-04-14T16:25:17,2542f29bb04e2ae014d6d61f553b812926c2a998785ce44cb815ef347d5deca5,2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,text-extracted,pypdf,9612,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\2542f29bb04e2ae0_2025北京西城高三一模政治_教师版.txt,
2025各区模拟题,2025,门头沟,一模,2025门头沟一模,rubric,.doc,29742,2025-04-17T13:39:38,26d9b228064053c19109fc9d3462d2e4cc561009b2d2229d4ec60055a2229973,2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc,text-extracted,legacy-office->docx:docx-xml,3441,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\26d9b228064053c1_2025门头沟一模细则.txt,
