suite_guess,question,likely_xuanbiyi,audit_status,final_location_by_suite_key,p0_or_v2_hit,v2_source_path_hit,v2_closure,matched_terms,book_named,has_scoring_context,choice_like_without_scoring,paper_source,rubric_source,paper_context,rubric_context
2025海淀期中,Q22,yes,closed_by_v2_audit,absent,yes,yes,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；全球治理；联合国；多边主义；国际组织,yes,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\2025北京海淀高三（上）期中政治（教师版）.docx,,会等国际盛会，搭建国际交流平台；支持机器人领域国际组织开展国际合作、技术交流、人才招引。 结合材料，从经济角度分析北京是如何打造全球机器人应用标杆城市的。 22.(14分)察势者智，驭势者赢。 全球治理倡议核心理念 奉行主权平等 遵守国际法治 践行多边主义 倡导以人为本 注重行动导向 材料一2025年9月1日，习近平主席在2025年“上海合作组织+”会议上郑重提出全球治理倡议。这是继全球发展倡议、全球安全倡议和全球文明倡议之后，中国提出的又一具有战略高度的重大全球倡议。 在全球治理处于十字路口的关键时刻，全球治理倡议深刻回答了“构建什么样的全球治理体系，如何改革完善全球治理”这个时代课题。倡议以五大理念为核心要义，阐明了改革完善全球治理需要遵循的原则、方法和路径，为全球治理发展指引了前进方向。 全球治理倡议在国,
2025海淀期末,Q16,no,closed_by_v2_audit,boundary,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,者合法权益 C. 对侵犯消费者权益的探店视频乱象，法院可主动启动诉讼程序进行整治 D. 短视频平台可推动制定行业内容管理公约，提高社会治理法治化水平 第二部分 16. 阅读材料，完成问题。 守正不守旧，尊古不复古。 作为中华文明的重要组成部分，中医药是我们观察中华文明的一个生动视角。 “药食同源”是中医药文化的重要理念。它主张食物与药物之间并无绝对界限，很多食材既可以入药也可以作为日常饮食的一部分。近年来，结合中药元素的烘焙产品悄然兴起，成为中医药新时尚。 北京某老字号品牌针对经常熬夜的人群，推出石斛曲奇、彩椒恰巴塔等招牌食品；天津某医院的烘焙店提供荷叶消暑包、当归罗汉果吐司等多款养生系列面包：河南郑州某药房旗下的烘焙馆以青稞零蔗糖面包、黑枸杞板栗面包等产品吸引大批顾客。此外，浙江杭州、广东深圳、山东济南、福建,式逻辑、侵权、违约、法 治经济） 关注学情变化，引导学生形成清晰有条理的表达习惯（如组织答案要点、写短文） 合理使用各区模拟题，处理好复习与练习的关系 16.（8分）守正不守旧，尊古不复古。 作为中华文明的重要组成部分，中医药是我们观察中华文明的一个生动视角。 “药食同源”是中医药文化的重要理念。它主张食物与药物之间并无绝对界限，很多食材既可以入药也可以作为日常饮食的一部分。近年来，结合中药元素的烘焙产品悄然兴起，成为中医药新时尚。 北京某老字号品牌针对经常熬夜的人群，推出石斛曲奇、彩椒恰巴塔等招牌食品；天津某医院的烘焙店提供荷叶消暑包、当归罗汉果吐司等多款养生系列面包；河南郑州某药房旗下的烘焙馆以青稞零蔗糖面包、黑枸杞板栗面包等产品吸引大批顾客。此外，浙江杭州、广东深圳、山东济南、福建漳州等地也开设了中药面包
2025海淀期末,Q21,no,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\2025-2026海淀期末政治评分标准(1).pdf,千二百零三条的规定予以支持。 ① 第二十三条禁止饲养的烈性犬等危险动物造成他人损害，动物饲养人或者管理人主张不承担责任或者减轻责任的，人民法院不予支持。 ② 21. 阅读材料，完成问题。 “竞业限制”是指用人单位与劳动者之间约定，劳动者在离职后不得到生产同类产品或经营同类产业且有竞争关系的其他用人单位任职，也不得自己生产与原单位有竞争关系的同类产品或经营同类业务。 中华人民共和国劳动合同法 第二十三条……对负有保密义务的劳动者，用人单位可以在劳动合同或者保密协议中与劳动者约定竞业限制条款，并约定在解除或者终止劳动合同后，在竞业限制期限内按月给予劳动者经济补偿。劳动者违反竞业限制约定的，应当按照约定向用人单位支付违约金。 第二十四条竞业限制的人员限于用人单位的高级管理人员、高级技术人员和其他负有保密义务的人员。竞,⺠需求之间的⽭盾，可引⼊咖啡馆、⽂创商店等，实现可持续运营。运⽤推理和想象的⽅法，结合当地⼈⼝结构变化等因素，对未来⼀段时间运营功能等进⾏前瞻性规划。 6 21.可从党的领导、以⼈⺠为中⼼、⽭盾的观点、制度优势等⻆度作答
2025海淀期末,Q22,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,人类命运共同体；中国智慧；中国方案,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,赔偿违约金及损失。法院经审理认为，餐饮公司与刘某签订的竞业限制协议应属无效。 结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。 22. 阅读材料，完成问题。 国家博物馆西大厅的巨型浮雕《愚公移山》以徐悲鸿1940年所作国画《愚公移山》为原本。“愚公移山”既指古代典籍中的“移山神话”，又指抗战期间各民族团结实现的“移山壮举”，彰显着中华民族的精神品格。 现在也有两座压在中国人民头上的大山，一座叫做帝国主义，一座叫做封建主义。中国共产党早就下了决心，要挖掉这两座山。我们一定要坚持下去，一定要不断地工作，我们也会感动上帝的。这个上帝不是别人，就是全中国的人民大众。全国人民大众一齐起来和我们一道挖这两座山，有什么挖不平呢？ ——毛泽东，在中国共产党第七次全国代表大会上的闭幕词（1945年,正当竞争法》的保护。具体选择哪种方式，取决于企业的需求和实际情况。如果“小艾”已经具有较高的市场影响力，建议企业尽早进行商标注册，以获得更全面的法律保护。 22．（9分） 可从中国共产党的领导、中国式现代化、中国梦、中华优秀传统文化、中华民族精神、质量互变规律、人类命运共同体等角度作答。 22.细则 一、短文形式部分（共3分）： ·标题：1分 ·分段：1分。注：画圈不给分，分的不清楚不给分。 ·层次：1分。注：愚公精神的内涵、愚公精神的形成、愚公精神的力量/作用、如何坚持/弘扬愚公精神等层次中，至少要写出两个。 二、知识部分（共4分）： ·知识1分+材料1分 ·知识1分+材料1分三、其他（共2分） ·综合运用，即至少使用两个模块知识+1分 注：哲学文化是一个模块 ·论述充分，能用准确的知识，充分论述材料+1分
2025石景山一模,Q16,yes,closed_by_v2_audit,absent,yes,no,CLOSED_BOUNDARY_OR_CROSS_BOOK_BY_ADJUDICATION,新型国际关系；人类命运共同体,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,共商文化建设新思路 A. ①② B. ①④ C. ②③ D. ③④ 第二部分 本部分共 6 题，共 55 分。 16. (8 分) 中华版本包括古今中外载有中华文明印记的各类版本资源，是中华民族文脉赓续、文化传承的重要载体。 在中国国家版本馆中央总馆的基本陈列“斯文在兹——中华古代文明版本展”中，保藏着以下珍品。 贾湖刻符——河南舞阳县贾湖遗址出土(距今 7762±128 年)，是中国现存最早的契刻符 号，在书写工具和造字原理上与后世商代殷墟甲骨文有惊人相似。 《梦溪笔谈》——沈括(宋)撰写，详细记载了中国古代特别是北宋时期天文、历法、地 理、物理等自然科学的辉煌成就，被誉为“中国科学史上的里程碑” 。 《使琉球录》——明朝第十一任册封使陈侃奉命出使琉球，回国后完成的著作，记录了 其出使琉球的所见所闻，印证了钓,2024—2025学年第二学期高三政治统一练习非选择题评分细则 16.（8分）任务类型：辨析与评价（哲学与文化相关知识+解析观点阐明中华优秀传统文化的特点和当代价值） 分项 评分细则（0—8分） 哲学与文化相关知识 采点与采意赋分相结合。 选用“联系观、发展观、矛盾观”等相关哲理，对“不数既往，不能知将来；不求远因，不能明近果。”进行观点解析，阐明中华优秀传统文化的特点和当代价值，哲学与文化知识运用适切且表述精准、观点分析准确且阐述清晰，得8分。 表意正确但欠规范，酌情减分；机械照抄情境材料或罗列哲理，最高得3分；回答错误、答非所问或没有应答，0分。 解析观点阐明中华优秀传统文化的特点和当代价值 答案示例： 中华优秀传统文化源远流长、博大精深，中华文明具有突出的连续性、创新性、统一性、包容性和和平性，为人类文明
2025石景山一模,Q17,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,世界多极化；经济全球化；新型国际关系；全球治理；人类命运共同体；联合国；多边主义；国际关系民主化；国际秩序；贸易投资,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,见所闻，是丝绸之路上中外文化交流的重要见证。 “不数既往，不能知将来；不求远因，不能明近果。 ”结合材料，运用《哲学与文化》所学，谈谈你对这 一观点的理解。 17. (16 分) 宣言，指国家、政府、政党等为了对某重大问题表明立场和态度而公开发表的文件。2024 年，多个面向全 球的“北京宣言”发布， “中国之治”随之与世界共享。 材料一 在北京接诉即办改革论坛上，发布了《城市治理现代化北京宣言 (2024)》 。北京近 年来进行以 12345 市民热线为主渠道的接诉即办改革，探索形成了以市民诉求驱动超大城 市治理现代化之路。下列是北京接诉即办改革的重要举措。 ●将“接诉即办”作为各级党委政府“一把手”工程进行顶层设计，打破行政组织“条块 分割” ，把街乡镇作为基层治理的基本单元，形成权责清晰、条块联动的体制机,国家发展；坚定维护国家的安全和统一，促进民族团结，铸牢中华民族共同体意识；坚持走和平发展道路，同其他文明交流互鉴，推动建立新型国际关系，构建人类命运共同体。 17（1）（8分）任务类型：解释与论证（运用所学阐释接诉即办改革的具体措施+对实现大城善治的作用） 分项 标准 评分细则（0-8分） ① 北京坚持党建引领，发挥党组织在基层治理中的领导核心作用，为街乡镇赋权明责，有效凝聚治理合力。 采点与采意赋分相结合，采点赋分为主。 结合接诉即办改革的具体措施，运用所学从“在党的领导下凝聚治理合力、依法推进首都治理现代化、坚持全过程人民民主提高治理效能”等角度分析，准确分析其中一方面得3分；准确分析三方面得8分。 其他角度作答且言之成理，最多不超过4分； 答非所问、回答错误或没有应答，0分。 ② 坚持依法治理，将接诉即办
2025石景山一模,Q18,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,当代国际政治与经济；国际政治与经济；全球治理；联合国；多边主义；国际秩序；产业链,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,原则发表 70 周年纪念大会北京宣言》 结合材料二，运用《当代国际政治与经济》知识，概述完善全球治理的“中国主张” 。 (8 分) 第7页/共11页 18. (9 分) 在距地面垂直距离 1000 米内的低空空域能做什么?叫个“飞手”送货、打个“飞的”出门……随着生产生 活领域的需求不断增长，越来越多的低空经济应用落地。低空经济是以各种有人驾驶和无人驾驶航空器的 各类低空飞行活动为牵引，辐射带动相关领域融合发展的综合性经济形态。 图 1 注：预计 2026 年，低空经济核心产业规模过万亿元，将拉动产业链上下游投资过万亿元，并通过跨界 融合带动经济增长过万亿元。 图 2 注：近年来，我国低空飞行器技术水平和产品质量不断提升，尤其是民用无人机技术、规模在世界上 均居于领先水平。 2024 年，低空经济首次写入国务院,全球化，让不同国家都能参与并享有经济社会发展成果，实现共同发展繁荣。 ④ 践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序。 18.（9分）任务类型：预测与选择（运用所学概括当前优势+提出推动低空经济高质量发展的方案） 分项 标准 评分细则（0-9分） ① 生产生活需求不断增长，使低空经济拥有超大规模市场优势，应以需求为牵引，创新开拓更丰富的应用场景，培育新产业新模式，不断壮大低空经济规模。 采点与采意赋分相结合，采点赋分为主。 结合材料概括当前优势，基于优势提出推动低空经济高质量发展的方案，准确回答其中一方面得3分，准确回答三方面得9分。 从其他角度回答，言之成理最高得5分； 答非所问、回答错误或没有应答，0分。 ② 相关产业规模大技术优，使低空经济具有产业基础优势，应增强核心技
2025西城一模,Q18,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,两个市场；两种资源；产业链,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,平方公里的核心区还将实现全面封闭，让自然演替主导生态恢复的进程，使之真正成为 人迹罕至、草长莺飞的荒野。 结合材料，说明“温榆生态心”建设中蕴含的科学思维。 18．（7 分）从“两条鱼循环”看增长新空间。 产自中国的鳗鱼“游”向世界，挪威三文鱼“飞”来中国，增长新空间在不断拓展。结合材料，运用 《经济与社会》所学，谈谈中国经济增长新空间是如何拓展的。,分 6-7分 以上任意三个角度，至少一点深入，有逻辑 说明：一点未深入分析得2分；两点均未深入分析得4分； 三点均未深入分析得5分； 其他情况0~2分。 18．（7分）环境保护给产业发展带来新机遇，推动生态价值实现，促进生态优势转换为发展优势。地区利用资源优势，注重技术和品质，探索打造特色产业链，不断提高竞争力，成功开拓海外市场。便捷的交通基础设施、高水平的物流体系，内外联通，畅通了国际国内双循环，产品等得以高效率地流通，与其他国家合作共赢。我国经济发展的内生动力和可靠性不断增强，国际循环质量和水平不断提升。 【细则】 产业优势（内生动力）-3分 生态优势转换为发展优势/生态效益与经济效益相统一 / 绿色环保/实现生态价值 1分 特色资源禀赋（本地资源优势）/比较优势/特色产业/技术创新/质量品质 1分 ——竞
2025西城一模,Q21,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,经济全球化；共同利益；人类命运共同体；中国智慧；中国方案；联合国,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,整幅度、加班工 资基数、劳动定额标准、工资支付办法等作为协商的核 心议题。 结合材料，综合运用经济和法律的知识，说明上述做法能促进社会公平与经济效率的平衡。 21．（8 分） 看到有外国人士说，许多全球南方国家代表团到中国城市乡村参观，想要借鉴中国发展经 验，中国新发展理念正成为广受欢迎的国际公共产品。一国的发展理念也可以成为国际公共产品吗？ ——网友 15********9 确实，有越来越多外国友人来到中国，学习借鉴中国新发展理念和经验。创新之都深圳， 去年一年间 有 10 余位外国元首和政府首脑前来参观科技企业；绿水青山就是金山银山理念首提地浙江安吉，入选联合 国“生物多样性魅力城市”，吸引了很多外国友人；福建宁德、湖南十八洞村等地有外国领导人 去参观考 察；中国举办的各类发展培训班，发展中国家的群体报名踊,法规范用工（合理用工） 1分 激发劳动者积极性/保障收入 1分 ；建立和谐劳动关系 1分 推动生产效率的提高/培育良好商誉/企业信誉形象 1分 21．（8分） （1）具有普遍价值的理念能够促进国际社会在共同关心的问题上达成共识，推动全球合作和发展。以人民为中心，创新、协调、绿色、开放、共享的新发展理念，指导着我国的发展实践，广泛应用到我国经济社会发展各个方面，引领现代化建设取得了一系列重大成就。中国大力发展科技推动创新发展、发展绿色产业应对气候变化、消除贫困推动共享发展等经验，在国际社会被广泛传播和共享，拓展了发展中国家走向现代化的途经，为应对诸多全球性问题贡献了中国智慧和中国方案。（6分） 【细则】 总体解释（2分）： 理念蕴含普遍价值1分（替代：全人类共同价值/人类共同利益。）； 能够形成共识/促成合作和发
2025西城一模,Q22,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,人类命运共同体；产业链,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6 分） （2）我国还提供了哪些国际公共产品？试举一例简要说明。（2 分） 第8页/共10页 22．（10 分） 对长期主义，中国人有个更生动的表达 ——“坚持就是胜利 ”。 “路漫漫其修远兮，吾将上下而求索 ”“凿井者，起于三寸之坎， 以就万仞之深 ”……这些名句，穿越时空，成为一代代国人的座右 铭。 认准了就坚定不移干。 一年不行就十年，十年不行就二十年、 三十年。一代接着一代、一茬接着一茬，日拱一卒。 长期主义深植于中华民族的文化基因，也融入了中国 共产党治国理政的行动哲学。新中国成立以来，从“一五”到“十四五” ，一个又一个紧密接续的 “五年 规划”，就是在以长期主义的理念不断推进中国式现代化。从“两弹一星”到载人航天，从复兴号到 C919， 从,加开放、包容、普惠、平衡、共赢的方向发展。 举例1分 说明1分 如三大倡议、人类命运共同体理念、进博会等 22.（10分） 可从党的领导、民族精神、理想信念、把握发展趋势等角度作答。 【细则】 长期主义能够科学把握事物发展趋势，坚持真理尊重规律，把眼前利益和长远利益相结合，在量的积累中实现质变。（4分：两个层面。①一个是“长期”：发展的观点、量变质变、前进性曲折性、超前思维、战略思维。②一个是“正确：科学、坚持真理、尊重规律、正确价值观） 长期主义植根于中国优秀传统文化，蕴含着自强不息的伟大民族精神。（2分。优秀传统文化、民族精神、自强不息，任意两个2分） 党总揽全局协调各方，团结带领人民，坚定理想信念、集中力量办大事，为贯彻长期主义、实现中国式现代化提供强大制度保障。（4分：党的领导、集中力量办大事、团结带领
2025西城二模,Q19,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；开放型世界经济,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,判定由被告平台退还未成 年人充值款 24 万元，平台不服提出上诉，二审法院 维持了一审判决。 结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。 19.（10 分） 为了更好地跟踪监测经济进步的可持续性和衡量国家财富，世界银行推出了《国民财富变化》系列报 告，从多个方面综合衡量国民财富。《2024 国民财富变化》报告显示，1995 年至 2020 年期间，全球人均财 富增长了 21%，但占世界总人口一半的低收入国家只占财富总量的 7%。构成财富的各项资产的变化趋势 揭示出重要的信息： 生产资本：生产资本的快速积累说明了对基础设施、工业和技术的大量投资。 人力资本：人力资本与人口同步增长，反映出劳动力参与率的上升和教育回报率的提高。然而，这些 改善的质量和可及性因国家而异。 不可再生的自然资本： 不可再,济健康发展）（1分），警示监护人依法履行监护义务，或教育引导未成年人树立正确消费观。（1分） （即规范引导平台…1分，规范引导监护人或未成年人…） 19．（10分） （1）（5分）机遇：世界国民财富总体增长，有利于经济发展和增进福祉。基础设施、工业和技术的增长，可以提高生产率和支持提高生活水平。人力资本的增长，劳动者素质提高，对长期经济可持续性发展至关重要。 挑战：国民财富增长不平衡，不可再生自然资本的增长不稳定性，各种安全风险增加，影响发展的稳定性；可再生自然资本急剧下降，对环境可持续性和经济韧性都构成重大风险；人力资本改善的质量和可及性因国家而异，加剧发展的不平衡。 【细则】 机遇：世界国民财富总体增长，有利于经济发展和增进福祉。 基础设施、工业和技术的增长，可以提高生产率和支持提高生活水平。 人力资本的增
2025西城二模,Q20,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,当代国际政治与经济；国际政治与经济；经济全球化；开放型世界经济,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,宣 布，给予所有同中国建交的最不发达国家 100%税目产品零关税待遇。 （2）结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。（5 分） 20.（10 分）建设文化强国，事关中国式现代化全局。 中国共产党是具有高度文化自觉的马克思主义政党，历来重视文化建设。早在 1940 年，毛泽东同志就 在《新民主主义论》中提出： “我们不但要把一个政治上受压迫、经济上受剥削的中国，变为一个政治上 自由和经济上繁荣的中国，而且要把一个被旧文化统治因而愚昧落后的中国，变为一个被新文化统治因而 文明先进的中国。 ” 中国共产党的十八大以来，坚持把文化建设摆在治国理政突出位置，社会主义文化强国建设迈出坚实 步伐。2020 年，党的十九届五中全会提出到 2035 年建成文化强国的远景目标。此后，党的二十大、二十 ,推动普惠包容的经济全球化/建设开放型世界经济/促进贸易自由化， 促进共同发展、维护持久和平， 共同推进现代化 （任意1点1分，共2分） 20.（10分）可从党的性质宗旨；满足文化需求、丰富文化供给、推动文化创新创造；社会历史主体；中国式现代化的实现等角度作答。 等级水平 等 级 描 述 水平4 （8~10分） 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学展开论述，逻辑严密，条理清晰 水平3 （5~7分） 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确，逻辑性较强，有条理 水平2 （2~4分） 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 （0~1分） 应答与试题无关；或重复试题内容，或没有应答 如： 党的角度：3分 如，中国共产党是具
2025西城期末,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,两个市场；产业链；国际组织,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,元，深圳市Y 公司对其中25 万元 承担连带责任。一审判决后，当事人均未上诉。 “唤醒词”亦受法律保护，请运用法律知识分析法院的判决。 第7页/共10页 20．（9 分）读图，回答问题： （1）读图 1 和图 2，说明全球汽车产业链出口的竞争格局所发生的变化。 （3 分） （2）欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024 年 10 月，欧盟决定 对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6 分）,/违反反不正 当竞争法 ； 违背了诚实信用原则 /商业道德； 该案判决保护了~或规范了~ 有利于新业态/新经济/数字经济发展/创新/，维护市场秩序/营商环境 20. （9 分） （1）其他主要经济体（德日）的市场份额有所下降，中国汽车产业出口竞争力提升，尤其 电动载人汽车具有较大优势。 （2）充分运用国际规则，利用国际组织赋予的权利，对话磋商，积极维护自身权益；加强 技术创新、提高产品质量，增强竞争力；实施出口市场多元化战略，减少对单一市场 的依赖；积极地“走出去”，到其他国家投资设厂，开展多种合作，克服贸易壁垒。 （6 分） 解析： （1）其他主要经济体(德日)的市场份额有所下降， 中国汽车产业出口竞争力提升(市场份额 上升)，尤其电动载人汽车具有较大优势 （2）以下角度，答出 3 条，并有具体说明，即可给满
2025门头沟一模,Q19,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济,yes,no,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,,小企业数字化转型。 （1）材料中【一组数据】说明了什么？ （2）结合材料，运用《经济与社会》知识，分析上述举措是如何提振民企信心，推动民营经济高质量发 展的。 19. 中国坚持以共生消解零和，以共享替代支配，以自身发展助力其他国家发展，以中国现化促进世 界现代化，被誉为“赋能型大国”。 第7页/共10页 经济赋能 理念赋能 庞大的消费群体和不断升级的消费需 求，让“中国市场”成为“世界市场”。推 动制造业外资准入限制措施“清零”，持续 优化营商环境，给予所有同中国建交的最不 发达国家 100%税目产品零关税待遇…… 中国以创新优势和领先技术助力各国发 展。在印度尼西亚，雅万高铁穿山越岭为发 展注入新动能；在埃及，钻探技术打出井 水，把沙漠灌溉成一片片农田；在坦桑尼 亚，“小豆子大营养”项目促进增产创 收…… 面,
2025门头沟一模,Q20,yes,closed_by_v2_audit,boundary,yes,no,CLOSED_BOUNDARY_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；世界多极化；多边主义,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc,都不能掉队”，被 称为“不仅是经济逻辑的更新，更是文明境界的升 华”…… 结合材料，运用《当代国际政治与经济》的相关知识，分析中国做“赋能型大国”的世界意义？ 20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。请结合以下案例，参照所给出完成下表。 案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。B 公司、C 公司未经许 可，在其经营的微博账号中发布了与 A 公司 “我不是胖虎”类似电脑壁纸“橘猫”。A 公司向法院起诉 B 公司、C 公司，要求其承 担侵权责任。 裁判结果：支持 A 公司的诉讼请求，B 公司、C 公 司应停止侵害，删除相关内容并赔偿 A 公司经,系，可给一分 注意： 如果罗列了若干条都合理，但没有阐述和说明，总体给5+1分 只答对中国的意义不给分 国家关系民主化、世界多极化、多边主义不给分 评分细则： 20（1）驳回/不支持孙某诉讼请求（1分），甲公司无需支付赔偿金（1分）。 20（2）裁判理由共4分。 ①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分；/根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。 ②违反诚实信用原则/违反劳动者基本的职业道德/侵犯了甲公司知情权（1分） ③甲公司在违背真实的意思的情况与其签订合同/写出不是甲公司真实的意愿/劳动合同无效即可得（1分） ④甲公司提出解除劳动关系符合法律规定/解除劳动关系并无不妥/解除劳动关系的行为无过错（1分） 20（3）现实意义共3分 ①维护用人单位合法权益（1
