delta_status,suite_guess,role,suffix,cache_status,cache_chars,source_path
present_in_previous_extract,2026东城一模,rubric,.pptx,text-extracted,1050,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（4）.pptx
present_in_previous_extract,2026东城一模,rubric,.pptx,text-extracted,842,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx
present_in_previous_extract,2026东城一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026东城一模 原卷扫描版.pdf
present_in_previous_extract,2026东城一模,answer,.pdf,text-extracted,7954,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf
present_in_previous_extract,2026丰台一模,other,.pptx,text-extracted,9370,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\26 丰台一模政治(1).pptx
present_in_previous_extract,2026丰台一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\丰台一模.pdf
present_in_previous_extract,2026丰台一模,rubric,.pptx,text-extracted,9370,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx
present_in_previous_extract,2026丰台一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\试卷\丰台一模.pdf
present_in_previous_extract,2026延庆一模,answer,.pdf,text-extracted,9656,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\2026北京延庆高三一模政治（教师版）.pdf
present_in_previous_extract,2026延庆一模,rubric,.docx,text-extracted,2341,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\26 延庆一模评标.docx
present_in_previous_extract,2026延庆一模,rubric,.docx,text-extracted,2341,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx
present_in_previous_extract,2026延庆一模,answer,.pdf,text-extracted,9656,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf
present_in_previous_extract,2026房山一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\2026北京房山高三一模政治.pdf
present_in_previous_extract,2026房山一模,rubric,.docx,text-extracted,3769,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\26 房山一模评标 全.docx
present_in_previous_extract,2026房山一模,rubric,.docx,text-extracted,3769,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx
present_in_previous_extract,2026房山一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\试卷\2026北京房山高三一模政治.pdf
present_in_previous_extract,2026朝阳一模,answer,.pdf,text-extracted,13902,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf
present_in_previous_extract,2026朝阳一模,rubric,.docx,text-extracted,4549,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx
present_in_previous_extract,2026朝阳一模,rubric,.docx,text-extracted,4549,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\朝阳高三政治一模阅卷细则.docx
present_in_previous_extract,2026朝阳一模,rubric,.docx,text-extracted,4549,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx
present_in_previous_extract,2026朝阳一模,answer,.pdf,text-extracted,13902,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf
present_in_previous_extract,2026海淀一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\2026海淀一模 试卷扫描版_去水印.pdf
present_in_previous_extract,2026海淀一模,rubric,.pdf,text-extracted,2132,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf
present_in_previous_extract,2026海淀一模,rubric,.pdf,text-extracted,2132,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf
present_in_previous_extract,2026海淀一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\试卷\2026海淀一模 试卷扫描版_去水印.pdf
present_in_previous_extract,2026石景山一模,answer,.pdf,text-extracted,9841,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf
present_in_previous_extract,2026石景山一模,rubric,.doc,text-extracted,3238,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc
present_in_previous_extract,2026石景山一模,rubric,.doc,text-extracted,3238,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc
present_in_previous_extract,2026石景山一模,answer,.pdf,text-extracted,9841,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\试卷\2026北京石景山高三一模政治（教师版）.pdf
present_in_previous_extract,2026西城一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\2026北京西城高三一模政治.pdf
present_in_previous_extract,2026西城一模,rubric,.docx,text-extracted,2590,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx
present_in_previous_extract,2026西城一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\2026北京西城高三一模政治.pdf
present_in_previous_extract,2026西城一模,paper,.docx,text-extracted,7904,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx
present_in_previous_extract,2026西城一模,rubric,.docx,text-extracted,2590,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\高三一模阅卷细则26.04(1).docx
present_in_previous_extract,2026西城一模,paper,.docx,text-extracted,7904,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\高三统一测试思想政治试卷.docx
present_in_previous_extract,2026通州一模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026通州一模\2026北京通州高三一模政治.pdf
present_in_previous_extract,2026通州一模,rubric,.pdf,text-extracted,4616,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026通州一模\26 通州一模评标.pdf
present_in_previous_extract,2026门头沟一模,rubric,.docx,text-extracted,4809,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\细则\2026门头沟一模细则.docx
present_in_previous_extract,2026门头沟一模,paper,.pdf,text-extracted,8521,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf
present_in_previous_extract,2026门头沟一模,paper,.pdf,text-extracted,8521,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\门头沟区高三政治一模试卷.pdf
present_in_previous_extract,2026门头沟一模,rubric,.docx,text-extracted,4809,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\门头沟高三政治一模参考答案及评标细则新.docx
present_in_previous_extract,2026顺义一模,rubric,.pptx,text-extracted,4071,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx
present_in_previous_extract,2026顺义一模,paper,.pdf,text-extracted,9619,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026顺义一模.pdf
present_in_previous_extract,2026顺义一模,rubric,.pptx,text-extracted,4071,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx
present_in_previous_extract,2026顺义一模,paper,.pdf,text-extracted,9619,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\试卷\2026顺义一模.pdf
present_in_previous_extract,2026东城二模,rubric,.pdf,text-extracted,1479,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\16.pdf
present_in_previous_extract,2026东城二模,rubric,.pdf,text-extracted,1174,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\17题评标.pdf
present_in_previous_extract,2026东城二模,rubric,.pdf,text-extracted,945,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\18题阅卷细则(5.9).pdf
present_in_previous_extract,2026东城二模,rubric,.pdf,text-extracted,648,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\20题（1+2）.pdf
present_in_previous_extract,2026东城二模,rubric,.pdf,text-extracted,1141,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\26年东城二模20（3）.pdf
present_in_previous_extract,2026东城二模,rubric,.pdf,text-extracted,505,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\东城二模 19题阅卷细则.pdf
present_in_previous_extract,2026东城二模,rubric,.pdf,text-extracted,1276,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\二模21题细则模版.pdf
present_in_previous_extract,2026东城二模,answer,.docx,text-extracted,7331,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\试卷\2026北京东城高三二模政治（教师版）.docx
present_in_previous_extract,2026丰台二模,rubric,.pptx,text-extracted,12164,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\2026丰台区二模主观题阅卷细则(1).pptx
present_in_previous_extract,2026丰台二模,rubric,.docx,text-extracted,1709,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\高三政治答案.docx
present_in_previous_extract,2026丰台二模,answer,.pdf,text-extracted,16697,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\试卷\2026北京丰台高三二模政治（教师版）.pdf
present_in_previous_extract,2026房山二模,rubric,.docx,text-extracted,4247,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标(2).docx
present_in_previous_extract,2026房山二模,rubric,.docx,text-extracted,4247,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标.docx
present_in_previous_extract,2026房山二模,answer,.pdf,text-extracted,3486,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf
present_in_previous_extract,2026朝阳二模,rubric,.docx,text-extracted,4951,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx
present_in_previous_extract,2026朝阳二模,answer,.docx,text-extracted,14439,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx
present_in_previous_extract,2026海淀二模,rubric,.pdf,text-extracted,9826,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\细则\26海淀高三政治二模讲评.pdf
present_in_previous_extract,2026海淀二模,answer,.docx,text-extracted,10261,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\试卷\2026北京海淀高三二模政治（教师版）.docx
present_in_previous_extract,2026石景山二模,rubric,.doc,text-extracted,3107,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc
present_in_previous_extract,2026石景山二模,answer,.docx,text-extracted,9807,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx
present_in_previous_extract,2026西城二模,rubric,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\细则\西城二模评标.pdf
present_in_previous_extract,2026西城二模,answer,.docx,text-extracted,8346,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\试卷\2026北京西城高三二模政治（教师版）.docx
present_in_previous_extract,2026顺义二模,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模(1).pdf
present_in_previous_extract,2026顺义二模,rubric,.doc,text-extracted,6548,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模评标.doc
present_in_previous_extract,2026东城期末,answer,.pdf,text-extracted,7681,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\2026北京东城高三（上）期末政治（教师版）.pdf
present_in_previous_extract,2026东城期末,other,.pptx,text-extracted,17693,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\东城期末.pptx
present_in_previous_extract,2026东城期末,rubric,.pptx,text-extracted,17693,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\细则\2026东城期末细则.pptx
present_in_previous_extract,2026东城期末,answer,.pdf,text-extracted,7681,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\试卷\2026北京东城高三（上）期末政治（教师版）.pdf
present_in_previous_extract,2026丰台期末,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\2026北京丰台高三（上）期末政治.pdf
present_in_previous_extract,2026丰台期末,rubric,.pdf,text-extracted,9018,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\丰台高三期末主观题评标.pdf
present_in_previous_extract,2026丰台期末,rubric,.pdf,text-extracted,9018,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\细则\2026丰台期末细则.pdf
present_in_previous_extract,2026丰台期末,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\试卷\2026北京丰台高三（上）期末政治.pdf
present_in_previous_extract,2025朝阳期中,rubric,.docx,text-extracted,4793,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025.11朝阳期中政治评标.docx
present_in_previous_extract,2025朝阳期中,rubric,.docx,text-extracted,4793,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025.11朝阳高三政治期中阅卷细则.docx
present_in_previous_extract,2025朝阳期中,answer,.pdf,text-extracted,8056,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025北京朝阳高三（上）期中政治（教师版）.pdf
present_in_previous_extract,2025朝阳期中,rubric,.docx,text-extracted,4793,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\其他材料\2025.11朝阳期中政治评标.docx
present_in_previous_extract,2026朝阳期中,rubric,.docx,text-extracted,4793,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx
present_in_previous_extract,2025朝阳期中,answer,.pdf,text-extracted,8056,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\试卷\2025北京朝阳高三（上）期中政治（教师版）.pdf
present_in_previous_extract,2026朝阳期末,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\2026北京朝阳高三（上）期末政治.pdf
present_in_previous_extract,2026朝阳期末,rubric,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\2026朝阳期末细则.pdf
present_in_previous_extract,2026朝阳期末,rubric,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\细则\2026朝阳期末细则.pdf
present_in_previous_extract,2026朝阳期末,paper,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\试卷\2026北京朝阳高三（上）期末政治.pdf
present_in_previous_extract,2025海淀期中,answer,.docx,text-extracted,9012,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\2025北京海淀高三（上）期中政治（教师版）.docx
present_in_previous_extract,2025海淀期中,rubric,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\期中讲评20251106.pdf
present_in_previous_extract,2026海淀期中,rubric,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\细则\2026海淀期中细则.pdf
present_in_previous_extract,2025海淀期中,answer,.docx,text-extracted,9012,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\试卷\2025北京海淀高三（上）期中政治（教师版）.docx
present_in_previous_extract,2025海淀期末,rubric,.pdf,text-extracted,1616,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\2025-2026海淀期末政治评分标准(1).pdf
present_in_previous_extract,2026海淀期末,answer,.pdf,text-extracted,1790,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\2026北京海淀高三（上）期末政治（教师版）.pdf
present_in_previous_extract,2026海淀期末,rubric,.pdf,text-extracted,1616,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\细则\2026海淀期末细则.pdf
present_in_previous_extract,2026海淀期末,answer,.pdf,text-extracted,1790,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\试卷\2026北京海淀高三（上）期末政治（教师版）.pdf
present_in_previous_extract,2026石景山期末,paper,.pdf,text-extracted,1618,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\2026北京石景山高三（上）期末政治.pdf
present_in_previous_extract,2026石景山期末,paper,.pdf,text-extracted,1618,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\试卷\2026北京石景山高三（上）期末政治.pdf
present_in_previous_extract,2026西城期末,answer,.pdf,text-extracted,2850,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\2026北京西城高三（上）期末政治（教师版）.pdf
present_in_previous_extract,2026西城期末,rubric,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\2026西城期末细则.pdf
present_in_previous_extract,2026西城期末,rubric,.pptx,text-extracted,799,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx
present_in_previous_extract,2026西城期末,rubric,.pdf,rendered-ocr-needed,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\细则\2026西城期末细则.pdf
present_in_previous_extract,2026西城期末,rubric,.pptx,text-extracted,799,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\西城高三期末评标.pptx
present_in_previous_extract,2026西城期末,answer,.pdf,text-extracted,2850,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\试卷\2026北京西城高三（上）期末政治（教师版）.pdf
present_in_previous_extract,2026通州期末,answer,.pdf,text-extracted,8285,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026北京通州高三（上）期末政治（教师版）.pdf
present_in_previous_extract,2026通州期末,rubric,.pptx,text-extracted,6773,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx
present_in_previous_extract,2026通州期末,rubric,.pptx,text-extracted,6773,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx
present_in_previous_extract,2026通州期末,answer,.pdf,text-extracted,8285,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf
removed_from_desktop_since_previous_extract,,,.docx,,,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\其他材料\~$24.4西城高三统一测试思想政治答案 阅卷细则（调整）.docx
removed_from_desktop_since_previous_extract,,,.xlsx,,,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\其他材料\~$教学班报告--高三西城一模练习(政治)-高三年级政6.xlsx
removed_from_desktop_since_previous_extract,,,.docx,,,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\~$模拟测试思想政治试卷.docx
removed_from_desktop_since_previous_extract,,,.rtf,,,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\细则\2024朝阳期中细则.rtf
