paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
776,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,10,2025东城期末Q20,——评价欧盟对中国新能源汽车征收临时反补贴税,2025_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；设问需要说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；题目引导学生说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“推进贸易和投资自由化便利化”这一经济全球化术语。开放式问法先定性，再把材料事实转成理论判断。 抓住这条线，就能把材料转换为：我国新能源汽车走向世界，推进贸易和投资自由化便利化，促进国际贸易、为世界经济注入活力。",我国新能源汽车走向世界，推进贸易和投资自由化便利化，促进国际贸易、为世界经济注入活力。,,EXACT,NO_MATCH,PRESENT,OK,
786,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,11,2026石景山一模Q20,,2026_石景山_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_一模_Q20.md,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作；亚太各国能在这些方向上联动合作，前提是它们具有相互交织的共同利益。",运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“推进贸易和投资自由化便利化”这一经济全球化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：中国坚持世贸组织基本原则、破除贸易壁垒，推进贸易投资自由化便利化，助推亚太开放合作。",中国坚持世贸组织基本原则、破除贸易壁垒，推进贸易投资自由化便利化，助推亚太开放合作。,,EXACT,NO_MATCH,PRESENT,OK,
797,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,12,2025西城一模Q18,,2025_西城_一模_Q18,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_一模_Q18.md,"设问问地区如何利用国内外资源""开拓海外市场""""提升国际循环质量""。要回答从国内市场延伸到国际市场的对外开放结构，必须用""两个市场两种资源／国际国内双循环""把国内端、国际端接成一条循环——只讲产业内部升级不能回答""国际循环质量提升""。",从“两条鱼循环”看增长新空间。产自中国的鳗鱼“游”向世界，挪威三文鱼“飞”来中国，增长新空间在不断拓展。结合材料，运用《经济与社会》所学，谈谈中国经济增长新空间是如何拓展的。,"设问问地区如何利用国内外资源""开拓海外市场""""提升国际循环质量""。要回答从国内市场延伸到国际市场的对外开放结构，必须用""两个市场两种资源／国际国内双循环""把国内端、国际端接成一条循环——只讲产业内部升级不能回答""国际循环质量提升""。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“推进贸易和投资自由化便利化”这一经济全球化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：依托便捷交通和高水平物流体系，内外联通、贸易便利化，降低成本、提高效率，推动产品高效流通海外市场。",依托便捷交通和高水平物流体系，内外联通、贸易便利化，降低成本、提高效率，推动产品高效流通海外市场。,,EXACT,NO_MATCH,PRESENT,OK,
807,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,1,2026延庆一模Q19(2),"——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026_延庆_一模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md,题面写绿色能源技术、装备和标准跨国流动，使中国和共建国家相互联结；设问问理论逻辑和价值意蕴，需要从经济全球化深入发展这一历史潮流给绿色能源合作定位。,结合材料二，运用《当代国际政治与经济》知识，说明中国“推动重塑全球能源治理格局”的理论逻辑和价值意蕴。,题面把绿色能源技术、装备和标准跨国流动作为材料底色，使中国与共建国家在能源、产业、技术、标准四个层面相互联结。问理论逻辑和价值意蕴，需要先从经济全球化深入发展这一历史潮流给绿色能源合作定位，再展开意义。先点明顺应经济全球化趋势、主动融入并推动深化，再写中国推动绿色能源国际合作，最后接到自身与共建国家在能源、产业、技术和标准层面进一步融入经济全球化进程。,中国推动绿色能源国际合作，顺应经济全球化趋势，促进自身与共建国家在能源、产业、技术和标准层面进一步融入经济全球化进程。,,PARTIAL,NO_MATCH,PRESENT,OK,
817,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,2,2026门头沟一模Q20,——海南自贸港全岛封关的国内国际意义,2026_门头沟_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_门头沟_一模_Q20.md,"题面列出零关税商品税目扩大、岛内免税流通、加工增值免关税销往内地和""二线""出岛申报项目压缩等机制；题目让学生分析这些机制为何能给中国经济注入新动能并为世界经济注入新活力，需要把封关机制嵌入经济全球化深化进程。",结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。,"题面把零关税商品税目扩大、岛内免税流通、加工增值免关税销往内地与""二线""出岛申报项目压缩四类机制并列，呈现的是把市场屏障逐层削薄的封关安排。问为何能给中国经济注入新动能、给世界经济注入新活力，必须把封关机制嵌入经济全球化深化的进程来回答。先点明顺应经济全球化趋势、主动融入并推动深化，再写海南自贸港通过零关税扩围、加工增值免税销往内地和口岸申报便利化把中国市场与世界市场紧密联结，最后接到主动推动经济全球化向更深层次迈进。",海南自贸港通过零关税商品扩围、加工增值免税销往内地和口岸申报便利化，把中国市场与世界市场更紧密地联结，主动推动经济全球化向更深层次迈进。,,EXACT,PARTIAL,PRESENT,OK,
824,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,3,2024东城一模Q20,,2024_东城_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_东城_一模_Q20.md,“外循环跑出加速度”写主动对照国际规则、规制、管理、标准并深化国内改革，触发的是制度规则层面的开放和经济全球化融入，而不是一般性产业升级或消费扩张。,结合材料，运用经济的相关知识，分析我国的上述措施如何通过构建新发展格局助力经济高质量发展。,题面用“外循环跑出加速度”这一动作把对标国际规则、规制、管理、标准并深化国内改革几条事实串到一起，触发的是制度规则层面的开放，而非一般性产业升级或消费扩张。问外循环措施如何助力高质量发展，要把外循环加速解释为更深层次融入经济全球化的制度安排。先点明顺应经济全球化趋势、主动融入并推动深化，再写我国主动对标国际规则、规制、管理和标准，最后接到推进制度型开放、深入融入经济全球化与高水平对外开放。,我国主动对标国际规则、规制、管理和标准，推进制度型开放，深入融入经济全球化，推进高水平对外开放。,,EXACT,PARTIAL,PRESENT,OK,
831,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,4,2024西城二模Q17,,2024_西城_二模_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q17.md,题目把我国发展新质生产力放在“新一轮科技革命在全球范围内风起云涌”的背景下，问我国作为世界上最大的发展中国家应当扮演什么角色；作答要求把“当前国际竞争实质”列为可作答角度。,新一轮科技革命在全球范围内风起云涌。结合材料，综合运用所学，谈谈在当今时代，我国作为世界上最大的发展中国家应当扮演的角色。,题目把我国发展新质生产力放在“新一轮科技革命在全球范围内风起云涌”的背景下，问我国作为世界上最大的发展中国家应当扮演什么角色；作答要求把“当前国际竞争实质”列为可作答角度。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“顺应经济全球化趋势，主动融入并推动深化”这一经济全球化术语。开放式问法先定性，再把材料事实转成理论判断。 抓住这条线，就能把材料转换为：我国应顺应经济全球化趋势，主动融入并推动其深化，以开放合作分享科技革命成果，做世界发展的贡献者和推动者。,我国应顺应经济全球化趋势，主动融入并推动其深化，以开放合作分享科技革命成果，做世界发展的贡献者和推动者。,,EXACT,NO_MATCH,PRESENT,OK,
840,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,5,2026石景山二模Q18,,2026_石景山_二模_Q18,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_二模_Q18.md,中国与东盟市场、资源、产业和贸易投资互补，合作升级建立在双方共同利益基础上。,结合材料，运用《当代国际政治与经济》知识，分析中国与东盟经贸合作能够提质升级的原因。,中国与东盟市场、资源、产业和贸易投资互补，合作升级建立在双方共同利益基础上。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“顺应经济全球化趋势，主动融入并推动深化”这一经济全球化术语。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：中国与东盟合作顺应经济全球化趋势，充分利用两个市场、两种资源，促进经济转型升级、使发展成果惠及人民。,中国与东盟合作顺应经济全球化趋势，充分利用两个市场、两种资源，促进经济转型升级、使发展成果惠及人民。,,EXACT,PARTIAL,PRESENT,OK,
850,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,6,2025海淀期中Q16(2),,2025_海淀_期中_Q16_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_期中_Q16_2.md,中国咖啡企业“出海”面对海外消费差异、供应链压力、知识产权和贸易风险，单靠企业经营策略不足，还要从国际规则和治理参与角度改善外部环境。,结合材料三，从经济角度，为中国咖啡企业“出海”提出建议。,"中国咖啡企业“出海”面对海外消费差异、供应链压力、知识产权和贸易风险，单靠企业经营策略不足，还要从国际规则和治理参与角度改善外部环境。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“顺应经济全球化趋势，主动融入并推动深化”这一经济全球化术语。题目引导学生把材料信息转化为学科判断。 抓住这条线，就能把材料转换为：政府可通过税收优惠等政策鼓励、支持企业积极参与经济全球化，主动融入国际市场推动咖啡企业""出海""。","政府可通过税收优惠等政策鼓励、支持企业积极参与经济全球化，主动融入国际市场推动咖啡企业""出海""。",,EXACT,PARTIAL,PRESENT,OK,
858,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,1,2024朝阳期中Q20(3),"""数字驱动商通全球""短评",2024_朝阳_期中_Q20_3,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_期中_Q20_3.md,"数贸会一方面汇集数字首发首秀新产品并促进数字科技产品贸易（开放、创新），另一方面通过""智慧非洲""展台让非洲国家共享中国市场和数字红利（包容、普惠），并通过双向签约形成共赢；整体合力呈现的是数字贸易领域的开放、包容、普惠、平衡、共赢方向。","结合材料，运用《当代国际政治与经济》知识，以""数字驱动 商通全球""为主题撰写一篇短评。","数贸会一边集中首发首秀新产品、引导创新；一边通过""智慧非洲""等展台让非洲国家把特色产品接入中国市场；双向签约又把规模和增长合到一起，呈现开放、包容、普惠、平衡、共赢的方向。短评要给数贸会一个""方向性""评价，必须把活动整体上升到经济全球化的发展方向，而不是逐项介绍展位。先把创新展品、智慧非洲、双向签约等概括为面向各国的数字经济开放合作平台，再写发展中国家也能共享中国数字红利，最后指向推动经济全球化朝更加开放、包容、普惠、平衡、共赢方向发展。",我国办好全球数字贸易博览会，搭建数字经济领域开放合作平台，让发展中国家共享数字红利，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。,,EXACT,PARTIAL,PRESENT,OK,
866,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2,2025东城一模Q20,"元首外交""精彩""之处",2025_东城_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_一模_Q20.md,11天行程出席APEC、G20等近40场多边活动，达成60多项合作文件；这种多边经贸合作的扩展不仅是双边合作的累加，更是推动经济全球化方向调整的具体行动。,"结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的""精彩""之处。","题面给出""11天近40场多边活动""""APEC、G20并列出席""""60多项合作文件""等高密度数据，呈现多边经贸合作的扩展节奏。评价元首外交""精彩""之处，不能只罗列活动场次，要把这种密集多边合作上升到对经济全球化方向的推动。先把近40场多边活动、60多项合作文件提炼为多边经贸合作的扩展，最后接到推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。",此次元首外交密集出席APEC、G20等近40场多边活动，达成60多项合作文件，推动多边经贸合作朝着更加开放、包容、普惠、平衡、共赢的方向发展。,,EXACT,PARTIAL,PRESENT,OK,
876,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,3,2025延庆一模Q20(2),,2025_延庆_一模_Q20_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_延庆_一模_Q20_2.md,外交部回应要把中国链博会、自贸协定、基础设施互联互通等做法放在经济全球化方向中说明，反驳“脱钩断链”时不能只表态反对，还要指出正确方向。,假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,"材料二把链博会、自贸协定、基础设施互联互通、供应链数字化智能化等中国做法集中铺开，与外部对话中的""脱钩断链""声音形成正反对比。扮演发言人回应""脱钩断链""，要给出方向性反驳，而不是只表达反对态度；必须用中国做法回应国际社会对全球化前景的关切。先把链博会、自贸协定、互联互通、供应链数字化等列为中国推动开放合作的具体行动，再点明这些行动指向的是正确的全球化方向，最后接到推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。",中国通过链博会、自贸协定、基础设施互联互通和供应链数字化智能化推动开放合作，推动经济全球化朝着开放、包容、普惠、平衡、共赢的方向发展。,,EXACT,PARTIAL,PRESENT,OK,
887,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,4,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,顺义一模的“小而美”项目直接回应共建国家民生需求，让国际发展合作成果惠及普通民众，说明经济全球化成果要更多指向共建国家发展和民生改善上。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"材料把""小而美""项目落点都放在共建国家的民生需求上——能让普通民众直接受益，呈现的是发展合作向基层、向民生下沉的特征。问其成为""亮点和名片""的原因，要解释经济全球化成果如何更多指向普通人头上，而不只是说项目""小且精""。先把项目聚焦民生、惠及普通民众概括为发展合作成果的下沉，再写其促进共建国家经济社会发展和民心相通，最后接到推动经济全球化朝着开放、包容、普惠方向发展。",“小而美”项目聚焦共建国家民生需求，促进当地经济社会发展和民心相通，推动经济全球化朝着开放包容普惠的方向发展。,,EXACT,PARTIAL,PRESENT,OK,
896,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,5,2025昌平二模Q21,,2025_昌平_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_昌平_二模_Q21.md,稳外资行动方案通过放宽准入、服务保障和投资中国品牌建设，把中国市场与全球投资、贸易和产业合作连接起来，体现中国开放举措对经济全球化进程的推动。,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。,"稳外资方案把放宽市场准入、完善服务保障、打造""投资中国""品牌等组合摆在一起，呈现的是用制度安排把中国市场与全球投资、贸易、产业合作连成一体。问对更高水平开放型经济的意义，需要把方案上升到经济全球化方向调整，而不是只说""吸引外资多了""。先把扩大准入、完善服务、""投资中国""品牌等概括为中国主动开放和共享市场机遇的政策组合，再写各国在开放合作中共享中国市场，最后接到推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。",中国通过扩大重点领域开放、完善外资服务和打造“投资中国”品牌，推动经济全球化发展，使各国在开放合作中共享中国市场机遇。,（本题8分）,EXACT,NO_MATCH,PRESENT,OK,
903,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,6,2025西城一模Q21,,2025_西城_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_一模_Q21.md,第（2）问要求举例说明中国提供的国际公共产品，若举“一带一路”，就要把它同国际经济合作机会和经济全球化正确方向连接起来。,（1）运用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6分）（2）我国还提供了哪些国际公共产品？试举一例简要说明。（2分）,"第（2）问要求在国际公共产品里举例说明，""一带一路""已经成为最具代表性的中国公共产品，把基础设施、贸易投资、规则衔接打包到一个开放合作平台里。举例不是简单点名，要把""一带一路""如何为共建国家提供国际经济合作机会讲清楚，证明它是国际公共产品。先点出共建""一带一路""为共建国家提供参与国际经济合作的机会，再写其通过开放合作平台让各国共享发展，最后接到推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。",共建“一带一路”为共建国家参与国际经济合作提供机遇，推动经济全球化向更加开放、包容、普惠、平衡、共赢的方向发展。,（本题8分）,EXACT,PARTIAL,PRESENT,OK,
911,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,7,2026石景山二模Q18,,2026_石景山_二模_Q18,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_二模_Q18.md,中国与东盟合作既服务双方，也对区域开放合作和全球化方向产生积极影响。,结合材料，运用《当代国际政治与经济》知识，分析中国与东盟经贸合作能够提质升级的原因。,"题面把中国与东盟经贸合作放在区域开放合作和外部贸易保护抬头的背景中铺开，""提质升级""既影响双方，也影响整个亚太开放格局。问""原因""中的方向逻辑，要把双边经贸升级放回区域开放合作格局中解释，而不是停在""互利共赢""。先把中国与东盟经贸提质升级延伸为区域开放合作的扩展，再写其带动开放型区域经济环境的稳固，最后接到推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。",中国与东盟经贸合作能够提质升级，推动区域经济合作和开放发展，有利于推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。,,EXACT,PARTIAL,PRESENT,OK,
921,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,8,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,"科技小院的关键词是""低成本""""可推广""""人才培养""——这些都不是发达国家高门槛技术输出，而是与发展中国家自身条件匹配的合作形态。问""为什么是典范""，典范不在规模而在模式——必须把""南南""维度的普惠、平衡、共赢说清楚，不能只写帮助发展中国家。先把低成本、可推广的农业技术和人才培养路径作为科技小院的合作要点点出；再说明这一形态让发展中国家共享技术、培养内生能力；最后接到推动经济全球化朝普惠、平衡、共赢方向发展，成为南南合作典范。",科技小院为全球南方国家提供低成本、可推广的农业技术与人才培养路径，推动经济全球化朝着更加普惠、平衡、共赢方向发展，成为南南合作典范。,,EXACT,NO_MATCH,PRESENT,OK,
931,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,9,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面以脱钩断链、保护主义和单边霸凌为外部风险，问中国特色大国外交如何为中国式现代化营造良好外部环境；外部经济环境的关键是回应逆全球化，把经济全球化拉回正确方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,"题面把脱钩断链、贸易保护主义、单边霸凌三类外部风险并列摆出，指向外部环境的核心矛盾在经济层面，而不只是政治层面的对抗。问""如何营造良好外部环境""，外部经济环境部分必须给出方向性回应，把逆全球化拉回正确轨道，否则只能写到外交姿态。先把外部风险定位为逆全球化压力，再写中国倡导普惠包容的经济全球化并反对脱钩断链、保护主义，最后指向推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展，营造良好外部经济环境。",中国倡导普惠包容的经济全球化，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展，反对脱钩断链和保护主义，为推进中国式现代化营造良好的外部经济环境。,,EXACT,PARTIAL,PRESENT,OK,
942,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,10,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,题目指向理解“今天的中国，明天的世界”，作答要求把“让经济全球化更有活力”列为可写方向；题干中的微电网、打井、物流、希望农场等项目强调发展成果被更多国家共享。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,"题目指向理解“今天的中国，明天的世界”，作答要求把“让经济全球化更有活力”列为可写方向；题干中的微电网、打井、物流、希望农场等项目强调发展成果被更多国家共享。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展”这一经济全球化术语。开放式问法先定性，再把材料事实转成理论判断。 抓住这条线，就能把材料转换为：中国以菌草、鲁班工坊等惠及百国,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,为动荡世界注入稳定性。","中国以菌草、鲁班工坊等惠及百国,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,为动荡世界注入稳定性。",,EXACT,NO_MATCH,PRESENT,OK,
951,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,11,2024海淀一模Q18(1),,2024_海淀_一模_Q18_1,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_海淀_一模_Q18_1.md,免签、互免签证、简化签证手续和口岸签证便利化直接降低中外人员商贸往来成本，题目追问对开放的积极影响时，应先转化为贸易投资便利化和自由化。,结合材料，运用《当代国际政治与经济》知识，预测上述举措对服务高水平对外开放的积极影响。（6分）,免签、互免签证、简化签证手续和口岸签证便利化直接降低中外人员商贸往来成本，题目追问对开放的积极影响时，应先转化为贸易投资便利化和自由化。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展”这一经济全球化术语。问法追问作用价值，材料里的结果要按对象和层次展开。 抓住这条线，就能把材料转换为：以更便利的往来环境互利共赢，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。,以更便利的往来环境互利共赢，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。,,EXACT,NO_MATCH,PRESENT,OK,
958,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,12,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。 这不是单个材料细节，而是通向该术语的线索。它提示学生把贸易、投资、资源、产业链或开放平台归入“推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展”这一经济全球化术语。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：中国释放超大规模市场潜力、扩大自贸""朋友圈""，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。","中国释放超大规模市场潜力、扩大自贸""朋友圈""，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。",,EXACT,PARTIAL,PRESENT,OK,
