atom_id,bucket,core_point,expression_variant,source_question,scoring_position,evidence_level,source_boundary,material_trigger_fusion,answer_sentence_fusion,merge_action,boundary_note,promotion_status,source_ledger_refs,_file,final_bucket,final_core_cluster
ATOM-E-B02,参考边界,开放战略；贸易自由化便利化；绿色贸易数字贸易；互利共赢,参考答案支持加负向评分警示,2025海淀一模 Q21(2),Q21(2)参考答案与学生错误提醒,P1_reference_plus_P0_marking_caution,reference_answer_not_formal_rubric,外贸进出口增长材料可触发开放战略和贸易便利化 但细则文件主要提示不要堆政治多极化独立自主等错误方向,我国实施更加积极主动的开放战略 促进贸易自由化便利化 发展绿色贸易数字贸易 依托超大规模市场优势实现互利共赢,boundary_reference_support_only,positive_answer_not_promoted_to_P0;negative_warning_kept_as_boundary,reference_only,2025海淀一模_Q21_2_SRC_a043a3fcb259;2025海淀一模_Q21_2_SRC_20820628be28,scoring_atom_table_batch04A_haidian_prelim.csv,经济全球化,推动贸易和投资自由化便利化
ATOM-E-B03,参考边界,全球治理倡议五大理念；联合国宪章；共商共建共享全球治理观,全球治理倡议参考迁移,2026海淀期中 Q22,Q22纸面答案无正式细则,P3_paper_answer_doc_no_scoring_source,paper_answer_only_no_scoring_source,全球治理倡议题面和答案有迁移价值但未定位正式评分细则,全球治理倡议顺应和平与发展 奉行主权平等遵守国际法治践行多边主义 捍卫联合国宪章宗旨和原则 秉持共商共建共享全球治理观,boundary_reference_transfer_only,do_not_count_as_P0_frequency_until_scoring_source_found,reference_only,2026海淀期中_Q22_SRC_647418e573f7,scoring_atom_table_batch04A_haidian_prelim.csv,联合国,《联合国宪章》宗旨和原则
ATOM-XC01,经济全球化,推动贸易投资自由化便利化,贸易投资便利化自由化；优化营商环境；破除贸易壁垒；降低制度性交易成本；提高贸易效率,2026西城一模 Q20(2),标准规则2分中的两层,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问问自贸区3.0如何为区域和世界注入动力 规则互认和自由贸易协定升级触发贸易投资便利化自由化,中国—东盟自贸区3.0版推动标准规则对接 降低制度性交易成本 提高贸易效率 促进贸易投资便利化自由化并破除贸易壁垒,merge_with_existing_trade_investment_facilitation,keep_standard_rules_as_material_trigger_not_standalone_empty_label,candidate_with_fixes,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,推动贸易和投资自由化便利化
ATOM-XC02,经济全球化,维护产业链供应链安全稳定，形成多元稳定的经贸关系，发挥比较优势并深度加入国际分工,产业链供应链安全稳定；经济安全；统筹安全与发展；多元稳定的经贸关系；发挥比较优势；优势互补；深度加入国际分工,2026西城一模 Q20(2),产业链供应链3分中的前两层,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料呈现中国与东盟产业链供应链合作和关键产品供应风险 自贸区升级触发供应链安全稳定、多元经贸关系和国际分工机制,中国与东盟依托产业链供应链合作维护供应链安全稳定 形成多元稳定的经贸关系 发挥比较优势和优势互补 深度参与国际分工,merge_supply_chain_security_with_international_division,产业就业只作结果支撑不单列选必一术语,candidate_with_fixes,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作
ATOM-XC03,政治多极化,提升发展中国家的代表性和发言权，推动国际规则制定更加公正合理,提升发展中国家的代表性和发言权；打破发达国家规则制定中的垄断主导,2026西城一模 Q20(2),综合对区域1分替代表述,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问从区域发展推进到世界经济 自贸区3.0提升发展中经济体规则参与触发国际关系民主化和规则公正,中国—东盟自贸区3.0版提升发展中国家的代表性和发言权 打破发达国家规则制定中的垄断主导 推动国际经济秩序更加公正合理,merge_with_international_relations_democratization_rule_voice,区域经济转型升级和增强竞争力可作结果 不替代规则话语权核心,candidate_with_fixes,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-XC04,政治多极化,坚持合作共赢和多边主义，推动全球经济治理体系改革,坚持合作共赢；开放包容；共同利益；坚持多边贸易；多边主义；全球经济治理体系改革,2026西城一模 Q20(2),综合对世界1分同槽表述,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问要求说明对世界经济的动力 需要从区域合作上升到合作共赢和多边治理机制,中国—东盟自贸区3.0版坚持合作共赢和多边主义 推动多边贸易和全球经济治理体系改革 为世界经济注入确定性,merge_same_slot_world_meaning_variants,共同利益只作本题世界意义同槽替代表述 不反向并入理论桶“共同利益是国家合作的基础”；多边主义和全球经济治理体系改革保留完整表述,candidate_with_fixes,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-XC05,理论,理念蕴含普遍价值，能够形成共识并促成合作和发展,理念蕴含普遍价值；全人类共同价值；人类共同利益；形成共识；促成合作和发展；应对共同挑战,2025西城一模 Q21(1),总体解释2分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问问发展理念为什么能成为国际公共产品 本质是在问该理念为何能被多国共享并转化为合作,我国发展理念蕴含普遍价值和人类共同利益 能够推动国际社会在共同关心的问题上形成共识 促成合作和发展 应对共同挑战,merge_with_common_interest_and_cooperation_theory,新发展理念内涵只作材料支撑不升选必一核心术语,candidate_with_fixes,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b,scoring_atom_table_batch04B_xicheng_prelim.csv,理论,国家间共同利益是国家合作的基础
ATOM-XC06,中国,拓展发展中国家走向现代化的途径，贡献中国智慧中国方案,拓展发展中国家走向现代化的途径；贡献中国智慧中国方案,2025西城一模 Q21(1),对世界的意义2分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料列举外国领导人和全球南方国家代表团学习中国发展经验 触发中国经验对发展中国家现代化路径的意义,中国科技创新 绿色发展和减贫经验被国际社会传播共享 拓展发展中国家走向现代化的途径 为应对全球性问题贡献中国智慧和中国方案,merge_with_china_wisdom_solution_developing_country_modernization,不得把中国经验泛化为空洞大国担当,candidate_with_fixes,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b,scoring_atom_table_batch04B_xicheng_prelim.csv,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系
ATOM-XC07,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,共建一带一路；参与国际经济合作机遇；开放、包容、普惠、平衡、共赢,2025西城一模 Q21(2),举例说明2分中的说明1分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问要求举例说明中国理念作为国际公共产品 共建一带一路为共建国家参与国际合作提供机会 触发经济全球化正确方向,共建“一带一路”为共建国家参与国际经济合作提供机遇 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,merge_with_full_open_inclusive_universal_balanced_winwin_core,核心名保留完整五词 不压缩成经济全球化正确方向,candidate_with_fixes,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
ATOM-XC08,中国,坚持正确义利观，开放广阔中国市场，与发展中国家共享发展新机遇,开放广阔的中国市场；坚持正确义利观；共享发展新机遇；惠民生增福祉；互利共赢,2025西城二模 Q19(2),中国担当3分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问问最不发达国家零关税中的中国担当 材料呈现中国市场和发展中国家需求 触发正确义利观与共享机遇,中国坚持正确义利观 开放广阔中国市场 与最不发达国家共享发展新机遇 惠民生增福祉 实现互利共赢,merge_with_correct_concept_of_righteousness_and_interests,发展是总钥匙不单列为本批采分原子,candidate_with_fixes,2025西城二模_Q19_SRC_7e4a722d6d9e;2025西城二模_Q19_SRC_62207119d52d,scoring_atom_table_batch04B_xicheng_prelim.csv,中国,国际发展合作、南南合作与“小而美”项目
ATOM-XC09,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,推动普惠包容的经济全球化；建设开放型世界经济；促进贸易自由化；促进共同发展；维护持久和平；共同推进现代化,2025西城二模 Q19(2),世界意义2分任意点,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,最不发达国家零关税不仅是双边优惠 还指向开放型世界经济和共同发展 触发经济全球化正确方向,中国对最不发达国家实行零关税 推动普惠包容的经济全球化 建设开放型世界经济 促进贸易自由化 进而促进共同发展和持久和平,merge_with_full_open_inclusive_universal_balanced_winwin_core,普惠包容是完整核心的表述积累 不另造低信息标签,candidate_with_fixes,2025西城二模_Q19_SRC_7e4a722d6d9e;2025西城二模_Q19_SRC_62207119d52d,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
ATOM-XC10,中国,充分运用国际规则，利用国际组织赋予的权利，通过对话磋商维护自身权益,充分运用国际规则；利用国际组织赋予的权利；对话磋商；积极维护自身权益,2025西城期末 Q20(2),利用规则维权角度,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,欧盟对中国电动汽车征收高额反补贴税 题目问中国汽车企业如何应对外部贸易壁垒 触发规则维权路径,面对欧盟反补贴税 中国汽车企业应充分运用国际规则 利用国际组织赋予的权利 通过对话磋商积极维护自身权益,merge_with_trade_friction_rules_rights_core,题干写企业 不扩展为政府职责除非后续源文件明示,candidate_with_fixes,2025西城期末_Q20_SRC_f548fe634936;2025西城期末_Q20_SRC_3b9cf3beca8e,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-XC11,经济全球化,实施出口市场多元化战略，走出去开展合作以克服贸易壁垒,出口市场多元化；减少对单一市场依赖；走出去；投资设厂；开展多种合作；克服贸易壁垒,2025西城期末 Q20(2),市场多元化和走出去角度,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,题目呈现欧盟作为主要出口市场且突然提高贸易壁垒 触发市场多元化和海外合作布局,中国汽车企业可以实施出口市场多元化战略 减少对单一市场依赖 并通过走出去投资设厂和开展多种合作克服贸易壁垒,merge_with_opening_strategy_under_trade_barrier_response,技术创新和产品质量是企业实践支撑 不升选必一主术语,candidate_with_fixes,2025西城期末_Q20_SRC_f548fe634936;2025西城期末_Q20_SRC_3b9cf3beca8e,scoring_atom_table_batch04B_xicheng_prelim.csv,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显
ATOM-XC12,时代背景,和平与发展仍是时代主题,全人类命运与共；国与国之间利益交汇命运交织休戚与共；和平与发展,2024西城二模 Q19,第一句1分多选一,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,题目问中国答案体现的国际关系新思路 材料呈现发展鸿沟安全赤字和多极化趋势 触发共同命运与和平发展时代背景,面对发展鸿沟和安全赤字 各国利益交汇 命运交织 休戚与共 和平与发展仍是时代主题 中国答案顺应这一时代背景,merge_with_peace_and_development_core,本题命运与共表述并入和平与发展核心表述积累 不拆三条,candidate_with_fixes,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b,scoring_atom_table_batch04B_xicheng_prelim.csv,时代背景,和平与发展仍是时代主题
ATOM-XC13A,政治多极化,推动构建人类命运共同体，超越集团政治、实力至上和西方普世价值逻辑,人类命运共同体理念；超越集团政治小圈子规则；超越实力至上逻辑；超越少数西方国家定义的普世价值,2024西城二模 Q19,第二句多选二每点2分中的人类命运共同体超越逻辑组,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料批判集团政治、实力至上和封闭排他 设问要求处理国际关系的新思路 触发人类命运共同体对旧式国际关系逻辑的超越,人类命运共同体理念超越集团政治的小圈子规则和实力至上逻辑 为处理国际关系提供不同于零和博弈的新思路,split_from_overwide_xc13_hmc_logic,第二句为多选二 本组是表述积累中的一组 不等于必答频次,candidate_with_fixes,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b,scoring_atom_table_batch04B_xicheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-XC13B,政治多极化,推动国际秩序朝着更加公正合理的方向发展，倡导国际关系民主化和真正的多边主义,顺应时代潮流；倡导全球协作；国际关系民主化；坚持真正的多边主义；全球治理；赋予发展中国家更多发言权,2024西城二模 Q19,第二句多选二每点2分中的国际秩序和民主化组,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料指出现行国际秩序不适应时代发展且新兴市场国家和发展中国家崛起 触发国际秩序公正合理、国际关系民主化和多边主义,中国答案顺应时代潮流 倡导全球协作 推动国际秩序朝更加公正合理方向发展 促进国际关系民主化并坚持真正的多边主义,split_from_overwide_xc13_order_democratization,真正的多边主义和全球治理只作本组表述积累 不吞并联合国桶或独立多边主义语义,candidate_with_fixes,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b,scoring_atom_table_batch04B_xicheng_prelim.csv,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展
ATOM-XC14,经济全球化,经济全球化带来两个市场两种资源，为走出去和技术交流合作提供可能,未来产业广阔国际市场；两个市场两种资源；走出去；技术交流合作,2024西城一模 Q19(6),机遇2分多选一,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,题目要求分析未来产业发展的机遇 材料放在国际市场和经济开放发展中 触发全球市场和资源配置空间,经济全球化带来两个市场两种资源 我国未来产业拥有广阔国际市场 因而具备走出去和开展技术交流合作的可能,merge_with_two_markets_two_resources_core,题干是经济角度 所以保留混模块边界说明,candidate_with_fixes,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动
ATOM-XC15,理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,激烈国际竞争；技术人才资源竞争；国家安全；风险应对；贸易壁垒；技术制裁；技术垄断,2024西城一模 Q19(6),挑战2分多选一,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,题目要求分析未来产业挑战 材料涉及卡脖子和国际技术竞争 触发国际竞争实质和国家安全风险,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量 我国未来产业面临技术制裁和贸易壁垒等风险 必须加强风险防范,merge_with_international_competition_core,国家安全在本题作为国际竞争风险变体 不另造新主线,candidate_with_fixes,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3,scoring_atom_table_batch04B_xicheng_prelim.csv,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体
ATOM-XC16,经济全球化,提升国际技术标准和贸易规则制定中的话语权，推动制度型开放,国际技术标准话语权；贸易规则制定话语权；推动制度型开放；增强产品和服务国际竞争力；形成出口竞争新优势,2024西城一模 Q19(6),助推作用6分多选三中的规则话语权点,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,题目问攻克卡脖子难题如何助推经济开放发展 技术突破连接标准规则和国际竞争力 触发制度型开放与规则话语权,攻克“卡脖子”难题有利于提升我国企业在国际技术标准和贸易规则制定中的话语权 推动制度型开放 增强产品和服务国际竞争力,merge_with_global_rule_standard_voice_and_institutional_opening,助推作用6分为多选三 技术标准和贸易规则话语权、制度型开放、产品服务国际竞争力不得全计为同一必答频次；产品服务国际竞争力优先作结果表述,candidate_with_fixes,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-XC-B01,模块边界,国内国际两个市场两种资源联动和贸易便利化可作跨书迁移，不计选必一主链频次,内外联通；贸易便利化；两个市场两种资源联动；对外开放质量和水平提升；互利共赢,2025西城一模 Q18,《经济与社会》题细则中的物质条件和市场层,P0_formal_scoring_rule_text_but_wrong_book_prompt,formal_scoring_docx_with_paper_text_support,题干明确要求运用《经济与社会》说明中国经济增长新空间 选必一术语只作为跨书语言影子不能进入主链,便捷交通和物流体系促进内外联通 提高贸易便利化水平 带动国内国际两个市场两种资源联动,keep_as_boundary_transfer_only,题干不是当代国际政治与经济 不进入选必一正式频次,boundary_only,2025西城一模_Q18_SRC_6ea5462e02af;2025西城一模_Q18_SRC_062e7a5c776b,scoring_atom_table_batch04B_xicheng_prelim.csv,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动
ATOM-DC01,政治多极化,推动构建人类命运共同体，建设持久和平、普遍安全、共同繁荣、开放包容、清洁美丽的世界,人类命运共同体五个世界；持久和平；普遍安全；共同繁荣；开放包容；清洁美丽,2026东城期末 Q20,学理层面总句,P0_formal_scoring_rule_pptx,formal_scoring_pptx_with_paper_text_support,设问问四大全球倡议如何系统推动构建人类命运共同体 先触发人类命运共同体的目标世界总框架,构建人类命运共同体就是建设持久和平、普遍安全、共同繁荣、开放包容、清洁美丽的世界 四大全球倡议围绕这一目标系统发力,merge_with_hmc_core_five_worlds,总句是学理层面 不替代四大倡议分项给分,candidate_with_fixes,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC02,中国,全球倡议系统推动构建人类命运共同体：全球发展倡议以发展促繁荣,全球发展倡议；以发展促繁荣；坚持互利共赢；坚持正确义利观；共商共建共享；发展合作中共享机遇,2026东城期末 Q20,四大倡议4分中的发展倡议1分,P0_formal_scoring_rule_pptx,formal_scoring_pptx_with_paper_text_support,材料中的一带一路合作和发展合作对应全球发展倡议 触发共享机遇和正确义利观,全球发展倡议以发展促繁荣 坚持互利共赢和正确义利观 在共商共建共享中同各国共享发展机遇,merge_under_global_initiatives_system_parent,四大倡议共同挂入全球倡议系统推动构建人类命运共同体父核心；发展倡议1分 不并成普通大国担当,candidate_with_fixes,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,scoring_atom_table_batch04C_dongcheng_prelim.csv,政治多极化,共商共建共享的全球治理观
ATOM-DC03,中国,全球倡议系统推动构建人类命运共同体：全球安全倡议以安全保稳定,全球安全倡议；以安全保稳定；相互尊重；平等协商；筑牢安全屏障；安全互信中维护和平,2026东城期末 Q20,四大倡议4分中的安全倡议1分,P0_formal_scoring_rule_pptx,formal_scoring_pptx_with_paper_text_support,材料中的沙伊和解和国际调解院等安全行动触发全球安全倡议的和平路径,全球安全倡议以安全保稳定 倡导相互尊重和平等协商 在安全互信中维护和平并筑牢安全屏障,merge_under_global_initiatives_system_parent,作为中国倡议/方案分项 不流入时代背景桶 不单独扩写联合国安全机制,candidate_with_fixes,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC04,中国,全球倡议系统推动构建人类命运共同体：全球文明倡议以文明增互信,全球文明倡议；以文明增互信；文明交流互鉴；相互理解与信任；平等包容的文明观；全人类共同价值,2026东城期末 Q20,四大倡议4分中的文明倡议1分,P0_formal_scoring_rule_pptx,formal_scoring_pptx_with_paper_text_support,材料中的文明对话国际日对应文明互鉴和民心相通 触发全球文明倡议的互信路径,全球文明倡议以文明增互信 倡导文明交流互鉴和平等包容的文明观 弘扬全人类共同价值,merge_under_global_initiatives_system_parent,文明互鉴是中国倡议分项 不转入必修四文化主链,candidate_with_fixes,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC05,中国,全球倡议系统推动构建人类命运共同体：全球治理倡议以治理求公正,全球治理倡议；以治理求公正；完善全球治理；公平治理；实现共赢,2026东城期末 Q20,四大倡议4分中的治理倡议1分,P0_formal_scoring_rule_pptx,formal_scoring_pptx_with_paper_text_support,材料中的全球治理倡议和国际调解院对应全球治理赤字的制度回应 触发治理求公正,全球治理倡议以治理求公正 完善全球治理 在公平治理中实现共赢,merge_under_global_initiatives_system_parent,保留全球治理倡议完整表述 不压缩成“全球治理”泛帽子,candidate_with_fixes,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC06,中国,全球倡议系统推动构建人类命运共同体：四大全球倡议相互促进、有机统一,四大全球倡议系统推动；有机统一；中国主张到国际共识；合作理念到共同行动；构建人类命运共同体新篇章,2026东城期末 Q20,系统推动2分和实践层面1分,P0_formal_scoring_rule_pptx,formal_scoring_pptx_with_paper_text_support,设问强调系统推动 材料又列出从倡议到具体国际合作行动 触发系统性和实践层,四大全球倡议相互促进、有机统一 从中国主张走向国际共识 从合作理念走向共同行动 不断谱写构建人类命运共同体新篇章,merge_under_global_initiatives_system_parent,系统推动和实践层面另给分 是父核心下的结构层 不被四个分项吞掉,candidate_with_fixes,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC07A,中国,全球倡议系统推动构建人类命运共同体：全球发展倡议通过合作援助开辟发展合作新空间,全球发展倡议；合作援助；共谋发展合作新空间；提供新机遇；注入新动力；增强发展中国家内生动力；繁荣世界经济,2024东城二模 Q20,全球发展倡议2分 路径1分+效果1分,P0_marking_summary_docx_with_visual_paper_prompt,P0_marking_summary_plus_visual_prompt,题面表格列出全球发展倡议的困难背景和一带一路、小而美、合作基金等行动 阅卷总结要求路径与效果都写出,全球发展倡议通过合作援助 为世界共谋发展合作开辟新空间、提供新机遇、注入新动力 增强发展中国家的发展内生动力并繁荣世界经济,merge_under_global_initiatives_system_parent,已视觉核读原卷第10页；本倡议2分=路径1分+效果1分,candidate_with_fixes,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC07B,中国,全球倡议系统推动构建人类命运共同体：全球安全倡议通过对话协商和平解决国际争端,全球安全倡议；对话协商；和平解决国际争端；遵守联合国宪章宗旨和原则；共赢思维；持久和平；普遍安全,2024东城二模 Q20,全球安全倡议2分 路径1分+效果1分,P0_marking_summary_docx_with_visual_paper_prompt,P0_marking_summary_plus_visual_prompt,题面表格列出全球安全问题和中国维和、安理会、南海双轨思路等行动 阅卷总结要求路径与效果都写出,全球安全倡议通过对话协商以和平方式解决国际争端 坚持联合国宪章宗旨和原则 以共赢思维应对安全挑战 推动建设持久和平、普遍安全的世界,merge_under_global_initiatives_system_parent,已视觉核读原卷第10页；联合国宪章是本分项路径依据 不另造联合国频次,candidate_with_fixes,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,scoring_atom_table_batch04C_dongcheng_prelim.csv,联合国,《联合国宪章》宗旨和原则
ATOM-DC07C,中国,全球倡议系统推动构建人类命运共同体：全球文明倡议通过交流互鉴建设开放包容的世界,全球文明倡议；交流互鉴；传承和创新；民心相通；开放包容的世界,2024东城二模 Q20,全球文明倡议2分 路径1分+效果1分,P0_marking_summary_docx_with_visual_paper_prompt,P0_marking_summary_plus_visual_prompt,题面表格列出文明交流冲突和文明对话、民间外交等行动 阅卷总结要求路径与效果都写出,全球文明倡议通过交流互鉴、传承和创新促进民心相通 建设开放包容的世界,merge_under_global_initiatives_system_parent,已视觉核读原卷第10页；文明分项作选必一倡议路径 不转入必修四文化主链,candidate_with_fixes,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC08,时代背景,在动荡变化的时代为国际社会注入稳定性和确定性,百年未有之大变局；发展困难；安全挑战；文明冲突；稳定性和确定性,2024东城二模 Q20,阅卷总结总论1分中的现实意义,P0_marking_summary_docx_with_visual_paper_prompt,P0_marking_summary_plus_visual_prompt,设问问三大倡议如何助力人类未来 材料先铺发展安全文明挑战 后要求总论现实意义,中国三大倡议为动荡变化的时代注入更多稳定性和确定性 助力国际社会携手走向美好未来,merge_with_hmc_practice_stability_expression,总论1分可前可后 不拆成多个频次,candidate_with_fixes,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,scoring_atom_table_batch04C_dongcheng_prelim.csv,时代背景,在动荡变化的时代为国际社会注入稳定性和确定性
ATOM-DC09,时代背景,国际局势变乱交织，面临诸多问题和挑战,局部动荡不断；和平与发展主题；世界多极化；全球经济复苏乏力；贸易保护主义；地区冲突；阵营对抗；非传统安全威胁,2025东城二模 Q20,第一层背景2分及替代表述1分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,小论文先给全球经济、安全、气候和治理挑战 需要先判断国际局势和时代背景,当今国际局势变乱交织 局部动荡不断 面临贸易保护主义、地区冲突和非传统安全威胁等诸多问题和挑战,merge_with_international_situation_background,和平与发展和世界多极化在本题是背景替代层级,candidate_with_fixes,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8,scoring_atom_table_batch04C_dongcheng_prelim.csv,政治多极化,世界多极化深入发展与平等有序的世界多极化
ATOM-DC10,政治多极化,“同球共济”精神丰富人类命运共同体内涵，符合各国共同利益,同球共济；人类命运共同体内涵；各国共同利益,2025东城二模 Q20,第二层精神4分中的两点,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,材料提出同球共济并列举人类共同家园和各国共同挑战 触发人类命运共同体与共同利益,同球共济精神丰富人类命运共同体内涵 符合各国共同利益 能把各国应对共同挑战的行动凝聚起来,merge_hmc_with_common_interest_in_same_question_layer,共同利益不能反向泛化为所有合作万能模板,candidate_with_fixes,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC11,中国,为解决全球问题贡献中国智慧和中国方案,中国智慧；中国方案；推动国际关系民主化；和平解决国际争端；劝和促谈；全球人工智能治理倡议,2025东城二模 Q20,第三层行动2分及替代表述,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,材料列举沙伊和解、乌克兰危机劝和促谈、巴黎协定和全球人工智能治理倡议 触发中国行动对全球问题的方案贡献,中国通过劝和促谈、推动气候合作和提出全球人工智能治理倡议 为解决全球性问题贡献中国智慧和中国方案,merge_with_china_wisdom_solution_action,国际关系民主化和和平解决争端是替代表述 不重复刷频,candidate_with_fixes,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8,scoring_atom_table_batch04C_dongcheng_prelim.csv,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展
