"hit_id","year","district","part_candidate","term","file_path","line","text"
"HIT00745","2026","","推理候选","选言推理","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\thick_body_REVIEW_ONLY.md","39","  - 选言推理：C007（相容/不相容选言判断）。 "
"HIT00746","2026","","推理候选","矛盾律","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\thick_body_REVIEW_ONLY.md","42","  - 逻辑思维基本规律：矛盾律（C007 + C016 + R003 主张 1）+ 同一律（C009 边界）。 "
"HIT00747","2026","","推理候选","推理","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\thick_body_REVIEW_ONLY.md","44","  - 逻辑链推理：C018（传导链断裂边界）。 "
"HIT00748","2026","","推理候选","形式逻辑","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\thick_body_REVIEW_ONLY.md","51","  - R003（2026 东城期末 Q17(2)）：形式逻辑应用复合题，永久挂推理主链；附 boundary 警示。 "
"HIT00749","2026","海淀","推理候选","充分条件","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.md","75","(1)充分条件假言推理，错误，这个充分条件假言推理的一个前提肯定了假言判断的后件，结论  "
"HIT00750","2026","海淀","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.md","76","肯定了假言判断的前件，这是错误的推理结构。(4 分)  "
"HIT00751","2026","海淀","思维候选","超前思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.md","77","(2)符合超前思维的方法，能够扣住城市书房建设与运营的问题提出建议，措施具体。(6 分)  "
"HIT00752","2026","海淀","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.md","80","成本与居民需求之间的矛盾，可引入咖啡馆、文创商店等，实现可持续运营。运用推理和想象  "
"HIT00753","2025","朝阳","推理候选","类比推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","92","①运用类比推理,批判了在国际交往中的损人利己行径  "
"HIT00754","2025","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","93","②采用演绎推理,从社会现象中总结出普遍的行为准则  "
"HIT00755","2025","朝阳","思维候选","辩证思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","94","③体现辩证思维,在对立统一中把握了本国与他国关系  "
"HIT00756","2025","朝阳","思维候选","逆向思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","95","④属于逆向思维,通过反向思考得出了与众不同的结论  "
"HIT00757","2025","朝阳","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","199","分析材料,运用《逻辑与思维》知识,识别该组同学所运用的推理类型 ,谈谈如何更好 发挥该推理类型的  "
"HIT00758","2025","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","305","该组同学运用的推理类型的是不完全归纳推理。  "
"HIT00759","2025","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","306","仅仅通过客运量和位居前列的线路的情况得出结论，推理的前提与结论之间的联系是或然的。  "
"HIT00760","2025","朝阳","推理候选","归纳推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","307","要发挥不完全归纳推理的思维功能，应考察更多认识对象 ,分析更多线路，深入探究客运量与景点数量、人  "
"HIT00761","2025","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.md","308","口密度等因素的因果联系,提高前提与结论的相关程度，增强推理的可靠性。  "
"HIT00762","2025","石景山","推理候选","三段论","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","75","5.三段论是一种有效锻炼推理思维的方法。  “成功的企业都注重制定正确经营战略，某企业不是成功的企  "
"HIT00763","2025","石景山","推理候选","三段论","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","76","业，所以某企业不注重制定正确经营战略。 ”该三段论在推理过程中违反了基本规则。下列三段论中与其  "
"HIT00764","2025","石景山","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","83","果文章思路不清，则是逻辑出了问题，或者是概念模糊不准确，或者是划分混乱不周延，或者是推理矛盾  "
"HIT00765","2025","石景山","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","84","不科学等。 ”据晓华的观点，下列判断或推理正确的是  "
"HIT00766","2025","石景山","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","88","④“文章逻辑出问题，或者是概念模糊不准确，或者是划分混乱不周延，或者是推理矛盾不科学” ，这篇  "
"HIT00767","2025","石景山","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","89","文章划分混乱不周延，所以“这篇文章概念准确、推理科学”  "
"HIT00768","2025","石景山","思维候选","超前思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","98","①运用超前思维进行前瞻性思考，调整思路开拓新市场  "
"HIT00769","2025","石景山","思维候选","发散思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","99","②运用发散思维交合不同的信息，多向思考开发新产品  "
"HIT00770","2025","石景山","思维候选","联想思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","100","③运用联想思维批判先前的经验，基于想象改进新技术  "
"HIT00771","2025","石景山","思维候选","逆向思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","101","④运用逆向思维把握市场的变化，优化供给创造新业态  "
"HIT00772","2025","石景山","思维候选","科学思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","281","提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所  "
"HIT00773","2025","石景山","思维候选","科学思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","282","学，简析获奖同学的建议是如何体现科学思维的。  "
"HIT00774","2025","石景山","思维候选","科学思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","384","获奖建议在实践中产生又接受了实践检验，有些建议已经转化为惠及民生的具体措施，体现了科学思维追  "
"HIT00775","2025","石景山","推理候选","归纳推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","386","寻找因果联系，提高归纳推理的可靠程度。运用灵感和奇思妙想思考城市发展建设，提出新颖独特的建议，  "
"HIT00776","2025","石景山","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\fb8717be46dabe77_2025北京石景山高三一模政治_教师版.md","387","体现了创新思维能力。  (若考生从其他角度回答，言之成理可酌情给分。)  "
"HIT00777","","","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\04de6654b5f86701_19_4.md","31","（4）2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。（5分）  "
"HIT00778","","","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\04de6654b5f86701_19_4.md","39","创新思维：  "
"HIT00779","","","思维候选","聚合思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\04de6654b5f86701_19_4.md","45","坚持发散与聚合思维统一，运用发散思维拓展应用场景，优化服务，运用聚合思维围绕科技成果转化这个轴心，整合多方资源，双向合力实现跃升。  "
"HIT00780","","","思维候选","超前思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\04de6654b5f86701_19_4.md","46","坚持超前思维，理性分析现有科技转化内在矛盾，做出正确预见，健全成果评  "
"HIT00781","","","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\04de6654b5f86701_19_4.md","50","系统观念知识1分+创新思维知识1分；  "
"HIT00782","2024","朝阳","推理候选","逻辑规则","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","42","6.要想准确鲜明地表达思想，思维必须合乎逻辑。下列表达中，符合逻辑规则的是  "
"HIT00783","2024","朝阳","推理候选","排中律","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","44","B.我不赞成所有人都有崇高的理想，也不赞成所有人都没有崇高的理想（排中律）  "
"HIT00784","2024","朝阳","推理候选","矛盾律","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","45","C.所有的科技人员都是懂计算机的，并且有些不懂计算机的是科技人员（矛盾律）  "
"HIT00785","2024","朝阳","思维候选","辩证思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","177","（谈两者关系类试题要学会用辩证思维看待问题，即区别和联系。从逻辑角度，要有总分总的意识。从模块选择角度，侧重哲学、政治与中特，其他角度言之成理也可给分）  "
"HIT00786","2024","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","318","以上推理属于充分条件假言推理。  "
"HIT00787","2024","朝阳","推理候选","充分条件","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","319","充分条件假言判断，前件真，后件一定真，后件假，前件一定假。  "
"HIT00788","2024","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","320","考古发掘中已发掘出地底下有大量炭化竹节，故后件假，则前件假，即该区域当时广泛生长着竹子，以上推理成立。  "
"HIT00789","2024","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","323","推理类型： 充分条件假言推理（1分），没有替代，其他表述都不给分。  "
"HIT00790","2024","朝阳","推理候选","充分条件","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","324","理由：充分条件假言判断，前件真，后件一定真，后件假，前件一定假。（2分）  "
"HIT00791","2024","朝阳","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","326","考古发掘中已发掘出地底下有大量炭化竹节，故后件假，则前件假，即该区域当时广泛生长着竹子，以上推理成立。（2分）  "
"HIT00792","2024","朝阳","推理候选","必要条件","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\d64506799887753e_202404朝阳高三政治一模试卷讲评.md","334","1 每个前提2分，共计4分，前提中要表达出A区域古代气候温暖是A区域古代生长竹子的必要条件；  "
"HIT00793","2024","丰台","思维候选","科学思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md","110","B. 科学思维具有客观性和逻辑性  "
"HIT00794","2024","丰台","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md","112","D. 创新思维必须关联科学与艺术  "
"HIT00795","2024","丰台","推理候选","必要条件","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md","120","D. 河流是地球生命宜居的必要条件，没有河流就不会有生命产生  "
"HIT00796","2024","丰台","推理候选","逻辑规则","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md","250","（1）根据上下文，将划线①处补充完整，使其成为一个符合逻辑规则的真判断。(2 分)  "
"HIT00797","2024","丰台","思维候选","科学思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md","252","（2）在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。(6 分)  "
"HIT00798","2024","丰台","思维候选","科学思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md","335","理由：科学思维追求认识的客观性、结果的预见性。在主题研究中，为了解真实情况，可以运用超 前思  "
"HIT00799","2025","丰台","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","180","①不同于食品“先吃后买”的思维方法，属于演绎推理  "
"HIT00800","2025","丰台","思维候选","逆向思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","181","②运用了逆向思维，有利于更好地解决科技应用问题  "
"HIT00801","2025","丰台","思维候选","辩证思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","182","③作为一种创新模式，是辩证思维动态性特征的体现  "
"HIT00802","2025","丰台","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","185","13. 逻辑思维过程是由概念、判断和推理来承担和表现的。只有做到准确把握概念、正确 运用判断、精确进  "
"HIT00803","2025","丰台","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","186","行推理，思维才能合乎逻辑的要求。下列说法正确的是  "
"HIT00804","2025","丰台","推理候选","推理","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","189","C. 从“有的人不是说谎者”这一前提，能够通过换位推理必然得出结论  "
"HIT00805","2025","丰台","思维候选","思维抽象","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","194","①舍弃具体商品个性形成“商品”概念是从感性具体到思维抽象的过程  "
"HIT00806","2025","丰台","思维候选","思维抽象","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","195","②从“商品”到“货币”的推演完成了思维抽象上升到思维具体的历程  "
"HIT00807","2025","丰台","思维候选","辩证思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","197","④通过分析资本主义社会基本矛盾把握社会发展规律属于辩证思维方法  "
"HIT00808","2025","丰台","推理候选","三段论","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","232","民族复兴大任的时代新人。以“‘大思政课’有利于培养时代新 人”为结论，构建一个三段论推理。 (4 分)  "
"HIT00809","2025","丰台","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","314","观点是否正确，并运用《逻辑与思维 》知识说明理由。 (5 分)  "
"HIT00810","2025","丰台","推理候选","充分条件","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","410","该观点是片面的。给 AI 装上“版权雷达”只是防止点击盗版资源网站的一个重要条件，而非充分条件。为  "
"HIT00811","2025","丰台","思维候选","辩证思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\9f3b486088840b52_2025北京丰台高三二模政治_教师版.md","411","了防止点击盗版资源网站，除了技术防控，还需配套法律追贵机制等条件，运用辩证思维采取多种措施，  "
"HIT00812","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\09_delivery\delivery_manifest.md","8","- `07_student_doc/选必三_逻辑与思维_宝典_学生版.md` "
"HIT00813","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\09_delivery\delivery_manifest.md","9","- `09_delivery/选必三_逻辑与思维_宝典_学生版.docx` "
"HIT00814","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\09_delivery\delivery_manifest.md","10","- `09_delivery/选必三_逻辑与思维_宝典_学生版.pdf` "
"HIT00815","2024","顺义","思维候选","超前思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\f986728ea555a6ed_2024顺义思政二模细则.md","45","针对大拆大建追求光鲜亮丽的开发倾向，加剧固体废物的产生这一问题。住建委、规划委等相关部门在尊重城市建设发展规律的前提下，运用超前思维的矛盾分析法，做出科学的判断和预见，把固体废物资源化和清洁生产相结合，实现经济效益与社会效益相统一，推动“无废城市”建设。  "
"HIT00816","2025","西城","推理候选","充分条件","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\cfb0f19ef38aafd7_2025西城二模细则.md","53","		条件①与岩松鼠无关，条件②是一个充分条件假言判断（1分），看到了红嘴蓝鹊，后件为真，无法确定前件的真假，无法确定一定有岩松鼠行动。（2分 规则+分析）  "
"HIT00817","2025","西城","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\cfb0f19ef38aafd7_2025西城二模细则.md","57","		调整种植结构，改种动物们不喜欢啃食的农产品等。（运用创新思维，改变创造条件、建立新的具体联系，分析解决矛盾）  "
"HIT00818","2026","","推理候选","充分条件","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\claudecode_p0_batch2_stdout.log","17","- **FC016 (2025 西城二模 Q16(2))** — closed. Full stem + 细则; 充分条件假言推理肯定后件式无效，4 分明细落点完整。 "
"HIT00819","2026","","推理候选","推理","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\claudecode_p0_batch2_stdout.log","18","- **FC017 (2026 丰台一模 Q18(2))** — partial. 试卷 PDF 是 image-only，甲乙原推理语句仅从细则 PPT 反推（关键词""消费潜力得到有效释放""+""带动居民消费""），节点判定 high。建议 fusion 阶段比对 GPT 端 bundle 文档补全甲乙原文。 "
"HIT00820","2026","","思维候选","超前思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\claudecode_p0_batch2_stdout.log","19","- **FC018 (2025 丰台期末 Q7)** — closed. 漫画哲学题；B 项""超前思维""是选必三第十三课跨章外挂干扰，D 项是唯物论""认识=成功关键""伪装。答案 C。 "
"HIT00821","2026","","推理候选","必要条件","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\claudecode_p0_batch2_stdout.log","20","- **FC019 (2024 朝阳二模 Q7)** — closed (answer inferred). 全选项题干完整；逻辑形式分析推断 D（A=小项不当扩大、B=概念滑移、C=必要条件假言仅满足联言一支）。建议 fusion 阶段调阅 docx 答案校核。 "
"HIT00822","2026","","推理候选","推理","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\claudecode_p0_batch2_stdout.log","22","Fusion 上构建了 5 组（FUSION_005-009），覆盖假言推理三角、三段论周延双桩、客观题陷阱完整覆盖、跨批 P0 骨架。所有产出未使用""final/PASS/终稿/宝典成品/TASK_COMPLETE""等定稿语言；thick_body 文件以 `REVIEW_ONLY` 后缀标识。 "
"HIT00823","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","12","- RUN_DIR: `C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06` "
"HIT00824","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","13","- Existing lane: `C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane` "
"HIT00825","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","14","- New write dir: `C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\p0_expansion` "
"HIT00826","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","15","- Book: 选择性必修三《逻辑与思维》 "
"HIT00827","2026","","推理候选","三段论","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","32","2. `FC014` 2025 顺义一模 Q7: choice trap; expected node 三段论 > 大项不当扩大. "
"HIT00828","2026","","推理候选","充分条件","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","33","3. `FC015` 2024 朝阳一模 Q20(1)/(2): reasoning; expected nodes 充分条件假言推理 / 必要条件假言推理. "
"HIT00829","2026","","推理候选","充分条件","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","34","4. `FC016` 2025 西城二模 Q16(2): reasoning; expected node 充分条件假言推理. "
"HIT00830","2026","","推理候选","必要条件","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","35","5. `FC017` 2026 丰台一模 Q18(2): reasoning; expected nodes 必要条件假言推理 / 三段论 > 大项不当扩大. "
"HIT00831","2026","","推理候选","三段论","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","37","7. `FC019` 2024 朝阳二模 Q7: choice trap; expected node 三段论 > 小项不当扩大. "
"HIT00832","2026","","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\claudecode_lane\CLAUDECODE_P0_EXPANSION_PROMPT.md","54","- `C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_二线闭合_从0开始_2026-05-06\01_source_inventory\initial_source_inventory.csv` "
"HIT00833","2025","东城","思维候选","联想思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5b78436dd863858b_2025_1东城讲评_修改.md","82"," 联想思维，迁移，联结起来  "
"HIT00834","2025","东城","思维候选","超前思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5b78436dd863858b_2025_1东城讲评_修改.md","85","超前思维，预判，规  "
"HIT00835","2025","东城","选必三候选","逻辑与思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5b78436dd863858b_2025_1东城讲评_修改.md","88","• 18（2）结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创  "
"HIT00836","2025","东城","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5b78436dd863858b_2025_1东城讲评_修改.md","90","• 第一层次：创新思维表现、特点  "
"HIT00837","2025","东城","思维候选","创新思维","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5b78436dd863858b_2025_1东城讲评_修改.md","91","• 登月服的设计体现了思路新、方法新、结果新/或创新思维具有多向性、跨越  "
