idx,module,node,title,prompt_verdict,front_note,audit_node_verdict,content_verdict,issues,doc_prompt,source_prompt,doc_answer,source_summary,source_paths
25,二、辩证思维,整体性,5. 2026门头沟一模 第18题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_整体性_partial_rubric,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,（2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,"法院坚持辩证思维的整体性，把赤泥库纠纷中的环境污染风险、地质灾害隐患、公共安全、文物保护、生态修复、产业转型和多方责任联系起来整体把握，不把案件简化为单一赔偿或单点污染处理；通过统筹企业治理、行政监管、社会组织参与和公共利益保护，形成兼顾生态、经济和社会效益的纠纷解决思路。【提示】原细则按辩证思维(3分)+创新思维(3分)+整体逻辑(1分)赋分(7分)，仅写整体性最多得3分，必须同时补""组织技术论证、引导多方协商、运用发散与聚合形成创新调解方案""等创新思维内容。",细则要点1为辩证思维：联系、发展、全面看问题，或整体性动态性实践观；材料要求统筹生态、经济、社会效益和企业、社会组织、行政部门责任；要点2为创新思维。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx
26,二、辩证思维,整体性,6. 2025西城一模 第17题（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_整体性_partial_rubric,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）,结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）,"温榆生态心建设坚持辩证思维的整体性，把清河与温榆河交汇形成的水系、生物栖息空间、河心岛、深潭浅滩、粮田保留和核心区封闭作为相互联系的整体来规划，使水、田、鸟兽、荒野空间和人为干预边界共同服务生态恢复，形成更稳定的生态系统和良好生态环境。【提示】原细则按""客观性+辩证思维(整体性、联系、发展)+创新思维""三个角度赋分(7分)，仅写整体性最多得3分，须三个角度同写才能拿到6-7分。",细则要求从客观性、辩证思维、创新思维三个维度回答；辩证思维角度为联系的、变化发展的、全面的观点，分析生态心建设各要素，整体规划。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx
27,二、辩证思维,整体性,7. 2026西城二模 第18题第（4）问（主观题）,exact,has_audit_note_in_answer,misclassified_as_矛盾分析法_rehung_to_整体性,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）,（4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）,适应人机协同新常态，应坚持辩证思维的整体性和全面观点，全面看待 AI 技术发展现状，既看到 AI 在信息处理和辅助学习中的作用，也警惕幻觉、偏见、错误和隐蔽价值立场；不盲目迷信、不全盘否定，在证据核验和独立判断中实现人与智能良性互动、协同共生。【提示】原细则按三个角度赋分(7分)：①科学思维特征(客观性)；②辩证思维(全面、发展观点)；③创新思维(三新或逆向思维)。仅写一个角度最多3分，三个角度+至少一点深入才能拿到6-7分。,细则角度2为“坚持辩证思维，用全面、发展的观点看问题，全面看待AI技术发展现状，不盲目迷信、不全盘否定，提升数字素养，实现人与智能良性互动、协同共生”；未明示矛盾分析法。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf
28,二、辩证思维,动态性,1. 2025海淀二模 第20题（主观题）,mismatch_needs_source_check,has_audit_note_in_answer,correct_under_user_framework_动态性,NEEDS_SOURCE_PROMPT_RECHECK,prompt_mismatch;audit_note_in_student_answer,结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。（6分）,20.(6分）共享是中国特色社会主义的本质要求。结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。,"推进共同富裕要坚持动态性，看到它不是一次完成的静态结果，而是随共享主体扩大、共享领域拓展、合法权益保障和共建参与不断推进的渐进过程，会经历由低到高、由不均衡到均衡的变化；应根据不同发展阶段不断推进全民共享、全面共享、共建共享和渐进共享，使共享水平在发展中持续提升。【官方判分提示】该题(6分)官方采""整体性+动态性+辩证否定""三个角度，每个角度2分；本宝典将此题挂在多个节属于知识延伸，写入卷面只采前述三个角度计分。",材料“渐进共享”写明一口吃不成胖子、从低级到高级、从不均衡到均衡；细则可选角度含“质量互变规律/动态性”。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx
29,二、辩证思维,动态性,2. 2024朝阳二模 第19题第（1）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_动态性,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（1）生生之宇宙观体现了辩证思维的 ① 特征。人效法天地之德体现的推理类型是 ② 推理。（4分）,(1)生生之宇宙观体现了辩证思维的 ① 特征。人效法天地之德体现的推理类型是 ② 推理。(4分),"生生之宇宙观把宇宙理解为不断生成、变化、更新和展开的过程，说明事物总在运动变化中存在和发展。认识和处理问题时不能把对象看成静止不变的状态，而应从其发生、发展和转化过程中把握趋势与方向，用变化发展的眼光分析问题、指导行动，体现辩证思维的动态性。【提示】原细则赋分(4分=动态性2分+类比推理2分)：①动态性(可替换""用变化发展的观点看问题/矛盾运动的观点/创新"")给1分+判断空格""动态性""2分；②类比推理(无替换)2分。本条目仅展开动态性，整道题还须答类比推理。",参考答案：①动态性 ②类比；类比推理无变通。动态性可替换为用变化发展的观点看问题等。,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf; /Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx
30,二、辩证思维,分析与综合,1. 2025海淀二模 第20题（主观题）,mismatch_needs_source_check,has_audit_note_in_answer,correct_under_user_framework_分析与综合,NEEDS_SOURCE_PROMPT_RECHECK,prompt_mismatch;audit_note_in_student_answer,结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。（6分）,20.(6分）共享是中国特色社会主义的本质要求。结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。,"推进共同富裕应运用分析与综合，先分别分析全民共享、全面共享、共建共享和渐进共享在共享主体、共享领域、合法权益、人人参与和推进过程上的不同要求，弄清各层次解决什么问题；再把这些要求综合为相互衔接的共享发展格局，使发展成果不是由某一群体单向获得，而是在全体人民共建共享、循序渐进中转化为共同富裕。【官方判分提示】该题(6分)官方采""整体性+动态性+辩证否定""三个角度，每个角度2分；本宝典将此题挂在多个节属于知识延伸，写入卷面只采前述三个角度计分。",细则明确“分析与综合/系统优化/整体性”，并提示若在分析与综合层只回答分析或只回答综合，最多给知识1分；讲评材料分全民、全面、共建、渐进共享。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx
31,二、辩证思维,分析与综合,2. 2024石景山一模 第19题第（3）问（主观题）,mismatch_needs_source_check,none,correct_under_user_framework_分析与综合,NEEDS_SOURCE_PROMPT_RECHECK,prompt_mismatch,（3）中国企业在“走出去”的过程中，还缺乏相应经验，在适应投资国法律制度、技术标准、市场营销、人员管理、当地文化等方面还存在一定的冲突和问题。运用《逻辑与思维》知识，任用一种辩证思维方法，针对上述问题提出合理建议。（4分）,（3）中国企业在“走出去”的过程中，还缺乏相应经验，在适应投资国法律制度、技术标准、市场营销、人员管理、当地文化等方面还存在一定的冲突和问题。运用《逻辑与思维》知识，任选一种辩证思维方法，针对上述问题提出合理建议。（4分）,企业应运用分析与综合的方法，分别分析投资国法律制度、技术标准、市场营销、人员管理和当地文化等差异，明确各环节可能带来的经营风险和适应要求；再把合规建设、技术调整、营销策略、管理方式和文化沟通综合起来，形成适合当地条件的本土化经营方案。,细则第19题第（3）问：可从分析与综合的方法、辩证否定观等角度作答，其他角度符合题意亦可酌情给分。,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx ; /Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx
32,二、辩证思维,分析与综合,3. 2024海淀一模 第17题第（2）问（主观题）,contains_or_score_delta,none,correct_under_user_framework_分析与综合,PASS_BASELINE_BY_EXISTING_BACKCHECK,,结合材料二，运用分析与综合的思维方法，说明京津冀协同发展是如何书写新篇章的。（6分）,（2）结合材料二，运用分析与综合的思维方法，说明京津冀协同发展是如何书写新篇章的。（6分）,京津冀三省市应从协同发展的战略大局出发，先科学分析各自功能定位、资源禀赋、产业基础和特色优势，明确各自在区域发展中的作用；再在分析基础上综合把握区域差异和共同需求，通过共商合作大计、推动优势互补和协同联动，把各自发展特质统一到京津冀协同发展整体格局中，服务区域高质量发展。,细则17（2）：京津冀三省市从协同发展战略大局出发，抓住主要矛盾，科学精准分析各自功能定位和特色优势；在此基础上整体把握区域差异，共商合作大计，优势互补；在分析与综合的对立统一中服务协同发展大局。,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx
33,二、辩证思维,分析与综合,4. 2025丰台二模 第19题第（1）问（主观题）,exact,has_audit_note_in_answer,usable_under_分析与综合_but_source_not_explicit_method_name,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（1）有人认为：只要给AI装上“版权雷达”，提前扫描问题指令，就能防止点击盗版资源网站。判断该观点是否正确，并运用《逻辑与思维》知识说明理由。（5分）,（1）有人认为：只要给AI装上“版权雷达”，提前扫描问题指令，就能防止点击盗版资源网站。判断该观点是否正确，并运用《逻辑与思维》知识说明理由。（5分）,该观点犯了把必要条件误当作充分条件的错误。运用辩证思维分析与综合的方法：先分析AI版权雷达、法律追责机制、技术检测和用户素养提升各自作用及其限度，再把这些条件综合为协同治理链；技术措施只是治理体系的一环，单一版权雷达并不是消除盗版传播的充分条件。【提示】原细则核心采分点为充分条件假言判断的运用错误(1分必踩)+辩证思维分析与综合多措并举(4分)；仅按分析与综合答最多得3-4分。,评标细则：观点片面；版权雷达只是重要条件而非充分条件；除了技术防控，还需配套法律追责机制等条件，说明如何做可写法律机制/技术检测/用户素养提升，并需运用辩证思维。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx
34,二、辩证思维,分析与综合,5. 2026海淀二模 第18题第（1）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_分析与综合,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,"团队运用分析与综合，先分别分析花农、批发商和电商在观赏性、种植意愿、储运表现等方面的差异化需求，再综合形成""好看、好种、耐储运""的育种指标，形成对市场需求的整体性认识，使新品种选育能够回应不同主体的真实需求。【提示】原细则该题按三条赋分(6分)：①分析与综合；②联想思维(迁移、想象)；③科学思维追求认识客观性+实践检验，仅写分析与综合最多得2-3分。",答案明确：市场调研中运用分析与综合，分别调查花农、批发商和电商三方差异化需求，在具体分析基础上将调研结果整合为系统育种指标，形成对市场需求的整体性认识。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf
35,二、辩证思维,分析与综合,6. 2026石景山二模 第17题第（2）问（主观题）,exact,none,correct_under_user_framework_分析与综合,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（2）结合材料二，运用《逻辑与思维》知识，分析如何以辩证思维方法应对养老立法的最大难点。（6分）,（2）结合材料二，运用《逻辑与思维》知识，分析如何以辩证思维方法应对养老立法的最大难点。（6分）,应运用分析与综合相结合的方法，先区分政府、市场、社会、家庭不同主体和居家、社区、机构养老不同服务功能，明确保基本、供选择、补稳定、尽亲情责任等不同定位；再把各方责任综合为权责清晰、衔接有序、服务互补的保障网络，使原则性表述转化为可执行的制度安排，在整体协调中破解养老立法难点。,细则：可从辩证分合、质量互变、辩证否定观等角度回答；示例用辩证分合方法，先针对不同主体功能进行分析，再把不同主体责任统一成权责清晰、衔接有序的保障网络。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc
36,二、辩证思维,分析与综合,7. 2026海淀一模 第17题第（2）问（主观题）,exact,has_audit_note_in_answer,usable_under_分析与综合_with_整体性_overlap,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,提高调研科学性，应先分析出行群体差异、问卷选项缺陷、设施环境问题和数据来源局限，再综合运用观察、访谈、文献查阅、问卷调查和数据分析等方法进行交叉验证；用多种资料相互补充，形成更全面、更可靠的调研结论和改进建议。【提示】原细则赋分(6分)：逻辑错误(划分标准不一、选言判断遗漏)2分+建议(科学思维/逻辑思维规则/辩证思维 三角度任选两条，每条建议1分+知识1分)4分。,细则：逻辑错误为划分标准不一、选言判断遗漏；建议可从调研方案、调研方法、数据分析等角度提出。辩证思维示例为全面观点，综合运用观察、访谈、文献、问卷，先实地观察和深度访谈探索问题，再设计问卷验证，并从整体角度思考解决。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
37,二、辩证思维,矛盾分析法,1. 2026朝阳期中(2025-11) 第20题（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_矛盾分析法,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，运用辩证思维方法，谈谈应如何面对我国在全面建设社会主义现代化国家新征程上的“机遇”与“挑战”。（8分）,结合材料，运用辩证思维方法，谈谈应如何面对我国在全面建设社会主义现代化国家新征程上的“机遇”与“挑战”。（8分）,面对机遇，要坚持矛盾分析法，既看到有利条件、发展空间、科技革命和政策机遇，也看到风险挑战、短板压力、外部不确定和内部能力不足，分析机遇和挑战相互联系、相互转化的条件；不能把机遇当作自动到来的结果，而要通过主动作为、制度完善、科技创新和风险应对，把有利条件转化为发展优势，把压力和短板转化为改革创新的动力。【提示】原细则按4个角度赋分(8分)：①矛盾分析法(可替换辩证否定观)2分；②分析与综合(可替换整体性)2分；③量变质变规律2分；④动态性(可替换发展观点)2分+逻辑分2分。每角度知识1+材料1，仅写矛盾分析法最多2分。,细则明确矛盾分析法：机遇与挑战是对立统一的关系，危和机总是同生并存，要在分析机遇和挑战矛盾双方基础上增强忧患意识、抓住主要矛盾，并运用分析与综合、质量互变、动态性等辩证思维方法。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
38,二、辩证思维,矛盾分析法,2. 2025延庆一模 第18题（主观题）,exact,has_audit_note_in_answer,usable_under_矛盾分析法_but_not_exclusive,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，运用《逻辑与思维》知识，谈谈如何运用辩证思维应对低空经济面临的挑战。（7分）,结合材料，运用《逻辑与思维》知识，谈谈如何运用辩证思维应对低空经济面临的挑战。（7分）,应坚持矛盾分析法，既看到低空经济增长快、潜力大、应用前景广等有利条件，也看到产业规模小、基础设施和服务保障少、空域开放难、应用场景散、安全监管要求高等制约因素；在分析矛盾双方基础上，抓住空域管理、基础设施、监管能力和场景拓展等关键问题，针对主要短板集中施策，推动低空经济规范健康发展。【提示】原细则赋分(7分)：辩证思维特征(整体性/动态性)1分+答出两个辩证方法(分析与综合/质量互变/辩证否定/矛盾分析法等任选)每个观点2+材料1=6分。仅写矛盾分析法最多3-4分，须再补一种辩证方法。,细则给出可采用分析与综合、质量互变、辩证否定、矛盾分析法等，示例包含“用联系、发展、矛盾的观点看问题”“集中力量解决空域管理问题”，并同时强调整体性、动态性和辩证分合。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx
39,二、辩证思维,矛盾分析法,3. 2026延庆一模 第18题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_矛盾分析法,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,看待虚拟数字人直播要坚持矛盾分析法，既看到其能够降低营销成本、精准匹配消费需求、拓展直播场景、激发市场活力，也要正视仿冒欺诈、虚假宣传、主体责任不清等风险隐患；只有全面分析矛盾双方及其转化条件，才能在发展新业态的同时完善监管、推动规范治理。【提示】原细则按4选3赋分(7分)：①辩证思维(联系发展全面+矛盾分析法)；②适度原则；③创新思维/三新；④辩证否定，每条理论1分+材料1分。,细则明确坚持辩证思维，用联系、发展、全面的观点看待事物，坚持矛盾分析法，既看到虚拟数字人直播的积极影响，也关注其挑战；同时可写适度原则、创新思维、辩证否定。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx
40,二、辩证思维,矛盾分析法,4. 2024丰台二模 第18题第（2）问（主观题）,exact,has_audit_note_in_answer,usable_under_矛盾分析法_but_also_sufficient_condition_reasoning,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,推动冰雪经济高质量发展应坚持矛盾分析法，既看到政策规划、市场增长、游客收入提高和雪博会交流平台带来的发展机会，也看到场地布局、产业链协同、标准体系、专业人才和核心技术等短板；准确预测前景有意义，但不能把预测当成充分条件，还必须针对制约因素补短板、强链条、建标准、育人才，才能把发展前景转化为高质量发展的现实能力。【提示】原细则核心采分点为充分条件假言判断的运用错误(前件不充分)+辩证思维(其他多种条件)=6分。,细则指出准确预测前景是必要条件而非充分条件；要用辩证思维看到优势和机会，也看到劣势和不足，并对具体问题进行具体分析。细则说明辩证思维包括联系、发展、矛盾、综合与分析、质量互变等观点。,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx
41,二、辩证思维,量变与质变,1. 2025海淀二模 第20题（主观题）,mismatch_needs_source_check,has_audit_note_in_answer,correct_under_user_framework_量变与质变,NEEDS_SOURCE_PROMPT_RECHECK,prompt_mismatch;audit_note_in_student_answer,结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。（6分）,20.(6分）共享是中国特色社会主义的本质要求。结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。,"推进共同富裕要坚持量变与质变统一，在全民共享、全面共享、共建共享的实践中持续积累条件，使人人参与、人人尽力、合法权益保障和各方面建设成果共享不断落实；共享发展要循序渐进，由低级到高级、由不均衡到均衡推进，在量的持续积累中推动共同富裕水平阶段性提升。【官方判分提示】该题(6分)官方采""整体性+动态性+辩证否定""三个角度，每个角度2分；本宝典将此题挂在多个节属于知识延伸，写入卷面只采前述三个角度计分。",细则明确质量互变规律/动态性，提示量变与质变、渐进性与飞跃性、连续性与间断性；讲评材料写“渐进共享：一口吃不成胖子，从低级到高级、从不均衡到均衡”。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx
42,二、辩证思维,量变与质变,2. 2025延庆一模 第18题（主观题）,exact,has_audit_note_in_answer,usable_under_量变与质变_but_not_exclusive,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，运用《逻辑与思维》知识，谈谈如何运用辩证思维应对低空经济面临的挑战。（7分）,结合材料，运用《逻辑与思维》知识，谈谈如何运用辩证思维应对低空经济面临的挑战。（7分）,"发展低空经济应坚持量变与质变统一，通过持续完善基础设施、服务保障、空域管理、监管体系和应用场景，不断积累飞行服务、产业协同和安全治理条件；当这些条件逐步成熟并达到一定程度，就能推动低空经济由""小、散""向""大、优""转变，实现发展质量跃升。【提示】原细则赋分(7分)：辩证思维特征(整体性/动态性)1分+答出两个辩证方法(分析与综合/质量互变/辩证否定/矛盾分析法等任选)每个观点2+材料1=6分。仅写量变与质变最多3-4分，须再补一种辩证方法。",细则给出可采用分析与综合、质量互变、辩证否定、矛盾分析法等；示例同时强调整体性、动态性和辩证分合。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx
43,二、辩证思维,适度原则,1. 2026延庆一模 第18题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_适度原则,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,治理虚拟数字人直播应坚持适度原则，既不能因风险而全面禁止、压制新业态活力，也不能因创新而放任自由、放大仿冒欺诈风险；应在鼓励技术发展、维护市场秩序和保护消费者权益之间把握合理限度，通过规则完善、身份标识、责任追究和适度监管促进其健康发展。【提示】原细则按4选3赋分(7分)：①辩证思维(联系发展全面+矛盾分析法)；②适度原则；③创新思维/三新；④辩证否定，每条理论1分+材料1分。,细则明确“要坚持适度原则，防止过犹不及。对于虚拟数字人直播，应在支持发展的同时采取适度的监管措施”，并提示辩证思维、创新思维、辩证否定等角度。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx
44,二、辩证思维,辩证否定,1. 2025海淀二模 第20题（主观题）,mismatch_needs_source_check,has_audit_note_in_answer,correct_under_user_framework_辩证否定,NEEDS_SOURCE_PROMPT_RECHECK,prompt_mismatch;audit_note_in_student_answer,结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。（6分）,20.(6分）共享是中国特色社会主义的本质要求。结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。,"推进共同富裕要坚持辩证否定观，既继承“不患寡而患不均”“损有余而补不足”等传统思想中重视均衡、互济和补不足的合理因素，又不能停留在传统观念本身；应结合新时代共同富裕的现实要求，把传统思想发展为全民共享、全面共享、共建共享和渐进共享的实践安排，使优秀传统思想在新的发展阶段获得新的内容和作用。【官方判分提示】该题(6分)官方采""整体性+动态性+辩证否定""三个角度，每个角度2分；本宝典将此题挂在多个节属于知识延伸，写入卷面只采前述三个角度计分。",细则明确辩证否定、扬弃、否定之否定、继承与发展、保留与克服；讲评材料写共享发展理念是对“不患寡而患不均”“损有余而补不足”等思想的继承与发展。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx
45,二、辩证思维,辩证否定,2. 2024东城一模 第18题第（3）问（主观题）,exact,none,correct_under_user_framework_辩证否定,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,传统产业是未来产业发展的基础和起点，发展新质生产力应坚持辩证否定，既保留传统产业在制造体系、产业链配套和现实供给中的合理优势，又改造低端产能过剩、高端供给不足、创新能力薄弱等不适应新发展要求的方面；未来产业通过新技术、新场景渗透传统产业链上下游，在扬弃中推动传统优势产业升级。,细则PPT明确：传统产业与未来产业密不可分、相互促进；发展新质生产力不是忽视、放弃传统产业，要辩证否定、改造提升传统产业；变通中特别警示不能把二者理解为新旧事物、不能认为未来产业是传统产业的辩否。,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx
