entry_no,module,node,entry_title,material_trigger_current,prompt_current,why_current,answer_current,source_paper_path,source_rubric_path,question_prompt_source,rubric_source_summary,prompt_copy_verdict,rubric_understanding_verdict,node_verdict,action,notes
46,二、辩证思维,辩证否定,3. 2026房山二模 第18题第（2）问（主观题）,OPC 遇上数字员工后形成未来创业模式：一人公司旧形态的运营方式被突破，数字员工带来的效率、协作和能力扩展被保留，同时法律风险又暴露出需要继续改造和规范的方面。,（2）结合材料一和材料二，运用《逻辑与思维》辩证否定观知识，分析OPC的出现和发展。（5分）,题目限定“辩证否定观”，先看材料里谁被否定、谁被保留。OPC 不是凭空出现，而是在一人公司基础上嵌入数字员工，说明它和旧形态有联系，是发展链条中的新环节；但它又改变了传统一人公司的运营方式和组织能力，形成未来创业模式，说明它对旧形态有否定。材料还提示数字员工有强大功能，同时有法律风险，这正是扬弃：保留能提升效率和能力的因素，改造风险和不适应的因素，把旧要素放进新结构中。,OPC 的出现体现辩证否定，是对传统一人公司这一旧矛盾统一体的否定，实现“单人成军”的全新创业范式，是联系的环节、发展的环节；OPC 的发展还要坚持扬弃，肯定和保留数字员工的强大功能，同时针对出现的法律风险进行改造，把这些风险纳入新模式的规范治理之中。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,（2）结合材料一和材料二，运用《逻辑与思维》辩证否定观知识，分析OPC的出现和发展。（5分）,教师版答案/细则明确：OPC的出现是对传统一人公司这一旧矛盾统一体的否定，实现“单人成军”全新创业范式，是联系和发展的环节；OPC的发展要坚持扬弃，肯定与保留数字员工强大功能，同时针对法律风险改造。,patched_question_number_and_score_from_answer_source,source_answer_supports_but_original_student_prompt_missing,correct_under_user_framework_辩证否定,kept_entry_prompt_patched_with_boundary,当前文件夹只找到教师版答案/评标，未找到原始学生卷题面；题面根据答案源与当前稿校准，需在终审继续寻找原卷。
47,二、辩证思维,辩证否定,4. 2025门头沟一模 第21题第（1）问（主观题）,门头沟结束千年采煤史、关停矿山，同时把革命老区、煤城工业积累、生态涵养功能和山地资源转化为“京西智谷”、生物医药、山地文旅等新发展条件。,运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,本题的辩证否定入口在“旧基础怎样转化为新动能”。材料中的转型不是把旧煤城历史简单抹掉，也不是继续沿用煤炭路径，而是在否定单一资源依赖和粗放开发方式的同时，保留并转化工业基础、生态本底、山地资源和区位优势。看到“旧基础被扬弃为新动能”，就应落到辩证否定。,门头沟转型坚持辩证否定观，既否定单一依赖煤炭、粗放开发和资源消耗型发展的旧路径，又保留并转化工业积累、生态本底、山地资源和区位优势等合理因素，把旧煤城的历史基础放进绿色转型和科技创新的新结构中，在扬弃中培育人工智能、生物医药、山地文旅等新动能。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,细则21(1)：坚持辩证否定观、体现整体性和动态性、分析与综合、用全面联系发展的观点看问题四选一；结合材料分析。答案示例明确“对煤炭经济加以扬弃，破除传统路径依赖，保留工业基础优势，推动新旧动能转换”。,source_exact,supported_by_rubric_as_one_allowed_method,usable_under_辩证否定_but_not_exclusive,kept_entry_no_text_change,设问用“科学思维知识”，细则允许辩证否定观；但非唯一挂载，还可整体性/动态性/分析综合。
48,二、辩证思维,认识发展历程,1. 2024海淀二模 第17题第（2）问（主观题）,时间利用调查先在调查了解阶段记录居民睡眠、工作、家务、交通、休闲等杂多活动和具体数据，再进入分析研究阶段，从这些材料中抽出时间结构、生活模式和社会治理意义，形成更完整的认识。,（2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分）,两个阶段的“关联”不能只背三步名称。调查了解阶段的任务是采集居民活动信息和具体数据，得到的是丰富、杂多、直接的生活材料，触发感性具体。分析研究阶段的任务是对调查资料进行分析研究，把零散数据中的本质联系、生活模式和政策意义抽出来，触发思维抽象。分析不是终点，材料最后指向对居民时间利用情况和生活模式的更深认识，说明还应将抽象规定重新综合成对对象的整体把握，触发思维具体。三者顺序不能颠倒，答案顺着“感性具体、思维抽象、思维具体”的认识发展链推进。,调查了解阶段把居民时间利用中的各种具体活动和数据作为感性具体加以把握，获得睡眠、工作、家务、交通、休闲等丰富材料；分析研究阶段从杂多材料中抽取时间结构、生活模式、群体差异和社会变化等本质联系，形成思维抽象，并进一步综合成对居民生活状况的思维具体认识。两个阶段相互依赖、不可分割，不能只收集材料而不提炼，也不能脱离真实材料空谈结论。,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx; /Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,（2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分）,答案/细则：调查了解阶段对事物的认识属于感性具体；认识要向前发展，需要通过分析研究对事物进行思维抽象，并使认识发展到思维具体；两个阶段相互依赖、不可分割；关系不能颠倒。,patched_question_number_and_score,supported_by_rubric,correct_under_user_framework_认识发展历程,kept_entry_prompt_patched,硬样本之一；链条顺序必须是感性具体 -> 思维抽象 -> 思维具体，不能颠倒。
49,三、创新思维,三性与三新,1. 2025昌平二模 第19题（主观题）,《大梦·红楼》把传统经典改造成全场域行进式近景沉浸体验项目，观众从固定座位观看转为选择路径、跟随角色自由行走并近距离互动。,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,关键是“三新”总特征，但不能只停在“三新”三个词。传统演艺通常是观众坐着看舞台，材料却让观众进入空间、跟随角色、自由选择路线，这说明观看经典的思路变了；三大沉浸展区、四条观众动线、二十个经典情节还原，说明表达经典的方法变了；最终形成全场域近景沉浸体验项目，说明经典作品获得了新的传播和消费形态。细则还提示逆向思维、发散与聚合、迁移和想象等具体方法，所以“三新”要和这些材料动作一起写，不能只喊总特征。,沉浸式演艺体现创新思维的思路新、方法新和结果新：它根据新的消费需求，逆向改变传统观演模式，使观众由固定座位、被动观看转为自由行走、主动探索和近距离互动；又运用发散与聚合、迁移和想象等方法，从多角度开发《红楼梦》经典内容，设置多展区、多动线和多情节场景；最终为观众提供身临其境的体验，促进优秀传统文化传承发展和经济效益提升。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,试卷答案：运用逆向思维创新观演模式，使观众由被动变主动；运用发散与聚合思维，从多角度开发传统经典，通过迁移和想象提供身临其境的场景；促进优秀传统文化传承发展和经济效益提升，体现创新思维思路新、方法新、结果新。,patched_missing_score_and_underdeveloped_answer,supported_by_rubric,correct_under_user_framework_三性与三新_with_specific_methods,kept_entry_prompt_and_answer_patched,原稿只写三新偏薄；按细则补入逆向、发散聚合、迁移和想象，避免学生只写总特征。
50,三、创新思维,三性与三新,2. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,该市不再只把冰雪看成季节性自然资源，而是把冰雪运动、音乐活动、街区空间、夜间消费和文化叙事组合起来，让原本偏冷的季节资源进入可消费、可体验、可传播的城市文旅场景，并把人文底蕴转化为融合街区和复合业态。,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,这里的关键是“人文底蕴怎样变成经济优势”。材料把冰雪、音乐、文化叙事和街区消费放在一起，说明思路上不再把资源割裂使用，而是把它们看成可以相互激活的发展条件；方法上通过跨界联结、场景营造和业态融合，让资源进入消费空间；结果上形成文旅融合街区和新的经济增长点。细则提示：只写“三新+简单分析”不够满分，还要结合超前思维、联想思维、逆向思维、发散与聚合等具体方法，说明创新怎样发生。,该市体现创新思维的思路新、方法新、结果新：运用超前思维了解人文底蕴优势、预测消费趋势和旅游期待，推动城市发展理念转变；运用联想思维把冰雪资源与音乐、文化叙事等跨越联结，形成沉浸式体验；还可用逆向思维把“冷资源”转化为“热经济”，或用发散与聚合多角度挖掘文旅潜力并聚焦融合街区建设。这样才把人文底蕴转化为复合型文化空间、新业态和经济发展优势。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,细则：超前思维预测消费趋势和旅游期待；联想思维将冰雪资源与音乐、文化叙事融合；逆向思维将冷资源转化为热经济；补充答案可写创新思维三新、发散与聚合。评卷提示只有三新+简单分析得3分，三新+分析+其他创新办法或三种具体思维方式得6分。,patched_question_number_score_and_underdeveloped_answer,supported_by_rubric,correct_under_user_framework_三性与三新_with_specific_methods,kept_entry_prompt_and_answer_patched,原稿只写三新偏薄；已按细则补具体创新方法，防止错判为三新背诵题。
51,三、创新思维,三性与三新,3. 2026门头沟一模 第18题第（2）问（主观题）,首份协议不足后，法院没有停留在简单判决或一般调解，而是组织技术论证、引导多方协商，把封场治理、资金保障、工程实施、双验收和全程监督合成闭环方案。,（2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,这则材料还呈现出创新思维，但不能只写“有新办法”。创新点在纠纷解决方法：从“一判了之”转向技术论证、协商共治和闭环履行，把司法裁判、专业技术、资金保障、工程实施和监督验收建立成新的解决链条。这里一方面是思路、方法、结果发生变化，另一方面也有发散与聚合：先把技术、资金、工程、验收、监督等治理可能打开，再聚合成闭环履行方案。,法院运用创新思维，突破单纯裁判、一次性判决的纠纷处理思路，转向生态修复、公共安全和产业转型协同推进，体现思路新；通过发散与聚合相结合，组织技术论证、引导多方协商，把封场治理、资金保障、工程实施、双验收、全程监督等环节聚合成闭环方案，体现方法新；最终提升纠纷解决实效，推动生态环境修复，实现司法保护效果最大化，体现结果新。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,（2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,细则要点2为创新思维：法院突破简单一判了之，通过发散与聚合相结合，组织技术论证、引导多方协商，确立封场治理、资金保障、工程实施、双验收、全程监督等闭环方案。,patched_missing_question_number_and_score_in_csv,supported_by_rubric_explicit_innovation_and_fasanjuhe,correct_under_user_framework_三性与三新_with_specific_methods,patched_answer_to_include_fasanjuhe,同题可在整体性和创新思维复挂；本节点只讲创新思维特征与发散聚合。
52,三、创新思维,三性与三新,4. 2026延庆一模 第18题第（2）问（主观题）,虚拟数字人直播既是新营销形式，又暴露仿冒欺诈、主体责任和内容合规风险；材料要求在支持发展的同时合理监管、推动技术升级并完善规则。,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,虚拟数字人直播直接触发“三新”。思路上，它要求承认数字人直播是新业态；方法上，不是简单禁止，也不是放任风险，而是在鼓励创新、推动技术升级的同时完善相应法律法规并采取适度监管；结果上，落到电商行业健康可持续发展。材料中的“规范中创新”正是思路新、方法新、结果新的展开。,虚拟数字人直播应体现创新思维的思路新、方法新和结果新：思路新在于承认数字人直播等新型营销场景，并从“要不要发展”转向“怎样规范发展”；方法新在于鼓励创新、推动技术不断升级，同时完善相应法律法规，采取适度监管措施；结果新在于促进电商行业健康可持续发展，使新业态在规范中释放活力。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,细则明确创新思维角度：突破常规，探索新的思路和方法，鼓励创新、推动技术不断升级，同时完善相应法律法规，促进电商行业健康可持续发展。,patched_missing_question_number_and_score,supported_by_rubric_explicit_innovation_三新,correct_under_user_framework_三性与三新_as_one_allowed_angle,patched_answer_removed_unsupported_identity_algorithm_terms,删除原稿“身份标识、责任追溯、算法治理”等细则未明示扩展。
53,三、创新思维,三性与三新,5. 2026石景山一模 第17题第（2）问（主观题）,中医药文化传承不再停留在传统典籍、诊疗展示或馆内陈列，而是进入健康中国建设、数字体验、康养服务、社区课程和国际传播等新场景；传统文化由“被保存”转向“可体验、可服务、可传播”。,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,这题虽然可从“三新”进入，但设问要的是“两条建议”，更适合把“三新”落到具体创新方法。思路新，是把中医药文化从静态保存转向健康服务、教育传承和国际传播；方法新，可以用联想把传统诊疗同现代技术结合，用发散从文化传播、教育传承、产业融合等方向打开路径，也可以用超前思维面向健康中国提前布局；结果新，是形成更可体验、可服务、可传播的中医药文化形态。,传承中医药文化应体现创新思维的思路新、方法新和结果新。可以运用联想思维，将中医药传统诊疗方法与现代智能技术结合，开发个性化健康监测与调理服务；可以运用发散思维，从文化传播、教育传承、产业融合等多维度发力，打造中医药文创产品、开设中医药特色课程；也可以运用超前思维，结合健康中国建设需求，布局中医药康养产业，提前规划中医药文化国际传播路径。作答时任选两条并扣材料展开即可。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,试卷答案给联想思维、发散思维、超前思维三类建议，任选两条得6分；细则也提示可从发散与聚合思维、超前思维等角度作答。,patched_missing_question_number_and_score,supported_by_source_answer_and_rubric,correct_under_user_framework_三性与三新_but_must_land_in_specific_methods,patched_answer_from_generic_三新_to_two_suggestions,该题后续在联想思维、超前思维等节点可复挂；本节点只提示三新必须落到具体建议。
54,三、创新思维,三性与三新,6. 2026丰台二模 第21题（主观题）,公园原本主要承担休闲游憩功能，材料却把生态资源转化为教育教学内容，开发“3+X”课程体系，并联动学校、公园、文旅、科协和街道打造乐学生态圈。,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,“三新”的入口在公园功能被重新理解，但这题不能只停在“三新”。思路新在于把公园看成育人空间而不只是休闲空间；联想思维体现在把生态资源迁移到教育教学中；发散与聚合体现在依托“3+X”课程体系开发各具特色的校本课程，又集中学校、公园、文旅、科协、街道等资源形成乐学生态圈。这样才对应材料中的“公园变立体课堂”和多方协同。,该区立足实践，运用创新思维推动教育、生态和治理融合发展；运用联想思维，将公园生态资源迁移到教育教学中，拓展全域育人空间；运用发散思维与聚合思维，依托“3+X”课程体系开发各具特色的校本课程，又集中各类资源和多方力量，让学生享受高品质乐学课程，推动公园从休闲场所变为立体课堂。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,细则给6分：立足实践或创新思维含义/三新加材料2分，联想思维将生态资源迁移到教育教学2分，发散思维与聚合思维依托3+X课程体系并集中资源和多方力量2分。,patched_missing_score_from_rubric,supported_by_rubric_explicit_three_angle_structure,correct_under_user_framework_三性与三新_but_answer_needed_specific_methods,patched_answer_to_include_lianxiang_and_fasanjuhe,原稿只写三新偏薄，已按细则补入联想和发散聚合。
55,三、创新思维,三性与三新,7. 2026西城二模 第18题第（4）问（主观题）,人机协同新常态要求人一方面利用 AI 工具拓展信息处理、问题解决和创新表达能力，另一方面在面对幻觉、偏见、错误和价值立场时保持价值判断、本质辨析和责任选择的主导作用。,（4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）,这里的新不是追逐 AI 热词，而是在新技术条件下寻找新思路、新方法、新结果，也可以从逆向思维进入：既利用技术，又不被技术牵着走。材料要求适应“人机协同的新常态”，关键不是把 AI 当成万能答案，而是让人在价值判断、本质辨析中保持主导作用，在科学认知与创新突破中驾驭技术、造福人类。,适应人机协同应坚持创新思维，寻找新思路、新方法、新结果，也可运用逆向思维，在技术便利中反向警惕依赖和误导；要坚守人类在价值判断、本质辨析中的主导作用，不把 AI 输出当成最终判断；在科学认知与创新突破中驾驭技术，使 AI 服务人的学习、工作和创造，最终造福人类。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,（4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）,细则渲染页角度3为坚持创新思维：寻找新思路、新方法、新结果（或逆向思维），坚守人类在价值判断、本质辨析中的主导作用，在科学认知与创新突破中驾驭技术、造福人类。,patched_missing_question_number_and_score,supported_by_rendered_rubric_page_angle3,correct_under_user_framework_三性与三新_as_innovation_angle,patched_answer_to_exact_rubric_terms,同题已在客观性、整体性复挂；本节点只承接创新思维角度。
56,三、创新思维,三性与三新,8. 2025西城一模 第17题（主观题）,温榆生态心不同于一般公园建设：没有游乐设施、没有精心打理的花草、没有园径和路灯，核心区还全面封闭，让自然演替主导生态恢复，最终形成独特生态系统和荒野景观。,结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）,创新思维维度落在“思路新、方法新、结果新”上。材料的新不在口号，而在建设逻辑：思路上不把公园只理解为游憩空间，方法上减少人工设施和人为干预，结果上形成荒野景观和生态恢复空间。看到“公园功能被重新理解、建设方法被重新选择、生态结果呈现新形态”，就应对应三性与三新。,温榆生态心建设体现创新思维的思路新、方法新、结果新：思路上不把公园只理解为游憩消费空间，而是转向生态恢复和荒野保护；方法上减少游乐设施、园径和路灯，并通过核心区封闭让自然演替发挥作用；结果上形成鱼虫水鸟共生的独特生态系统和荒野景观。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）,细则角度3明确创新思维：创新思维的“新”意味着思路新、方法新、结果新（或逆向思维），生态心不同于一般公园建设，没有常见服务设施甚至全面封闭，营造独特生态系统和荒野景观。,patched_missing_score_in_csv,supported_by_rubric_explicit_三新_or_逆向,correct_under_user_framework_三性与三新,kept_entry_prompt_score_patched_csv,细则要求从三个维度回答；创新思维只是角度3，不可替代客观性和辩证思维全题。
57,三、创新思维,三性与三新,9. 2025石景山一模 第19题（主观题）,获奖建议不是从教材概念里硬套出来，而是从学生亲身经历、生活观察和公共参与中捕捉灵感和创意，把生活中的奇思妙想同城市发展建设、民生改善和社会治理需求相碰撞，形成新颖独特的公共建议。,提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）,这里不能因为设问出现“科学思维观念”就只收进科学三性；材料中的灵感、创意、奇思妙想和新颖独特，正是在科学建议形成过程中体现出的创新思维能力。但这题的细则没有要求硬套“三新”术语，重点是说明新建议怎样从生活经验和城市发展问题的碰撞中产生。,获奖同学体现创新思维能力：他们从亲身经历中捕捉灵感和创意，把生活中的奇思妙想同城市发展建设、民生改善和社会治理问题相碰撞，提出新颖独特且具有操作性的科学建议，使普通生活经验转化为能够服务城市治理的公共方案。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）,细则第③点为运用灵感和奇思妙想思考城市发展建设，提出新颖独特的建议，体现创新思维能力；但未明示思路新、方法新、结果新。,patched_missing_score,supported_innovation_but_not_explicit_三新,supported_as_innovation_ability_not_hard_三新,patched_answer_removed_forced_三新,本题可收在创新思维特点尾项，但不能当作“三新”硬样本。
58,三、创新思维,联想思维,1. 2025海淀期末 第18题（主观题）,北京城市图书馆把中国传统“赤印”意象迁移到新型公共空间设计中，使文化符号转化为富有文化韵味的城市地标。,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。（6分）,联想思维看的是迁移和想象。这里不能把“人找书”到“书找人”写成联想，因为细则把它归为逆向思维；联想思维真正落在“赤印”意象的迁移上：把传统文化意象直接应用到建筑设计之中，使抽象的文化符号转化为可感的公共空间形态。,北京城市图书馆运用联想思维，将原有的认知经验直接应用到其他工作之中进行同化性迁移，把传统“赤印”意象迁移运用到建筑设计之中，打造富有文化韵味的城市地标，使新型公共文化空间既有现代功能，又有鲜明文化表达。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。（6分）,试卷答案/细则将“人找书”向“书找人”明确归为逆向思维；联想思维只锁定将传统“赤印”意象迁移运用到建筑设计之中，打造富有文化韵味的城市地标。,patched_missing_score_and_scope,major_correction_rubric_says_renzhaoshu_is_逆向_not_联想,correct_under_user_framework_联想思维_only_for_chiyin_migration,removed_renzhaoshu_and_jingjinji_from_lianxiang,本批实质纠错：原稿把逆向思维和区域资源协同误并入联想，已压回赤印迁移。
59,三、创新思维,联想思维,2. 2026石景山一模 第17题第（2）问（主观题）,中医药文化传承不只停留在传统诊疗展示，而是可以把传统诊疗方法同现代智能传感技术联系起来，迁移到个性化健康监测与调理服务中。,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,题目让提建议，联想思维只抓“由此及彼”的迁移动作。这里不是把所有传播、课程、国际交流都塞进联想，而是把传统诊疗方法与现代智能技术联系起来，将中医药经验迁移到新的健康服务场景中。其他方向如文化传播、教育传承、国际传播，更适合放到发散或超前节点。,传承中医药文化可以运用联想思维，将中医药传统诊疗方法与现代智能传感技术结合，开发个性化健康监测与调理服务；通过这种迁移，把原本偏专业的诊疗经验转化为可体验、可使用的健康服务方案，使中医药文化在现实生活中获得新的应用场景。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,试卷答案第一条明确为联想思维：将中医药传统诊疗方法与现代智能传感技术结合，开发个性化健康监测与调理服务；细则另给发散聚合和超前等角度。,patched_missing_question_number_and_score,supported_by_source_answer_explicit_lianxiang,correct_under_user_framework_联想思维,prompt_patched_and_answer_narrowed_to_sensor_migration,删除原稿把课程、对外传播等发散/超前方向混入联想的写法。
60,三、创新思维,联想思维,3. 2026东城一模 第19题第（4）问（主观题）,中关村不满足于原创技术“从 0 到 1”的单点突破，而是要让成果走下书架、摆上货架，打通基础研究、成果转化、产业应用、人才平台和市场机制之间的联系。,（4）2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。（5分）,联想迁移的信号在“走下书架、摆上货架”。这不是普通推广，而是把已有原创成果从论文、实验室迁移到应用场景和市场关系中；基础研究、人才平台、企业承接和政策支持被联结成成果转化链。看到“从一个场景迁到另一个场景、由技术想到市场应用”，就应对应联想思维。,中关村要运用联想思维，把原创成果从书架、论文和实验室迁移到成果转化、产业应用和市场机制中，由一个技术突破联想到应用场景、企业承接、人才平台和制度支持等相关环节；通过把基础研究、成果转化、产业链、资金链和政策服务联系成创新链，使“从 0 到 1”的突破继续推进为产业升级和创新生态优化。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,（4）2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。（5分）,细则创新思维知识列举实践、特征、联想、发散、聚合、正向、逆向、超前等；评分为系统观念知识1分+创新思维知识1分+对应任一分析2分+目标1分。,patched_missing_question_number_and_score_in_csv,usable_under_open_innovation_rubric_not_unique,usable_under_user_framework_联想思维_as_one_open_angle,kept_entry_prompt_score_patched_csv,该题联想挂载可用但非唯一；系统观念/整体性仍是另一条主线。
61,三、创新思维,联想思维,4. 2026朝阳一模 第17题第（1）问后半（主观题）,中国铁路博物馆文创设计不是简单复制展品，而是把铁路文物、线路记忆、科技成就和历史故事转化为可携带、可使用、可传播的文创产品方案；设计过程围绕铁路文化、科技和历史进行形象化设想。,（1）识别设计 AI 任务指令所运用的推理类型。运用联想思维的具体方法提出一份“中国铁路博物馆文创产品”的设计方案。（7分）,这道题前半问是推理类型，后半问才限定“联想思维的具体方法”。后半不能停在“文创产品要有创意”，而要明确用迁移或想象：把铁路机车、铁轨、信号灯等视觉特征迁移到文具、饰品等日常用品上，或立足铁路历史与时代风貌展开想象，重构铁路场景、塑造文创形象。每个产品建议都应对应一个清楚的迁移动作或想象动作。,设计中国铁路博物馆文创产品，可以运用迁移，把铁路机车、铁轨、信号灯等视觉特征迁移到书签、钥匙扣、笔记本、饰品等日常用品上，实现文化元素向实用商品的迁移；也可以运用想象，立足铁路历史与时代风貌，设计复古蒸汽机车摆件、老车站场景拼图、主题纪念徽章等，赋予产品文化内涵与纪念价值，增强辨识度与吸引力。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,（1）识别设计AI任务指令所运用的推理类型。运用联想思维的具体方法提出一份“中国铁路博物馆文创产品”的设计方案。（7分）,细则：推理类型2分；联想思维具体方法为迁移或想象2分；设计方案按方法与方案一致、方案具体且含中国铁路相关元素给3分。试卷答案示例为铁路机车、铁轨、信号灯迁移到日常用品，或想象复古蒸汽机车、老车站场景等。,patched_full_prompt_and_score,supported_by_rubric_explicit_migration_or_imagination,correct_under_user_framework_联想思维,prompt_patched_answer_aligned_to_source,本题前半推理类型应进入推理册；思维册只承接后半联想方法。
