followup_id,suite_id,year,suite,question_no,issue_type,source_paths,evidence_excerpt,reason,required_action
S006_P03,S006,2024,2024海淀期中,19、21(1),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,L365-L370: 结合材料，运用《政治与法治》知识，分析上述条款修订的原因。中国共产党坚持解放思想、实事求是、与时俱进、求真务实，始终走在时代前列。L383-L385: 一、必要性 ①中国共产党的先进性/解放思想、实事求是、与时俱进、求真务实/始终走在时代前列（此角度1分，以上三点之间可替代，不重复给分）。L497、L511、L534-L546: 知识：法治相关知识 / 运用法治知识，对小海的观点进行评析（6分）/ 时代背景：从中国实际出发/科学立法符合国情和实际（2分）/ 男女个体：合理设定权利与义务/法律面前人人平等/公平/尊重保障人权（1分）。,Q19与Q21(1)的细则虽然在文字层面出现“实事求是”“从中国实际出发”等措辞，但设问分别限定为“运用《政治与法治》知识”和“运用法治知识”，给分维度落在党的先进性、党员先锋模范作用、全面从严治党、依法治国、科学立法符合国情、法律面前人人平等等政治与法治概念上，并不按必修四哲学“一切从实际出发/实事求是/物质决定意识”的口径给分，属于同名异质的表述陷阱。,拒绝把Q19、Q21(1)挂为必修四哲学唯物论触发；仍按政治与法治模块整体边界排除处理。
S007_P01,S007,2024,东城二模,题号待补证,ocr-needed,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,L953-L955: ===== SOURCE S007_F14 | scoring_rubric | ocr-needed ===== … note: unreadable or unsupported; do not infer from this file.,补充材料下的细则文件未OCR处理，无法核对是否含哲学题增补给分口径或试卷各题统一总细则，可能遗漏哲学触发点。,对该文件执行OCR或获取文字版，再回到框架核对补遗，确认是否需新增/修订必修四哲学触发条目。
S007_P02,S007,2024,东城二模,全卷选择题与各主观题材料原文,ocr-needed,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,L957-L959: ===== SOURCE S007_F15 | exam_paper | ocr-needed ===== … note: unreadable or unsupported; do not infer from this file.,试卷文件不可读：所有选择题题面与可靠答案键、所有主观题（含16题桑基鱼塘材料、21题战略性有利条件材料）原文均不可见；导致choice_rows无客观答案键来源故为空，framework_entries只能依细则与参考答案侧证。,对试卷文件执行OCR或获取文字版试题与官方答案键，再补编choice_rows并回填各题材料原文摘录到framework_entries的question_excerpt/material_signal。
S007_P03,S007,2024,东城二模,17(1),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,L246: 题号与设问：17（1）运用《经济与社会》知识，分析该地探索'盐碱荒滩'转化为'金山银山'的路径；L253-L256细则全部为新发展理念、农村经营方式、土地利用效率、产业融合、乡村振兴等。,本题明确限定运用《经济与社会》知识，为必修二经济模块；阅卷口径全部为以人民为中心的发展思想、新发展理念、农村经营方式、土地利用效率、产业融合、乡村振兴等经济模块术语，不涉及必修四哲学触发口径。,排除于必修四哲学框架之外，归入经济与社会模块单独处理。
S007_P04,S007,2024,东城二模,17(2),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,L291: 题号与设问：17（2）结合材料，从推理的角度，谈谈科学团队是如何找到作物耐碱'密码'的；L298-L306细则为科学归纳推理、求同/求异/共变法、求同求异并用法、类比推理；L335-L338学生问题明确指出'矛盾分析法、分析与综合、充分条件假言推理、三段论、联想思维、逆向思维'等用词不当。,本题为'从推理角度'，阅卷口径全部为科学归纳推理、求同/求异/共变法、求同求异并用法、类比推理，属选择性必修3《逻辑与思维》推理模块；学生问题部分明确反对学生混入'矛盾分析法'等必修四哲学术语，划清模块边界。,排除于必修四哲学框架之外，归入选必三逻辑与思维模块。
S007_P05,S007,2024,东城二模,18(1),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,L359: 题号与设问：18（1）结合材料，运用《政治与法治》知识，说明'四治联动'如何推动新时代和谐劳动关系建设（7分）；L362-L369细则为法治、共治、自治、数治、党的领导、治理体系和治理能力现代化。,本题明确限定运用《政治与法治》知识，为必修三政治法治模块；阅卷口径全部为法治保障、共治联动、主体自治、数治赋能、党建引领等政治法治术语，不涉及必修四哲学触发口径。,排除于必修四哲学框架之外。
S007_P06,S007,2024,东城二模,18(2),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,L424: 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据；L446: 试题分析'学科知识较为综合，涉及《经济与社会》《政治与法治》《法律与生活》等多个模块'；L451-L507细则为人大立法权、政府公共服务职能、企业守法经营、劳动者权利义务、上层建筑适应经济基础（'上层建筑适应经济基础的发展'见L453、L454）。,试题分析点出涉及经济与社会、政治与法治、法律与生活三模块；细则虽含'上层建筑适应经济基础的发展'一语，但作为政府/司法机关给政策依据的政治法治维度表达，与人大立法权、市场监管职能等并列，未单独以必修四'社会发展两大基本规律'命题或给分，故不上挂必修四哲学。,排除于必修四哲学框架之外；如需进一步审视'上层建筑适应经济基础'是否构成跨模块边界，建议待补充细则OCR后再次核对。
S007_P07,S007,2024,东城二模,19(1),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,L566: 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分）；L588-L592试题分析'考查学生合同条款变更的掌握，并能表述承担的相应违约责任'；L593-L609细则为诉讼请求、违约责任、合同履行、诚信原则、公平原则、要约承诺等。,本题为撰写起诉状，阅卷口径全部为合同变更、违约责任、诉讼等《法律与生活》合同法内容，属选择性必修2法律模块。,排除于必修四哲学框架之外。
S007_P08,S007,2024,东城二模,19(2),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,L693: 题号与设问：19（2）为避免类似问题产生，我们应该____（2分）；L696-L712细则为'合同内容应清晰明确/明确双方权利义务/意思表示要明确/避免模糊不清的意思表示'，并将'诚信履行/全面履行/意思表示一致'明列为不给分。,阅卷口径为'合同内容应清晰明确/明确双方权利义务/意思表示要明确/避免模糊不清的意思表示'，并明确将'诚信履行/全面履行/意思表示一致'列为不给分，全部属合同法《法律与生活》模块。,排除于必修四哲学框架之外。
S007_P09,S007,2024,东城二模,20,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,L731-L734: 题号与设问：20小题 结合材料，运用《当代国际政治与经济》知识，说明中国的三大倡议如何助力人类走向美好未来（7分）；L735细则全部为全球发展/安全/文明三大倡议、人类命运共同体等。,本题明确限定运用《当代国际政治与经济》知识，为选择性必修1当代国际政经模块；阅卷口径为全球发展/安全/文明三大倡议、人类命运共同体等，不含必修四哲学触发口径。,排除于必修四哲学框架之外。
S008_P01,S008,2024,丰台一模,"1-7,11-15",ocr-needed,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷,L427-L431: 答案表显示 1-15 题答案为 B D D C D B C D C A / D A B B A；bundle 仅在 L223-L250 抽取到第8、9、10题与第11题题首一句，其余 1-7、12-15 题题面均未抽取。,选择题题面在 bundle 中未抽取，仅有答案键无法构成入框架的闭环证据，不能判断这些题是否触发必修四哲学；按规则只有题面+答案键齐全才能写 choice_rows。,对试卷 PDF 做完整文本抽取或 OCR，补齐 1-7、11-15 题题干与全部选项后再判断模块归属。
S008_P02,S008,2024,丰台一模,9,source-missing,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷,L238-L242: 设问'读右图，下列说法与漫画寓意最相符的是'后只见四个选项文字，漫画图本身在 bundle 中以图片形式存在，未转为可读文本。,正确项 C 已能由真理观知识闭环触发，但漫画寓意是错肢 A/B/D 比对的关键定锚信号；缺图会让错肢分析略带推断成分。,从原 PDF 取漫画图或求其文字描述，补全后对错肢 A/B/D 与漫画寓意做明确比对。
S008_P03,S008,2024,丰台一模,10,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷,L243-L249: 题干以数学家、物理学家、化学家受音乐启示展开探究；选项 A'抽象思维与形象思维有互补性'，B'科学思维具有客观性和逻辑性'，C'艺术思维对科学发展有批判性'，D'创新思维必须关联科学与艺术'；答案 A。,正确项 A 直接采用《逻辑与思维》(选必三)中抽象思维与形象思维的术语，不属于必修四哲学；其他选项亦集中在选必三科学思维/创新思维范围。,记录为模块边界排除，不进入必修四哲学框架。
S008_P04,S008,2024,丰台一模,"16,17,18(2),19(1),19(2),20",module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,L16-L29(政治与法治-四下基层)、L30-L38(法律与生活-好意同乘)、L51-L71(经济与社会-新质生产力赋能)、L72-L99(逻辑规则真判断/科学思维方法)、L100-L106(当代国际政治与经济-供应链共赢链)的设问与细则分别明确指定模块知识。,上述主观题的设问知识范围分别为《政治与法治》《法律与生活》《经济与社会》《逻辑与思维/科学思维》《当代国际政治与经济》，均不在必修四哲学范围内；细则中的采分点未引用必修四哲学原理（如四下基层细则共性角度强调党的领导、群众路线，好意同乘强调侵权责任，全国统一大市场强调市场作用与生产关系变革，科学思维要求写出具体方法，供应链共赢强调全球供应链合作）。,整体记为模块边界排除，不入必修四哲学框架；如需进入相应选必或必修一/二/三框架，另立通道。
S008_P05,S008,2024,丰台一模,21,reference-only,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,L107-L130: 设问'结合材料，综合运用所学，谈谈你对全人类共同价值的理解'；参考答案'可以从唯物辩证法、构建人类命运共同体等角度作答'；评分标准为水平等级赋分(水平4 7-8分要求'综合运用两个模块的知识''3个不同维度展开')，未把任一具体哲学原理写为必采采分点。,题目为'综合运用所学'的开放论述题，可选模块包括必修四(唯物辩证法、辩证唯物论)、选必三(创新思维、辩证思维)、选必一(人类命运共同体、时代主题)等；rubric 仅按维度数与模块数赋分，未明确指定必修四哲学原理为必采项，参考答案对哲学只是举例。,保留为 reference-only，不入必修四哲学触发框架；如学生选择从必修四角度作答，可参考 18(1) 已抽取的联系/发展/唯物史观触发链。
S009_P01,S009,2024,丰台二模,题号待补证（细则中'运用哲学知识，谈谈你对统筹发展和安全的认识'8分题）,needs_followup,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,L80-L88: 运用哲学知识，谈谈那你对'统筹发展和安全'的认识。（8分）参考答案：可以从认识论、辩证法等角度作答。【等级赋分】评分标准说明：均分3.39。水平1：0-1分；水平2：2-3分；水平3：4-6分（两个角度阐释分析完整6分，三个角度阐释欠佳6分）；水平4：7-8分（三个角度阐释较好7分，三个角度阐释完整8分）。,本题确属必修四哲学（题干明示'运用哲学知识'，参考答案点出'认识论、辩证法'）。但参考答案仅泛化为'可从认识论、辩证法等角度作答'，未对联系/矛盾/实践与认识/真理/对立统一等具体哲学原理分别给出可识别的分值阈值；评分采等级赋分，仅按角度数和阐释完整度整体给分。同时抽取文本中本题题号未显示明确序号，无法准确定位为第几题。两项均不满足'完整设问+rubric逐点给分口径'入框架要求。,对试卷PDF执行OCR以补证真实题号；并查找该套是否有阅卷总结/评标补充版披露具体哲学原理（联系、矛盾、实践与认识、真理观等）的逐点给分阈值，再判定是否拆为多条framework_entries。
S009_P02,S009,2024,丰台二模,题号待补证（细则中'谈谈你对你的步伐就是中国的步伐的理解'7分题）,needs_followup,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,L89-L110: 结合材料，综合运用所学，谈谈你对'你的步伐就是中国的步伐'的理解。（7分）参考答案：可以从联系、价值观、中国梦等角度作答，主要涉及哲学及中特两个模块。【拓展答案】是什么：体现个人与国家紧密联系（由个人到国家的传导，发挥局部作用推动整体）；为什么：联系观、整体与部分（系统与要素）、个人梦与中国梦、量变质变；怎么做：价值观、理想信念、弘扬民族精神、担当责任、砥砺奋斗。等级赋分：水平4(6-7分)能从3个维度综合两个模块；水平3(4-5分)；水平2(2-3分)；水平1(0-1分)。,本题涉及必修四哲学（联系观、整体与部分、量变质变、价值观）与中特双模块综合，等级赋分仅按'维度数+模块数+论述充分度'整体给分，未对各哲学原理（联系、整体与部分、量变质变、价值观）给出独立分值口径，且抽取文本中题号未显示明确序号，不满足'完整设问+rubric逐点闭环'入框架要求。,对试卷PDF执行OCR以补证真实题号；并查找阅卷总结/评标是否对'联系、整体与部分、量变质变、价值观'各原理给出独立给分阈值，方可拆为多条framework_entries。
S009_P03,S009,2024,丰台二模,选择题题号待补证,ocr-needed,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,L112-L114: ===== SOURCE S009_F02 | exam_paper | ocr-needed ===== path: /Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf note: unreadable or unsupported; do not infer from this file.,试卷PDF标注ocr-needed且bundle未提供任何选择题题面或客观题答案键；细则文档仅含主观题及两道哲学等级赋分题，未含选择题答案键。无法核验是否存在必修四哲学选择题，亦无法分析正确项触发与错肢边界，按规则禁止从无证据推断。,对试卷PDF执行OCR以恢复1-15题（常规选择题区）题面；并查找该套独立答案表/答题卡/扫描参考答案以建立可靠答案键，再补入choice_rows。
S009_P04,S009,2024,丰台二模,18(2),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,L42-L52: 18(2)有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）评分标准说明：基本按照参考的思维逻辑给分。亮明观点片面1分；合理性1分（超前思维、科学思维的预测性等）；不足之处1-2分（看出观点实际为必要条件假言判断给2分；只从口头语言或充分条件假言判断论述给1分）；其他角度论证最多2分（除超前思维以外的发散聚合、逆向、联想等创新思维；包含综合分析、质量互变的辩证思维；具体问题具体分析、尊重客观规律、一切从实际出发等）。,本题题干明确限定'运用科学思维'（选必三《逻辑与思维》），主体给分点为超前思维、必要条件假言判断、辩证思维结构、创新思维等选必三术语；'具体问题具体分析、尊重客观规律、一切从实际出发'仅作为'其他角度论证最多2分'的替代答案出现，并非主答给分口径，不构成必修四哲学触发链的明确给分依据。按规则判定为模块边界排除，不入framework_entries。,维持模块边界排除；如后续阅卷总结显示这2分中确有按必修四哲学独立给分的真实情况，再考虑作为微弱触发证据补录。
S010_P01,S010,2024,海淀二模,16,rubric-missing-reference-answer-only,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx;/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,L232-L235题面: 16.（6分）以调频促同频……结合材料，从哲学角度，谈谈为什么要'以调频促同频'。 / L19-L22答案: 16.（6分）【答案】联系是普遍的，在人际关系和社交领域，'同频'更容易使人们达成共识，形成合力。矛盾双方是对立统一的，人与人在思想、价值观、生活方式或行为方式上有不同，也有共同点，在对立中把握统一，更能相互理解和引起共鸣。价值观不同，人们面对冲突时作出的选择也不同，人生价值要在个人与社会的统一中创造和实现。【细则】,题面明确要求'从哲学角度'，参考答案分三段(联系普遍性 / 矛盾对立统一 / 价值观与人生价值在个人与社会统一中创造和实现)全为必修四哲学，但【细则】标签后无任何具体每点分值或替代答案口径，仅有参考答案文本；按规则普通参考答案、教师版答案、答案及评分参考只能作 reference-only，不得冒充细则单独入框架。,向阅卷组补获本题给分细则或评标，确认三段(联系/矛盾/价值观与人生价值)的具体分值(疑似2+2+2)与替代答案口径；细则到位后再升级为 framework_entries。
S010_P02,S010,2024,海淀二模,21,open-module-no-mandatory-philosophy-node,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx;/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,L260-L263题面: 21.（8分）循'新'出发，向'新'而行……结合材料，综合运用所学，谈谈如何循'新'出发，实现'既宏伟又朴素'的目标。 / L63-L70细则: 21.（8分）【答案】可从中国共产党的领导、制度优势、经济社会发展、国家治理、文化自信等角度回答。【细则】'热词'分2分：在'新'的关键词中任选两个'热词'，即1分*2；知识运用分4分：不同模块任意两条恰当的理论(表述明确)，2分*2；紧扣核心问题论述分2分；补充说明：仅单纯罗列知识，最高3分。只抄材料，1分。 / L83-L87等级水平4-1,细则明确写'不同模块任意两条恰当的理论'，未强制要求必修四哲学；列出的可选角度(党的领导/制度优势/经济社会发展/国家治理/文化自信)分别归必修一/必修二/必修三/必修四文化部分，未单点指向必修四哲学某具体节点；且采用等级水平整体评判而非每点必修四哲学给分口径，按规则不得把综合开放题硬挂为必修四哲学触发。,本题不入框架；如需追溯学生用必修四哲学应答的实际得分，需获取阅卷总结按学生答题角度分类的统计，确认必修四哲学在'知识运用4分'内的可计入路径。
S011_P01,S011,2024,石景山一模,16,reference-only,试卷.docx；细则.pptx,L1072-L1074：运用《哲学与文化》知识，说明习近平文化思想为什么能为建设中华民族现代文明举旗定向。L1108：16．（6分）可从文化的继承与发展，文化自信，认识的作用，联系，发展等角度回答。L1139-L1143：等级水平表（5-6/3-4/1-2/0分）。,"题目锁定《哲学与文化》范围，参考答案点出""认识的作用、联系、发展""等必修四哲学触发面，但仅以""可从…等角度回答""开放呈现；配套等级水平表只评估论证质量（观点鲜明/紧扣问题/逻辑严密），未给出按知识点的明确给分口径，属普通参考答案+通用评标，不能冒充细则。","若后续可获取石景山区阅卷总结/赋分细则中针对""认识的作用、联系、发展""的具体得分点，再回写为认识论/辩证法 framework_entries。"
S011_P02,S011,2024,石景山一模,20,reference-only,试卷.docx；细则.pptx,L1098-L1101：中国式现代化是强国建设、民族复兴的康庄大道……结合材料中的一个特色，综合运用所学，分析上述战略性有利条件为何能在全面实现中华民族伟大复兴中发挥作用。L1121：20．（8分）可从党的领导、制度优势、经济社会发展、国家治理、文化自信等角度回答。L1144-L1148：等级水平表（7-8/4-6/1-3/0分）。,"题目要求""综合运用所学""，参考答案集中在党的领导/制度优势/经济社会/治理/文化自信，未明确指向必修四哲学具体节点；等级水平表仅评估论证质量，不构成必修四哲学给分口径。",若后续阅卷总结明确说明该题在历史唯物主义（社会基本矛盾、人民群众）或价值观维度有具体得分点，可单独立条；当前不得硬挂必修四。
S011_P03,S011,2024,石景山一模,3,module-boundary-excluded,试卷.docx；细则.pptx,"L995-L1000：北京……培育了""天下兴亡、匹夫有责""的爱国精神……可见，城市精神 ①软实力体现，决定城市未来发展 ②可能与经济发展实力相矛盾，先进社会意识往往带有超前性 ③具有鲜明的区域性和时代性，是一座城市独特的精神气质 ④植根历史，反映市民所认同的价值追求。答案 D=③④（L25）。","正确项③④主要触发必修四文化部分（文化的区域性时代性、文化反映价值追求），按 CLAUDE.md 不混入哲学；错肢②触及历史唯物主义""社会意识超前性""但材料未提供超前性证据，作为错肢使用；错肢①""决定""属""文化决定论""误用。","纳入文化框架；在错肢库中以""社会意识超前性误用""形式记录②，""文化决定论""形式记录①。"
S011_P04,S011,2024,石景山一模,8,module-boundary-excluded,试卷.docx；细则.pptx,L1023-L1027：《未成年人网络保护条例》出台 ①坚持良法之治，保障未成年人合法权利 ②创新公民参与管理国家和社会事务的途径 ③体现人民意志，彰显全过程人民民主的独特优势 ④顺应时代要求，变革经济基础不适应上层建筑的因素。答案 B=①③（L114）。,"正确项①③属必修三政治与法治（良法之治/全过程人民民主），不入必修四哲学；错肢④""变革经济基础不适应上层建筑的因素""颠倒了上层建筑应当适应经济基础的方向，属必修四历史唯物主义错肢。","在错肢库中收录""颠倒上层建筑—经济基础适应方向""错肢，本题正向不入哲学框架。"
S011_P05,S011,2024,石景山一模,1,module-boundary-excluded,试卷.docx；细则.pptx,"L985-L989：""党指挥枪""三个历史节点……启示 ①保证党领导人民有效治理国家，需要坚持依法执政 ②坚持党对军队的绝对领导，是人民军队的建军之本 ③以马克思主义为指导，不断推进军事理论现代化 ④实现强军目标，必须筑牢思想政治工作这条""生命线""。答案 C=②④（L19）。",正确项②④分别属必修三政治与法治（党对军队领导）和思想政治工作维度，未明确触发必修四哲学具体节点。,归入政治与法治模块边界记录，本题正向不入哲学框架。
S011_P06,S011,2024,石景山一模,4,module-boundary-excluded,试卷.docx；细则.pptx,L1001-L1006：第78届联合国大会协商一致通过决议，将春节确定为联合国假日……体现出 ①践行全球文明倡议/尊重世界文明多样性 ②中华文明的传播力影响力，增强了文化自信的底气 ③世界各国对中华文化的认同 ④联合国搭建国际合作平台。答案 A=①②（L28）。,"正确项均为必修四文化部分（文明多样性、文化自信、传播力影响力），属""纯文化知识""，按 CLAUDE.md 不混入哲学。",纳入文化框架；不入哲学框架。
S011_P07,S011,2024,石景山一模,6,module-boundary-excluded,试卷.docx；细则.pptx,"L1013-L1016：""海草培育移植法""通过""优选种子—人工育苗—移植""提高移植过程的人工可控性和种子成活率。这种技术 ①运用了联想思维 ②运用了类比推理 ③运用了超前思维 ④运用了发散思维。答案 A=①②（L108）。",选项均为选择性必修三《逻辑与思维》范畴（联想/类比/超前/发散思维），不属必修四哲学。,归入选必三逻辑与思维模块边界。
S011_P08,S011,2024,石景山一模,7,module-boundary-excluded,试卷.docx；细则.pptx,"L1017-L1021：概念外延关系图（甲乙丙丁四种概念外延关系判断，含""国体与政体""""社会主要矛盾—生产力—生产关系""""领土—领陆—领空""等举例）。答案 B=①④（L111）。","题目核心是选必三《逻辑与思维》中的概念外延关系判断（全同/真包含/真包含于/全异等），与必修四哲学无直接给分挂钩；选项虽出现""生产力—生产关系""等必修四术语，但仅作为外延关系示例。",归入选必三逻辑与思维模块边界。
S011_P09,S011,2024,石景山一模,9,module-boundary-excluded,试卷.docx；细则.pptx,L1028-L1033：全国政协围绕《条例》制定建言献策……人民政协 ①搭建民主协商平台/委员监督权 ②立法协商/积极作用 ③参政议政/严格执法 ④问题导向/凝聚共识。答案 C=②④（L117）。,题目专门考察人民政协职能、立法协商，属必修三政治与法治范畴，不进入必修四哲学。,归入政治与法治模块边界。
S011_P10,S011,2024,石景山一模,10,module-boundary-excluded,试卷.docx；细则.pptx,L1034-L1038：13岁小浩偷偷用母亲支付宝向游戏充值4万余元……依据事实和相关法律推断。答案 A=限制民事行为能力人，其交易行为可能无效（L120）。,题目考察民法典中限制民事行为能力人民事法律行为效力，属选择性必修二《法律与生活》范畴。,归入选必二法律与生活模块边界。
S011_P11,S011,2024,石景山一模,11,module-boundary-excluded,试卷.docx；细则.pptx,"L1039-L1044：牙膏""专业蛀牙修复""虚假宣传案，法院判商家三倍赔偿、驳回医疗费请求。答案 D=③④（L123）。",题目考察《消费者权益保护法》欺诈惩罚性赔偿、举证责任分配等，属选择性必修二《法律与生活》范畴。,归入选必二法律与生活模块边界。
S011_P12,S011,2024,石景山一模,12,module-boundary-excluded,试卷.docx；细则.pptx,"L1045-L1050：""冰天雪地也是金山银山""……冰雪经济发展有利于 ①需求创造供给 ②创新消费场景 ③优化营商环境 ④创新产品供给。答案 D=②④（L126）。","题目考察消费场景创新、产业融合、高质量发展，属必修二《经济与社会》范畴；①含""需求创造供给""供需关系颠倒错肢但仍属经济范畴。",归入经济与社会模块边界。
S011_P13,S011,2024,石景山一模,13,module-boundary-excluded,试卷.docx；细则.pptx,"L1051-L1056：《关于北京市全面优化营商环境打造""北京服务""的意见》……答案 B=①③（L171）。",题目考察标准化与营商环境、政府机构职能优化协同高效，属必修二经济与社会/必修三政治与法治范畴。,归入经济与社会+政治与法治模块边界。
S011_P14,S011,2024,石景山一模,14,module-boundary-excluded,试卷.docx；细则.pptx,L1057-L1065：2012-2022年全球可数字化服务出口规模及增速图。答案 C=②③（L174）。,题目考察数字贸易、经济全球化、全球数字治理与合作，属选择性必修一《当代国际政治与经济》范畴。,归入选必一当代国际政治与经济模块边界。
S011_P15,S011,2024,石景山一模,15,module-boundary-excluded,试卷.docx；细则.pptx,"L1066-L1070：""一带一路""倡议十周年，习近平多个场合（2013/2016/2018/2023）阐述指导原则……答案 C=坚持和平发展道路，推动构建人类命运共同体（L177）。","题目考察""一带一路""与人类命运共同体、和平发展道路，属选择性必修一当代国际政治与经济范畴。",归入选必一当代国际政治与经济模块边界。
S011_P16,S011,2024,石景山一模,17,module-boundary-excluded,试卷.docx；细则.pptx,L1076-L1081：北京首例碳排放权交易合同纠纷案，要求运用法律知识说明合同成立理由及民法基本原则视角下司法判决意义。L1110-L1111：17．（8分）甲公司报价属于要约，乙公司中标通知属于承诺，合同成立3分；法院判决引导民事主体遵循诚信、公平、绿色原则……5分。,"题目明确限定""运用法律知识""，给分集中在民法基本原则（诚信/公平/绿色）与要约承诺规则，属选择性必修二《法律与生活》范畴。",归入选必二法律与生活模块边界。
S011_P17,S011,2024,石景山一模,18,module-boundary-excluded,试卷.docx；细则.pptx,"L1083-L1088：""一米法庭""项目要求运用《政治与法治》分析如何使群众获益（7分）；运用法治知识为人民调解员提供专业指导（6分）。L1113-L1115：参考答案——党的领导/人民当家作主/依法治国有机统一；不可抗力定义、违约责任、多元纠纷解决机制（人民调解司法确认）。",（1）明确限定《政治与法治》——党、人民民主、依法治国三者统一；（2）针对不可抗力与物业服务合同——选必二法律。两小问均不进入必修四哲学。,归入政治与法治+选必二法律模块边界。
S011_P18,S011,2024,石景山一模,19(1),module-boundary-excluded,试卷.docx；细则.pptx,L1090-L1092：运用《经济与社会》知识，说明如何用新质生产力点燃发展新动能（8分）。L1117：参考答案——新质生产力是以高新科技创新驱动内涵式发展的社会生产力新形态；创新引领、整合科技资源、传统产业转型、高水平科技自立自强、产业体系自主可控。,题目明确限定《经济与社会》，给分围绕新质生产力的经济维度（科技创新、产业转型、自主可控），不属必修四哲学。,归入必修二经济与社会模块边界。
S011_P19,S011,2024,石景山一模,19(2),module-boundary-excluded,试卷.docx；细则.pptx,"L1093-L1095：运用《当代国际政治与经济》知识，分析中国新能源汽车企业从""走出去""到""扎下根""的原因（8分）。L1118：参考答案——顺应经济全球化趋势、技术创新、当地比较优势、合作共赢。",题目明确限定《当代国际政治与经济》，给分围绕经济全球化、对外开放、合作共赢，不属必修四哲学。,归入选必一当代国际政治与经济模块边界。
S011_P20,S011,2024,石景山一模,19(3),module-boundary-excluded,试卷.docx；细则.pptx,L1096：运用《逻辑与思维》知识，任用一种辩证思维方法，针对上述问题提出合理建议（4分）。L1119：（3）（4分）可从分析与综合的方法、辩证否定观等角度作答。如从其他角度回答，符合题意，亦可酌情给分。,"题目明确限定《逻辑与思维》辩证思维方法（选必三）；""辩证否定观""虽与必修四辩证法存在概念交集，但本题给分锚定选必三辩证思维方法，且参考答案为开放表述（""等""""酌情""），不能冒充必修四给分细则。","归入选必三《逻辑与思维》辩证思维方法边界；如后续阅卷总结明确将""辩证否定观""按必修四给分，再回写。"
S012_P01,S012,2024,西城一模,n/a,blocked,/Users/wanglifei/Desktop/2024模拟题/西城一模/其他材料/~$教学班报告--高三西城一模练习(政治)-高三年级政6.xlsx,L7-L8: path: …/其他材料/~$教学班报告……xlsx；note: unreadable or unsupported; do not infer from this file.,文件名以~$开头，为Excel临时锁定文件，bundle未抽取出文本；文件内容可能涉及教学班阅卷统计或讲评，与给分口径相关但当前不可读。,请先在Excel中关闭/退出该工作簿，提供正式xlsx或导出CSV后再行核验；当前不得据此推测内容。
S012_P02,S012,2024,西城一模,16-19,blocked,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/~$24.4西城高三统一测试思想政治答案 阅卷细则（调整）.docx,L173-L174: path: …/细则/补充材料/~$24.4西城高三统一测试思想政治答案 阅卷细则（调整）.docx；note: unreadable or unsupported; do not infer from this file.,文件名以~$开头，为Word临时锁定文件，bundle未抽取出文本；文件名中含'阅卷细则（调整）'，可能与现有正式版细则相比有所调整，可能影响17/18/19题的给分口径与变通范围。,请关闭Word原文件、保存正式版后重新转换；如发现调整版与现细则不一致，需重新核验17/18/19题的framework_entries。
