file_id,suite_id,year,suite,parent_bucket,role,path,file_name,extension,sha12,read_status,text_chars,extracted_text_path
S026_F04,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/.DS_Store,.DS_Store,,skip,skip,0,
S026_F05,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,16.(1).doc,.doc,2f596046ed6d,ok,5651,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_2f596046ed6d_16.(1).doc.txt
S026_F06,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,16.(2).docx,.docx,e3e9942211ec,ok,855,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_e3e9942211ec_16.(2).docx.txt
S026_F07,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,17题.docx,.docx,71d970ada83c,ok,6709,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_71d970ada83c_17题.docx.txt
S026_F08,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,18题 .docx,.docx,56b5533477c2,ok,29530,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_56b5533477c2_18题_.docx.txt
S026_F09,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,19.(1).docx,.docx,0e0ec077bf92,ok,6816,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_0e0ec077bf92_19.(1).docx.txt
S026_F10,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,19.(2).docx,.docx,a85076fc73d8,ok,11679,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_a85076fc73d8_19.(2).docx.txt
S026_F11,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,20题.docx,.docx,17616554d573,ok,10589,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_17616554d573_20题.docx.txt
S026_F12,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,21题.docx,.docx,11303432404c,ok,1090,outputs_v4/extracted_texts/S026_2025丰台二模_scoring_rubric_11303432404c_21题.docx.txt
S026_F13,S026,2025,2025丰台二模,2025各区二模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,试卷.pdf,.pdf,9f3b48608884,ok,9745,outputs_v4/extracted_texts/S026_2025丰台二模_exam_paper_9f3b48608884_试卷.pdf.txt
S027_F01,S027,2025,2025昌平二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,细则.pptx,.pptx,af3875177855,ok,7285,outputs_v4/extracted_texts/S027_2025昌平二模_scoring_rubric_af3875177855_细则.pptx.txt
S027_F02,S027,2025,2025昌平二模,2025各区二模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,试卷.pdf,.pdf,6e5080fb116a,ok,9809,outputs_v4/extracted_texts/S027_2025昌平二模_exam_paper_6e5080fb116a_试卷.pdf.txt
S028_F01,S028,2025,2025朝阳二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,细则.docx,.docx,73c36c3077dc,ok,7097,outputs_v4/extracted_texts/S028_2025朝阳二模_scoring_rubric_73c36c3077dc_细则.docx.txt
S028_F02,S028,2025,2025朝阳二模,2025各区二模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,扫描全能王 2025-05-13 21.42.pdf,.pdf,613f35ecb7c4,ocr-needed,0,
S028_F03,S028,2025,2025朝阳二模,2025各区二模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,试卷.pdf,.pdf,6009b3f19a33,ok,9856,outputs_v4/extracted_texts/S028_2025朝阳二模_exam_paper_6009b3f19a33_试卷.pdf.txt
S029_F01,S029,2025,2025海淀二模,2025各区二模,lecture_review,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,2025届二模考试讲评0510.pdf,.pdf,086cafc0d843,ok,12325,outputs_v4/extracted_texts/S029_2025海淀二模_lecture_review_086cafc0d843_2025届二模考试讲评0510.pdf.txt
S029_F02,S029,2025,2025海淀二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,细则.docx,.docx,fc56fdd304fd,ok,2717,outputs_v4/extracted_texts/S029_2025海淀二模_scoring_rubric_fc56fdd304fd_细则.docx.txt
S029_F03,S029,2025,2025海淀二模,2025各区二模,marking_summary,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,2025年海淀二模评标实录.docx,.docx,10b5fafe8824,ok,2082,outputs_v4/extracted_texts/S029_2025海淀二模_marking_summary_10b5fafe8824_2025年海淀二模评标实录.docx.txt
S029_F04,S029,2025,2025海淀二模,2025各区二模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,试卷.pdf,.pdf,7ff16fecb25f,ocr-needed,0,
S030_F01,S030,2025,2025西城二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,细则.docx,.docx,cfb0f19ef38a,ok,4221,outputs_v4/extracted_texts/S030_2025西城二模_scoring_rubric_cfb0f19ef38a_细则.docx.txt
S030_F02,S030,2025,2025西城二模,2025各区二模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,试卷.pdf,.pdf,06c08602a2f5,ok,9823,outputs_v4/extracted_texts/S030_2025西城二模_exam_paper_06c08602a2f5_试卷.pdf.txt
S031_F01,S031,2025,2025东城期末,2025各区期末,unknown,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/.DS_Store,.DS_Store,,skip,skip,0,
S031_F02,S031,2025,2025东城期末,2025各区期末,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,细则.pdf,.pdf,5b78436dd863,ok,3342,outputs_v4/extracted_texts/S031_2025东城期末_scoring_rubric_5b78436dd863_细则.pdf.txt
S031_F03,S031,2025,2025东城期末,2025各区期末,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,东城期末.pptx,.pptx,26b117376526,ok,3940,outputs_v4/extracted_texts/S031_2025东城期末_scoring_rubric_26b117376526_东城期末.pptx.txt
S031_F04,S031,2025,2025东城期末,2025各区期末,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,试卷.pdf,.pdf,8eda36bd87db,ok,21942,outputs_v4/extracted_texts/S031_2025东城期末_exam_paper_8eda36bd87db_试卷.pdf.txt
S032_F01,S032,2025,2025丰台期末,2025各区期末,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,细则.pptx,.pptx,360d57a4b250,ok,10120,outputs_v4/extracted_texts/S032_2025丰台期末_scoring_rubric_360d57a4b250_细则.pptx.txt
S032_F02,S032,2025,2025丰台期末,2025各区期末,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,试卷.pdf,.pdf,89765092a6f2,ok,17783,outputs_v4/extracted_texts/S032_2025丰台期末_exam_paper_89765092a6f2_试卷.pdf.txt
S033_F01,S033,2025,2025朝阳期末,2025各区期末,other_material,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,朝阳高三期末2025.pptx,.pptx,195324f05d7e,ok,12194,outputs_v4/extracted_texts/S033_2025朝阳期末_other_material_195324f05d7e_朝阳高三期末2025.pptx.txt
S033_F02,S033,2025,2025朝阳期末,2025各区期末,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,细则.pdf,.pdf,953eaee3f98d,ocr-needed,0,
S033_F03,S033,2025,2025朝阳期末,2025各区期末,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,试卷.pdf,.pdf,ec82917288aa,ok,9869,outputs_v4/extracted_texts/S033_2025朝阳期末_exam_paper_ec82917288aa_试卷.pdf.txt
S034_F01,S034,2025,2025海淀期中,2025各区期末,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,细则.docx,.docx,7bbd92bd3b93,ok,1434,outputs_v4/extracted_texts/S034_2025海淀期中_scoring_rubric_7bbd92bd3b93_细则.docx.txt
S034_F02,S034,2025,2025海淀期中,2025各区期末,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,试卷.pdf,.pdf,b452d8b4e21b,ok,9836,outputs_v4/extracted_texts/S034_2025海淀期中_exam_paper_b452d8b4e21b_试卷.pdf.txt
S035_F01,S035,2025,2025海淀期末,2025各区期末,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,细则.pptx,.pptx,4b22b6c78aad,ok,10534,outputs_v4/extracted_texts/S035_2025海淀期末_scoring_rubric_4b22b6c78aad_细则.pptx.txt
S035_F02,S035,2025,2025海淀期末,2025各区期末,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,试卷.docx,.docx,b960993a71bd,ok,10024,outputs_v4/extracted_texts/S035_2025海淀期末_exam_paper_b960993a71bd_试卷.docx.txt
S036_F01,S036,2025,2025西城期末,2025各区期末,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,细则.pdf,.pdf,89d264a31e34,ok,4179,outputs_v4/extracted_texts/S036_2025西城期末_scoring_rubric_89d264a31e34_细则.pdf.txt
S036_F02,S036,2025,2025西城期末,2025各区期末,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,试卷.pdf,.pdf,6662da1c2772,ok,8278,outputs_v4/extracted_texts/S036_2025西城期末_exam_paper_6662da1c2772_试卷.pdf.txt
S037_F01,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,16.pptx,.pptx,bbcb45c7197f,ok,1385,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_bbcb45c7197f_16.pptx.txt
S037_F02,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,17.pptx,.pptx,3566266405cd,ok,1269,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_3566266405cd_17.pptx.txt
S037_F03,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,18+选择7、13.pptx,.pptx,5a07157a05d1,ok,1324,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_5a07157a05d1_18+选择7、13.pptx.txt
S037_F04,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,19（1）.pptx,.pptx,88c00449e9f0,ok,132,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_88c00449e9f0_19（1）.pptx.txt
S037_F05,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,19（2）.pptx,.pptx,4e0ae5b46ae6,ok,1338,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_4e0ae5b46ae6_19（2）.pptx.txt
S037_F06,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,19（3）.pptx,.pptx,aa63045ae376,ok,1189,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_aa63045ae376_19（3）.pptx.txt
S037_F07,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,19（4）.pptx,.pptx,04de6654b5f8,ok,1135,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_04de6654b5f8_19（4）.pptx.txt
S037_F08,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,20.pptx,.pptx,16fa597a98fe,ok,442,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_16fa597a98fe_20.pptx.txt
S037_F09,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,细则.pdf,.pdf,eaae525d6ec9,ocr-needed,0,
S037_F10,S037,2026,2026东城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,26东城一模细则.pdf,.pdf,99e851c9338f,ok,5660,outputs_v4/extracted_texts/S037_2026东城一模_scoring_rubric_99e851c9338f_26东城一模细则.pdf.txt
S037_F11,S037,2026,2026东城一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,2026东城一模 原卷扫描版.pdf,.pdf,34b21a3a804e,ocr-needed,0,
S037_F12,S037,2026,2026东城一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,试卷.pdf,.pdf,0dafc181e82e,ok,8261,outputs_v4/extracted_texts/S037_2026东城一模_exam_paper_0dafc181e82e_试卷.pdf.txt
S038_F01,S038,2026,2026丰台一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,细则.pptx,.pptx,26649804f1de,ok,8702,outputs_v4/extracted_texts/S038_2026丰台一模_scoring_rubric_26649804f1de_细则.pptx.txt
S038_F02,S038,2026,2026丰台一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,试卷.pdf,.pdf,6e8f2df5ef86,ocr-needed,0,
S039_F01,S039,2026,2026延庆一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,细则.docx,.docx,2e0f67df1ab7,ok,2555,outputs_v4/extracted_texts/S039_2026延庆一模_scoring_rubric_2e0f67df1ab7_细则.docx.txt
S039_F02,S039,2026,2026延庆一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,试卷.pdf,.pdf,cc9193041171,ok,9927,outputs_v4/extracted_texts/S039_2026延庆一模_exam_paper_cc9193041171_试卷.pdf.txt
S040_F01,S040,2026,2026房山一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,细则.docx,.docx,0ca482adfc64,ok,3585,outputs_v4/extracted_texts/S040_2026房山一模_scoring_rubric_0ca482adfc64_细则.docx.txt
S040_F02,S040,2026,2026房山一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,试卷.pdf,.pdf,e37482eff39f,ocr-needed,0,
S041_F01,S041,2026,2026朝阳一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,细则.docx,.docx,3a11db4bade2,ok,4512,outputs_v4/extracted_texts/S041_2026朝阳一模_scoring_rubric_3a11db4bade2_细则.docx.txt
S041_F02,S041,2026,2026朝阳一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,试卷.pdf,.pdf,585b15124610,ok,14262,outputs_v4/extracted_texts/S041_2026朝阳一模_exam_paper_585b15124610_试卷.pdf.txt
S042_F01,S042,2026,2026海淀一模,2026各区一模,unknown,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/.DS_Store,.DS_Store,,skip,skip,0,
S042_F02,S042,2026,2026海淀一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,细则.pdf,.pdf,9b5ac8fd0cfe,ok,2199,outputs_v4/extracted_texts/S042_2026海淀一模_scoring_rubric_9b5ac8fd0cfe_细则.pdf.txt
S042_F03,S042,2026,2026海淀一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,试卷.pdf,.pdf,03e0412bb805,ocr-needed,0,
S043_F01,S043,2026,2026石景山一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,细则.doc,.doc,78d97b669465,ok,3025,outputs_v4/extracted_texts/S043_2026石景山一模_scoring_rubric_78d97b669465_细则.doc.txt
S043_F02,S043,2026,2026石景山一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,试卷.pdf,.pdf,0d4a5cd29c2e,ok,10115,outputs_v4/extracted_texts/S043_2026石景山一模_exam_paper_0d4a5cd29c2e_试卷.pdf.txt
S044_F01,S044,2026,2026西城一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,细则.docx,.docx,22206a780a15,ok,2574,outputs_v4/extracted_texts/S044_2026西城一模_scoring_rubric_22206a780a15_细则.docx.txt
S044_F02,S044,2026,2026西城一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,2026北京西城高三一模政治.pdf,.pdf,5581e0237e86,ocr-needed,0,
S044_F03,S044,2026,2026西城一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,试卷.docx,.docx,795b221243cd,ok,6140,outputs_v4/extracted_texts/S044_2026西城一模_exam_paper_795b221243cd_试卷.docx.txt
S045_F01,S045,2026,2026门头沟一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,细则.docx,.docx,89313bd87150,ok,4931,outputs_v4/extracted_texts/S045_2026门头沟一模_scoring_rubric_89313bd87150_细则.docx.txt
S045_F02,S045,2026,2026门头沟一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,试卷.pdf,.pdf,e84e6bbdd898,ok,8811,outputs_v4/extracted_texts/S045_2026门头沟一模_exam_paper_e84e6bbdd898_试卷.pdf.txt
S046_F01,S046,2026,2026顺义一模,2026各区一模,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,细则.pptx,.pptx,de758e5e7950,ok,3858,outputs_v4/extracted_texts/S046_2026顺义一模_scoring_rubric_de758e5e7950_细则.pptx.txt
S046_F02,S046,2026,2026顺义一模,2026各区一模,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,试卷.pdf,.pdf,8d19592ca067,ok,9732,outputs_v4/extracted_texts/S046_2026顺义一模_exam_paper_8d19592ca067_试卷.pdf.txt
S047_F01,S047,2026,2026东城期末,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,细则.pptx,.pptx,e4d67789c91d,ok,18159,outputs_v4/extracted_texts/S047_2026东城期末_scoring_rubric_e4d67789c91d_细则.pptx.txt
S047_F02,S047,2026,2026东城期末,2026各区期末和期中,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,试卷.pdf,.pdf,15664381470d,ok,7951,outputs_v4/extracted_texts/S047_2026东城期末_exam_paper_15664381470d_试卷.pdf.txt
S048_F01,S048,2026,2026丰台期末,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,细则.pdf,.pdf,dbc93cbfd3a9,ok,9689,outputs_v4/extracted_texts/S048_2026丰台期末_scoring_rubric_dbc93cbfd3a9_细则.pdf.txt
S048_F02,S048,2026,2026丰台期末,2026各区期末和期中,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,试卷.pdf,.pdf,6553ff85e09d,ocr-needed,0,
S049_F01,S049,2026,2026朝阳期中,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,细则.docx,.docx,885e694cf464,ok,4749,outputs_v4/extracted_texts/S049_2026朝阳期中_scoring_rubric_885e694cf464_细则.docx.txt
S049_F02,S049,2026,2026朝阳期中,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,细则.docx,.docx,885e694cf464,ok,4749,outputs_v4/extracted_texts/S049_2026朝阳期中_scoring_rubric_885e694cf464_细则.docx.txt
S049_F03,S049,2026,2026朝阳期中,2026各区期末和期中,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,试卷.pdf,.pdf,5a53b5c6863d,ok,8285,outputs_v4/extracted_texts/S049_2026朝阳期中_exam_paper_5a53b5c6863d_试卷.pdf.txt
S050_F01,S050,2026,2026朝阳期末,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,细则.pdf,.pdf,487b2d15b3a3,ocr-needed,0,
S050_F02,S050,2026,2026朝阳期末,2026各区期末和期中,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,试卷.pdf,.pdf,e1a49527cb4c,ocr-needed,0,
S051_F01,S051,2026,2026海淀期中,2026各区期末和期中,lecture_review,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,期中讲评20251106.pdf,.pdf,e65381bd2291,ocr-needed,0,
S051_F02,S051,2026,2026海淀期中,2026各区期末和期中,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,试卷.docx,.docx,11cac42f9791,ok,8509,outputs_v4/extracted_texts/S051_2026海淀期中_exam_paper_11cac42f9791_试卷.docx.txt
S052_F01,S052,2026,2026海淀期末,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,细则.pdf,.pdf,7832041a93d3,ok,1669,outputs_v4/extracted_texts/S052_2026海淀期末_scoring_rubric_7832041a93d3_细则.pdf.txt
S052_F02,S052,2026,2026海淀期末,2026各区期末和期中,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,试卷.pdf,.pdf,ac3124113aec,ok,1809,outputs_v4/extracted_texts/S052_2026海淀期末_exam_paper_ac3124113aec_试卷.pdf.txt
S053_F01,S053,2026,2026西城期末,2026各区期末和期中,unknown,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/.DS_Store,.DS_Store,,skip,skip,0,
S053_F02,S053,2026,2026西城期末,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,细则.pdf,.pdf,54715a1e650d,ocr-needed,0,
S053_F03,S053,2026,2026西城期末,2026各区期末和期中,marking_summary,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,西城高三期末评标.pptx,.pptx,9aecfff2e370,ok,669,outputs_v4/extracted_texts/S053_2026西城期末_marking_summary_9aecfff2e370_西城高三期末评标.pptx.txt
S053_F04,S053,2026,2026西城期末,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,高三思想政治参考答案.pdf,.pdf,efbc5507a38d,ok,2909,outputs_v4/extracted_texts/S053_2026西城期末_scoring_rubric_efbc5507a38d_高三思想政治参考答案.pdf.txt
S054_F01,S054,2026,2026通州期末,2026各区期末和期中,scoring_rubric,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,细则.pptx,.pptx,44537714bd68,ok,5996,outputs_v4/extracted_texts/S054_2026通州期末_scoring_rubric_44537714bd68_细则.pptx.txt
S054_F02,S054,2026,2026通州期末,2026各区期末和期中,exam_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,试卷.pdf,.pdf,7f3083ea306e,ok,8568,outputs_v4/extracted_texts/S054_2026通州期末_exam_paper_7f3083ea306e_试卷.pdf.txt
S055_F01,S055,2026,2026石景山期末,已放弃,unknown,/Users/wanglifei/Desktop/2026模拟题/已放弃/2026石景山期末/.DS_Store,.DS_Store,,skip,skip,0,
