choice_id,suite_id,year,suite,question_no,correct_option,answer_key_source,question_excerpt,correct_trigger,wrong_option_notes,support_status,boundary_note
S016_C01,S016,2025,2025丰台一模,2,B,L425-L426: 1 2 3 4 5 6 7 8 9 10 / A B C A D A D D B B(2=B),"L186-L193: 中国书法讲究""虚实相生"",墨色浓淡相宜,字间疏密错落,""密不透风,疏可跑马"",于黑白交错中展现气韵流转。下列理解正确的是 ①笔画间的对立统一成就了书法的艺术生命力 ②墨色浓淡的个性寓于书法布局的共性之中 ③疏密错落的结构蕴含作者的情感与精神境界 ④把握主流,以""实""为核心方能成就书法之美 A.①② B.①③ C.②④ D.③④","①书法中虚与实、密与疏、浓与淡相互依存又相互对立、相互转化,是矛盾对立统一在书法艺术中的体现;正是这种对立统一关系成就了书法的艺术生命力,触发""矛盾是事物发展的源泉和动力""。","②倒置矛盾普遍性与特殊性关系——共性寓于个性(一般寓于个别),不能反过来说""个性寓于共性"",错肢入""矛盾普遍性与特殊性关系倒置"";④误判矛盾主次方面——材料强调""虚实相生""二者并重并未以""实""为核心,错肢入""主次方面定位错误,把对立面之一片面拔高为主流""。",closed-question-and-answer-key,"③""结构蕴含作者情感与精神境界""偏文化生活中作品蕴含创作者精神领域,作辅证不作主必修四哲学触发;本题必修四哲学触发以①为核心。"
S016_C02,S016,2025,2025丰台一模,4,A,L425-L426: 1 2 3 4 5 6 7 8 9 10 / A B C A D A D D B B(4=A),"L207-L216: 北京排水集团槐房再生水厂——湿地公园:水厂的""屋顶""是利用水厂生产的再生水、蓄滞雨洪构建的人工湿地景观,地下部分为再生水生产车间。该设计 ①运用了信息交合法,可以实现多种轻型景观设施和材料的创新 ②尊重自然规律,实现了生态环境与基础设施的和谐统一 ③根据实践需要,建立了公园防灾避险与消纳蓄存雨洪的自在联系 ④经过多轮荷载验算的屋顶结构决定了该公园具有防灾避险的功能 A.①② B.①③ C.②④ D.③④","②水厂利用再生水、蓄滞雨洪构建湿地景观,让生产车间与湿地相融合,是按水循环、生态规律办事,实现生态环境与基础设施和谐统一,触发""尊重客观规律、按规律办事""。","③公园防灾避险与消纳雨洪的联系是通过设计施工建立起来的人为事物的联系,不是""自在联系"",错肢入""把人为事物的联系误说成自在联系"";④误把屋顶荷载结构作为决定防灾避险功能的全部根据,颠倒了设计目的与客观条件的主次,本机不立标准必修四错肢;①""信息交合法""属选必三《逻辑与思维》创新思维方法,正确项混入选必三知识,作模块边界处理。",closed-question-and-answer-key,"本题为必修四+选必三混编:①属选必三创新思维,②属必修四唯物论;必修四哲学触发以②为唯一焦点;③借""自在联系""考查必修四联系观错肢。"
S017_C01,S017,2025,2025延庆一模,1,A,L51 细则答案表 第1题 A；L349 试卷答案 第1题 A,L78-L84: 党的二十届三中全会强调，面对纷繁复杂的国际国内形势……必须自觉把改革摆在更加突出位置，紧紧围绕推进中国式现代化进一步全面深化改革。对此理解正确的是 A.全面深化改革破除体制机制障碍，为科技产业创新创造良好制度环境 B.改革永无止境，实践水无止境，改革决定我国进行新一轮的产业变革 C.全面深化改革是中国式现代化的根本动力，为中国式现代化务实物质基础 D.全面深化改革必须坚持以人民为中心，满足人们对美好生活的各种需求,全面深化改革通过破除阻碍发展的体制机制障碍，调整与生产力不相适应的生产关系和上层建筑，为科技产业创新创造良好制度环境，体现必修四'改革是社会主义制度的自我完善和发展'、为生产力发展扫清制度障碍。,B '改革决定产业变革'倒因为果，改革是适应生产力发展要求的自我完善而非决定产业变革；C '务实'语病、'根本动力'夸大（根本动力是社会基本矛盾运动）；D '满足各种需求'绝对化，超出本题逻辑。,closed-question-and-answer-key,对应必修四历史唯物主义改革。
S017_C02,S017,2025,2025延庆一模,2,B,L51 细则答案表 第2题 B；L349 试卷答案 第2题 B,L85-L92: '踩准成长节拍，不急功近利、拔苗助长；善于留白，不把孩子时间填得过满……'2024年秋季学期开始，北京市推广'课间15分钟'，让孩子们有更充分的时间走出教室、放松身心。一道时间管理'加减法'，受到社会好评。这一做法 A.源于学校育人理念转变，体现以学生为中心的育人导向 B.科学处理好学习时间与学习效果的关系，防止过犹不及 C.根据学生的需要建立新的联系，促进创新人才的培养 D.抓住了课间休息这一主要矛盾，有助于学生健康成长,学习时间与学习效果之间存在'度'的限定，时间排得过满会损害身心放松和学习效果；'防止过犹不及'对应必修四量变与质变中的适度原则——把学习时间控制在度的范围内，才能实现学习效果与身心健康的统一。,A '源于学校育人理念转变'颠倒物质决定意识，做法源于学生身心实际需要；C '建立新的联系''培养创新人才'过远，与课间安排体量不匹配；D 课间休息不是学生健康成长的主要矛盾，主要矛盾误用。,closed-question-and-answer-key,对应必修四唯物辩证法量变与质变中的适度原则。
S017_C03,S017,2025,2025延庆一模,4,D,L51 细则答案表 第4题 D；L349 试卷答案 第4题 D,L103-L109: 习近平总书记指出：'长江拥有独特的生态系统，是我国重要的生态宝库……要把修复长江生态环境摆在压倒性位置，共抓大保护，不搞大开发。'这说明保护长江生态 ①要正确发挥主观能动性，恢复自在事物的联系 ②要遵循自然发展客观规律，践行绿色发展理念 ③要处理好保护和开发的关系，实现矛盾斗争性向同一性转化 ④要运用综合思维，统筹各方力量，实现人与自然和谐共生 A.①② B.①④ C.②③ D.②④,长江生态系统按自身规律演化，保护长江必须尊重并遵循自然规律、践行绿色发展理念，对应必修四规律客观性（②）；④为选必三综合思维。组合D=②④。,① '恢复自在事物的联系'错——自在事物的联系本身客观存在、不依赖人，不需要人去'恢复'；③ 矛盾的斗争性与同一性是相互依存的两种属性，不能相互'转化'。,closed-question-and-answer-key,正确组合②属必修四规律客观性、④属选必三综合思维；本条以②的必修四点入框架，④只作组合说明不入哲学。
S017_C04,S017,2025,2025延庆一模,8,C,L51 细则答案表 第8题 C；L349 试卷答案 第8题 C,L152-L161: 长征是人类历史上的伟大奇迹，是中国革命发展史上的里程碑……革命理想高于天，不怕牺牲、排除万难去争取胜利，面对形形色色的敌人决一死战、克敌制胜……长征历经坎坷取得胜利，这启示我们 ①要发挥意识的决定作用，坚定理想信念，化失利为胜利 ②要正确看待现代化建设新征程中的困难，坚持道路自信 ③要以实践为先导应对纷繁复杂的国际形势，化危为机 ④要在迅速变化的时代中赢得主动，就要开展新的伟大斗争 A.①② B.①③ C.②④ D.③④,②正视新征程中的困难体现矛盾的普遍性，事物发展中矛盾困难是常在的；④'开展新的伟大斗争'对应矛盾的斗争性，斗争性推动矛盾转化和事物发展，长征胜利正是依靠斗争精神化坎坷为胜利。组合C=②④。,① '意识的决定作用'错，意识对物质起能动反作用而非决定作用；③ '以实践为先导'用词错，实践是认识的基础，'先导'通常指认识/理论先导实践。,closed-question-and-answer-key,对应必修四唯物辩证法矛盾观（普遍性、斗争性）。
S018_C01,S018,2025,2025房山一模,3,D,"L23-L24客观题答案表第3题标记为B;L441-L449详解明确给出'3.【答案】D'并逐项分析,A为根源说扩大化,B'从老年群体的特殊需要出发'不妥(应是从实际出发),C材料未强调矛盾的主要方面,D体现矛盾斗争性是绝对的;答案表与详解冲突,以详解的D为准。","L221-L226: 随着我国人口老龄化程度加深,智能养老设备不断普及,但操作复杂、隐私担忧等问题导致部分老年人难以适应甚至抵触此类设备。对此现象,下列分析正确的是( ) A. 智能养老设备推广缓慢,根源在于新事物的发展必然经历曲折的过程 B. 智能养老技术发展需从老年群体的特殊需要出发,让'科技更适老' C. 智能养老设备在养老领域不断普及,已经成为矛盾的主要方面 D. 老年人对智能养老设备'不适应',表明矛盾的斗争性是绝对的","D:智能养老设备不断普及与部分老年人难以适应、抵触并存,体现矛盾双方相互排斥、相互对立的属性,即矛盾的斗争性是无条件的、绝对的;新事物推广中的对立和摩擦正是事物运动变化的内在依据,这是必修四矛盾观中关于斗争性的方法论判断。","A:新事物的发展必然经历曲折的过程,这是新旧事物更替的一般规律,但不是智能养老推广缓慢的'根源'——把现象规律拔高为根源,扩大化。B:必修四唯物论的方法论是一切从实际出发、实事求是,出发点应是客观实际(包括老年群体的客观状况、能力、需求等综合实际),'从老年群体的特殊需要出发'把出发点偏向某一群体的需要,偏离了从客观实际出发的整体要求。C:材料只是说设备普及但出现操作复杂、隐私担忧等问题,并未指明设备在矛盾整体中处于支配地位、决定事物性质,不能判定其'已经成为矛盾的主要方面'。",closed-question-and-answer-key,"该题客观答案表与详解不一致,需以详解为准;错肢B涉及'一切从实际出发'的方法论,可作为唯物论高频错肢提示。"
S018_C02,S018,2025,2025房山一模,4,C,"L23-L24答案表第4题标记为C;L450-L462详解明确'4.【答案】C',与答案表一致。","L227-L233: 近年来,北京大气污染治理成效显著,连续四年稳定达到国家空气质量二级标准……2025年北京市生态环境局与泰国曼谷市政府环境局开启为期三年的大气污染治理合作,向曼谷分享PM2.5监测治理等有效经验。可见( ) A. 北京经验具有普遍适用性,可为他国环境治理贡献智慧 B. 依托大气污染治理,建立北京与曼谷的自在事物的联系 C. 曼谷大气污染治理要坚持共性与个性具体的历史的统一 D. 从北京经验到曼谷治理体现了实践对认识的基础性作用","C:北京治理大气取得的成功经验是各地治理的'共性'要素;曼谷有自身气候、产业结构、治理基础等'个性'特点,曼谷在借鉴北京经验进行治理时不能照搬,必须把共性与个性、普遍与特殊在具体的、历史的条件中统一起来,这是矛盾普遍性与特殊性辩证关系的方法论要求。","A:不同国家在环境状况、发展阶段、政策框架上存在差异,北京经验不具有'普遍适用性'——把矛盾普遍性绝对化,忽视了矛盾特殊性。B:自在事物的联系是在人的实践活动产生之前就客观存在的联系;北京与曼谷围绕大气污染治理建立的合作,是通过协议、合作机制等人的实践活动建立起来的,属于人为事物的联系而非自在事物的联系。D:北京已有经验向曼谷输出,是已有认识指导新实践的过程,体现的是认识对实践的反作用,而不是'实践对认识的基础性作用',方向相反。",closed-question-and-answer-key,"本题在一题内同时考查矛盾普遍性与特殊性、自在事物与人为事物的联系、实践与认识方向三类必修四原理的边界,适合作为对比训练题。"
S018_C03,S018,2025,2025房山一模,2,D,"L23-L24答案表第2题标记为D;L433-L440详解明确'2.【答案】D',与答案表一致。","L214-L220: 北京市《关于进一步加强新时代中小学体育工作的若干措施》指出,通过'打造能出汗的体育课'帮助学生在体育锻炼中增强体质、健全人格,发挥体育在促进学生德育、智育、美育、劳育发展中的基础性作用。该措施( ) A. 推动良法之治,保障中小学生的身心健康 B. 坚持健康第一,扎实推进全过程人民民主 C. 强化体育锻炼,立足部分,实现最优目标 D. 坚持统筹兼顾,促进中小学生的全面发展","D:体育是学生德、智、体、美、劳全面发展整体中的一个重要部分,'打造能出汗的体育课'的目的是让体育在五育整体中发挥基础性作用,从而促进整体的全面发展。这要求树立全局观念,统筹兼顾,立足整体来谋划部分,符合必修四联系观中整体与部分的方法论。","C:整体居于主导地位、统率部分,要求立足整体、把握全局;C却把方法论说成'立足部分,实现最优目标',颠倒了整体与部分的方法论顺序——这是必修四联系观中整体与部分关系的典型错肢,可与'部分功能之和大于整体功能'等表述合并记忆。A:相关《措施》并非法律,材料未体现'良法之治'。B:材料未涉及全过程人民民主。",closed-question-and-answer-key,"正确项D'坚持统筹兼顾,促进全面发展'的表达带有政治治理色彩,但其方法论倾向就是必修四的整体观;错肢C则是必修四整体与部分关系的高频错肢,值得重点保留。"
S018_C04,S018,2025,2025房山一模,7,B,"L23-L26答案表第7题标记为B;L482-L490详解'7.【答案】B',与答案表一致。","L253-L258: 蛇年春晚的创意融合舞蹈《秧BOT》中,机器人与舞者共舞,手绢花翻飞旋转,传统文化与现代科技实现跨界融合,将机器人设计成能承担艺术表达和文化传承功能的表演主体。这种创意( ) A. 将传统秧歌迁移到机器人,达到了思维抽象这一认识的终点 B. 用反向法打破传统表演的界限,展现了未来舞台表演的无限可能性 C. 用机器人与人共舞演绎社会主义先进文化,体现了中华民族精神的核心 D. 以机器人与舞者和谐共舞的方式,体现了矛盾同一性是推动事物发展的动力","正确项B属于选必三《逻辑与思维》中创新思维的反向法,本身不属于必修四哲学;本卡保留此题是因为错肢D是必修四矛盾观的高频错肢,具有错肢分析价值。","D:必修四明确'矛盾是事物发展的源泉和动力',真正的发展动力来自矛盾的对立统一,即斗争性和同一性结合在一起共同起作用,二者各自单独都不能充当动力。D把推动事物发展的动力归结为'矛盾同一性',遗漏了斗争性,把整体的'矛盾'缩为单一属性,是把矛盾观片面化的典型错肢——同样适用于把动力单独归为'斗争性'的错肢辨析。A:认识发展的终点是思维具体而非思维抽象,这是选必三逻辑与思维知识点。C:中华民族精神的核心是爱国主义,材料情境与之无关。",closed-question-and-answer-key,"正确项B属选必三反向法,不入必修四哲学触发;本卡只为提取D错肢作为必修四'矛盾是事物发展的源泉和动力'的错项分析,A、C不属必修四范围。"
S019_C01,S019,2025,2025朝阳一模,4,B,L767-L770: 第一部分参考答案表 题号4 答案 B,L518-L528: 4. 中文承载着中华民族数千年的文明智慧，是中国贡献给世界的重要公共文化产品……有位学者曾说：'汉语是世界语言里最简练的一个语种。同样表达一个意思，如果英语要60秒，汉语5秒就够了。'下列说法正确的是 A.'人尽其才，物尽其用，地尽其利，货畅其流'，阐明了世界的物质性 B.'敌进我退，敌驻我扰，敌疲我打，敌退我追'，把握了具体分析方法 C.'简言达旨，博文赅情，明理立体，隐义藏用'，阐释了辩证的否定观 D.'纵有千古，横有八荒，前途似海，来日方长'，论证了认识的无限性,B项'敌进我退，敌驻我扰，敌疲我打，敌退我追'描述根据敌情不同状态采取截然不同的应对策略，本质是承认对象的差异性、随条件变化而调整方法。这正对应必修四矛盾的特殊性——同一矛盾在不同阶段有不同特点，不同矛盾要用不同方法解决，因而触发'具体问题具体分析'。,A项'人尽其才、物尽其用、地尽其利、货畅其流'只是描述社会资源被充分调动，并不指向'世界本原是物质'，硬挂'世界的物质性'是名句与必修四唯物论概念的错搭。C项'简言达旨、博文赅情、明理立体、隐义藏用'是对中文表达简练特点的描写，不含'肯定与否定的统一、扬弃旧事物'等辩证否定要素，硬挂'辩证的否定观'是必修四辩证法错搭。D项'纵有千古、横有八荒、前途似海、来日方长'描写时空气势与未来前景，未涉及'认识对象与认识主体世代延续'的认识论结构，硬挂'认识的无限性'是必修四认识论错搭。,closed-question-and-answer-key,题面以'文化产品'为情境，但选项考查的是必修四哲学命题与名句的对应关系；A、C、D 三项构成高质量必修四错肢素材，可入错肢库。
S019_C02,S019,2025,2025朝阳一模,3,C,L767-L768: 第一部分参考答案表 题号3 答案 C,L509-L517: 3. 杭州深度求索人工智能基础技术研究有限公司锐意创新，研发出智能助手DeepSeek系列模型。该系列模型通过优化算法和流程，能够用更少算力、更低成本完成更复杂的任务……该公司公开源代码，有利于技术普及，为全球人工智能发展注入活力。下列说法正确的是 ①当今时代的人工智能语言模型以强大算力改变了物质和意识的关系 ②人工智能语言模型的算力增强，能助力人们更好地进行分析与综合 ③公开源代码，舍独享求共享，对企业、对用户、对社会都是利大于弊 ④持续优化算法，人工智能语言模型可在一定程度上不断解放生产力 A.①② B.①③ C.②④ D.③④,正确项④'持续优化算法，人工智能语言模型可在一定程度上不断解放生产力'触发必修四历史唯物主义——科学技术作为生产力中的渗透性、引领性要素，通过提高效率、降低成本推动生产力发展，这是科技与生产力关系在新一代AI中的体现。正确项②'分析与综合'对应选必三《逻辑与思维》的思维方法，本题不作为必修四触发，仅作模块边界标注。,错肢①'人工智能语言模型以强大算力改变了物质和意识的关系'是必修四唯物论高质量错肢——物质决定意识、意识对物质有能动作用是哲学基本关系，由物质第一性决定，不可能被某种技术或工具'改变'，否则就是颠倒物质与意识的根本关系。错肢③'对企业、对用户、对社会都是利大于弊'属于绝对化判断，违背了一分为二、辩证看待事物的要求，但不属于纯粹的必修四原理错搭，更多是价值判断的过度抽象。,closed-question-and-answer-key,必修四触发集中在错肢①（唯物论错肢）和正确项④（科技-生产力）；正确项②属选必三逻辑思维方法，需在错肢库标记不混入必修四。
S020_C01,S020,2025,2025海淀一模,2,D,L499: 2．D(参考答案),"L240-L247: 华夏先民观天象以授农时,察物候而定节气,在农耕文明中凝练出独特的时序标尺——春生、夏长、秋收、冬藏。四时轮转,体现生命变化的节奏;寒来暑往,二十四节气循环往复,提示人们顺时而为、与时偕行。据此,下列说法正确的是 ①春生、夏长、秋收、冬藏的时序标尺构建出自在事物间的联系 ②授农时、定节气实现了从思维具体到思维抽象的升华 ③顺时而为的农耕文明蕴藏着中华优秀传统文化的核心思想理念 ④与时偕行的实践智慧折射出主动作为与敬畏自然相统一 A.①② B.①④ C.②③ D.③④","④""主动作为与敬畏自然相统一""是必修四唯物论""尊重客观规律与发挥主观能动性相结合""的典型表述——敬畏自然=尊重客观规律,主动作为=发挥主观能动性,二者统一即原理结论;③属于中华优秀传统文化角度,不计入必修四哲学。","①把先民观察总结的""春生夏长秋收冬藏""时序标尺归为""自在事物间的联系""错误,时序标尺是人为事物的联系;②""授农时、定节气""是实践活动而非思维过程,且""思维具体到思维抽象""方向反了,应为""思维抽象到思维具体""。",closed-question-and-answer-key,"③属文化模块边界(中华优秀传统文化),计入正确项但不作必修四哲学触发;①""自在/人为联系""涉及联系类型,作错肢边界;②属选必三逻辑思维方向错误。"
S020_C02,S020,2025,2025海淀一模,4,A,L499: 4．A,"L256-L267: 1917年,毛泽东在《体育之研究》中提出""文明其精神,野蛮其体魄"",喊出了积贫积弱年代中国青年的梦想。跨越百年,体育之于人民、之于国家,有了更恢宏的图景,承载着国家强盛、民族振兴的梦想。这要求 ①学生担起民族复兴重任,在锻炼中增强体质、健全人格、锤炼意志 ②学校树立全面育人理念,积极为学生参与体育活动创造客观条件 ③家长遵循成长成才规律,在渐进性与连续性的统一中提高学生身体素质 ④国家优化人才评价体系,推动""文明精神""向""野蛮体魄""的价值转化 A.①② B.①④ C.②③ D.③④","①""担起民族复兴重任,在锻炼中增强体质、健全人格、锤炼意志""触发实现人生价值——在为社会、为民族复兴贡献中实现自我,在砥砺自我中走向全面发展;②""学校创造客观条件""触发实现人生价值需要社会提供的客观条件支撑。","③""渐进性与连续性的统一""非身体素质提高的核心规律性表述,""成长成才规律""与""渐进/连续""未必构成统一关系,概念错搭;④""文明精神""与""野蛮体魄""是统一并重的关系而非单向""价值转化"",方向错误。",closed-question-and-answer-key,"必修四触发集中在①②(实现人生价值);错肢③涉及量变质变误用,作错肢边界,不作正向触发;④涉及价值观取向错误。"
S020_C03,S020,2025,2025海淀一模,5,C,L499: 5．C,"L268-L274: 生态产品价值实现机制是指在严格保护生态环境的前提下,由政府和市场通过合理的路径和方式,将生态产品价值转化为经济价值和社会价值的制度形式。据此,下列理解正确的是 ①这是运用定义的方法明确""生态产品价值实现机制""的外延 ②除非严格保护生态环境,否则不能构建生态产品价值实现机制 ③如果生态产品价值未能成功转化,要么缺少政府作用,要么缺少市场作用 ④完善该机制需要运用矛盾运动的观点,以动态的方式思考生态产品价值 A.①② B.①③ C.②④ D.③④","④""运用矛盾运动的观点,以动态的方式思考生态产品价值""触发必修四辩证法中矛盾运动/发展观点——生态产品价值实现是政府与市场、保护与转化等矛盾运动的过程,需要用变化发展的眼光把握。","①""定义法""明确的是概念的""内涵""非""外延"";③""未能转化要么缺政府要么缺市场""为不相容选言推理,前提未涵盖技术、市场、规则、自然条件等其他原因,结构有缺陷;②""除非…否则不能…""为必要条件假言推理,属选必三逻辑边界(参考答案虽列入正确项但与必修四无关)。",closed-question-and-answer-key,"必修四唯一触发为④(矛盾运动/发展);②属选必三必要条件假言推理,①""定义内涵/外延""与③选言推理结构均为选必三逻辑模块边界。"
S021_C01,S021,2025,2025石景山一模,3,A,L451: 3. A,L157-L174: 中国共产党人根据时代主题提出关于'法宝'的重要论断（统一战线/武装斗争/党的建设；民主集中制；改革开放；社会主义制度集中力量办大事等）。中国共产党话语体系中的'法宝' ①兼具工具价值和理论价值，是共产党人世界观和方法论的集中体现 ②是社会存在和发展的基础，是推动社会历史进步和发展的决定力量 ③具有主观同客观相符合的特征，既要指导实践也要接受实践的检验 ④总结了应对风险挑战的宝贵经验，是我们立党立国的根本指导思想。A.①③ B.①④ C.②③ D.②④,①讲'法宝'是世界观和方法论的集中体现，触发哲学是世界观与方法论统一的原理——党在不同时期总结的'法宝'既反映对中国革命建设规律的认识（世界观），又指导具体行动（方法论）；③讲'法宝'具有主观同客观相符合、要指导实践又接受实践检验，触发实践是认识的基础和检验认识真理性的唯一标准、真理具有客观性等认识论原理。,②错把'法宝'当作社会存在和发展的基础（基础是物质资料的生产方式），混淆了社会存在与社会意识、把作为社会意识的方法论拔高为决定力量；④错把'法宝'拔高为立党立国的根本指导思想（根本指导思想是马克思列宁主义、毛泽东思想、中国特色社会主义理论体系），属概念越位。,closed-question-and-answer-key,正确项触发涉及哲学性质（世界观与方法论统一）和认识论（实践与认识、真理客观性）两条必修四线索，整体入框架。
S021_C02,S021,2025,2025石景山一模,4,D,L451: 4. D,L175-L182: 二十届三中全会《决定》多次出现'自愿''自主''允许'，按自愿、弹性原则推进延迟法定退休年龄改革，赋予地方政府房地产市场调控自主权等。这表明我们党 ①充分依靠群众，支持基层探索创新，自下而上总结改革经验 ②尊重个性差异，根据主体愿望调整政策，增强改革的包容性 ③坚持实事求是，尊重多元诉求，最大限度地协调各方利益 ④把握适度原则，有序推动改革，促进经济和社会平稳发展。A.①② B.①③ C.②④ D.③④,③'坚持实事求是，尊重多元诉求'触发一切从实际出发、实事求是的方法论——党根据不同群体年龄结构差异、不同城市房地产市场实际差异作出'自愿''弹性''允许'的安排，是从客观实际出发；④'把握适度原则，有序推动改革'触发辩证法中的适度原则（量变与质变关系的方法论）——'自愿''弹性'体现把握分寸、循序渐进，避免突变带来的社会震荡。,①'依靠群众'本身正确，但《决定》是党中央顶层设计、自上而下推动改革，'自下而上总结改革经验'与材料情境不符；②'根据主体愿望调整政策'夸大主观意愿、忽视客观条件，'自愿''允许'是基于客观差异的有限授权而非随个人意愿决定，唯心化解读。,closed-question-and-answer-key,正确项触发实事求是与适度原则两条必修四点，整体入框架。
S022_C01,S022,2025,2025西城一模,3,A,L18: 第一部分参考答案'1．A 2．C 3．A 4．D 5．D',L173-L179: 中国到底有多少棵树？……科研团队运用高精度无人机激光雷达和人工智能技术，绘制出了我国首张'树密度地图'。这一研究 A.攻克了森林资源调查难题，说明世界上只有尚未被认识之物，没有不可认识之物 B.借助新技术发现了树木之间的联系，实现了对当前社会历史条件的超越 C.将朴素的感性认识上升为深刻的理性认识，从而检验了认识的真理性 D.展示了树木分布与人口分布间的不平衡性，提升了森林保护的价值。,原本难以摸清的全国树木总数和分布，借助高精度激光雷达和人工智能终于绘制出我国首张树密度地图，这就是'尚未被认识之物'随着工具与实践不断转化为'已被认识之物'。这正是辩证唯物主义可知论的标准句式：世界上只有尚未被认识之物，没有不可认识之物，触发认识具有无限性、世界是可以被认识的。,B错：认识可以发展但不能'实现对当前社会历史条件的超越'，认识要受当时社会历史条件制约。C错：感性到理性的提升是认识发展的环节，但检验认识真理性的标准只能是实践，不能由理性认识自我检验，混淆了发展环节与检验标准。D错：题目立意在认识论，'树木与人口分布的不平衡''提升森林保护的价值'与材料主旨脱节，且与可知论命题无关。,closed-question-and-answer-key,本题答案键来自参考答案表，无逐题选项级评分细则；分析按必修四认识论处理。
S022_C02,S022,2025,2025西城一模,4,D,L18: '4．D',L180-L187: '投资于人'是与'投资于物'相对应的概念，后者指将资金资源投入到建厂房、买设备、修路架桥等方面，前者指将资金资源投入到人的发展和保障上。①现代化的本质是人的现代化，'投资于物'不符合现代化发展的方向 ②资源是有限的，'投资于人'与'投资于物'之间的对立是矛盾的主要方面 ③人是发展的目的，强调更多资金资源'投资于人'是以人民为中心的生动体现 ④要将'投资于物'同'投资于人'紧密结合，形成经济发展与民生改善的良性循环。,③把'人是发展的目的''投资于人'对应到'以人民为中心'，本质上承认人民群众是历史的创造者、是发展的主体和目的，触发必修四历史唯物主义中的人民群众观和价值观人生观中以人民为中心的价值取向。④把'投资于物'与'投资于人'看作要紧密结合、相互促进的两面，形成良性循环，触发必修四矛盾对立统一观点：矛盾双方相互依存，可以在一定条件下相互促进、共同推进发展。,①错：投资于物（厂房、设备、基础设施）依然是现代化建设不可或缺的物质基础，并不违背现代化方向，把'投资于物'判为'不符合现代化方向'过于绝对。②错：'矛盾的主要方面'是同一矛盾两方面之一占主导地位，不是'两个事物之间的对立'本身；把'投资于人'与'投资于物'之间的对立等同于'矛盾的主要方面'，混淆了矛盾的主要方面与矛盾本身。,closed-question-and-answer-key,③同时连接必修一'以人民为中心'，本条仅取必修四历史唯物主义/价值观维度；本题答案键来自参考答案表，无选项级评分细则。
S022_C03,S022,2025,2025西城一模,5,D,L18: '5．D',L188-L193: 全球首个人形机器人半马……人形机器人与人类选手同时出发，在同一路线上完成21.0975公里的比赛。A.人形机器人与人这两个概念是不相容的，二者是矛盾关系 B.人形机器人实际上是一定的社会关系的总和 C.人形机器人拥有类似人类的身体，这改变了意识产生的生理基础 D.人形机器人与人的比赛，不管谁赢谁输，都是人的本质力量的展示。,人形机器人是人按照自身需要、运用知识和技术制造出来的工具，机器人的所有运动能力归根结底来源于人对自然规律和自身能力的把握。无论比赛中机器人快还是人类选手快，胜负都建立在'人造工具+人本身'这两个由人主导的成果之上，所以谁赢谁输都展示的是人的实践能力、劳动能力和智慧——也就是人的本质力量的对象化，触发必修四关于实践与人的本质的哲学认识。,A错：'矛盾关系'是逻辑学术语指全异且穷尽，人形机器人与人之间并非全异穷尽关系，定性不当。B错：'人是一切社会关系的总和'是马克思关于人的本质的表述，机器人不是社会关系的产物，不能套用。C错：意识产生的生理基础是高度发达的人脑，机器人没有人脑这一物质基础，不能因为外形像人就改变意识产生的生理基础。,closed-question-and-answer-key,A选项'矛盾关系'用语涉选必三逻辑与思维，仅作为错项排除依据；本题答案键来自参考答案表，无选项级评分细则。
S022_C04,S022,2025,2025西城一模,1,A,L18: '1．A',L145-L159: 中央一号文件……改革开放初期形成了'经济''责任制''改革'等乡村建设话语；21世纪初期形成了'农产品''粮食''改革''补贴'等话语；十八大以来形成了'乡村振兴''农产品''改革''试点'等话语。可见 ①党中央对'三农'工作的重视一以贯之，强农惠农富农的改革持续加力 ②推进乡村全面振兴始终是改革开放40多年来的重点任务 ③'三农'议题话语的变化折射着时代的变迁 ④农业的社会主义改造是一个持续的过程。,③'三农'话语在改革开放初期、21世纪初期、十八大以来出现三次明显切换：从'责任制'到'农产品/粮食/补贴'再到'乡村振兴/试点'，每个时期的核心词与当时农业农村发展所处阶段一一对应。话语和理论属于社会意识，社会存在决定社会意识，社会存在的变化推动社会意识的变化，所以话语变化能折射时代变迁，触发必修四历史唯物主义中'社会存在与社会意识'。,①属必修三党的领导范畴，不展开必修四分析。②错：'乡村振兴'是十八大以来提出的明确战略，不是改革开放40多年的'始终重点'，时间界定不当。④错：农业社会主义改造在1956年已基本完成，不是持续到当下的过程，与历史事实不符。,closed-question-and-answer-key,①属必修三政治与法治范畴仅作排除，本条仅取③对应必修四历史唯物主义维度；本题答案键来自参考答案表，无选项级评分细则。
