source_id,year,district_or_exam_scope,exam_type,suite_id,file_type,raw_category,candidate_evidence_level,verified_evidence_level,contains_xuanbiyi,contains_subjective_question,question_numbers_detected,has_scoring_detail,has_reference_answer,has_teaching_or_lecture,has_pdf_visual_risk,has_ppt_visual_risk,has_image_or_table,needs_ocr,status,blocker
SRC_54c5e688c015,2025,顺义,一模,2025_顺义_一模,.pdf,2025各区一模/2025顺义一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_6ea5462e02af,2025,西城,一模,2025_西城_一模,.docx,2025各区一模/2025西城一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_062e7a5c776b,2025,西城,一模,2025_西城_一模,.pdf,2025各区一模/2025西城一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_a043a3fcb259,2025,海淀,一模,2025_海淀_一模,.docx,2025各区一模/2025海淀一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_20820628be28,2025,海淀,一模,2025_海淀_一模,.pdf,2025各区一模/2025海淀一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_8cf8c31e07b0,2025,海淀,一模,2025_海淀_一模,.pdf,2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_700c0fe3ebe1,2025,石景山,一模,2025_石景山_一模,.doc,2025各区一模/2025石景山一模/细则/细则.doc,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_949be36f2037,2025,石景山,一模,2025_石景山_一模,.pdf,2025各区一模/2025石景山一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_c3d1aea637c9,2025,朝阳,一模,2025_朝阳_一模,.pdf,2025各区一模/2025朝阳一模/细则/细则.pdf,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_07886c57967f,2025,朝阳,一模,2025_朝阳_一模,.doc,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_341c036102eb,2025,朝阳,一模,2025_朝阳_一模,.doc,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_e70708293da1,2025,朝阳,一模,2025_朝阳_一模,.doc,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_832947a8c994,2025,朝阳,一模,2025_朝阳_一模,.pdf,2025各区一模/2025朝阳一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_e829e6e9a3ae,2025,朝阳,一模,2025_朝阳_一模,.pptx,2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,P2_candidate_teaching_or_lecture,P2_teaching_or_lecture_pending_role_check,unknown,unknown,,no,no,yes,no,yes,no,no,pending_phase02_recheck,
SRC_066dbcf5b765,2025,丰台,一模,2025_丰台_一模,.docx,2025各区一模/2025丰台一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_ef312c0ead76,2025,丰台,一模,2025_丰台_一模,.pdf,2025各区一模/2025丰台一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_d39f12bd12f3,2025,东城,一模,2025_东城_一模,.pdf,2025各区一模/2025东城一模/细则/细则.pdf,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_da5883631078,2025,东城,一模,2025_东城_一模,.pdf,2025各区一模/2025东城一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_7324e07095f8,2026,石景山,期末,2026_石景山_期末,.pdf,已放弃/2026石景山期末/其他材料/答案及评分参考.pdf,P1_candidate_reference_answer,excluded_not_relevant,no,no,,no,yes,no,yes,no,no,yes,pending_phase02_recheck,excluded by user rule
SRC_5bf6b7387198,2026,延庆,一模,2026_延庆_一模,.docx,2026各区一模/2026延庆一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_944b03f9c3be,2026,延庆,一模,2026_延庆_一模,.pdf,2026各区一模/2026延庆一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_7301f6d3c6e2,2026,房山,一模,2026_房山_一模,.docx,2026各区一模/2026房山一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_0e98e571e5b0,2026,房山,一模,2026_房山_一模,.pdf,2026各区一模/2026房山一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_2b459ae738e8,2026,石景山,一模,2026_石景山_一模,.doc,2026各区一模/2026石景山一模/细则/细则.doc,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_b46dba82c3ff,2026,石景山,一模,2026_石景山_一模,.pdf,2026各区一模/2026石景山一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_e28c940953ba,2026,西城,一模,2026_西城_一模,.docx,2026各区一模/2026西城一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_5447227f6175,2026,西城,一模,2026_西城_一模,.docx,2026各区一模/2026西城一模/试卷/试卷.docx,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,no,no,no,no,pending_phase02_recheck,
SRC_4ff3bc2e680a,2026,西城,一模,2026_西城_一模,.pdf,2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_8d2be8df9cad,2026,顺义,一模,2026_顺义_一模,.pptx,2026各区一模/2026顺义一模/细则/细则.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_1da70413b2d1,2026,顺义,一模,2026_顺义_一模,.pdf,2026各区一模/2026顺义一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_14176e949dd0,2026,海淀,一模,2026_海淀_一模,.pdf,2026各区一模/2026海淀一模/细则/细则.pdf,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_184e191a3ddd,2026,海淀,一模,2026_海淀_一模,.pdf,2026各区一模/2026海淀一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_f6e59c8eee71,2026,门头沟,一模,2026_门头沟_一模,.docx,2026各区一模/2026门头沟一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_e34a259c7765,2026,门头沟,一模,2026_门头沟_一模,.pdf,2026各区一模/2026门头沟一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_44f3b42c2caf,2026,丰台,一模,2026_丰台_一模,.pptx,2026各区一模/2026丰台一模/细则/细则.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_31e84e4e2ec2,2026,丰台,一模,2026_丰台_一模,.pdf,2026各区一模/2026丰台一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_ebbe85a1ee6f,2026,朝阳,一模,2026_朝阳_一模,.docx,2026各区一模/2026朝阳一模/细则/细则.docx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,no,no,no,pending_phase02_recheck,
SRC_fd08ca4014c0,2026,朝阳,一模,2026_朝阳_一模,.pdf,2026各区一模/2026朝阳一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_1475504e2bc4,2026,东城,一模,2026_东城_一模,.pdf,2026各区一模/2026东城一模/细则/细则.pdf,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_db98c4fdd4da,2026,东城,一模,2026_东城_一模,.pdf,2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_03696854d360,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_69f4a5c96bf0,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_1b5cd611d75c,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_7e06d068910f,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_90391f5178e4,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_0eef31593a11,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_1ebc5ea95bc8,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_5d17aa87bc17,2026,东城,一模,2026_东城_一模,.pptx,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_0fca4fc46247,2026,东城,一模,2026_东城_一模,.pdf,2026各区一模/2026东城一模/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_3177a54aaed5,2026,东城,一模,2026_东城_一模,.pdf,2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,yes,yes,pending_phase02_recheck,
SRC_93d2077755f7,2026,海淀,期末,2026_海淀_期末,.pdf,2026各区期末和期中/2026海淀期末/细则/细则.pdf,P0_candidate_scoring,unknown_needs_current_no_module_check,user_confirmed_no_pending_current_check,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_51b7508a0497,2026,海淀,期末,2026_海淀_期末,.pdf,2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,P3_candidate_paper,unknown_needs_current_no_module_check,user_confirmed_no_pending_current_check,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_35ef9424281a,2026,通州,期末,2026_通州_期末,.pptx,2026各区期末和期中/2026通州期末/细则/细则.pptx,P0_candidate_scoring,P0_verified_scoring_rule,yes,yes,Q20,yes,no,no,no,yes,no,no,source_checked,
SRC_b66cc2d35877,2026,通州,期末,2026_通州_期末,.pdf,2026各区期末和期中/2026通州期末/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only,yes,yes,Q20,no,no,no,yes,no,no,yes,source_checked,
SRC_763b7470b96b,2026,朝阳,期中,2026_朝阳_期中,.docx,2026各区期末和期中/2026朝阳期中/细则/细则.docx,P0_candidate_scoring,P0_verified_marking_detail,yes,yes,Q17,yes,no,no,no,no,no,no,source_checked,
SRC_1babd6c525fe,2026,朝阳,期中,2026_朝阳_期中,.docx,2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,P0_candidate_scoring,P0_verified_marking_detail,yes,yes,Q17,yes,no,no,no,no,no,no,source_checked,
SRC_cdafdcaa0136,2026,朝阳,期中,2026_朝阳_期中,.pdf,2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only,yes,yes,Q17,no,no,no,yes,no,no,yes,source_checked,
SRC_0eccc84583b5,2026,西城,期末,2026_西城_期末,.pdf,2026各区期末和期中/2026西城期末/细则/细则.pdf,P0_candidate_scoring,P0_verified_scoring_rule_visual,yes,yes,Q20,yes,no,no,yes,no,yes,no,source_checked,
SRC_751bc9aaa01f,2026,西城,期末,2026_西城_期末,.pdf,2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,P0_candidate_scoring,P1_reference_answer_support_only,yes,yes,Q20,no,yes,no,yes,no,no,no,source_checked_support_only,support only; not scoring evidence
SRC_060b7ec32fe4,2026,西城,期末,2026_西城_期末,.pptx,2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,P0_candidate_scoring,P2_marking_summary_no_q20_scoring,no,no,,no,no,yes,no,yes,no,no,checked_no_q20_scoring,marking PPT does not contain Q20 scoring
SRC_647418e573f7,2026,海淀,期中,2026_海淀_期中,.docx,2026各区期末和期中/2026海淀期中/试卷/试卷.docx,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,no,no,no,no,pending_phase02_recheck,
SRC_b1aeb67d2659,2026,海淀,期中,2026_海淀_期中,.pdf,2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,P2_candidate_teaching_or_lecture,P2_teaching_or_lecture_pending_role_check,unknown,unknown,,no,no,yes,yes,no,no,yes,pending_phase02_recheck,
SRC_88c6e8f353db,2026,东城,期末,2026_东城_期末,.pptx,2026各区期末和期中/2026东城期末/细则/细则.pptx,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,no,yes,no,no,pending_phase02_recheck,
SRC_9aba5c7460e6,2026,东城,期末,2026_东城_期末,.pdf,2026各区期末和期中/2026东城期末/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_e80d35a6d904,2026,朝阳,期末,2026_朝阳_期末,.pdf,2026各区期末和期中/2026朝阳期末/细则/细则.pdf,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_0056d930a7a9,2026,朝阳,期末,2026_朝阳_期末,.pdf,2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_45c50fff4444,2026,丰台,期末,2026_丰台_期末,.pdf,2026各区期末和期中/2026丰台期末/细则/细则.pdf,P0_candidate_scoring,pending_content_recheck,unknown,unknown,,yes,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_371641aaa3a7,2026,丰台,期末,2026_丰台_期末,.pdf,2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,P3_candidate_paper,P3_paper_only_pending_question_scan,unknown,unknown,,no,no,no,yes,no,no,yes,pending_phase02_recheck,
SRC_SUPP_2026_XC_TEACHER_PAPER,2026,西城,期末,2026_西城_期末,.pdf,GaokaoPolitics_missing_paper_supplement,P3_candidate_paper,P3_missing_paper_supplement,yes,yes,Q20,no,yes,no,yes,no,yes,no,source_checked,Desktop primary paper folder empty; mirror teacher-version PDF used only for complete prompt
