question_id,suite_id,stable_locator,题型,部分归属,knowledge_node_hint,evidence_level,本轮结论,framework_target,reason,blocker
Q-2025东城期末-19-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(2),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025东城期末-19-3,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(3),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025东城期末-20,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q20,主观题,边界,发散思维,C-boundary,excluded,国政经 / 中非现代化,国政经题 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-21,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q21,主观题,待判,判断,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,选择题,待判,创新思维;辩证思维,B-choice-signal,入正文,创新思维 / 辩证思维（混合选择题）,选择题待回源,
Q-2025东城期末-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,选择题,待判,创新思维;前提;动态性;整体性;概念;科学思维;辩证否定;辩证思维,B-choice-signal,入正文,科学思维/辩证思维/辩证否定/动态性/整体性（多概念混合选择题）,选择题待回源,
Q-2025东城期末-3,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q3,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-4,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q4,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,选择题,待判,创新思维;辩证思维,B-choice-signal,入正文,创新思维 / 辩证思维（混合选择题）,选择题待回源,
Q-2025东城期末-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,选择题,推理,创新思维;前提;动态性;整体性;概念;科学思维;辩证否定;辩证思维,B-choice-signal,入正文,科学思维/辩证思维/辩证否定/动态性/整体性（多概念混合选择题）,选择题待回源,
Q-2025东城期末-5,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q5,选择题,思维,辩证思维,B-choice-signal,入正文,辩证思维（边界 / 矛盾相互转化前提选择题）,选择题边界陷阱,
Q-2025东城期末-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,选择题,思维,创新思维;辩证思维,B-choice-signal,入正文,创新思维 / 辩证思维（混合选择题）,选择题待回源,
Q-2025东城期末-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,选择题,思维,创新思维;前提;动态性;整体性;概念;科学思维;辩证否定;辩证思维,B-choice-signal,入正文,科学思维/辩证思维/辩证否定/动态性/整体性（多概念混合选择题）,选择题待回源,
Q-2025东城期末-6,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q6,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-7,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q7,选择题,推理,推理,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-8,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q8,选择题,推理,必要条件,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-9,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q9,选择题,推理,前提,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-10,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q10,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-11,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q11,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,选择题,待判,创新思维;辩证思维,B-choice-signal,入正文,创新思维 / 辩证思维（混合选择题）,选择题待回源,
Q-2025东城期末-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,选择题,待判,创新思维;前提;动态性;整体性;概念;科学思维;辩证否定;辩证思维,B-choice-signal,入正文,科学思维/辩证思维/辩证否定/动态性/整体性（多概念混合选择题）,选择题待回源,
Q-2025东城期末-12,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025东城期末-13,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q13,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;推理;概念;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-14,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q14,选择题,推理,假言;判断;周延;概念;联言;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-15,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q15,选择题,推理,假言;充分必要条件;充分条件;判断;必要条件;推理,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-16,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q16,主观题,思维,发散思维,A-formal,入正文,创新思维 / 三新·发散聚合·联想·超前,登月服硬样本；entries/additional_main.jsonl E-2025东城期末-16,
Q-2025东城期末-17,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q17,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025东城期末-18-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(1),主观题,交叉,创新思维;发散思维;大项;联想思维;聚合思维;超前思维;迁移,C-boundary,excluded,经济/政法（按GitHub标签为创新思维但实际细则非选必三主链）,细则确认为非选必三主链 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-18-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(2),主观题,交叉,创新思维;发散思维;大项;联想思维;聚合思维;超前思维;迁移,C-boundary,excluded,经济/政法,细则确认为非选必三主链 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-19-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(1),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025东城期末-19-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(2),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025东城期末-19-3,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(3),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025东城期末-20,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q20,主观题,思维,发散思维,C-boundary,excluded,国政经 / 中非现代化,国政经题 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025东城期末-21,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q21,主观题,推理,判断,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-1,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q1,选择题,待判,质量互变,B-choice-signal,入正文,辩证思维 / 多方法,辩证思维选择题,回源补完整选项+正确项理由+错项陷阱
Q-2025丰台期末-2,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q2,选择题,待判,保真;假言;充分条件;判断;必要条件;推理;联言;超前思维;辩证思维;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-3,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q3,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-4,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q4,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-5,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q5,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-6,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q6,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-7,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q7,选择题,思维,超前思维,B-choice-signal,同类索引,选择题陷阱库 / 哲学唯物论伪装超前思维,硬规则§十八边界陷阱；entries/additional_choice.jsonl C-2025丰台期末-7,
Q-2025丰台期末-8,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q8,选择题,思维,判断;发散思维;想象;推理;概念,B-choice-signal,入正文,创新思维 / 发散思维（选择题）,选择题待回源,
Q-2025丰台期末-9,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q9,选择题,待判,假言;充分条件;判断;推理;联言;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-10,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q10,选择题,交叉,归纳;思维具体;思维抽象;感性具体;推理;演绎推理;类比,B-choice-signal,入正文,认识发展的历程 / 思维抽象与思维具体（选择题，辅助）,选择题；entries/additional_choice.jsonl C-2025丰台期末-10,
Q-2025丰台期末-11,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q11,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-12,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-13,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q13,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-14,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q14,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-15,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q15,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-16,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q16,主观题,待判,判断;前提;推理;系统观念;结论;质量互变;辩证思维,A-support,入正文,辩证思维 / 矛盾·整体性·质量互变·动态性,辩证思维多维'界'；entries/additional_main.jsonl E-2025丰台期末-16,
Q-2025丰台期末-17,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q17,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025丰台期末-18-1,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(1),主观题,推理,保真;假言;判断;必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-18-2,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(2),主观题,推理,保真;假言;判断;必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-18-3,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(3),主观题,推理,保真;假言;判断;必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-19,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q19,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025丰台期末-20,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q20,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025丰台期末-21,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q21,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025丰台期末-1,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q1,选择题,待判,质量互变,B-choice-signal,入正文,辩证思维 / 多方法,辩证思维选择题,回源补完整选项+正确项理由+错项陷阱
Q-2025丰台期末-2,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q2,选择题,待判,保真;假言;充分条件;判断;必要条件;推理;联言;超前思维;辩证思维;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-3,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q3,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-4,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q4,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-5,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q5,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-6,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q6,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-7,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q7,选择题,思维,超前思维,B-choice-signal,同类索引,选择题陷阱库 / 哲学唯物论伪装超前思维,硬规则§十八边界陷阱；entries/additional_choice.jsonl C-2025丰台期末-7,
Q-2025丰台期末-8,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q8,选择题,交叉,判断;发散思维;想象;推理;概念,B-choice-signal,入正文,创新思维 / 发散思维（选择题）,选择题待回源,
Q-2025丰台期末-9,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q9,选择题,推理,假言;充分条件;判断;推理;联言;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-10,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q10,选择题,交叉,归纳;思维具体;思维抽象;感性具体;推理;演绎推理;类比,B-choice-signal,入正文,认识发展的历程 / 思维抽象与思维具体（选择题，辅助）,选择题；entries/additional_choice.jsonl C-2025丰台期末-10,
Q-2025丰台期末-11,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q11,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-12,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-13,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q13,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-14,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q14,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-15,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q15,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025丰台期末-16,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q16,主观题,交叉,判断;前提;推理;系统观念;结论;质量互变;辩证思维,A-support,入正文,辩证思维 / 矛盾·整体性·质量互变·动态性,辩证思维多维'界'；entries/additional_main.jsonl E-2025丰台期末-16,
Q-2025丰台期末-17,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q17,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025丰台期末-18-1,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(1),主观题,推理,保真;假言;判断;必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-18-2,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(2),主观题,推理,保真;假言;判断;必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-18-3,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(3),主观题,推理,保真;假言;判断;必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025丰台期末-19,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q19,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025丰台期末-20,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q20,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025丰台期末-21,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q21,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025海淀二模-20,S-2025海淀二模,008_Desktop_2025模拟题_2025各区二模_2025海淀二模_试卷_试卷.pdf::render_page_07::Q20,主观题,思维,分析与综合;系统优化;整体性;质量互变;动态性;辩证否定;矛盾分析法,A-formal,入正文,辩证思维 / 整体性·动态性·辩证否定·矛盾分析法,硬样本辩证思维多角度；entries/hard_samples.jsonl E-2025海淀二模-20,
Q-2025海淀二模-UNPARSED-PAPER,S-2025海淀二模,008_Desktop_2025模拟题_2025各区二模_2025海淀二模_试卷_试卷.pdf::paper_text_blank_all_render_pages,suite_visual_blocker,missing,,pending,blocked,,题型未识别 | SUPERVISOR_PATCH_01: 题型 pending 改为 blocked,题型未识别，需回源原卷
Q-2025海淀期末-1,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q1,选择题,待判,可检验性;客观性;科学思维,B-choice-signal,入正文,科学思维,科学思维选择题,回源补完整选项+正确项理由+错项陷阱
Q-2025海淀期末-2,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q2,选择题,思维,整体性;结论;辩证思维;迁移,B-choice-signal,入正文,辩证思维 / 整体性 + 推理 / 迁移,选择题待回源,
Q-2025海淀期末-3,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q3,选择题,待判,前提;客观性;辩证思维,B-choice-signal,入正文,辩证思维 / 多方法,辩证思维选择题,回源补完整选项+正确项理由+错项陷阱
