question_id,year,district,exam_stage,question_no,运行分组,证据等级,设问入口,命中框架,材料触发行,答案骨架,反向筛查,飞哥想说
CC0206_2025_西城_期末_19,2025,西城,期末,19,PASS,正式题,问评析/认识,问评析/认识；消费者欺诈/虚假宣传/隐瞒/搭售；知识产权/作品/商标/专利；不正当竞争/混淆/商业诋毁/虚假宣传；先表态，再证明；一主体一链,- 19．（） 【案情回放】 “小爱同学，今天天气怎么样？ → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 陈某于2017 年8 月至2020 年6 月间，在不同商品类别上抢先大量申请注册相关商标，并向M 科技关 联企业发函，要求停止使用“小爱同学”商标。 陈某于2017 年8 月至20… → 先判权利对象，再判侵害方式 → 知识产权保护、侵权责任、保护创新 / - 【判决结果】 经人民法院审理，“小爱同学”作为有一定影响力的唤醒词、人工智能引擎的名称以及 搭载人工智能引擎的智能音箱等商品的名称，受到反不正当竞争法的保护。 【判决结果】 经人民… → 先看是否破坏公平竞争秩序 → 不正当竞争、停止侵害、赔偿、维护竞争秩序,1. 先按“问评析/认识”确定本题交付物。 / 2. 再抓“消费者欺诈/虚假宣传/隐瞒/搭售”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“消费者欺诈/虚假宣传/隐瞒/搭售”把生活事实翻成法律得分点。
CC0213_2025_门头沟_一模_20,2025,门头沟,一模,20,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；先表态，再证明；一格一链,- 后孙某入职甲公 司，同日双方签订了劳动合同，并约定了试 用期。 后孙某入职甲公 司，同日双方签订了劳动合同，并约定了试 用期。 劳动合同 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 孙某向法院起诉，请求法院 判决甲公司支付违法解除劳动关系赔偿金。 孙某向法院起诉，请求法院 判决甲公司支付违法解除劳动关系赔偿金。 起诉 → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0214_2025_门头沟_一模_20_2,2025,门头沟,一模,20,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；一格一链；一主体一链,- ①法律规定，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得； ①法律规定，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得； 劳动合同 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - /根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。 /根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。 欺诈；劳动合同法；劳动合同 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - ②违反诚实信用原则/违反劳动者基本的职业道德/侵犯了甲公司知情权 ③甲公司在违背真实的意思的情况与其签订合同/写出不是甲公司真实的意愿/劳动合同无效即可得 ④甲公司提出解除劳动关系… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一格一链”把规则、材料、结论扣在一起。,- 不要写成企业的误区；先筛：经营措施还是法律责任。 / - 不要写成消费者的误区；先筛：有没有欺诈和消费者权利。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0223_2025_顺义_一模_19,2025,顺义,一模,19,PASS,正式题,问理由/为什么支持,问理由/为什么支持；消费者欺诈/虚假宣传/隐瞒/搭售；人格权/隐私/名誉/肖像/个人信息；不正当竞争/混淆/商业诋毁/虚假宣传；先表态，再证明；一主体一链,- 19．(1)案例1 通过法院调解解决纠纷。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 《民法典》第1024 条关于名誉权的规定。 《民法典》第1024 条关于名誉权的规定。 民法典；名誉权 → 点出具体人格权，再写侵害行为和责任 → 人格权、侵害行为、停止侵害/道歉/赔偿 / - 关键词②：乙公司将企业名称变更登记为与甲公司相似的名称→可调用的法理依据是《反不正当竞争法》 第六条规定：禁止擅自使用他人有一定影响的企业名称。 关键词②：乙公司将企业名称变更登记… → 先看是否破坏公平竞争秩序 → 不正当竞争、停止侵害、赔偿、维护竞争秩序,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“消费者欺诈/虚假宣传/隐瞒/搭售”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“消费者欺诈/虚假宣传/隐瞒/搭售”把生活事实翻成法律得分点。
CC0238_2026_东城_二模_19,2026,东城,二模,19,PASS,正式题,问评析/认识,问评析/认识；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；先表态，再证明；一主体一链,- 张某信以为真，在未经查证的情况下，违规直接与乙公司签订承包合同。 张某信以为真，在未经查证的情况下，违规直接与乙公司签订承包合同。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 19．法治是最好的营商环境。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 19．法治是最好的营商环境。 → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问评析/认识”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0244_2026_东城_期中_18,2026,东城,期中,18,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；人格权/隐私/名誉/肖像/个人信息；一主体一链；一事实一法律词,- 18. 无人机起飞如何系好“安全带”? → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 18. 无人机起飞如何系好“安全带”? → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 18. 无人机起飞如何系好“安全带”? → 点出具体人格权，再写侵害行为和责任 → 人格权、侵害行为、停止侵害/道歉/赔偿,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成消费者的误区；先筛：有没有欺诈和消费者权利。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0245_2026_东城_期中_18_2,2026,东城,期中,18,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；纠纷解决/调解/仲裁/诉讼/举证；先表态，再证明；一事实一法律词,- 需准备起诉状、原被告身份信息、熟悉诉讼流程、注意诉讼三年时效等） | 依法收集证据及类型 （无解释不具体） 可向相关部门提交固定证据，证明交易存在的合同、订单证据，如转账、邮件记录… → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 18（2）维权成功需要做好充分准备和策略选择。 18（2）维权成功需要做好充分准备和策略选择。 → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0251_2026_丰台_一模_20,2026,丰台,一模,20,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；人格权/隐私/名誉/肖像/个人信息；先表态，再证明；一主体一链,- 在一次直播营销中，该店铺的主播人员将大叶紫檀木制作的手串宣称为正宗小叶紫檀材质制作，并承诺“保真”“假一赔十”。 在一次直播营销中，该店铺的主播人员将大叶紫檀木制作的手串宣称为正宗… → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 五、复练试题 2026朝阳期末 1．网络消费为人们日常生活提供较大便利，已成为人们消费的重要方式。 五、复练试题 2026朝阳期末 1．… → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 20.（） 人民法院以事实为根据、以法律为准绳，作出了上述判决。 → 点出具体人格权，再写侵害行为和责任 → 人格权、侵害行为、停止侵害/道歉/赔偿,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0254_2026_丰台_二模_18,2026,丰台,二模,18,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；先表态，再证明；一主体一链,- 2.典型案件意义类、辨析类，不同侵权责任的、违约责任的区分，相邻关系、劳动关系等题型的系统训练与梳理，引导学生规范作答，不要所有题型照搬统一模板。 2.典型案件意义类、辨析类，不同… → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 赏花经济撬动的 是“场景消费”的乘数效应 赏花经济激活的 是“接二连三”的融合效应 赏花经济印证的 是“绿水青山”的价值转化 为什么要发展“赏花经济”？ [s… → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 2.典型案件意义类、辨析类，不同侵权责任的、违约责任的区分，相邻关系、劳动关系等题型的系统训练与梳理，引导学生规范作答，不要所有题型照搬统一模板。 2.典型案件意义类、辨析类，不同… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0277_2026_房山_二模_18,2026,房山,二模,18,PASS,正式题,问意义/价值/作用,问意义/价值/作用；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；一主体一链；一规则一价值,- 应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI 平台，可能造成商业秘密泄露。 应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI 平台，可能造成商业… → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 18.（1）（）法律边界及应对措施 风险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁规定，同时可能侵犯 该公司的名誉权。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI 平台，可能造成商业秘密泄露。 应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI 平台，可能造成商业… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问意义/价值/作用”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0283_2026_朝阳_一模_18,2026,朝阳,一模,18,PASS,正式题,问理由/为什么支持,问理由/为什么支持；消费者欺诈/虚假宣传/隐瞒/搭售；知识产权/作品/商标/专利；不正当竞争/混淆/商业诋毁/虚假宣传；一主体一链；一事实一法律词,- 18. 【答案】①坚持调解优先，促进合作共赢。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 人民法院通过调解方式化解知识产权纠纷，平衡各方利 益，减少诉讼对创新活动的干扰，让科研人员安心创新，促进创新成果转化运用。 人民法院通过调解方式化解知识产权纠纷，平衡各方利 益，减… → 先判权利对象，再判侵害方式 → 知识产权保护、侵权责任、保护创新 / - 有效信息③：人民法院依法快速审结并否定恶意诉讼、权利滥用行为，规制不诚信诉讼→可运用感受司法 公正的知识，从维护市场秩序角度分析，说明人民法院坚持规制滥用，维护创新环境，保障创新活… → 先看是否破坏公平竞争秩序 → 不正当竞争、停止侵害、赔偿、维护竞争秩序,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“消费者欺诈/虚假宣传/隐瞒/搭售”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“消费者欺诈/虚假宣传/隐瞒/搭售”把生活事实翻成法律得分点。
CC0289_2026_朝阳_二模_18,2026,朝阳,二模,18,PASS,正式题,问理由/为什么支持,问理由/为什么支持；人格权/隐私/名誉/肖像/个人信息；纠纷解决/调解/仲裁/诉讼/举证；相邻关系/物权边界/绿色原则/生态保护；一格一链；一主体一链,- 【设问要素】 任选其一，谈谈如何，保护权利， 【阅卷细则】 第一问：（=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一—— 举证责任倒置—— 相邻的不动… → 点出具体人格权，再写侵害行为和责任 → 人格权、侵害行为、停止侵害/道歉/赔偿 / - 【设问要素】 任选其一，谈谈如何，保护权利， 【阅卷细则】 第一问：（=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一—— 举证责任倒置—— 相邻的不动… → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济 / - 【设问要素】 任选其一，谈谈如何，保护权利， 【阅卷细则】 第一问：（=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一—— 举证责任倒置—— 相邻的不动… → 把生活边界转成物权/民法原则/生态责任 → 相邻关系、绿色原则、生态保护、合理预防损害,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“人格权/隐私/名誉/肖像/个人信息”这类材料信号，写出对应法律判断。 / 3. 最后用“一格一链”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成调解/维权的误区；先筛：设问是路径还是判决理由。,本题本质是：用“人格权/隐私/名誉/肖像/个人信息”把生活事实翻成法律得分点。
CC0317_2026_海淀_期中_18,2026,海淀,期中,18,PASS,正式题,问意义/价值/作用,问意义/价值/作用；合同成立/要约承诺/履约违约；纠纷解决/调解/仲裁/诉讼/举证；多主体过错/未成年人/监护/平台；一主体一链；一规则一价值,- 18. (1) 该合同条款无效。 18. (1) 该合同条款无效。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 该合同条款是住房租赁企业为了重复使用而预先拟定，并在订立合同时 未与对方协商的条款，属于格式条款。 该合同条款是住房租赁企业为了重复使用而预先拟定，并在订立合同时 未与对方协商的条… → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济 / - 民法典规定，采用格式条款订立合同的，提供格式条款 的一方应当遵循公平原则确定当事人之间的权利和义务。 民法典规定，采用格式条款订立合同的，提供格式条款 的一方应当遵循公平原则确定当… → 不能只找一个人，一主体一链分责 → 各方过错、监护责任、公平分担、保护未成年人,1. 先按“问意义/价值/作用”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0319_2026_海淀_期中_19,2026,海淀,期中,19,PASS,正式题,问意义/价值/作用,问意义/价值/作用；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；知识产权/作品/商标/专利；一主体一链；一规则一价值,- 19. 根据反不正当竞争法规定，不正当竞争行为是指经营者在生产经营活动中，扰乱市场竞争秩序， 损害其他经营者或者消费者的合法权益的行为。 19. 根据反不正当竞争法规定，不正当竞争… → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 郑某利用技术手段，为用户提供不正当抢票优 势，破坏平台的购票规则，干扰、妨碍平台售票业务的正常开展，损害了甲公司的信誉以及其 他合法权益，构成不正当竞争，应当承担侵权责任。 郑某利… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护 / - 19. 根据反不正当竞争法规定，不正当竞争行为是指经营者在生产经营活动中，扰乱市场竞争秩序， 损害其他经营者或者消费者的合法权益的行为。 → 先判权利对象，再判侵害方式 → 知识产权保护、侵权责任、保护创新,1. 先按“问意义/价值/作用”确定本题交付物。 / 2. 再抓“消费者欺诈/虚假宣传/隐瞒/搭售”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成企业的误区；先筛：经营措施还是法律责任。 / - 不要写成消费者的误区；先筛：有没有欺诈和消费者权利。,本题本质是：用“消费者欺诈/虚假宣传/隐瞒/搭售”把生活事实翻成法律得分点。
CC0325_2026_石景山_一模_18,2026,石景山,一模,18,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；知识产权/作品/商标/专利；纠纷解决/调解/仲裁/诉讼/举证；一主体一链；一事实一法律词,- 18．（） 证据是打官司决胜负的关键砝码。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 案件一 被告人朱某、宁某未经著作权人、注册商标权利人同意，生产、销售假冒泡泡玛特公司“温度”系列、 “夜之城”系列玩具产品，经营额达100 余万元。 案件一 被告人朱某、宁某未经著… → 先判权利对象，再判侵害方式 → 知识产权保护、侵权责任、保护创新 / - 18．（） 证据是打官司决胜负的关键砝码。 18．（） 证据是打官司决胜负的关键砝码。 → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0340_2026_西城_一模_17,2026,西城,一模,17,PASS,正式题,问理由/为什么支持,问理由/为什么支持；相邻关系/物权边界/绿色原则/生态保护；法律制度意义/规则保护谁规范谁；一主体一链；一事实一法律词,- 17．良好生态环境是最公平的公共产品，是最普惠的民生福祉。 17．良好生态环境是最公平的公共产品，是最普惠的民生福祉。 → 把生活边界转成物权/民法原则/生态责任 → 相邻关系、绿色原则、生态保护、合理预防损害 / - 17．良好生态环境是最公平的公共产品，是最普惠的民生福祉。 → 先规则后价值，讲保护谁、规范谁、救济谁 → 明确权利义务责任、稳定预期、维护秩序,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“相邻关系/物权边界/绿色原则/生态保护”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“相邻关系/物权边界/绿色原则/生态保护”把生活事实翻成法律得分点。
CC0364_2026_通州_期中_19_1,2026,通州,期中,19,PASS,正式题,问理由/为什么支持,问理由/为什么支持；纠纷解决/调解/仲裁/诉讼/举证；相邻关系/物权边界/绿色原则/生态保护；法律制度意义/规则保护谁规范谁；先表态，再证明；一主体一链,- （，写应当为相邻方提供便利或不侵害相邻方合法权益给）没写出以上内容，写出法院判决以事实为根据，以法律为准绳，给，与前面不重复给。 （，写应当为相邻方提供便利或不侵害相邻方合法权益给… → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济 / - 19（1）细则 一、法理依据 依据《中华人民共和国民法典》规定（，写按照法律不给分），不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相邻关系。 1… → 把生活边界转成物权/民法原则/生态责任 → 相邻关系、绿色原则、生态保护、合理预防损害 / - 二、事实分析 业主角度： 范某角度：，但不与业主角度重复给分 三、判决意义 业主合法权益，其他共性意义两点（核心观、和谐邻里关系） 四、原卷答案： 法院判决以事实为根据，以法律为准… → 先规则后价值，讲保护谁、规范谁、救济谁 → 明确权利义务责任、稳定预期、维护秩序,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“纠纷解决/调解/仲裁/诉讼/举证”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成意义题的误区；先筛：价值是否从规则推出。,本题本质是：用“纠纷解决/调解/仲裁/诉讼/举证”把生活事实翻成法律得分点。
CC0045_2024_海淀_二模_19,2024,海淀,二模,19,PASS_RECOVERED,边界恢复题,问评析/认识,问评析/认识；合同成立/要约承诺/履约违约；纠纷解决/调解/仲裁/诉讼/举证；婚姻家庭/继承/监护/赡养；先表态，再证明；一主体一链,- 此后，某居委会按照 约定履行扶养义务。 此后，某居委会按照 约定履行扶养义务。 扶养 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效； 该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议… → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济 / - 曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。 曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。 遗产 → 先定身份关系，再定权利义务 → 家庭成员权利义务、赡养扶养、监护保护,1. 先按“问评析/认识”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成意义题的误区；先筛：价值是否从规则推出。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0051_2024_海淀_期中_21_1,2024,海淀,期中,21,PASS_RECOVERED,边界恢复题,问理由/为什么支持,问理由/为什么支持；纠纷解决/调解/仲裁/诉讼/举证；相邻关系/物权边界/绿色原则/生态保护；婚姻家庭/继承/监护/赡养；先表态，再证明；一主体一链,"- 协议不成的，由人民法院判决。 协议不成的，由人民法院判决。 → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济 / - 21（1）75 年，大国自信而坚定的脚步。 → 把生活边界转成物权/民法原则/生态责任 → 相邻关系、绿色原则、生态保护、合理预防损害 / - 1950年5月1日,《中华人民共和国婚姻法》开始施行。 1950年5月1日,《中华人民共和国婚姻法》开始施行。 → 先定身份关系，再定权利义务 → 家庭成员权利义务、赡养扶养、监护保护",1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“纠纷解决/调解/仲裁/诉讼/举证”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“纠纷解决/调解/仲裁/诉讼/举证”把生活事实翻成法律得分点。
CC0061_2024_西城_一模_18,2024,西城,一模,18,PASS_RECOVERED,边界恢复题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；纠纷解决/调解/仲裁/诉讼/举证；多主体过错/未成年人/监护/平台；先表态，再证明；一事实一法律词,- 二审法院虽未支持老人要求抚养费的主张，但基于老人渴望子女陪伴的意愿，向郭某的三个儿子发出了《督促履行义务告知书》，要求其常回家看看，多与老人沟通交流，让老人感受到家人的温暖，安享晚… → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 一审法院认为郭某尚不存在生活困难的情形，故对于郭某的请求未予支持。 一审法院认为郭某尚不存在生活困难的情形，故对于郭某的请求未予支持。 → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济 / - 《中华人民共和国民法典》第一千零六十七条规定，成年子女不履行赡养义务的，缺乏劳动能力或者生活困难的父母，有要求成年子女给付赡养费的权利。 《中华人民共和国民法典》第一千零六十七条规… → 不能只找一个人，一主体一链分责 → 各方过错、监护责任、公平分担、保护未成年人,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
