unique_id,normalized_question,count,doc_orders,buckets,core_points,question_titles
UQ0034,2024海淀一模Q18(1),6,75;81;117;145;152;188,经济全球化,促进全球资源优化配置和国际贸易发展;内外联通畅通国内国际双循环，提升国际循环质量;发展更高层次开放型经济;推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;推进贸易和投资自由化便利化;提高开放型经济水平,2024海淀一模Q18(1) || 2024海淀一模Q18(1) || 2024海淀一模Q18(1) || 2024海淀一模Q18(1) || 2024海淀一模Q18(1) || 2024海淀一模Q18(1)
UQ0035,2024西城二模Q17,6,49;55;59;101;394;433,中国;政治多极化;理论;经济全球化,世界多极化是当今国际形势的突出特点;当前国际竞争的实质是以经济和科技实力为基础的综合国力较量;科教兴国战略与人才强国战略（人才与国际竞争力）;维护国家利益是主权国家对外活动的出发点和落脚点;贡献中国智慧、中国方案、中国力量;顺应经济全球化趋势，主动融入并推动深化,2024西城二模Q17 || 2024西城二模Q17 || 2024西城二模Q17 || 2024西城二模Q17 || 2024西城二模Q17 || 2024西城二模Q17
UQ0036,2025房山一模Q18(2),6,17;53;148;237;491;549,中国;时代背景;理论;经济全球化;联合国,以科学技术的发展推动建设创新型、开放型世界经济;和平与发展仍是时代主题;坚持正确义利观;当前国际竞争的实质是以经济和科技实力为基础的综合国力较量;提高开放型经济水平;维护《联合国宪章》宗旨和原则,2025房山一模Q18(2) || 2025房山一模Q18(2) || 2025房山一模Q18(2) || 2025房山一模Q18(2) || 2025房山一模Q18(2) || 2025房山一模Q18(2)
UQ0037,2025海淀期中Q21(2),6,2;56;398;409;533;539,中国;政治多极化;时代背景;理论,世界多极化是当今国际形势的突出特点;中国综合国力、国际地位和话语权提升;习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）;和平与发展仍是时代主题;新中国外交始终服务国家性质并坚持党对外交统一集中领导;维护国家利益是主权国家对外活动的出发点和落脚点,2025海淀期中Q21(2) || 2025海淀期中Q21(2) || 2025海淀期中Q21(2) || 2025海淀期中Q21(2) || 2025海淀期中Q21(2) || 2025海淀期中Q21(2)
UQ0038,2025西城一模Q18,6,89;147;179;183;199;271,政治多极化;经济全球化,内外联通畅通国内国际双循环，提升国际循环质量;利用两个市场两种资源优化全球资源配置;加强技术创新、提高产品质量，增强竞争力;在平等互利基础上开展合作，实现互利共赢;推进贸易和投资自由化便利化;提高开放型经济水平,2025西城一模Q18 || 2025西城一模Q18 || 2025西城一模Q18 || 2025西城一模Q18 || 2025西城一模Q18 || 2025西城一模Q18
UQ0039,2025门头沟一模Q19,6,120;190;263;437;461;532,中国;政治多极化;经济全球化,中国市场红利与全球经济包容性增长;中国推动构建人类命运共同体;促进技术共享和民生改善，为全球可持续发展贡献力量;推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;相互尊重、公平正义、合作共赢的新型国际关系;贡献中国智慧、中国方案、中国力量,2025门头沟一模Q19 || 2025门头沟一模Q19 || 2025门头沟一模Q19 || 2025门头沟一模Q19 || 2025门头沟一模Q19 || 2025门头沟一模Q19
UQ0040,2026西城二模Q19(1),6,7;286;308;336;376;525,中国;政治多极化;时代背景,共商共建共享的全球治理观;和平与发展仍是时代主题;展现大国责任担当;推动国际关系民主化;推动国际秩序和全球治理体系更加公正合理;推动构建人类命运共同体,2026西城二模Q19(1) || 2026西城二模Q19(1) || 2026西城二模Q19(1) || 2026西城二模Q19(1) || 2026西城二模Q19(1) || 2026西城二模Q19(1)
UQ0041,2026西城期末Q20,6,287;310;426;514;516;517,中国;政治多极化,严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程;中国推进绿色低碳转型并参与全球气候治理;中国是负责任大国并勇于担当;共商共建共享的全球治理观;推动国际秩序和全球治理体系更加公正合理;贡献中国智慧、中国方案、中国力量,2026西城期末Q20——参与全球气候治理中的中国实践 || 2026西城期末Q20——参与全球气候治理中的中国实践 || 2026西城期末Q20——参与全球气候治理中的中国实践 || 2026西城期末Q20 || 2026西城期末Q20 || 2026西城期末Q20
UQ0042,2026西城期末Q20参与全球气候治理中的中国实践,6,22;42;348;368;494;556,中国;政治多极化;时代背景;理论;联合国,和平与发展仍是时代主题;国家间共同利益是国家合作的基础;坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序;坚持正确义利观;推动构建人类命运共同体;践行真正的多边主义,2026西城期末Q20参与全球气候治理中的中国实践 || 2026西城期末Q20参与全球气候治理中的中国实践 || 2026西城期末Q20参与全球气候治理中的中国实践 || 2026西城期末Q20参与全球气候治理中的中国实践 || 2026西城期末Q20参与全球气候治理中的中国实践 || 2026西城期末Q20参与全球气候治理中的中国实践
UQ0043,2026通州一模Q19,6,21;43;265;387;422;558,中国;政治多极化;时代背景;理论;联合国,中国特色大国外交与人类命运共同体;共同利益是合作的基础;和平与发展仍是时代主题;国际关系民主化与国际政治经济新秩序;相互尊重、公平正义、合作共赢的新型国际关系;遵循联合国宪章宗旨和原则,2026通州一模Q19 || 2026通州一模Q19 || 2026通州一模Q19 || 2026通州一模Q19 || 2026通州一模Q19 || 2026通州一模Q19
UQ0044,2025东城二模Q20,5,14;24;341;396;440,中国;政治多极化;时代背景,世界多极化是当今国际形势的突出特点;中国推动构建人类命运共同体;和平与发展仍是时代主题;推动构建人类命运共同体;百年变局与外部风险挑战,2025东城二模Q20 || 2025东城二模Q20 || 2025东城二模Q20 || 2025东城二模Q20 || 2025东城二模Q20
UQ0045,2025朝阳二模Q21周边工作服务中国特色大国外交,5,67;124;327;350;370,政治多极化;理论;经济全球化,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序;推动构建人类命运共同体;推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;维护国家利益是主权国家对外活动的出发点和落脚点;践行真正的多边主义,2025朝阳二模Q21周边工作服务中国特色大国外交 || 2025朝阳二模Q21周边工作服务中国特色大国外交 || 2025朝阳二模Q21周边工作服务中国特色大国外交 || 2025朝阳二模Q21周边工作服务中国特色大国外交 || 2025朝阳二模Q21周边工作服务中国特色大国外交
UQ0046,2026东城二模Q20(3),5,94;162;192;193;194,经济全球化,中国扩大高水平对外开放与制度型开放;促进国内国际双循环，让世界共享中国发展机遇;发挥我国超大规模市场优势;推动全球要素向中国市场集聚;推进贸易和投资自由化便利化,2026东城二模Q20(3) || 2026东城二模Q20(3) || 2026东城二模Q20(3) || 2026东城二模Q20(3) || 2026东城二模Q20(3)
UQ0047,2026丰台一模Q19,5,29;443;519;547;559,中国;理论;联合国,中国推动构建人类命运共同体;中国是负责任大国并勇于担当;国家间共同利益是国家合作的基础;维护《联合国宪章》宗旨和原则;落实联合国2030年可持续发展议程,2026丰台一模Q19 || 2026丰台一模Q19 || 2026丰台一模Q19 || 2026丰台一模Q19 || 2026丰台一模Q19
UQ0048,2026丰台二模Q20,5,95;106;121;163;225,经济全球化,中国扩大高水平对外开放与制度型开放;推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;推进贸易和投资自由化便利化;维护全球产业链供应链稳定畅通;顺应经济全球化趋势，主动融入并推动深化,2026丰台二模Q20 || 2026丰台二模Q20 || 2026丰台二模Q20 || 2026丰台二模Q20 || 2026丰台二模Q20
UQ0049,"2026房山一模Q19海南""一线放开""自由便利",5,80;130;184;196;431,中国;经济全球化,内外联通畅通国内国际双循环，提升国际循环质量;加强技术创新、提高产品质量，增强竞争力;推动建设开放型世界经济，深化国际分工与合作;推进贸易和投资自由化便利化;贡献中国智慧、中国方案、中国力量,"2026房山一模Q19海南""一线放开""自由便利 || 2026房山一模Q19海南""一线放开""自由便利 || 2026房山一模Q19海南""一线放开""自由便利 || 2026房山一模Q19海南""一线放开""自由便利 || 2026房山一模Q19海南""一线放开""自由便利"
UQ0050,2026房山二模Q20,5,45;122;240;297;493,中国;政治多极化;理论;经济全球化,共同利益是合作的基础;共商共建共享的全球治理观;坚持正确义利观;推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;数据要素在全球范围内流动,2026房山二模Q20 || 2026房山二模Q20 || 2026房山二模Q20 || 2026房山二模Q20 || 2026房山二模Q20
UQ0051,2026西城一模Q20(2),5,96;204;217;218;231,经济全球化,发挥比较优势并打造国际竞争新优势;坚持多边贸易、多边主义与全球经济治理体系改革;推进贸易和投资自由化便利化;提升发展中国家的代表性和发言权，打破规则制定垄断;统筹发展和安全，形成多元稳定的经贸关系,2026西城一模Q20(2) || 2026西城一模Q20(2) || 2026西城一模Q20(2) || 2026西城一模Q20(2) || 2026西城一模Q20(2)
UQ0052,2026通州一模Q19中国元首外交为世界注入稳定性与正能量,5,66;123;302;349;495,中国;政治多极化;理论;经济全球化,共商共建共享的全球治理观;坚持正确义利观;推动构建人类命运共同体;推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;维护国家利益是主权国家对外活动的出发点和落脚点,2026通州一模Q19中国元首外交为世界注入稳定性与正能量 || 2026通州一模Q19中国元首外交为世界注入稳定性与正能量 || 2026通州一模Q19中国元首外交为世界注入稳定性与正能量 || 2026通州一模Q19中国元首外交为世界注入稳定性与正能量 || 2026通州一模Q19中国元首外交为世界注入稳定性与正能量
UQ0053,2024顺义思政二模Q19(2),4,48;61;388;447,中国;政治多极化;理论,世界多极化与全球南方联合自强;中国推动构建人类命运共同体;当前国际竞争的实质是以经济和科技实力为基础的综合国力较量;维护国家利益是主权国家对外活动的出发点和落脚点,2024顺义思政二模Q19(2) || 2024顺义思政二模Q19(2) || 2024顺义思政二模Q19(2) || 2024顺义思政二模Q19(2)
UQ0054,2025昌平二模Q21,4,83;111;144;209,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;推进贸易和投资自由化便利化;提高开放型经济水平;积极参与全球经济治理和经贸规则完善,2025昌平二模Q21 || 2025昌平二模Q21 || 2025昌平二模Q21 || 2025昌平二模Q21
UQ0055,2025朝阳一模Q20,4,91;105;248;421,中国;经济全球化,坚持独立自主、自力更生，增强发展主动权;推进贸易和投资自由化便利化;维护以世界贸易组织为核心的多边贸易体制;顺应经济全球化趋势，主动融入并推动深化,2025朝阳一模Q20 || 2025朝阳一模Q20 || 2025朝阳一模Q20 || 2025朝阳一模Q20
UQ0056,2025西城一模Q21,4,112;343;429;471,中国;政治多极化;经济全球化,推动构建人类命运共同体;推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展;理念蕴含普遍价值，能够形成共识、促成合作和发展、应对全人类共同问题和共同挑战;贡献中国智慧、中国方案、中国力量,2025西城一模Q21 || 2025西城一模Q21 || 2025西城一模Q21 || 2025西城一模Q21
UQ0057,2026丰台期末Q21,4,19;264;296;365,政治多极化;时代背景,共商共建共享的全球治理观;和平与发展仍是时代主题;相互尊重、公平正义、合作共赢的新型国际关系;践行真正的多边主义,2026丰台期末Q21 || 2026丰台期末Q21 || 2026丰台期末Q21 || 2026丰台期末Q21
UQ0058,2026海淀二模Q20(2),4,16;36;292;359,政治多极化;时代背景;理论,共商共建共享的全球治理观;和平与发展仍是时代主题;国家间共同利益是国家合作的基础;践行真正的多边主义,2026海淀二模Q20(2) || 2026海淀二模Q20(2) || 2026海淀二模Q20(2) || 2026海淀二模Q20(2)
UQ0059,2026门头沟一模Q21,4,164;334;521;526,中国;政治多极化;经济全球化,中国是负责任大国并勇于担当;互利共赢的开放战略;展现大国责任担当;推动构建人类命运共同体,2026门头沟一模Q21 || 2026门头沟一模Q21 || 2026门头沟一模Q21 || 2026门头沟一模Q21
UQ0060,2024东城一模Q20,3,100;160;175,经济全球化,中国扩大高水平对外开放与制度型开放;利用两个市场两种资源优化全球资源配置;顺应经济全球化趋势，主动融入并推动深化,2024东城一模Q20 || 2024东城一模Q20 || 2024东城一模Q20
UQ0061,2024丰台一模Q20,3,90;224;230,经济全球化,以产业链供应链合作推动互利共赢;推进贸易和投资自由化便利化;维护全球产业链供应链稳定畅通,2024丰台一模Q20 || 2024丰台一模Q20 || 2024丰台一模Q20
UQ0062,2024朝阳期中Q20(3),3,141;167;232,经济全球化,利用两个市场两种资源优化全球资源配置;提高开放型经济水平;数字贸易与数字经济跨境流通,2024朝阳期中Q20(3) || 2024朝阳期中Q20(3) || 2024朝阳期中Q20(3)
UQ0063,2024石景山一模Q19(2),3,104;203;531,中国;经济全球化,促进技术共享和民生改善，为全球可持续发展贡献力量;发挥比较优势并打造国际竞争新优势;顺应经济全球化趋势，主动融入并推动深化,2024石景山一模Q19(2) || 2024石景山一模Q19(2) || 2024石景山一模Q19(2)
UQ0064,2025丰台一模Q20北京“两区”通关创新,3,79;143;185,经济全球化,内外联通畅通国内国际双循环，提升国际循环质量;推进贸易和投资自由化便利化;提高开放型经济水平,2025丰台一模Q20北京“两区”通关创新 || 2025丰台一模Q20北京“两区”通关创新 || 2025丰台一模Q20北京“两区”通关创新
UQ0065,2025海淀一模Q21(2),3,93;191;233,经济全球化,中国市场红利推动互利共赢;推进贸易和投资自由化便利化;数字贸易与数字经济跨境流通,2025海淀一模Q21(2) || 2025海淀一模Q21(2) || 2025海淀一模Q21(2)
UQ0066,2025石景山一模Q17(2)中国推动全球治理体系完善,3,135;371;557,政治多极化;经济全球化;联合国,坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序;推进普惠包容的经济全球化;践行真正的多边主义,2025石景山一模Q17(2)中国推动全球治理体系完善 || 2025石景山一模Q17(2)中国推动全球治理体系完善 || 2025石景山一模Q17(2)中国推动全球治理体系完善
UQ0067,2025西城期末Q20(2),3,195;202;214,经济全球化,充分运用国际规则，利用国际组织赋予的权利，对话磋商，积极维护自身权益;加强技术创新、提高产品质量，增强竞争力;实施出口市场多元化战略，减少对单一市场的依赖,2025西城期末Q20(2) || 2025西城期末Q20(2) || 2025西城期末Q20(2)
UQ0068,2026房山一模Q19,3,156;169;220,经济全球化,中国扩大高水平对外开放与制度型开放;利用两个市场两种资源优化全球资源配置;维护全球产业链供应链稳定畅通,2026房山一模Q19 || 2026房山一模Q19 || 2026房山一模Q19
UQ0069,2026房山二模Q20世界数据组织完善全球数据治理,3,275;369;400,政治多极化,世界多极化是当今国际形势的突出特点;在平等互利基础上开展合作，实现互利共赢;践行真正的多边主义,2026房山二模Q20世界数据组织完善全球数据治理 || 2026房山二模Q20世界数据组织完善全球数据治理 || 2026房山二模Q20世界数据组织完善全球数据治理
UQ0070,2026朝阳二模Q20(2),3,40;274;438,中国;政治多极化;理论,国家间共同利益是国家合作的基础;在平等互利基础上开展合作，实现互利共赢;贡献中国智慧、中国方案、中国力量,2026朝阳二模Q20(2) || 2026朝阳二模Q20(2) || 2026朝阳二模Q20(2)
UQ0071,2026朝阳二模Q20(2)人类命运共同体理念维护世界和平与发展,3,301;326;367,政治多极化,共商共建共享的全球治理观;推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序;践行真正的多边主义,2026朝阳二模Q20(2)人类命运共同体理念维护世界和平与发展 || 2026朝阳二模Q20(2)人类命运共同体理念维护世界和平与发展 || 2026朝阳二模Q20(2)人类命运共同体理念维护世界和平与发展
UQ0072,2026海淀一模Q20中国标准走出国门撬动两个市场两种资源,3,161;172;200,经济全球化,中国扩大高水平对外开放与制度型开放;利用两个市场两种资源优化全球资源配置;加强技术创新、提高产品质量，增强竞争力,2026海淀一模Q20中国标准走出国门撬动两个市场两种资源 || 2026海淀一模Q20中国标准走出国门撬动两个市场两种资源 || 2026海淀一模Q20中国标准走出国门撬动两个市场两种资源
UQ0073,2026海淀期中Q22(1),3,20;366;550,政治多极化;时代背景;联合国,和平与发展仍是时代主题;维护《联合国宪章》宗旨和原则;践行真正的多边主义,2026海淀期中Q22(1) || 2026海淀期中Q22(1) || 2026海淀期中Q22(1)
UQ0074,2026西城二模Q19(2),3,140;307;401,政治多极化;经济全球化,坚持主权平等与安全保障;坚持开放合作和包容普惠;推动国际秩序和全球治理体系更加公正合理,2026西城二模Q19(2) || 2026西城二模Q19(2) || 2026西城二模Q19(2)
UQ0075,2024西城二模Q19,2,303;405,政治多极化,推动国际秩序和全球治理体系更加公正合理;超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑,2024西城二模Q19 || 2024西城二模Q19
UQ0076,2025东城一模Q21,2,51;54,理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量;科教兴国战略与人才强国战略（人才与国际竞争力）,2025东城一模Q21 || 2025东城一模Q21
UQ0077,2025朝阳二模Q21我国为什么要努力开创周边工作新局面,2,315;460,中国;政治多极化,中国推动构建人类命运共同体;推动国际秩序和全球治理体系更加公正合理,2025朝阳二模Q21我国为什么要努力开创周边工作新局面 || 2025朝阳二模Q21我国为什么要努力开创周边工作新局面
UQ0078,2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,2,411;416,中国,中国坚持独立自主的和平外交政策;和平共处五项原则是我国对外关系基本准则,2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕 || 2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕
UQ0079,2025石景山一模Q17(2),2,316;381,政治多极化,推动国际关系民主化;践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序,2025石景山一模Q17(2) || 2025石景山一模Q17(2)
UQ0080,2026朝阳一模Q20中国为全球发展注入稳定性和正能量,2,441;503,中国,中国推动构建人类命运共同体;坚持正确义利观，在发展合作中共享机遇,2026朝阳一模Q20中国为全球发展注入稳定性和正能量 || 2026朝阳一模Q20中国为全球发展注入稳定性和正能量
UQ0081,2026朝阳二模Q20(1),2,298;382,政治多极化,共商共建共享的全球治理观;推动国际关系民主化,2026朝阳二模Q20(1) || 2026朝阳二模Q20(1)
UQ0082,2026海淀一模Q20,2,208;239,经济全球化,促进全球范围内标准共通、技术共享，推动全球技术创新与绿色转型;积极参与全球经济治理和经贸规则完善,2026海淀一模Q20 || 2026海淀一模Q20
UQ0083,2026通州期末Q21,2,158;420,中国;经济全球化,中国扩大高水平对外开放与制度型开放;坚持独立自主、自力更生，增强发展主动权,2026通州期末Q21 || 2026通州期末Q21
UQ0084,2024丰台一模Q20(供应链金融创新),1,226,经济全球化,维护全球产业链供应链稳定畅通,2024丰台一模Q20（供应链金融创新）
UQ0085,"2024丰台一模Q20供应链如何成为""共赢链""",1,181,经济全球化,利用两个市场两种资源优化全球资源配置,"2024丰台一模Q20供应链如何成为""共赢链"""
UQ0086,2024丰台一模Q21,1,479,中国,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,2024丰台一模Q21
UQ0087,"2024丰台二模Q19中国""答卷""如何彰显大国担当",1,332,政治多极化,推动构建人类命运共同体,"2024丰台二模Q19中国""答卷""如何彰显大国担当"
UQ0088,2024海淀一模Q18(1)免签政策与高水平对外开放,1,170,经济全球化,利用两个市场两种资源优化全球资源配置,2024海淀一模Q18(1)免签政策与高水平对外开放
UQ0089,2024海淀二模Q18(1),1,392,政治多极化,国际组织,2024海淀二模Q18(1)
UQ0090,"2024石景山一模Q19(2)新能源车企""扎下根""",1,182,经济全球化,利用两个市场两种资源优化全球资源配置,"2024石景山一模Q19(2)新能源车企""扎下根"""
UQ0091,"2025东城一模Q20元首外交""精彩""之处",1,108,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,"2025东城一模Q20元首外交""精彩""之处"
UQ0092,2025东城二模Q20(同球共济精神),1,33,理论,国家间共同利益是国家合作的基础,2025东城二模Q20（同球共济精神）
UQ0093,2025东城二模Q20(国际关系民主化),1,384,政治多极化,推动国际关系民主化、和平解决国际争端,2025东城二模Q20（国际关系民主化）
UQ0094,2025东城二模Q20同球共济小论文,1,425,中国,贡献中国智慧、中国方案、中国力量,2025东城二模Q20同球共济小论文
UQ0095,2025丰台一模Q20,1,155,经济全球化,中国扩大高水平对外开放与制度型开放,2025丰台一模Q20
UQ0096,2025延庆一模Q20(2),1,109,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2025延庆一模Q20(2)
UQ0097,2025延庆一模Q20(2)(世界多极化),1,393,政治多极化,世界多极化是当今国际形势的突出特点,2025延庆一模Q20(2)（世界多极化）
UQ0098,2025延庆一模Q20(2)(人类命运共同体),1,451,中国,中国推动构建人类命运共同体,2025延庆一模Q20(2)（人类命运共同体）
UQ0099,2025房山一模Q18(2)中国开源战略,1,331,政治多极化,推动构建人类命运共同体,2025房山一模Q18(2)中国开源战略
UQ0100,2025昌平二模Q21稳外资举措推动开放包容全球经济格局,1,125,经济全球化,推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局,2025昌平二模Q21稳外资举措推动开放包容全球经济格局
UQ0101,2025昌平二模Q21稳外资举措激活两个市场两种资源,1,173,经济全球化,利用两个市场两种资源优化全球资源配置,2025昌平二模Q21稳外资举措激活两个市场两种资源
UQ0102,2025昌平二模Q21稳外资行动提升全球经济治理话语权,1,212,经济全球化,参与国际标准制定，提升国际规则话语权,2025昌平二模Q21稳外资行动提升全球经济治理话语权
UQ0103,2025朝阳二模Q21(周边工作新局面),1,44,理论,共同利益是合作的基础,2025朝阳二模Q21（周边工作新局面）
UQ0104,2025朝阳二模Q21(周边工作新局面中的国际关系民主化),1,380,政治多极化,推动国际关系民主化,2025朝阳二模Q21（周边工作新局面中的国际关系民主化）
UQ0105,2025朝阳期末Q21(国际秩序公正合理),1,321,政治多极化,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,2025朝阳期末Q21（国际秩序公正合理）
UQ0106,2025朝阳期末Q21〔本题可同时联系外交政策层与准则层〕,1,414,中国,中国坚持独立自主的和平外交政策,2025朝阳期末Q21〔本题可同时联系外交政策层与准则层〕
UQ0107,2025朝阳期末Q21中国特色大国外交营造良好外部环境(外部文化与国际舆论环境),1,474,中国,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,2025朝阳期末Q21中国特色大国外交营造良好外部环境（外部文化与国际舆论环境）
UQ0108,2025海淀二模Q21(中国对联合国反向支撑),1,560,联合国,为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用,2025海淀二模Q21（中国对联合国反向支撑）
UQ0109,2025海淀二模Q21(中国身份),1,551,联合国,中国作为联合国创始会员国和安理会常任理事国〔以联合国为核心的国际体系参与角度〕,2025海淀二模Q21（中国身份）
UQ0110,"2025石景山一模Q17(2)""北京宣言""中的共商共建共享全球治理观",1,295,政治多极化,共商共建共享的全球治理观,"2025石景山一模Q17(2)""北京宣言""中的共商共建共享全球治理观"
UQ0111,"2025石景山一模Q17(2)""北京宣言""中的普惠包容全球化主张",1,128,经济全球化,推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局,"2025石景山一模Q17(2)""北京宣言""中的普惠包容全球化主张"
UQ0112,"2025门头沟一模Q19中国做""赋能型大国""的世界意义",1,480,中国,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,"2025门头沟一模Q19中国做""赋能型大国""的世界意义"
UQ0113,2025顺义一模Q20〔本题只写政策层〕,1,412,中国,中国坚持独立自主的和平外交政策,2025顺义一模Q20〔本题只写政策层〕
UQ0114,2026东城期末Q20四大全球倡议系统推动构建人类命运共同体(全球发展倡议子项),1,502,中国,坚持正确义利观，在发展合作中共享机遇,2026东城期末Q20四大全球倡议系统推动构建人类命运共同体（全球发展倡议子项）
UQ0115,2026丰台一模Q19(共商共建共享全球治理观),1,285,政治多极化,共商共建共享的全球治理观,2026丰台一模Q19（共商共建共享全球治理观）
UQ0116,2026丰台一模Q19(正确义利观),1,485,中国,坚持正确义利观,2026丰台一模Q19（正确义利观）
UQ0117,2026丰台一模Q19(真正的多边主义),1,356,政治多极化,践行真正的多边主义,2026丰台一模Q19（真正的多边主义）
UQ0118,2026丰台期末Q20(中拉命运共同体),1,472,中国,推动构建中拉命运共同体,2026丰台期末Q20（中拉命运共同体）
UQ0119,2026丰台期末Q20(全球发展倡议),1,473,中国,共同落实全球发展倡议,2026丰台期末Q20（全球发展倡议）
UQ0120,2026丰台期末Q20(联合国为核心的国际体系),1,555,联合国,坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序,2026丰台期末Q20（联合国为核心的国际体系）
UQ0121,2026海淀一模Q20中国标准与全球经济治理参与,1,211,经济全球化,参与国际标准制定，提升国际规则话语权,2026海淀一模Q20中国标准与全球经济治理参与
UQ0122,2026海淀一模Q20中国标准走出国门推动治理体制公正合理,1,305,政治多极化,推动国际秩序和全球治理体系更加公正合理,2026海淀一模Q20中国标准走出国门推动治理体制公正合理
UQ0123,2026海淀期中Q22(1)全球治理倡议中的共商共建共享治理观,1,299,政治多极化,共商共建共享的全球治理观,2026海淀期中Q22(1)全球治理倡议中的共商共建共享治理观
UQ0124,2026海淀期中Q22(1)全球治理倡议指引公正合理治理体系建设,1,317,政治多极化,推动国际秩序和全球治理体系更加公正合理,2026海淀期中Q22(1)全球治理倡议指引公正合理治理体系建设
UQ0125,2026西城一模Q20(2)(中国—东盟自贸区3.0版),1,46,理论,共同利益是合作的基础,2026西城一模Q20(2)（中国—东盟自贸区3.0版）
UQ0126,2026通州期末Q20(人类命运共同体担当),1,452,中国,中国推动构建人类命运共同体,2026通州期末Q20（人类命运共同体担当）
UQ0127,2026顺义二模Q20〔本题只写政策层〕,1,413,中国,中国坚持独立自主的和平外交政策,2026顺义二模Q20〔本题只写政策层〕
