target_id,suite_id,qno,question_type,codexA_precheck,laneB_result,before_phase04_level,after_phase04_level,can_enter_student_draft,notes
Q-2026东城期末-17-2,S-2026东城期末,17(2),主观题,CODEX_A_PRECHECK_SCOPE_OUT_LIKELY,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,"题干明确""运用形式逻辑知识,论证三项主张是否符合逻辑"";细则044""运用矛盾律、充分条件假言推理、必要条件假言推理等逻辑规则"";A-formal确认"
Q-2026东城期末-21,S-2026东城期末,21,主观题,CODEX_A_PRECHECK_SCOPE_OUT_LIKELY,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,细则044四角度=党+人民+理念+系统观念;系统观念为选必三思维触点;Q21为C-boundary但can_enter_fusion=yes
Q-2026东城期末-3,S-2026东城期末,3,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,哲学题_选必三作干扰_答案非选必三
Q-2026东城期末-4,S-2026东城期末,4,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,哲学+科技题_选必三作干扰
Q-2026东城期末-5,S-2026东城期末,5,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,纯经济产品创意题
Q-2026东城期末-6,S-2026东城期末,6,选择题,CODEX_A_CHOICE_ANSWER_OPTIONS_CANDIDATE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三必要条件前提补充题
Q-2026东城期末-7,S-2026东城期末,7,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三复合命题真值推理题
Q-2026朝阳期中-1,S-2026朝阳期中,1,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,纯央企改革经济题
Q-2026朝阳期中-18,S-2026朝阳期中,18,主观题,CODEX_A_PRECHECK_SCOPE_OUT_LIKELY,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,细则003两点均为哲学知识;无选必三逻辑或思维节点
Q-2026朝阳期中-20,S-2026朝阳期中,20,主观题,CODEX_A_PRECHECK_RUBRIC_PAIR_CANDIDATE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,"题干明确""运用辩证思维方法"";细则003明确矛盾分析法+整体性思维+动态性思维;A-formal确认"
Q-2026朝阳期中-21-1,S-2026朝阳期中,21(1),主观题,CODEX_A_PRECHECK_BOUNDARY_MIXED,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,细则003经济+文化双维度;无选必三推理或思维方法
Q-2026朝阳期中-21-2,S-2026朝阳期中,21(2),主观题,CODEX_A_PRECHECK_BOUNDARY_MIXED,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,"题干明确""运用《逻辑与思维》知识,运用创新思维"";细则003明确联想/发散/聚合/逆向四种创新思维;A-formal确认"
Q-2026通州期末-11,S-2026通州期末,11,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三思维进阶题
Q-2026通州期末-19-1,S-2026通州期末,19(1),主观题,CODEX_A_PRECHECK_SCOPE_OUT_LIKELY,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,细则006均为法律知识;无选必三推理或思维方法
Q-2026通州期末-19-2,S-2026通州期末,19(2),主观题,CODEX_A_PRECHECK_SCOPE_OUT_LIKELY,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,"题干明确""运用《逻辑与思维》知识"";细则006明确充分条件假言+必要条件假言两种推理结构正误判断;A-formal确认"
Q-2026通州期末-5,S-2026通州期末,5,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三辩证思维cross政治
Q-2026通州期末-8,S-2026通州期末,8,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三整体性cross哲学对立统一
Q-2026通州期末-9,S-2026通州期末,9,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三系统思维cross政治治理
Q-2026顺义一模-19-1,S-2026顺义一模,19(1),主观题,CODEX_A_PRECHECK_RUBRIC_PAIR_CANDIDATE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,"题干明确""判断上述推理是否正确,并说明理由"";细则002明确三段论推理两条件分析;A-formal确认"
Q-2026顺义一模-19-2,S-2026顺义一模,19(2),主观题,CODEX_A_PRECHECK_RUBRIC_PAIR_CANDIDATE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,"题干明确""运用《逻辑与思维》知识,说明科学思维特征"";细则002明确客观性/预见性/可检验性三特征+对应材料;A-formal确认"
Q-2026顺义一模-19-3,S-2026顺义一模,19(3),主观题,CODEX_A_PRECHECK_RUBRIC_PAIR_CANDIDATE,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,"paper:001@L355-365; rubric:002@L50-57,细则002两层建议+理由均为经济政策;无选必三推理或思维方法"
Q-2026顺义一模-3,S-2026顺义一模,3,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三辩证思维特征+分析综合题
Q-2026顺义一模-4,S-2026顺义一模,4,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三类比推理与定义方法题
Q-2026顺义一模-5,S-2026顺义一模,5,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三概念错位+哲学正解_交叉
Q-2026顺义一模-6,S-2026顺义一模,6,选择题,CODEX_A_CHOICE_NEEDS_ANSWER_SOURCE,B_TARGET_CONFIRMED,L1_A_ONLY_PENDING_B_TARGET,L3_A_PLUS_B_TARGET_CONFIRMED,NO_STUDENT_DRAFT,选必三迁移题
Q-2026顺义一模-7,S-2026顺义一模,7,选择题,CODEX_A_CHOICE_SCOPE_OUT_LIKELY,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,Codex标scope_out_likely一致_纯AI应用题
Q-2026顺义一模-9,S-2026顺义一模,9,选择题,CODEX_A_CHOICE_SCOPE_OUT_LIKELY,B_TARGET_SCOPE_OUT,L1_A_ONLY_PENDING_B_TARGET,L0_BLOCKED,NO_STUDENT_DRAFT,纯政府治理题_queue分类错误
