question_id,suite_id,original_qno,question_type,base_conclusion,batch_decision,primary_source,source_id,stable_locator,duplicate_or_reference,base_decision_reason
Q-2025东城期末-10,S-2025东城期末,10,选择题,blocked,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q10,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-11,S-2025东城期末,11,选择题,blocked,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q11,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-12,S-2025东城期末,12,选择题,blocked,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q12,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-13,S-2025东城期末,13,选择题,入正文,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q13,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025东城期末-14,S-2025东城期末,14,选择题,入正文,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q14,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025东城期末-15,S-2025东城期末,15,选择题,入正文,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q15,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025东城期末-16,S-2025东城期末,16,主观题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q16,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学与文化(非选必三逻辑与思维)；note=scope_out=哲学与文化(非选必三逻辑与思维)
Q-2025东城期末-17,S-2025东城期末,17,主观题,blocked,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q17,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-18-1,S-2025东城期末,18(1),主观题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(1),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=经济与社会(非选必三逻辑与思维)；note=scope_out=经济与社会(非选必三逻辑与思维)
Q-2025东城期末-18-2,S-2025东城期末,18(2),主观题,入正文,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(2),no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025东城期末-19-1,S-2025东城期末,19(1),主观题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(1),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2025东城期末-19-2,S-2025东城期末,19(2),主观题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(2),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2025东城期末-19-3,S-2025东城期末,19(3),主观题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(3),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2025东城期末-20,S-2025东城期末,20,主观题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q20,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=当代国际政治与经济(非选必三逻辑与思维)；note=scope_out=当代国际政治与经济(非选必三逻辑与思维)
Q-2025东城期末-21,S-2025东城期末,21,主观题,同类索引,同类索引,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q21,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-21; canonical_conclusion=excluded
Q-2025东城期末-1,S-2025东城期末,1,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-1; canonical_conclusion=excluded
Q-2025东城期末-2,S-2025东城期末,2,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-2; canonical_conclusion=excluded
Q-2025东城期末-3,S-2025东城期末,3,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q3,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-3; canonical_conclusion=blocked
Q-2025东城期末-4,S-2025东城期末,4,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q4,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-4; canonical_conclusion=blocked
Q-2025东城期末-1,S-2025东城期末,1,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-1; canonical_conclusion=excluded
Q-2025东城期末-2,S-2025东城期末,2,选择题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book
Q-2025东城期末-5,S-2025东城期末,5,选择题,同类索引,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q5,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-5; canonical_conclusion=入正文
Q-2025东城期末-1,S-2025东城期末,1,选择题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book
Q-2025东城期末-2,S-2025东城期末,2,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-2; canonical_conclusion=excluded
Q-2025东城期末-6,S-2025东城期末,6,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q6,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-6; canonical_conclusion=blocked
Q-2025东城期末-7,S-2025东城期末,7,选择题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q7,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book
Q-2025东城期末-8,S-2025东城期末,8,选择题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q8,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book
Q-2025东城期末-9,S-2025东城期末,9,选择题,excluded,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q9,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book
Q-2025东城期末-10,S-2025东城期末,10,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q10,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-10; canonical_conclusion=blocked
Q-2025东城期末-11,S-2025东城期末,11,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q11,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-11; canonical_conclusion=blocked
Q-2025东城期末-1,S-2025东城期末,1,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q1,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-1; canonical_conclusion=excluded
Q-2025东城期末-2,S-2025东城期末,2,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-2; canonical_conclusion=excluded
Q-2025东城期末-12,S-2025东城期末,12,选择题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q12,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-12; canonical_conclusion=blocked
Q-2025东城期末-13,S-2025东城期末,13,选择题,同类索引,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q13,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-13; canonical_conclusion=入正文
Q-2025东城期末-14,S-2025东城期末,14,选择题,同类索引,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q14,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-14; canonical_conclusion=入正文
Q-2025东城期末-15,S-2025东城期末,15,选择题,同类索引,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q15,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-15; canonical_conclusion=入正文
Q-2025东城期末-16,S-2025东城期末,16,主观题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q16,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-16; canonical_conclusion=excluded
Q-2025东城期末-17,S-2025东城期末,17,主观题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q17,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-17; canonical_conclusion=blocked
Q-2025东城期末-18-1,S-2025东城期末,18(1),主观题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(1),yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-18-1; canonical_conclusion=excluded
Q-2025东城期末-18-2,S-2025东城期末,18(2),主观题,同类索引,入正文,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(2),yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-18-2; canonical_conclusion=入正文
Q-2025东城期末-19-1,S-2025东城期末,19(1),主观题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(1),yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-19-1; canonical_conclusion=excluded
Q-2025东城期末-19-2,S-2025东城期末,19(2),主观题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(2),yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-19-2; canonical_conclusion=excluded
Q-2025东城期末-19-3,S-2025东城期末,19(3),主观题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(3),yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-19-3; canonical_conclusion=excluded
Q-2025东城期末-20,S-2025东城期末,20,主观题,同类索引,excluded,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q20,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025东城期末-20; canonical_conclusion=excluded
Q-2025东城期末-21,S-2025东城期末,21,主观题,excluded,同类索引,batch03_dongcheng,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q21,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=综合所学非选必三task(党+人民+法治为主)；note=scope_out=综合所学非选必三task(党+人民+法治为主)
Q-2025丰台期末-1,S-2025丰台期末,1,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q1,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-2,S-2025丰台期末,2,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q2,no,phase12_action=blocked_keep_out；phase12_category=blocked；blocker=scope pending or boundary row；note=范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2025丰台期末-3,S-2025丰台期末,3,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q3,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-4,S-2025丰台期末,4,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q4,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-5,S-2025丰台期末,5,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q5,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-6,S-2025丰台期末,6,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q6,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-7,S-2025丰台期末,7,选择题,入正文,入正文,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q7,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025丰台期末-8,S-2025丰台期末,8,选择题,入正文,入正文,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q8,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025丰台期末-9,S-2025丰台期末,9,选择题,同类索引,入正文,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q9,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-9; canonical_conclusion=入正文
Q-2025丰台期末-10,S-2025丰台期末,10,选择题,入正文,入正文,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q10,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025丰台期末-11,S-2025丰台期末,11,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q11,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-12,S-2025丰台期末,12,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q12,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-13,S-2025丰台期末,13,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q13,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-14,S-2025丰台期末,14,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q14,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-15,S-2025丰台期末,15,选择题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q15,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-16,S-2025丰台期末,16,主观题,同类索引,入正文,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q16,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-16; canonical_conclusion=excluded
Q-2025丰台期末-17,S-2025丰台期末,17,主观题,blocked,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q17,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-18-1,S-2025丰台期末,18(1),主观题,入正文,入正文,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(1),no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2025丰台期末-18-2,S-2025丰台期末,18(2),主观题,excluded,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(2),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=经济与社会(非选必三逻辑与思维)；note=scope_out=经济与社会(非选必三逻辑与思维)
Q-2025丰台期末-18-3,S-2025丰台期末,18(3),主观题,excluded,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(3),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=政治与法治(非选必三逻辑与思维)；note=scope_out=政治与法治(非选必三逻辑与思维)
Q-2025丰台期末-19,S-2025丰台期末,19,主观题,excluded,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q19,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2025丰台期末-20,S-2025丰台期末,20,主观题,excluded,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q20,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2025丰台期末-21,S-2025丰台期末,21,主观题,blocked,同类索引,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q21,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-1,S-2025丰台期末,1,选择题,同类索引,excluded,batch04_fengtai_shunyi_tongzhou,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q1,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-1; canonical_conclusion=blocked
