ledger_id,suite,question_no,source_id,source_type,evidence_level,file_path_hint,status,notes
2026西城期末_Q20_SRC_0eccc84583b5,2026西城期末,20,SRC_0eccc84583b5,P0_formal_scoring_pdf_visual,P0_formal_scoring_rule,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,rechecked_batch03_visual,本轮PyMuPDF渲染+视觉核读细则PDF第4-5页；Q20 8分三角度细则确认；角度2为4选3
2026西城期末_Q20_SRC_060b7ec32fe4,2026西城期末,20,SRC_060b7ec32fe4,P0_supporting_evaluation_pptx,supporting_not_primary,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,supporting_locator_not_used_batch03,评标PPT可作辅助查漏；Batch03主证据采用正式细则PDF视觉核读
2026西城期末_Q20_SRC_751bc9aaa01f,2026西城期末,20,SRC_751bc9aaa01f,reference_answer_pdf,reference_not_scoring,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,reference_not_used_for_atoms_batch03,参考答案不能替代评分细则；Batch03不用其作为采分点来源
2026西城期末_Q20_SRC_ed22421913aa,2026西城期末,20,SRC_ed22421913aa,P0_candidate_scoring,P0_candidate,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_双线总控_2026-05-02/codex_lane/extracted_text/SRC_060b7ec32fe4_西城高三期末评标.txt,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_ac59ca26528f,2026西城期末,20,SRC_ac59ca26528f,P0_candidate_scoring,P0_candidate,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/extracted_text/060b7ec32fe411ab_西城高三期末评标.txt,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_86260b72fbdf,2026西城期末,20,SRC_86260b72fbdf,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/contact_sheet.png,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_0fbe13a2fe1b,2026西城期末,20,SRC_0fbe13a2fe1b,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_01.png,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_21ecd183b441,2026西城期末,20,SRC_21ecd183b441,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_02.png,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_86264a5f2b24,2026西城期末,20,SRC_86264a5f2b24,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_03.png,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_784c8b067c37,2026西城期末,20,SRC_784c8b067c37,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_04.png,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_0a120763f73b,2026西城期末,20,SRC_0a120763f73b,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_05.png,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_SRC_12aea1674b6f,2026西城期末,20,SRC_12aea1674b6f,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_06.png,redundant_old_locator_not_used_batch03,旧运行目录或截图定位行，本轮仅用于查漏；不作为Batch03证据裁决
2026西城期末_Q20_TEACHER_PDF_CURRENT,2026西城期末,20,TEACHER_PDF_CURRENT,P3_paper_pdf_visual,P3_paper_text,/Users/wanglifei/GaokaoPolitics/2026各区模拟题/2026各区期末和期中/2026西城期末/2026北京西城高三（上）期末政治（教师版）.pdf,rechecked_batch03_visual,本轮PyMuPDF渲染+视觉核读教师版第8页；完整设问与NDC材料表确认
2024海淀一模_Q18_SRC_24a14c0c2355,2024海淀一模,18,SRC_24a14c0c2355,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,batch04A_source_triage_done,直接文本抽取到Q18高水平对外开放答案和细则替代表；待Worker条目和Patcher/Governor复核
2024海淀一模_Q18_SRC_22a9fc350542,2024海淀一模,18,SRC_22a9fc350542,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,batch04A_source_triage_done,试卷题面文本支持Q18设问与免签材料；待Worker回读完整题面
2024海淀二模_Q18_1_SRC_e6f22d1048fc,2024海淀二模,18(1),SRC_e6f22d1048fc,P0_file_answer_only,P1_answer_in_scoring_file_needs_boundary,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,batch04A_source_triage_done,Q18(1)只抽到可从时代主题等角度作答；缺详细细则；开放述评候选不计严格频次
2024海淀二模_Q18_1_SRC_a83c70cbad37,2024海淀二模,18(1),SRC_a83c70cbad37,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,batch04A_source_triage_done,试卷题面支持民主与全球治理述评任务；需完整回读后再决定是否进拓展迁移
2025海淀一模_Q21_2_SRC_a043a3fcb259,2025海淀一模,21(2),SRC_a043a3fcb259,P0_candidate_scoring_caution,P0_marking_caution_not_full_atom,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,batch04A_source_triage_done,细则文本主要提示外贸题学生错误和禁用政治多极化等；不能直接当作完整采分点
2025海淀一模_Q21_2_SRC_20820628be28,2025海淀一模,21(2),SRC_20820628be28,P3_candidate_paper_with_reference,P1_reference_answer_support,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,batch04A_source_triage_done,抽到Q21(2)参考答案含开放战略和贸易自由化便利化；需与细则警示共同处理
2026海淀一模_Q20_SRC_14176e949dd0,2026海淀一模,20,SRC_14176e949dd0,P0_candidate_scoring,P1_structured_answer_in_scoring_file,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,batch04A_source_triage_done,抽到Q20制度型开放、两个市场两种资源、全球经济治理规则制定；需视觉核读题面
2026海淀一模_Q20_SRC_184e191a3ddd,2026海淀一模,20,SRC_184e191a3ddd,P3_paper_pdf_visual,P3_visual_prompt_rechecked,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,rechecked_batch04A_visual,试卷PDF文本为空；本轮渲染并视觉核读第7页Q20题面；截图保存在02_extraction/screenshots/batch04A_2026海淀一模_Q20_paper
2026海淀期中_Q22_SRC_647418e573f7,2026海淀期中,22,SRC_647418e573f7,P3_candidate_paper_with_reference,P3_or_reference_only_no_scoring,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,batch04A_source_triage_done,全球治理倡议题；未定位正式细则；只能作为参考或迁移候选
2026西城一模_Q20_SRC_e28c940953ba,2026西城一模,20(2),SRC_e28c940953ba,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,batch04B_source_triage_done,Q20(2)细则含标准规则、产业链供应链、综合和联系材料；进入Batch04B预融合
2026西城一模_Q20_SRC_5447227f6175,2026西城一模,20(2),SRC_5447227f6175,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,batch04B_source_triage_done,试卷题面明确运用当代国际政治与经济分析中国东盟自贸区3.0；支持完整设问
2025西城一模_Q21_SRC_6ea5462e02af,2025西城一模,21,SRC_6ea5462e02af,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,batch04B_source_triage_done,Q21细则含普遍价值、共识合作、中国智慧中国方案和开放包容普惠平衡共赢方向；进入Batch04B预融合
2025西城一模_Q21_SRC_062e7a5c776b,2025西城一模,21,SRC_062e7a5c776b,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,batch04B_source_triage_done,试卷题面为我国发展理念成为国际公共产品；支持完整设问与材料触发
2025西城二模_Q19_SRC_7e4a722d6d9e,2025西城二模,19(2),SRC_7e4a722d6d9e,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,batch04B_source_triage_done,Q19(2)细则含中国担当3分和世界意义2分；进入Batch04B预融合
2025西城二模_Q19_SRC_62207119d52d,2025西城二模,19(2),SRC_62207119d52d,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,batch04B_source_triage_done,试卷题面为最不发达国家零关税中的中国担当；支持完整设问
2025西城期末_Q20_SRC_f548fe634936,2025西城期末,20(2),SRC_f548fe634936,P0_candidate_scoring,P0_formal_scoring_rule_pdf_text,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,batch04B_source_triage_done,Q20(2)PDF细则含国际规则、国际组织权利、出口市场多元化、走出去合作；进入Batch04B预融合
2025西城期末_Q20_SRC_3b9cf3beca8e,2025西城期末,20(2),SRC_3b9cf3beca8e,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷.pdf,batch04B_source_triage_done,试卷题面为欧盟对中国纯电动汽车征收反补贴税后中国汽车企业如何应对；支持完整设问
2024西城二模_Q19_SRC_ecba6fd5969d,2024西城二模,19,SRC_ecba6fd5969d,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,batch04B_source_triage_done,Q19细则含命运与共、和平与发展替换、人类命运共同体和国际秩序多选口径；进入Batch04B预融合
2024西城二模_Q19_SRC_f9754eb81c9b,2024西城二模,19,SRC_f9754eb81c9b,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,batch04B_source_triage_done,试卷题面为阐述中国答案所体现的处理国际关系的新思路；支持完整设问
2024西城一模_Q19_SRC_461b3fdcd830,2024西城一模,19(6),SRC_461b3fdcd830,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,batch04B_source_triage_done,Q19(6)细则含两个市场两种资源、国际竞争实质、标准规则话语权和制度型开放；进入Batch04B预融合
2024西城一模_Q19_SRC_359083f91cd3,2024西城一模,19(6),SRC_359083f91cd3,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,batch04B_source_triage_done,试卷题面为未来产业机遇挑战和卡脖子对经济开放发展的助推作用；支持完整设问
2025西城一模_Q18_SRC_6ea5462e02af,2025西城一模,18,SRC_6ea5462e02af,P0_candidate_scoring,P0_formal_scoring_rule_text_but_wrong_book_prompt,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,batch04B_boundary_done,Q18题干为经济与社会；两个市场两种资源联动和贸易便利化仅作跨书迁移
2025西城一模_Q18_SRC_062e7a5c776b,2025西城一模,18,SRC_062e7a5c776b,P3_candidate_paper,P3_paper_text_wrong_book_prompt,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,batch04B_boundary_done,试卷题面明确运用经济与社会；不进入选必一主链频次
2026东城期末_Q20_SRC_88c6e8f353db,2026东城期末,20,SRC_88c6e8f353db,P0_candidate_scoring,P0_formal_scoring_rule_pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,batch04C_source_triage_done,Q20细则PPTX含四大全球倡议4+2+1结构；进入Batch04C预融合
2026东城期末_Q20_SRC_9aba5c7460e6,2026东城期末,20,SRC_9aba5c7460e6,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,batch04C_source_triage_done,试卷题面为四大全球倡议如何系统推动构建人类命运共同体；支持完整设问
2025东城二模_Q20_SRC_bd8e9436f81d,2025东城二模,20,SRC_bd8e9436f81d,P0_candidate_scoring,P0_formal_scoring_rule_pdf_text,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,batch04C_source_triage_done,Q20细则含国际背景、同球共济/人类命运共同体/共同利益、中国智慧中国方案三层；进入Batch04C预融合
2025东城二模_Q20_SRC_e1c925184ab8,2025东城二模,20,SRC_e1c925184ab8,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,batch04C_source_triage_done,试卷题面为同球共济小论文；支持完整设问与材料触发
2025东城一模_Q20_SRC_d39f12bd12f3,2025东城一模,20,SRC_d39f12bd12f3,P0_candidate_scoring,P0_formal_scoring_rule_pdf_text,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,batch04C_source_triage_done,Q20细则含共同利益、经济全球化完整方向、全球治理/国际关系民主化和大国外交新境界；进入Batch04C预融合
2025东城一模_Q20_SRC_da5883631078,2025东城一模,20,SRC_da5883631078,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,batch04C_source_triage_done,试卷题面为元首外交精彩之处；支持完整设问与材料触发
2024东城二模_Q20_SRC_593d33b50bbf,2024东城二模,20,SRC_593d33b50bbf,P0_marking_summary,P0_marking_summary_docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,batch04C_source_triage_done,Q20阅卷总结含每个倡议路径1分+效果1分和总论1分；进入Batch04C预融合
2024东城二模_Q20_PAPER_VISUAL_CURRENT,2024东城二模,20,PAPER_VISUAL_CURRENT,P3_paper_pdf_visual,P3_visual_prompt_rechecked,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,rechecked_batch04C_visual,本轮PyMuPDF渲染并视觉核读原卷第10页；截图在02_extraction/screenshots/batch04C_2024东城二模_Q20_paper
2025东城期末_Q20_SRC_f5c5ada09871,2025东城期末,20,SRC_f5c5ada09871,P0_candidate_scoring,P0_formal_scoring_rule_pdf_text,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,batch04C_source_triage_done,Q20细则含新能源汽车贡献、贸易保护主义/逆全球化、维护利益互利共赢贸易自由便利；进入Batch04C预融合
2025东城期末_Q20_SRC_8ab211d978d9,2025东城期末,20,SRC_8ab211d978d9,P3_candidate_paper,P3_paper_text_with_reference_answer,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,batch04C_source_triage_done,试卷题面为新能源汽车和欧盟反补贴；后附解析不作为细则
2026东城一模_Q19_3_SRC_90391f5178e4,2026东城一模,19(3),SRC_90391f5178e4,P0_candidate_scoring,P0_formal_scoring_rule_pptx_but_mixed_module,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,batch04C_boundary_done,Q19(3)题干明示选必一但混未来产业和产业链韧性；仅边界观察
2026东城一模_Q19_3_SRC_0fca4fc46247,2026东城一模,19(3),SRC_0fca4fc46247,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,batch04C_boundary_done,试卷题面支持Q19(3)完整设问；不进入主链频次
2025朝阳二模_Q21_SRC_436f84dc1edf,2025朝阳二模,21,SRC_436f84dc1edf,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,batch04D_source_triage_done,Q21细则含周边工作中国区域世界三层和8分逐点评分；进入Batch04D预融合
2025朝阳二模_Q21_SRC_d411e2158d47,2025朝阳二模,21,SRC_d411e2158d47,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,batch04D_source_triage_done,试卷题面为开创周边工作新局面；支持完整设问和材料触发
2024朝阳二模_Q20_SRC_df323259ba77,2024朝阳二模,20,SRC_df323259ba77,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,batch04D_source_triage_done,Q20细则含全球气候治理原则、全球治理体系、HMC、共同但有区别责任；进入Batch04D预融合
2024朝阳二模_Q20_SRC_8802a640c1e2,2024朝阳二模,20,SRC_8802a640c1e2,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,batch04D_source_triage_done,Q20补充细则支持平等开放和全球治理体系；与PDF细则互证
2024朝阳二模_Q20_SRC_4de874d0f669,2024朝阳二模,20,SRC_4de874d0f669,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,batch04D_source_triage_done,试卷题面为完善全球气候治理主题研讨；支持完整设问
2024朝阳一模_Q21_SRC_4fc81e818683,2024朝阳一模,21,SRC_4fc81e818683,P0_candidate_scoring,P0_formal_scoring_rule_pptx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,batch04D_source_triage_done,Q21评分细则含政治多极化和经济全球化两个维度；混模块边界保留
2024朝阳一模_Q21_SRC_8a924a245316,2024朝阳一模,21,SRC_8a924a245316,P1_reference_answer_support,P1_reference_support_not_independent_rubric,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,batch04D_source_triage_done,Q21补充docx为宽口径参考支持；P0主证据为SRC_4fc81e818683评分细则PPTX；不得独立生成术语或把高水平开放等混模块词入主链
2024朝阳一模_Q21_SRC_d3b447f0ea3a,2024朝阳一模,21,SRC_d3b447f0ea3a,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,batch04D_source_triage_done,试卷题面为中国经济在变局中开新局；支持完整设问
2025朝阳一模_Q20_SRC_c3d1aea637c9,2025朝阳一模,20,SRC_c3d1aea637c9,P0_candidate_scoring,P0_formal_scoring_rule_visual,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,rechecked_batch04D_visual,PDF文本为空；本轮PyMuPDF渲染并视觉核读第2-3页；Q20有产业链供应链新态势正式评分细则
2025朝阳一模_Q20_SRC_832947a8c994,2025朝阳一模,20,SRC_832947a8c994,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,batch04D_source_triage_done,试卷题面为应对全球产业链供应链新态势；支持完整设问
2026朝阳期末_Q20_SRC_e80d35a6d904,2026朝阳期末,20,SRC_e80d35a6d904,P0_candidate_scoring,P0_formal_scoring_rule_visual,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,rechecked_batch04D_visual,PDF文本为空；本轮PyMuPDF渲染并视觉核读第3页；Q20中国特色大国外交四角度细则确认
2026朝阳期末_Q20_SRC_0056d930a7a9,2026朝阳期末,20,SRC_0056d930a7a9,P3_candidate_paper,P3_visual_prompt_rechecked,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,rechecked_batch04D_visual,本轮PyMuPDF渲染并视觉核读第7页；Q20题面为中国特色大国外交为什么要更有作为
2024朝阳期中_Q20_3_SRC_3d4cd35f4494,2024朝阳期中,20(3),SRC_3d4cd35f4494,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,batch04D_source_triage_done,Q20第三问短评细则含经济全球化、全球治理、投资贸易便利化和完整五词方向；只处理第三问
2024朝阳期中_Q20_3_SRC_b706c444e16d,2024朝阳期中,20(3),SRC_b706c444e16d,P0_candidate_scoring,P0_formal_scoring_rule_text,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,batch04D_source_triage_done,Q20第三问RTF细则支持数字贸易博览会短评；与docx互证
2024朝阳期中_Q20_3_SRC_34231242a333,2024朝阳期中,20(3),SRC_34231242a333,P3_candidate_paper,P3_paper_text,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,batch04D_source_triage_done,试卷题面第三问明确运用当代国际政治与经济写数字贸易短评
2025朝阳期末_Q21_SRC_49b23fecab97,2025朝阳期末,21,SRC_49b23fecab97,P0_file_visual_but_level_only,P1_level_answer_or_reference_only,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,rechecked_batch04D_visual,PDF文本为空；本轮渲染视觉核读后仅见等级答案式宽口径；不升P0主链频次
2025朝阳期末_Q21_SRC_131c6c890bd4,2025朝阳期末,21,SRC_131c6c890bd4,P3_candidate_paper,P3_paper_text_with_reference_answer,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,batch04D_source_triage_done,试卷题面为开展中国特色大国外交营造外部环境；后附宽口径答案不作逐点细则
2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX,2025朝阳期末,21,SRC_CY2025QIMO_PPTX,P2_teaching_pptx_with_scoring_structure,P2_teaching_lecture_with_point_scoring,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,rechecked_batch04D_p2_guard,Slides32-34含Q21题面和1+1+2+2+1评分结构；仅作P2低等级候选和表述积累；不得冒充P0评分细则频次
2024海淀期中_Q16_2_SRC_e3f88f68dd56,2024海淀期中,16(2),SRC_e3f88f68dd56,P0_candidate_scoring,P0_formal_scoring_rule_pdf_text,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,batch04E_source_triage_done,细则总表标16(2)为选必一；page13-14显示必修二4分+选必一2分，选必一点为国际组织赋权/全球经济治理/规则制定
2024海淀期中_Q16_2_SRC_132d9a876bce,2024海淀期中,16(2),SRC_132d9a876bce,P3_candidate_paper,P3_visual_prompt_rechecked,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,rechecked_batch04E_visual,PDF文本乱码；本轮渲染page_06视觉核读Q16(2)设问为中国咖啡企业出海建议
2024海淀期中_Q21_2_SRC_e3f88f68dd56,2024海淀期中,21(2),SRC_e3f88f68dd56,P0_candidate_scoring,P0_formal_scoring_rule_pdf_text,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,batch04E_source_triage_done,细则总表标21(2)为选必一；page61-65含题面参考答案评分细则，变4分+不变5分
2024海淀期中_Q21_2_SRC_132d9a876bce,2024海淀期中,21(2),SRC_132d9a876bce,P3_candidate_paper,P3_visual_prompt_rechecked,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,rechecked_batch04E_visual,PDF文本乱码；本轮渲染page_08视觉核读Q21(2)设问为新中国外交的变与不变
2025丰台二模_Q18_SRC_58a9a8f3e678,2025丰台二模,18,SRC_58a9a8f3e678,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,rechecked_batch04F_no_xuanbiyi,Formal marking docx checked; prompt is Economic and Society consumption diagram; term hit not promoted
2025丰台二模_Q19_2_SRC_dfa78c60e17a,2025丰台二模,19(2),SRC_dfa78c60e17a,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,rechecked_batch04F_no_xuanbiyi,Formal marking docx checked; prompt is Law and Life judicial-suggestion question; term hit not promoted
2025丰台二模_Q20_SRC_1543d8baa151,2025丰台二模,20,SRC_1543d8baa151,P0_candidate_scoring,P0_formal_scoring_rule_docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,rechecked_batch04F_promoted_source,Formal 20题阅卷评标 with four 2-point scoring angles; keyword-only answers insufficient
2025丰台二模_Q20_SRC_770de383c911,2025丰台二模,20,SRC_770de383c911,P3_candidate_paper,P3_paper_text_support,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,rechecked_batch04F_support,Paper PDF text confirms Q20 prompt on page 7 and reference answer on page 10; scoring authority remains 20题.docx
2025丰台二模_Q21_SRC_4f9c477fa46c,2025丰台二模,21,SRC_4f9c477fa46c,P0_candidate_scoring,P0_boundary_only_not_xuanbiyi_frequency,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,rechecked_batch04F_boundary_only,Composite level-scored question on 审势乘势驭势; sample mentions 一带一路/global governance but grading axis is philosophy/comprehensive argument; not promoted
2025门头沟一模_Q19_SRC_70713581c0c6,2025门头沟一模,19,SRC_70713581c0c6,P0_candidate_scoring,P0_formal_scoring_rule_doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,rechecked_batch04G_promoted_source,Formal scoring doc gives four 2-point angles for 赋能型大国 world meaning; includes explicit non-scoring warnings for 两个市场两种资源 and bare democracy/multipolar/multilateral terms
2025门头沟一模_Q19_SRC_41b9c310bed6,2025门头沟一模,19,SRC_41b9c310bed6,P3_candidate_paper,P3_paper_text_support,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,rechecked_batch04G_support,Paper PDF confirms Q19 prompt on pages 6-7 and reference answer on page 10; scoring authority remains 细则.doc
