question_id,label,question_type,include_status,legal_scope_method,front_domain,framework_domain,result_landing,evidence_type,evidence_status,answer,candidate_answer,rubric_source
2025_昌平_二模_027_Q14,2025 昌平 二模 2025昌平二模 第14题,choice,included,choice_whole_question,人格权侵权,人格权与侵权责任,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf
2025_昌平_二模_027_Q20,2025 昌平 二模 2025昌平二模 第20题,subjective,included,legal_subquestion_extracted,知识产权不正当竞争,知识产权与竞争秩序,效力确认、权利/财产/遗产归属、诉讼救济、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx
2025_朝阳_二模_028_Q10,2025 朝阳 二模 2025朝阳二模 第10题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf
2025_朝阳_二模_028_Q20,2025 朝阳 二模 2025朝阳二模 第20题,subjective,included_needs_review,legal_subquestion_extracted,人格权侵权,人格权与侵权责任,价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx
2025_海淀_二模_029_Q5,2025 海淀 二模 2025海淀二模 第5题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2025北京海淀高三二模政治试题及答案.txt
2025_海淀_二模_029_Q6,2025 海淀 二模 2025海淀二模 第6题,choice,included,choice_whole_question,物权相邻继承家庭,婚姻家庭与继承扶养,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2025北京海淀高三二模政治试题及答案.txt
2025_海淀_二模_029_Q7,2025 海淀 二模 2025海淀二模 第7题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,A,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2025北京海淀高三二模政治试题及答案.txt
2025_海淀_二模_029_Q17,2025 海淀 二模 2025海淀二模 第17题,subjective,excluded_by_module_boundary,explicit_non_legal_module,知识产权不正当竞争,知识产权与竞争秩序,法律关系判断、事实规则匹配、处理结果或价值说明。,support_lecture,support_lecture,,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf
2025_西城_二模_030_Q18,2025 西城 二模 2025西城二模 第18题,subjective,included,fallback_legal_prompt,纠纷解决生态公益与新业态,生态公益、新业态与法治价值,效力否定、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx
2025_西城_二模_030_Q19,2025 西城 二模 2025西城二模 第19题,subjective,excluded_by_module_boundary,explicit_non_legal_module,合同消费者劳动,劳动就业与职业边界,责任承担/赔偿、补偿或经济补偿、效力否定、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx
2025_东城_期末_031_Q11,2025 东城 期末 2025东城期末 第11题,choice,included,choice_whole_question,知识产权不正当竞争,知识产权与竞争秩序,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf
2025_东城_期末_031_Q12,2025 东城 期末 2025东城期末 第12题,choice,included,choice_whole_question,物权相邻继承家庭,财产权、物权与相邻关系,客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,A,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf
2025_东城_期末_031_Q17,2025 东城 期末 2025东城期末 第17题,subjective,included_needs_review,fallback_legal_prompt,纠纷解决生态公益与新业态,纠纷解决与程序救济,责任承担/赔偿、诉讼救济、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx
2025_东城_期末_031_Q19,2025 东城 期末 2025东城期末 第19题,subjective,excluded_by_curation,fallback_legal_prompt,物权相邻继承家庭,财产权、物权与相邻关系,效力确认、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx
2025_丰台_期末_032_Q11,2025 丰台 期末 2025丰台期末 第11题,choice,included,choice_whole_question,人格权侵权,人格权与侵权责任,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2025北京丰台高三（上）期末政治_有答案_vision.txt
2025_丰台_期末_032_Q12,2025 丰台 期末 2025丰台期末 第12题,choice,included,choice_whole_question,人格权侵权,人格权与侵权责任,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2025北京丰台高三（上）期末政治_有答案_vision.txt
2025_丰台_期末_032_Q19,2025 丰台 期末 2025丰台期末 第19题,subjective,included,fallback_legal_prompt,合同消费者劳动,劳动就业与职业边界,责任承担/赔偿、效力确认、劳动仲裁或纠纷解决路径、诉讼救济、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx
2025_朝阳_期末_033_Q20,2025 朝阳 期末 2025朝阳期末 第20题,subjective,included,whole_question_no_explicit_legal_small_question,人格权侵权,人格权与侵权责任,责任承担/赔偿、诉讼救济,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf
2025_海淀_期中_034_Q21,2025 海淀 期中 2025海淀期中 第21题,subjective,included_needs_review,legal_subquestion_extracted,物权相邻继承家庭,婚姻家庭与继承扶养,权利/财产/遗产归属,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx
2025_海淀_期末_035_Q10,2025 海淀 期末 2025海淀期末 第10题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,formal_or_scoring_source,objective_answer_locked,C,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
2025_海淀_期末_035_Q11,2025 海淀 期末 2025海淀期末 第11题,choice,included,choice_whole_question,人格权侵权,人格权与侵权责任,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx
2025_海淀_期末_035_Q12,2025 海淀 期末 2025海淀期末 第12题,choice,included,choice_whole_question,物权相邻继承家庭,婚姻家庭与继承扶养,客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,A,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx
2025_海淀_期末_035_Q13,2025 海淀 期末 2025海淀期末 第13题,choice,excluded_by_curation,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx
2025_海淀_期末_035_Q14,2025 海淀 期末 2025海淀期末 第14题,choice,included,choice_whole_question,纠纷解决生态公益与新业态,纠纷解决与程序救济,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx
2025_海淀_期末_035_Q15,2025 海淀 期末 2025海淀期末 第15题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx
2025_海淀_期末_035_Q20,2025 海淀 期末 2025海淀期末 第20题,subjective,included_needs_review,whole_question_no_explicit_legal_small_question,人格权侵权,人格权与侵权责任,责任承担/赔偿、效力确认、效力否定、权利/财产/遗产归属、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
2025_海淀_期末_035_Q21,2025 海淀 期末 2025海淀期末 第21题,subjective,included,fallback_legal_prompt,人格权侵权,人格权与侵权责任,责任承担/赔偿、效力确认、效力否定、权利/财产/遗产归属、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
2025_西城_期末_036_Q12,2025 西城 期末 2025西城期末 第12题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf
2025_西城_期末_036_Q13,2025 西城 期末 2025西城期末 第13题,choice,included,choice_whole_question,人格权侵权,人格权与侵权责任,客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,A,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf
2025_西城_期末_036_Q19,2025 西城 期末 2025西城期末 第19题,subjective,included,fallback_legal_prompt,知识产权不正当竞争,知识产权与竞争秩序,责任承担/赔偿、诉讼救济,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf
2026_东城_一模_037_Q10,2026 东城 一模 2026东城一模 第10题,choice,included,choice_whole_question,物权相邻继承家庭,财产权、物权与相邻关系,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf
2026_东城_一模_037_Q11,2026 东城 一模 2026东城一模 第11题,choice,included,choice_whole_question,知识产权不正当竞争,知识产权与竞争秩序,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf
2026_东城_一模_037_Q18,2026 东城 一模 2026东城一模 第18题,subjective,included,fallback_legal_prompt,纠纷解决生态公益与新业态,纠纷解决与程序救济,责任承担/赔偿、权利/财产/遗产归属、诉讼救济,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf
2026_丰台_一模_038_Q11,2026 丰台 一模 2026丰台一模 第11题,choice,included,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京丰台高三一模政治试题_有答案.txt
2026_丰台_一模_038_Q13,2026 丰台 一模 2026丰台一模 第13题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。,formal_or_scoring_source,objective_answer_locked,A,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx
2026_丰台_一模_038_Q20,2026 丰台 一模 2026丰台一模 第20题,subjective,included,fallback_legal_prompt,人格权侵权,人格权与侵权责任,责任承担/赔偿、诉讼救济、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx
2026_延庆_一模_039_Q2,2026 延庆 一模 2026延庆一模 第2题,choice,excluded_by_curation,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,formal_or_scoring_source,objective_answer_locked,D,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx
2026_延庆_一模_039_Q8,2026 延庆 一模 2026延庆一模 第8题,choice,included,choice_whole_question,物权相邻继承家庭,财产权、物权与相邻关系,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf
2026_延庆_一模_039_Q18,2026 延庆 一模 2026延庆一模 第18题,subjective,included_needs_review,legal_subquestion_extracted,知识产权不正当竞争,知识产权与竞争秩序,责任承担/赔偿、诉讼救济,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx
2026_房山_一模_040_Q11,2026 房山 一模 2026房山一模 第11题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京房山高三一模政治_有答案_vision.txt
2026_房山_一模_040_Q17,2026 房山 一模 2026房山一模 第17题,subjective,included,whole_question_no_explicit_legal_small_question,知识产权不正当竞争,知识产权与竞争秩序,责任承担/赔偿、效力确认、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx
2026_朝阳_一模_041_Q11,2026 朝阳 一模 2026朝阳一模 第11题,choice,included,choice_whole_question,纠纷解决生态公益与新业态,纠纷解决与程序救济,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf
2026_朝阳_一模_041_Q18,2026 朝阳 一模 2026朝阳一模 第18题,subjective,included,fallback_legal_prompt,纠纷解决生态公益与新业态,纠纷解决与程序救济,责任承担/赔偿、效力确认、权利/财产/遗产归属、诉讼救济,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx
2026_海淀_一模_042_Q9,2026 海淀 一模 2026海淀一模 第9题,choice,included,choice_whole_question,物权相邻继承家庭,婚姻家庭与继承扶养,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
2026_海淀_一模_042_Q11,2026 海淀 一模 2026海淀一模 第11题,choice,included,choice_whole_question,物权相邻继承家庭,婚姻家庭与继承扶养,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
2026_海淀_一模_042_Q12,2026 海淀 一模 2026海淀一模 第12题,choice,excluded_by_curation,choice_whole_question,知识产权不正当竞争,知识产权与竞争秩序,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,formal_or_scoring_source,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
2026_海淀_一模_042_Q18,2026 海淀 一模 2026海淀一模 第18题,subjective,included_needs_review,legal_subquestion_extracted,合同消费者劳动,合同交易与消费者保护,责任承担/赔偿、效力确认、效力否定、诉讼救济、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
2026_石景山_一模_043_Q12,2026 石景山 一模 2026石景山一模 第12题,choice,included,choice_whole_question,物权相邻继承家庭,婚姻家庭与继承扶养,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
2026_石景山_一模_043_Q13,2026 石景山 一模 2026石景山一模 第13题,choice,included,choice_whole_question,物权相邻继承家庭,财产权、物权与相邻关系,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
2026_石景山_一模_043_Q14,2026 石景山 一模 2026石景山一模 第14题,choice,included,choice_whole_question,合同消费者劳动,合同交易与消费者保护,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
2026_石景山_一模_043_Q18,2026 石景山 一模 2026石景山一模 第18题,subjective,included,whole_question_no_explicit_legal_small_question,纠纷解决生态公益与新业态,纠纷解决与程序救济,责任承担/赔偿、诉讼救济、举证责任,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
2026_西城_一模_044_Q17,2026 西城 一模 2026西城一模 第17题,subjective,included,whole_question_no_explicit_legal_small_question,物权相邻继承家庭,财产权、物权与相邻关系,责任承担/赔偿、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx
2026_门头沟_一模_045_Q7,2026 门头沟 一模 2026门头沟一模 第7题,choice,excluded_by_curation,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京门头沟高三一模政治_有答案.txt
2026_门头沟_一模_045_Q11,2026 门头沟 一模 2026门头沟一模 第11题,choice,included,choice_whole_question,知识产权不正当竞争,知识产权与竞争秩序,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京门头沟高三一模政治_有答案.txt
2026_门头沟_一模_045_Q18,2026 门头沟 一模 2026门头沟一模 第18题,subjective,included_needs_review,legal_subquestion_extracted,纠纷解决生态公益与新业态,纠纷解决与程序救济,效力确认、诉讼救济,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx
2026_东城_期末_047_Q10,2026 东城 期末 2026东城期末 第10题,choice,included,choice_whole_question,物权相邻继承家庭,财产权、物权与相邻关系,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,formal_or_scoring_source,objective_answer_locked,D,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx
2026_东城_期末_047_Q11,2026 东城 期末 2026东城期末 第11题,choice,included,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,formal_or_scoring_source,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx
2026_东城_期末_047_Q18,2026 东城 期末 2026东城期末 第18题,subjective,included,legal_subquestion_extracted,合同消费者劳动,合同交易与消费者保护,责任承担/赔偿、效力确认,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx
2026_东城_期末_047_Q19,2026 东城 期末 2026东城期末 第19题,subjective,excluded_by_module_boundary,explicit_non_legal_module,纠纷解决生态公益与新业态,纠纷解决与程序救济,效力确认,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx
2026_丰台_期末_048_Q11,2026 丰台 期末 2026丰台期末 第11题,choice,included,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,D,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京丰台高三（上）期末政治_有答案_vision.txt
2026_朝阳_期中_049_Q14,2026 朝阳 期中 2026朝阳期中 第14题,choice,excluded_by_curation,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf
2026_朝阳_期末_050_Q11,2026 朝阳 期末 2026朝阳期末 第11题,choice,included,choice_whole_question,知识产权不正当竞争,知识产权与竞争秩序,客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,A,,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京朝阳高二（上）期末政治_有答案_vision.txt
2026_朝阳_期末_050_Q18,2026 朝阳 期末 2026朝阳期末 第18题,subjective,included_needs_review,legal_subquestion_extracted,合同消费者劳动,合同交易与消费者保护,责任承担/赔偿、效力确认、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf
2026_海淀_期中_051_Q4,2026 海淀 期中 2026海淀期中 第4题,choice,excluded_by_curation,choice_whole_question,合同消费者劳动,劳动就业与职业边界,客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,B,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx
2026_海淀_期中_051_Q20,2026 海淀 期中 2026海淀期中 第20题,subjective,excluded_by_curation,explicit_non_legal_module,纠纷解决生态公益与新业态,生态公益、新业态与法治价值,权利/财产/遗产归属、诉讼救济、价值意义,support_lecture,support_lecture,,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf
2026_海淀_期末_052_Q18,2026 海淀 期末 2026海淀期末 第18题,subjective,included,whole_question_no_explicit_legal_small_question,合同消费者劳动,合同交易与消费者保护,效力否定、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf
2026_海淀_期末_052_Q19,2026 海淀 期末 2026海淀期末 第19题,subjective,included,whole_question_no_explicit_legal_small_question,合同消费者劳动,合同交易与消费者保护,价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf
2026_通州_期末_054_Q12,2026 通州 期末 2026通州期末 第12题,choice,included,choice_whole_question,物权相邻继承家庭,婚姻家庭与继承扶养,客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,A,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf
2026_通州_期末_054_Q13,2026 通州 期末 2026通州期末 第13题,choice,included,choice_whole_question,人格权侵权,人格权与侵权责任,客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。,official_answer_key,objective_answer_locked,C,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf
2026_通州_期末_054_Q19,2026 通州 期末 2026通州期末 第19题,subjective,included,legal_subquestion_extracted,物权相邻继承家庭,财产权、物权与相邻关系,补偿或经济补偿、价值意义,formal_or_scoring_source,formal_scoring_matched,,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx
