rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_CC0025_2024_朝阳_二模_17_01,CC0025_2024_朝阳_二模_17,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,marking_report,formal,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_03,CC0084_2025_东城_二模_19,②杨某自媒体案例（2 分） 杨某利用自媒体，故意侮辱/诽谤某公司，造成其社会评价降低（任意一个要件1 分）+ 侵 害名誉权（不可替换，1 分） 构成要件替换：诬陷、捏造、造谣、诋毁、抹黑、不实信息；损害形象、损害该公司声誉； 邬某服务条款案例：,marking_report,formal,②杨某自媒体案例（2 分） 杨某利用自媒体，故意侮辱/诽谤某公司，造成其社会评价降低（任意一个要件1 分）+ 侵 害名誉权（不可替换，1 分） 构成要件替换：诬陷、捏造、造谣、诋毁、抹黑、不实信息；损害形象、损害该公司声誉； 邬某服务条款案例：,M_CC0084_2025_东城_二模_19_01|M_CC0084_2025_东城_二模_19_02,②杨某自媒体案例（2 分） 杨某利用自媒体，故意侮辱/诽谤某公司，造成其社会评价降低（任意一个要件1 分）+ 侵 害名誉权（不可替换，1 分） 构成要件替换：诬陷、捏造、造谣、诋毁、抹黑、不实信息；损害形象、损害该公司声誉； 邬某服务条款案例：,判断法律关系/行为性质/责任承担或程序路径(回源细化),名誉权,,knowledge+material+value,no,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_04,CC0084_2025_东城_二模_19,③体现的民法原则（1 分）： 公平原则（1 分） 可替换：诚信原则（1 分）,marking_report,formal,③体现的民法原则（1 分）： 公平原则（1 分） 可替换：诚信原则（1 分）,M_CC0084_2025_东城_二模_19_01|M_CC0084_2025_东城_二模_19_02,③体现的民法原则（1 分）： 公平原则（1 分） 可替换：诚信原则（1 分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,公平,value,uncertain,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_05,CC0084_2025_东城_二模_19,④典型意义：意义一条2 分，两条3 分： 第一条：维护消费者合法权益 第二条：规范格式条款的使用 如本题消费者权益和格式条款都没提到，提到规范商家经营给1 分。 （二）学生表现和问题,marking_report,formal,④典型意义：意义一条2 分，两条3 分： 第一条：维护消费者合法权益 第二条：规范格式条款的使用 如本题消费者权益和格式条款都没提到，提到规范商家经营给1 分。 （二）学生表现和问题,M_CC0084_2025_东城_二模_19_13,④典型意义：意义一条2 分，两条3 分： 第一条：维护消费者合法权益 第二条：规范格式条款的使用 如本题消费者权益和格式条款都没提到，提到规范商家经营给1 分。 （二）学生表现和问题,判断法律关系/行为性质/责任承担或程序路径(回源细化),格式条款,维护；规范,knowledge+material+value,no,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_06,CC0084_2025_东城_二模_19,①龙某为钱某文身案例（2 分）： 学生问题：,marking_report,formal,①龙某为钱某文身案例（2 分）： 学生问题：,M_CC0084_2025_东城_二模_19_01|M_CC0084_2025_东城_二模_19_02,①龙某为钱某文身案例（2 分）： 学生问题：,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_07,CC0084_2025_东城_二模_19,1. 把限制民事行为能力人说成：不完全民事行为能力人、部分民事行为能力人、半民事行 为能力人、限制民事权利能力人，不得分。（若说钱某不具备完全民事行为能力，给分了）,marking_report,formal,1. 把限制民事行为能力人说成：不完全民事行为能力人、部分民事行为能力人、半民事行 为能力人、限制民事权利能力人，不得分。（若说钱某不具备完全民事行为能力，给分了）,M_CC0084_2025_东城_二模_19_01|M_CC0084_2025_东城_二模_19_02,1. 把限制民事行为能力人说成：不完全民事行为能力人、部分民事行为能力人、半民事行 为能力人、限制民事权利能力人，不得分。（若说钱某不具备完全民事行为能力，给分了）,判断法律关系/行为性质/责任承担或程序路径(回源细化),民事行为能力,,knowledge,uncertain,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_08,CC0084_2025_东城_二模_19,2. 用抄表格中已有材料的方式分析案件，如“龙某违反了守法和公序良俗原则、不规范经 营，侵犯了未成年人合法权益”,marking_report,formal,2. 用抄表格中已有材料的方式分析案件，如“龙某违反了守法和公序良俗原则、不规范经 营，侵犯了未成年人合法权益”,M_CC0084_2025_东城_二模_19_01|M_CC0084_2025_东城_二模_19_02,2. 用抄表格中已有材料的方式分析案件，如“龙某违反了守法和公序良俗原则、不规范经 营，侵犯了未成年人合法权益”,判断法律关系/行为性质/责任承担或程序路径(回源细化),,规范,material+value,no,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_09,CC0084_2025_东城_二模_19,②杨某自媒体案例（2 分） 学生问题：不能用“侮辱、诽谤”“造成社会评价降低”等词汇提炼杨某做法，完全抄材料： “在没有事实依据的情况下…评价……造成严重负面影响”，不得要件的1 分。,marking_report,formal,②杨某自媒体案例（2 分） 学生问题：不能用“侮辱、诽谤”“造成社会评价降低”等词汇提炼杨某做法，完全抄材料： “在没有事实依据的情况下…评价……造成严重负面影响”，不得要件的1 分。,M_CC0084_2025_东城_二模_19_01|M_CC0084_2025_东城_二模_19_02,②杨某自媒体案例（2 分） 学生问题：不能用“侮辱、诽谤”“造成社会评价降低”等词汇提炼杨某做法，完全抄材料： “在没有事实依据的情况下…评价……造成严重负面影响”，不得要件的1 分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material+value,no,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_10,CC0084_2025_东城_二模_19,③体现的民法原则 学生问题： 将1/3 的同学不知道民法原则是什么，在自己编句子。 写自愿原则的很多。（格式条款中排斥消费者权利的条款主要违反的是《民法典》中的公平 原则，自愿强调的是当事人自主决定合同内容、订立、变更等）,marking_report,formal,③体现的民法原则 学生问题： 将1/3 的同学不知道民法原则是什么，在自己编句子。 写自愿原则的很多。（格式条款中排斥消费者权利的条款主要违反的是《民法典》中的公平 原则，自愿强调的是当事人自主决定合同内容、订立、变更等）,M_CC0084_2025_东城_二模_19_13,③体现的民法原则 学生问题： 将1/3 的同学不知道民法原则是什么，在自己编句子。 写自愿原则的很多。（格式条款中排斥消费者权利的条款主要违反的是《民法典》中的公平 原则，自愿强调的是当事人自主决定合同内容、订立、变更等）,判断法律关系/行为性质/责任承担或程序路径(回源细化),民法典；格式条款,公平,knowledge+material+value,no,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0084_2025_东城_二模_19_11,CC0084_2025_东城_二模_19,④典型意义：学生问题：没有围绕格式条款谈意义，或者依然不明确对“消费者”的保护， 还是在说保护“双方的权利”“公民的权利”。 （三）教学启示 第一，案例分析时需要让学生对案例情境准确把握。合同问题（效力问题、违约问题等）、 侵权问题的分析方法还需明确，细致分析案件中的法律关系，明确各方当事人的权利和义务。 第二，学生对法律的主干知识内容掌握程度还需提升。如民法基本原则的内涵以及在案件分 析中的应用方法、名誉权的构成要件、格式条款这类教材中有专门介绍的内容等。教材强调 了格式条款有助于降低交易成本、适应现代市场经济发展的要求，即规范格式条款后对经济 发展的长远意义，答案中几乎没有提到，建议最后冲刺阶段把法律的主干内容再做简单梳理。,marking_report,formal,④典型意义：学生问题：没有围绕格式条款谈意义，或者依然不明确对“消费者”的保护， 还是在说保护“双方的权利”“公民的权利”。 （三）教学启示 第一，案例分析时需要让学生对案例情境准确把握。合同问题（效力问题、违约问题等）、 侵权问题的分析方法还需明确，细致分析案件中的法律关系，明确各方当事人的权利和义务。 第二，学生对法律的主干知识内容掌握程度还需提升。如民法基本原则的内涵以及在案件分 析中的应用方法、名誉权的构成要件、格式条款这类教材中有专门介绍的内容等。教材强调 了格式条款有助于降低交易成本、适应现代市场经济发展的要求，即规范格式条款后对经济 发展的长远意义，答案中几乎没有提到，建议最后冲刺阶段把法律的主干内容再做简单梳理。,M_CC0084_2025_东城_二模_19_13,④典型意义：学生问题：没有围绕格式条款谈意义，或者依然不明确对“消费者”的保护， 还是在说保护“双方的权利”“公民的权利”。 （三）教学启示 第一，案例分析时需要让学生对案例情境准确把握。合同问题（效力问题、违约问题等）、 侵权问题的分析方法还需明确，细致分析案件中的法律关系，明确各方当事人的权利和义务。 第二，学生对法律的主干知识内容掌握程度还需提升。如民法基本原则的内涵以及在案件分 析中的应用方法、名誉权的构成要件、格式条款这类教材中有专门介绍的内容等。教材强调 了格式条款有助于降低交易成本、适应现代市场经济发展的要求，即规范格式条款后对经济 发展的长远意义，答案中几乎没有提到，建议最后冲刺阶段把法律的主干内容再做简单梳理。,判断法律关系/行为性质/责任承担或程序路径(回源细化),格式条款；名誉权,规范,knowledge+material+value,no,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0103_2025_丰台_一模_19_01,CC0103_2025_丰台_一模_19,19.（6分）参考答案： 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分 出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达。 对科技创新的意义：规范市场竞争秩序、营造公平的市场环境、鼓励创新，2分 出现的问题：优化营商环境是错误表达。 对司法领域的价值：对同类案件提供范例、借鉴、参考，提高效率，增强公信力2分。 变通的地方：彰显法律权威或者司法权威作为1分的替换答案 对法治国家、法治社会而言，法治信仰（意识方面面），依法层面（行动方面）1点1分 出现的问题：维护社会公平正义不得分；没有铺垫，直接表达法治中国建设的不得分。,marking_rubric,formal,19.（6分）参考答案： 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分 出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达。 对科技创新的意义：规范市场竞争秩序、营造公平的市场环境、鼓励创新，2分 出现的问题：优化营商环境是错误表达。 对司法领域的价值：对同类案件提供范例、借鉴、参考，提高效率，增强公信力2分。 变通的地方：彰显法律权威或者司法权威作为1分的替换答案 对法治国家、法治社会而言，法治信仰（意识方面面），依法层面（行动方面）1点1分 出现的问题：维护社会公平正义不得分；没有铺垫，直接表达法治中国建设的不得分。,M_CC0103_2025_丰台_一模_19_01|M_CC0103_2025_丰台_一模_19_02|M_CC0103_2025_丰台_一模_19_03,19.（6分）参考答案： 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分 出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达。 对科技创新的意义：规范市场竞争秩序、营造公平的市场环境、鼓励创新，2分 出现的问题：优化营商环境是错误表达。 对司法领域的价值：对同类案件提供范例、借鉴、参考，提高效率，增强公信力2分。 变通的地方：彰显法律权威或者司法权威作为1分的替换答案 对法治国家、法治社会而言，法治信仰（意识方面面），依法层面（行动方面）1点1分 出现的问题：维护社会公平正义不得分；没有铺垫，直接表达法治中国建设的不得分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),知识产权；原告；被告,维护；引导；规范；公平；正义；秩序,knowledge+material+value,no,F0075:text | F0076:page 10 | F0076:page 7 | F0294:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_01,CC0131_2025_房山_一模_19,19.（8 分）,marking_rubric,formal,19.（8 分）,M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,19.（8 分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_02,CC0131_2025_房山_一模_19,①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。,marking_rubric,formal,①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。,M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；促进；公平,material+value,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_03,CC0131_2025_房山_一模_19,②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。,marking_rubric,formal,②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。,M_CC0131_2025_房山_一模_19_06|M_CC0131_2025_房山_一模_19_08|M_CC0131_2025_房山_一模_19_10,②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。,判断法律关系/行为性质/责任承担或程序路径(回源细化),知识产权,,knowledge+material,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_04,CC0131_2025_房山_一模_19,③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则：,marking_rubric,formal,③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则：,M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则：,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；公平；正义,material+value,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_05,CC0131_2025_房山_一模_19,1.不正当竞争 B 集团通过挖走A 集团核心技术人员并窃取技术秘密（材料1 分）属于典型的不正当竞争行为（定性 分析1 分），法院的判决打击了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市 场经济健康发展。（法治价值2 分）,marking_rubric,formal,1.不正当竞争 B 集团通过挖走A 集团核心技术人员并窃取技术秘密（材料1 分）属于典型的不正当竞争行为（定性 分析1 分），法院的判决打击了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市 场经济健康发展。（法治价值2 分）,M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,1.不正当竞争 B 集团通过挖走A 集团核心技术人员并窃取技术秘密（材料1 分）属于典型的不正当竞争行为（定性 分析1 分），法院的判决打击了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市 场经济健康发展。（法治价值2 分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；促进；公平,material+value,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_06,CC0131_2025_房山_一模_19,2.惩罚性赔偿 法院对B 集团适用的高额赔偿提高了侵权成本（材料1 分），强化知识产权保护，使企业更愿意投入 研发，激发创新活力和科技进步。（创新2 分）,marking_rubric,formal,2.惩罚性赔偿 法院对B 集团适用的高额赔偿提高了侵权成本（材料1 分），强化知识产权保护，使企业更愿意投入 研发，激发创新活力和科技进步。（创新2 分）,M_CC0131_2025_房山_一模_19_02|M_CC0131_2025_房山_一模_19_06|M_CC0131_2025_房山_一模_19_08|M_CC0131_2025_房山_一模_19_10|M_CC0131_2025_房山_一模_19_12,2.惩罚性赔偿 法院对B 集团适用的高额赔偿提高了侵权成本（材料1 分），强化知识产权保护，使企业更愿意投入 研发，激发创新活力和科技进步。（创新2 分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),知识产权；惩罚性赔偿,,knowledge+material,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_07,CC0131_2025_房山_一模_19,3.道德意义 法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。（1 分，给出社会主义核心价值 观的具体词语也可以）,marking_rubric,formal,3.道德意义 法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。（1 分，给出社会主义核心价值 观的具体词语也可以）,M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,3.道德意义 法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。（1 分，给出社会主义核心价值 观的具体词语也可以）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；公平；正义,material+value,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_08,CC0131_2025_房山_一模_19,4.劳动者 劳动者有保守秘密的义务，在就业过程中要做到权利和义务相统一，严守职业道德。（2 分）,marking_rubric,formal,4.劳动者 劳动者有保守秘密的义务，在就业过程中要做到权利和义务相统一，严守职业道德。（2 分）,M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,4.劳动者 劳动者有保守秘密的义务，在就业过程中要做到权利和义务相统一，严守职业道德。（2 分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),劳动者,,knowledge+material,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_09,CC0131_2025_房山_一模_19,5.民法的基本原则（1 分）,marking_rubric,formal,5.民法的基本原则（1 分）,M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,5.民法的基本原则（1 分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0131_2025_房山_一模_19_10,CC0131_2025_房山_一模_19,6.必修三法治 公正司法、全民守法、法治社会、法治国家等角度。（2 分） 从以上角度答题，总分不超过8 分，单纯写知识，没有材料，比如每一点的开头都是有利于，总分不 超过6 分。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 [page 4],marking_rubric,formal,6.必修三法治 公正司法、全民守法、法治社会、法治国家等角度。（2 分） 从以上角度答题，总分不超过8 分，单纯写知识，没有材料，比如每一点的开头都是有利于，总分不 超过6 分。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 [page 4],M_CC0131_2025_房山_一模_19_01|M_CC0131_2025_房山_一模_19_02,6.必修三法治 公正司法、全民守法、法治社会、法治国家等角度。（2 分） 从以上角度答题，总分不超过8 分，单纯写知识，没有材料，比如每一点的开头都是有利于，总分不 超过6 分。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 [page 4],判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material+value,no,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0132_2025_房山_一模_20_01,CC0132_2025_房山_一模_20,20.（9 分） 可从中华民族伟大复兴、中华民族精神、发展观等角度回答。 细则：,marking_rubric,formal,20.（9 分） 可从中华民族伟大复兴、中华民族精神、发展观等角度回答。 细则：,M_CC0132_2025_房山_一模_20_01|M_CC0132_2025_房山_一模_20_02,20.（9 分） 可从中华民族伟大复兴、中华民族精神、发展观等角度回答。 细则：,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0080:page 4 | F0081:page 15 | F0081:page 6 | F0298:page 4,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0132_2025_房山_一模_20_02,CC0132_2025_房山_一模_20,1.必答：全面深化改革或者中华民族精神-奋斗精神，2 分；,marking_rubric,formal,1.必答：全面深化改革或者中华民族精神-奋斗精神，2 分；,M_CC0132_2025_房山_一模_20_01|M_CC0132_2025_房山_一模_20_02,1.必答：全面深化改革或者中华民族精神-奋斗精神，2 分；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0080:page 4 | F0081:page 15 | F0081:page 6 | F0298:page 4,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0132_2025_房山_一模_20_03,CC0132_2025_房山_一模_20,2.逻辑结构：是-为-怎；是-怎；为-怎，1 分；,marking_rubric,formal,2.逻辑结构：是-为-怎；是-怎；为-怎，1 分；,M_CC0132_2025_房山_一模_20_01|M_CC0132_2025_房山_一模_20_02,2.逻辑结构：是-为-怎；是-怎；为-怎，1 分；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0080:page 4 | F0081:page 15 | F0081:page 6 | F0298:page 4,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0132_2025_房山_一模_20_04,CC0132_2025_房山_一模_20,3.综合运用所学，如果单一模块知识作答，最高4 分；,marking_rubric,formal,3.综合运用所学，如果单一模块知识作答，最高4 分；,M_CC0132_2025_房山_一模_20_01|M_CC0132_2025_房山_一模_20_02,3.综合运用所学，如果单一模块知识作答，最高4 分；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0080:page 4 | F0081:page 15 | F0081:page 6 | F0298:page 4,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0132_2025_房山_一模_20_05,CC0132_2025_房山_一模_20,4.主体角度：党，人民，青年；,marking_rubric,formal,4.主体角度：党，人民，青年；,M_CC0132_2025_房山_一模_20_01|M_CC0132_2025_房山_一模_20_02,4.主体角度：党，人民，青年；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0080:page 4 | F0081:page 15 | F0081:page 6 | F0298:page 4,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0132_2025_房山_一模_20_06,CC0132_2025_房山_一模_20,5.具体可用知识点：中华民族伟大复兴中国梦，发挥主观能动性，中华民族精神，群众观点群众路线， 发展观（质量互变，前进性与曲折性），实现人生价值，价值判断与价值选择。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答,marking_rubric,formal,5.具体可用知识点：中华民族伟大复兴中国梦，发挥主观能动性，中华民族精神，群众观点群众路线， 发展观（质量互变，前进性与曲折性），实现人生价值，价值判断与价值选择。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答,M_CC0132_2025_房山_一模_20_01|M_CC0132_2025_房山_一模_20_02,5.具体可用知识点：中华民族伟大复兴中国梦，发挥主观能动性，中华民族精神，群众观点群众路线， 发展观（质量互变，前进性与曲折性），实现人生价值，价值判断与价值选择。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,value,uncertain,F0080:page 4 | F0081:page 15 | F0081:page 6 | F0298:page 4,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_01,CC0137_2025_昌平_二模_20,20.阅读材料，运用《法律与生活》知识，完成裁判理由。,evaluation_standard,formal,20.阅读材料，运用《法律与生活》知识，完成裁判理由。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,20.阅读材料，运用《法律与生活》知识，完成裁判理由。,判断法律关系/行为性质/责任承担或程序路径(回源细化),法律与生活,,knowledge+material,no,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
