severity,idx,node,title,issue_type,evidence,action
P0,74,超前思维,2. 2024东城一模 第18题第（3）问（主观题）,rubric_evidence_unreliable,[细则.pptx | node_or_question_terms] 试题回顾 】 [[ppt/slides/slide49.xml]] 市人大作为地方国家权力机关，调研北京中轴线申遗工作的推进情况，开展执法检查，依法行使对行政机关的监督权。人大代表充分表达民意，依法履行职责，帮助人民政府推进工作。这一系列活动落实了全过程人民民主，推动了申遗工作。 人大是国家权力机关（ 1 分） 通过调研、执法检查，行使监督权（只要出来监督即可拿到 2 分，没出来若有调研可得 1 分）（ 2 分） 人大 / 人大代表与人民的关系（,must reopen exact original rubric/marking material and replace evidence; do not treat row as source-locked
P0,75,超前思维,3. 2026顺义二模 第21题（主观题）,rubric_evidence_unreliable,[26顺义二模评标.doc | node_or_question_terms] 角度一——根植文脉底蕴，激活传统智慧时代价值】（必修4——文化知识） “先见” 与 “远虑” 是中华民族历经千年积淀的战略思维与治理智慧，是中华优秀传统文化的重要精华，深刻契合当代治国理政需求，能够助力国家在复杂变局中预判趋势、防范风险，于不确定性中把握发展主动权，为中国式现代化筑牢深厚文化根基，提供持久精神滋养。 【具体角度二——依托党的引领，实现传统智慧创新升华】 ●（必修3——党的领导）中国共产党以马克思主义科学理论为指导，推动中,must reopen exact original rubric/marking material and replace evidence; do not treat row as source-locked
P0,76,超前思维,4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,rubric_evidence_unreliable,[细则.docx | node_or_question_terms] 文经济学研究，有助于培育以爱国主义为核心的民族精神、正确的价值观、良好的道德水平，为经济发展提供精神动力和智力支持， 激发生产积极性和创造力，提高生产效率；（替换：供给侧结构性改革等） 规范市场主体的行为，促进诚信经营，维护公平公正的市场秩序。（出1点即可） ②开展人文经济学研究，有助于提升文化审美与感受，转变消费理念，提升消费水平和品质，促进消费升级。（出1点即可） 从而在整体上促进经济循环，助力构建新发展格局，促进经济高质量发展。（前面都没有,must reopen exact original rubric/marking material and replace evidence; do not treat row as source-locked
P0,77,超前思维,5. 2026海淀期末 第20题第（2）问（主观题）,rubric_evidence_unreliable,[细则.pdf | node_or_question_terms] 的信誉以及其他合法权益，构成不正当竞争，应当承担侵权责任。同时郑某的⾏为仅为少数消费者⽤户提供了便利，损害了消费者的合法权益和⻓远利益，有违经营者公认的商业道德，不符合社会主义核⼼价值观，不利于社会整体福祉的增进，扰乱了市场竞争秩序。 [[PAGE 4]] 4 评分标准： 20.（1）充分条件假⾔推理，错误，这个充分条件假⾔推理的⼀个前提肯定了假⾔判断的后件，结论肯定了假⾔判断的前件，这是错误的推理结构。(4分)【细则】分三步采分第⼀步推理类型：充,must reopen exact original rubric/marking material and replace evidence; do not treat row as source-locked
P0,80,超前思维,8. 2024朝阳期中 第19题（主观题）,rubric_evidence_unreliable,[细则.docx | node_or_question_terms] 们可以通过考察更多的认识对象，分析认识对象与有关现象之间的因果关系等方法， 提高这种推理的可靠程度。 1 分 关键词：归纳推理1分 或然1分 轻率概括或以偏概全1分 考察更多认识对象，提高推理可靠程度1分 晏子的推理： ①晏子的推理属于类比推理，1分 是根据两个或两类对象在一些属性上的相同或相似， 推出它们在其他属性上也相同或相似的推理。 1 分 ②晏子根据不同的环境导致橘子呈现出不同的性质， 进行类比，推断出“楚之水土使民善盗” 的结论。 1 ,must reopen exact original rubric/marking material and replace evidence; do not treat row as source-locked
P0,83,超前思维,11. 2025门头沟一模 第21题第（1）问（主观题）,rubric_evidence_unreliable,[细则.doc | node_or_question_terms] 义共3分 ①维护用人单位合法权益（1分） ②约束劳动者行为/有利于劳动者遵守职业道德（1分） ③有利于和谐劳动关系的构建/有利于弘扬诚信的社会主义核心价值观/维护了社会公平正义 一、20题答题思路 严格按照给出的事例完成下列裁判要点。答题思路：首先分析案例一的裁判要点进而对案例二从裁判结果、裁判理由和现实意义三个角度进行分析。 裁判结果：包括支持+是否需要承担XX责任两部分构成，对应的案例二答案应分为两部分支持/驳回/部分支持+是否需要承担XX责任,must reopen exact original rubric/marking material and replace evidence; do not treat row as source-locked
P0,84,超前思维,12. 2024丰台二模 第18题第（2）问（主观题）,rubric_evidence_unreliable,[细则.docx | node_or_question_terms] 识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。） 18(1)结合材料，同学们构建了一个符合逻辑规则的三段论，请你补充完整。（5分） 参考,must reopen exact original rubric/marking material and replace evidence; do not treat row as source-locked
P1,27,整体性,7. 2026西城二模 第18题第（4）问（主观题）,cross_node_method_terms_need_human_adjudication,矛盾分析法:矛盾; 矛盾分析法:矛盾分析,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,34,分析与综合,5. 2026海淀二模 第18题第（1）问（主观题）,cross_node_method_terms_need_human_adjudication,整体性:整体性,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,40,矛盾分析法,4. 2024丰台二模 第18题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,结果具有预见性:预测,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,46,辩证否定,3. 2026房山二模 第18题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,矛盾分析法:矛盾,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P2,49,三性与三新,1. 2025昌平二模 第19题（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 发散思维与聚合思维:聚合; 联想思维:想象; 联想思维:迁移; 逆向思维:逆向,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P2,50,三性与三新,2. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 发散思维与聚合思维:聚合; 结果具有预见性:预测; 联想思维:联想; 超前思维:超前; 超前思维:超前思维; 逆向思维:逆向,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P2,51,三性与三新,3. 2026门头沟一模 第18题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 发散思维与聚合思维:聚合,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P2,52,三性与三新,4. 2026延庆一模 第18题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,适度原则:适度,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P2,53,三性与三新,5. 2026石景山一模 第17题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 联想思维:联想; 超前思维:超前; 超前思维:超前思维,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P2,54,三性与三新,6. 2026丰台二模 第21题（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 发散思维与聚合思维:聚合; 联想思维:联想; 联想思维:迁移,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P2,55,三性与三新,7. 2026西城二模 第18题第（4）问（主观题）,cross_node_method_terms_need_human_adjudication,逆向思维:逆向,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,59,联想思维,2. 2026石景山一模 第17题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 超前思维:超前,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,63,联想思维,6. 2025门头沟一模 第21题第（1）问（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,65,发散思维与聚合思维,2. 2025东城期末 第18题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,联想思维:联想; 超前思维:超前; 超前思维:超前思维,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,69,发散思维与聚合思维,6. 2024丰台一模 第19题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,追求认识的客观性:客观,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,70,逆向思维,1. 2025房山一模 第16题第（3）问（主观题）,cross_node_method_terms_need_human_adjudication,动态性:动态,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,73,超前思维,1. 2024西城一模 第19题第（5）问（主观题）,cross_node_method_terms_need_human_adjudication,矛盾分析法:矛盾; 矛盾分析法:矛盾分析; 联想思维:想象,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,76,超前思维,4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,结果具有预见性:预测,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,77,超前思维,5. 2026海淀期末 第20题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,矛盾分析法:矛盾; 矛盾分析法:矛盾分析; 联想思维:想象,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,78,超前思维,6. 2025东城期末 第18题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 发散思维与聚合思维:聚合; 联想思维:联想,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,79,超前思维,7. 2025海淀期末 第18题（主观题）,cross_node_method_terms_need_human_adjudication,联想思维:联想; 联想思维:迁移; 逆向思维:逆向,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,80,超前思维,8. 2024朝阳期中 第19题（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 发散思维与聚合思维:聚合; 联想思维:联想; 逆向思维:逆向,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,81,超前思维,9. 2024顺义二模 第16题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,矛盾分析法:矛盾; 矛盾分析法:矛盾分析; 结果具有预见性:预见,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,82,超前思维,10. 2026石景山一模 第17题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,发散思维与聚合思维:发散; 发散思维与聚合思维:聚合,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
P1,84,超前思维,12. 2024丰台二模 第18题第（2）问（主观题）,cross_node_method_terms_need_human_adjudication,结果具有预见性:预测; 结果具有预见性:预见; 结果具有预见性:预见性,decide allowed source prompt vs needs split/rewrite; do not hide under综合运用
