material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0125_2025_延庆_一模_19_06,CC0125_2025_延庆_一模_19,杨某 则认为商品质量不合格，达不到预期效果，自己才选择“仅退款”，且贾某未及时回复，所以才将商品扔 掉。,杨某 则认为商品质量不合格，达不到预期效果，自己才选择“仅退款”，且贾某未及时回复，所以才将商品扔 掉。,,,,,,背景或价值铺垫,F0078:page 7 | F0078:page 9,heuristic_sentence_split_from_text_layer
M_CC0125_2025_延庆_一模_19_07,CC0125_2025_延庆_一模_19,后贾某将杨某诉至法院。,后贾某将杨某诉至法院。,,,,yes,,背景或价值铺垫,F0078:page 7 | F0078:page 9,heuristic_sentence_split_from_text_layer
M_CC0125_2025_延庆_一模_19_08,CC0125_2025_延庆_一模_19,（注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在特定条件下直接获得退款， 而无需将商品退还给卖家。,（注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在特定条件下直接获得退款， 而无需将商品退还给卖家。,,,,,,背景或价值铺垫,F0078:page 7 | F0078:page 9,heuristic_sentence_split_from_text_layer
M_CC0125_2025_延庆_一模_19_09,CC0125_2025_延庆_一模_19,“仅退款”服务带来了消费者权益的最大化，也有效降低了消费者的售后维权 成本。,“仅退款”服务带来了消费者权益的最大化，也有效降低了消费者的售后维权 成本。,,,,,,背景或价值铺垫,F0078:page 7 | F0078:page 9,heuristic_sentence_split_from_text_layer
M_CC0125_2025_延庆_一模_19_10,CC0125_2025_延庆_一模_19,） 如果你是法官，需要对这个案件进行调解，请,） 如果你是法官，需要对这个案件进行调解，请,,,,,,背景或价值铺垫,F0078:page 7 | F0078:page 9,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_01,CC0137_2025_昌平_二模_20,20. （ 6 分） 案件情况 处理结果 裁判理由 镜头一 在陇东黄土高原的沟壑间，面对家乡“十年九旱、靠天吃饭”的困 境，全国人大代表化身“产业探路者”，带领村民试种耐旱中药材，创办种植专业合 作社，采用“合作社+农户+订单”模式，发展黄芪、党参等特色产业5000 余亩。,20. （ 6 分） 案件情况 处理结果 裁判理由 镜头一 在陇东黄土高原的沟壑间，面对家乡“十年九旱、靠天吃饭”的困 境，全国人大代表化身“产业探路者”，带领村民试种耐旱中药材，创办种植专业合 作社，采用“合作社+农户+订单”模式，发展黄芪、党参等特色产业5000 余亩。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_02,CC0137_2025_昌平_二模_20,如 今，合作社年产值超800 万元，带动286 户群众户均增收1.2 万元，曾经的“穷山 沟”变成“药材谷”。,如 今，合作社年产值超800 万元，带动286 户群众户均增收1.2 万元，曾经的“穷山 沟”变成“药材谷”。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_03,CC0137_2025_昌平_二模_20,镜头二 在北京某老旧小区，老年居民众多，加装电梯需求迫切。,镜头二 在北京某老旧小区，老年居民众多，加装电梯需求迫切。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_04,CC0137_2025_昌平_二模_20,但因低层住户 不同意，导致工程迟迟无法推进。,但因低层住户 不同意，导致工程迟迟无法推进。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_05,CC0137_2025_昌平_二模_20,为此，社区工作者多次上门沟通，并邀请专业人 员对楼体地基进行检测勘察，组织低层住户前往已安装电梯的老楼进行体验，详细 介绍施工方案，探讨如何在满足高层居民出行需求的同时，最大程度减少对低层居 民的影响……在“大家商量着办”议事协商机制作用下，最终圆了“电梯梦”。,为此，社区工作者多次上门沟通，并邀请专业人 员对楼体地基进行检测勘察，组织低层住户前往已安装电梯的老楼进行体验，详细 介绍施工方案，探讨如何在满足高层居民出行需求的同时，最大程度减少对低层居 民的影响……在“大家商量着办”议事协商机制作用下，最终圆了“电梯梦”。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_06,CC0137_2025_昌平_二模_20,镜头三 在江西某汽车客运站，清晨公交车行李舱里的菜品逐渐丰富，大蒜、萝 卜、香葱、包菜……菜农们互相帮衬，将各自的农产品摆放整齐，整个车厢都弥漫 着泥土的芬芳和收获的喜悦。,镜头三 在江西某汽车客运站，清晨公交车行李舱里的菜品逐渐丰富，大蒜、萝 卜、香葱、包菜……菜农们互相帮衬，将各自的农产品摆放整齐，整个车厢都弥漫 着泥土的芬芳和收获的喜悦。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_07,CC0137_2025_昌平_二模_20,为降低菜农的出行成本，当地政府推行城乡公交一体 化改革，全县所有营运班线实行1 元票价。,为降低菜农的出行成本，当地政府推行城乡公交一体 化改革，全县所有营运班线实行1 元票价。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_08,CC0137_2025_昌平_二模_20,一元“菜农公交”一头紧系村民“钱袋 子”，一头连着市民“菜篮子”，是一条条连接城乡的“民生专线”，更是一道道温暖 人心的“风景线”。,一元“菜农公交”一头紧系村民“钱袋 子”，一头连着市民“菜篮子”，是一条条连接城乡的“民生专线”，更是一道道温暖 人心的“风景线”。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_09,CC0137_2025_昌平_二模_20,《大梦·红楼》是全国首个以《红楼梦》为主题的全场域行进式近景沉浸体验项目。,《大梦·红楼》是全国首个以《红楼梦》为主题的全场域行进式近景沉浸体验项目。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_10,CC0137_2025_昌平_二模_20,它以曹雪芹 的视角，引领观众以第一人称开启60 分钟的太虚幻境之旅。,它以曹雪芹 的视角，引领观众以第一人称开启60 分钟的太虚幻境之旅。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_11,CC0137_2025_昌平_二模_20,项目采用多线并行、穿插叙事的方式，在 2000 平方米的空间内设置了三大沉浸展区、4 条不同的观众动线以及20 个原著经典情节的还原。,项目采用多线并行、穿插叙事的方式，在 2000 平方米的空间内设置了三大沉浸展区、4 条不同的观众动线以及20 个原著经典情节的还原。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_12,CC0137_2025_昌平_二模_20,观众 先领取披风，依据对应的“木石前盟”（黛玉）、“金玉良缘”（宝钗）等主题选择探索路径。,观众 先领取披风，依据对应的“木石前盟”（黛玉）、“金玉良缘”（宝钗）等主题选择探索路径。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_13,CC0137_2025_昌平_二模_20,体验过程 中没有固定座位号，观众可以跟随喜爱的角色自由行走并近距离互动。,体验过程 中没有固定座位号，观众可以跟随喜爱的角色自由行走并近距离互动。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_14,CC0137_2025_昌平_二模_20,这样沉浸式的演艺，让观众仿 佛看着这些角色在自己眼前真实地活了一遍。,这样沉浸式的演艺，让观众仿 佛看着这些角色在自己眼前真实地活了一遍。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_15,CC0137_2025_昌平_二模_20,[page 7] 第7页/共11页 李某是一名AI 绘图软件爱好者，他使用人工智能软件制 作了一张图片，并加上“AI 绘画”等标签，发布在自己的社 交平台上。,[page 7] 第7页/共11页 李某是一名AI 绘图软件爱好者，他使用人工智能软件制 作了一张图片，并加上“AI 绘画”等标签，发布在自己的社 交平台上。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_16,CC0137_2025_昌平_二模_20,网友刘某看到图片后，感觉非常契合自己的文 章，便直接拿来作为配图使用，还抹去了平台署名水印。,网友刘某看到图片后，感觉非常契合自己的文 章，便直接拿来作为配图使用，还抹去了平台署名水印。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_17,CC0137_2025_昌平_二模_20,李 某认为刘某的行为侵犯了自己的著作权。,李 某认为刘某的行为侵犯了自己的著作权。,,,,,著作权,carries 法律事实/规则信号,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_18,CC0137_2025_昌平_二模_20,遂将刘某诉至北 京互联网法院。,遂将刘某诉至北 京互联网法院。,,,,yes,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_19,CC0137_2025_昌平_二模_20,法院支持李某诉讼 请求。,法院支持李某诉讼 请求。,,,,yes,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_20,CC0137_2025_昌平_二模_20,（1） 小王向银行申请开通信用卡，且宣称已阅览申请材料， 明晰信用卡相关信息，愿意遵循领用合约及申请表中所列的 所有条款。,（1） 小王向银行申请开通信用卡，且宣称已阅览申请材料， 明晰信用卡相关信息，愿意遵循领用合约及申请表中所列的 所有条款。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_21,CC0137_2025_昌平_二模_20,后来小王使用该卡透支消费，却未依照合同约定 履行还款义务。,后来小王使用该卡透支消费，却未依照合同约定 履行还款义务。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_22,CC0137_2025_昌平_二模_20,银行屡次向小王催告，然而小王迄今仍未还 款。,银行屡次向小王催告，然而小王迄今仍未还 款。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_23,CC0137_2025_昌平_二模_20,为维护自身的合法权益，银行将其诉至法院，恳请依法 判决小王偿还信用卡欠款2 万元及利息。,为维护自身的合法权益，银行将其诉至法院，恳请依法 判决小王偿还信用卡欠款2 万元及利息。,,,,yes,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0137_2025_昌平_二模_20_24,CC0137_2025_昌平_二模_20,法院判决小王偿还 信用卡欠款本金2 万 元，并按合同约定支付 利息。,法院判决小王偿还 信用卡欠款本金2 万 元，并按合同约定支付 利息。,,,,,,背景或价值铺垫,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_01,CC0143_2025_朝阳_一模_19,19. （8 分） 司法护航，营造在线文旅消费法治环境。,19. （8 分） 司法护航，营造在线文旅消费法治环境。,,,,,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_02,CC0143_2025_朝阳_一模_19,某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的 审理情况，发布典型案例。,某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的 审理情况，发布典型案例。,,,,,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_03,CC0143_2025_朝阳_一模_19,以下为其中一例： 王某通过A 机票代销平台公司（以下简称“A 公司”）购买青岛至宁波的机票，页面显示总价350 元 （含基建燃油费70 元），优惠40 元后实付310 元。,以下为其中一例： 王某通过A 机票代销平台公司（以下简称“A 公司”）购买青岛至宁波的机票，页面显示总价350 元 （含基建燃油费70 元），优惠40 元后实付310 元。,,,,,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_04,CC0143_2025_朝阳_一模_19,事后，王某在航空公司官网查验发现，机票实际总价为 300 元。,事后，王某在航空公司官网查验发现，机票实际总价为 300 元。,,,,,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_05,CC0143_2025_朝阳_一模_19,经查，A 公司在向王某销售机票的过程中通过技术手段擅自搭售了10 元的外卖红包，王某在购买 界面并不能清楚地知悉费用的支出细节，也无法拒绝支付10 元的额外费用。,经查，A 公司在向王某销售机票的过程中通过技术手段擅自搭售了10 元的外卖红包，王某在购买 界面并不能清楚地知悉费用的支出细节，也无法拒绝支付10 元的额外费用。,,,,,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_06,CC0143_2025_朝阳_一模_19,王某遂向该市互联网法院提起诉讼，要求A 公司退还其支付的票款310 元，并予以三倍赔偿。,王某遂向该市互联网法院提起诉讼，要求A 公司退还其支付的票款310 元，并予以三倍赔偿。,,,,yes,三倍赔偿；起诉,carries 法律事实/规则信号,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_07,CC0143_2025_朝阳_一模_19,该法院 的判决支持了王某的诉讼请求。,该法院 的判决支持了王某的诉讼请求。,,,,yes,诉讼请求,carries 法律事实/规则信号,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_08,CC0143_2025_朝阳_一模_19,《中华人民共和国消费者权益保护法》（节选） 第五十五条 经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其 受到的损失，增加赔偿的金额为消费者购买商品的价款或者接受服务的费用的三倍；,《中华人民共和国消费者权益保护法》（节选） 第五十五条 经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其 受到的损失，增加赔偿的金额为消费者购买商品的价款或者接受服务的费用的三倍；,,,,yes,欺诈；消费者权益保护法；经营者,carries 法律事实/规则信号,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_09,CC0143_2025_朝阳_一模_19,增加赔偿 的金额不足五百元的，为五百元。,增加赔偿 的金额不足五百元的，为五百元。,,,,yes,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_10,CC0143_2025_朝阳_一模_19,法律另有规定的，依照其规定。,法律另有规定的，依照其规定。,,,,,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0143_2025_朝阳_一模_19_11,CC0143_2025_朝阳_一模_19,[page 7] 第7页/共10页,[page 7] 第7页/共10页,,,,,,背景或价值铺垫,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_sentence_split_from_text_layer
M_CC0150_2025_朝阳_二模_20_01,CC0150_2025_朝阳_二模_20,"20.(10 分)在日常生活中,要把握好权利和义务的关系。","20.(10 分)在日常生活中,要把握好权利和义务的关系。",,,,,,背景或价值铺垫,F0117:text | F0119:page 6 | F0119:page 9,heuristic_sentence_split_from_text_layer
M_CC0150_2025_朝阳_二模_20_02,CC0150_2025_朝阳_二模_20,"材料一 孙女士和刘先生是同一楼层的邻居,两家入户门相对,相距约2 米。","材料一 孙女士和刘先生是同一楼层的邻居,两家入户门相对,相距约2 米。",,,,,,背景或价值铺垫,F0117:text | F0119:page 6 | F0119:page 9,heuristic_sentence_split_from_text_layer
M_CC0150_2025_朝阳_二模_20_03,CC0150_2025_朝阳_二模_20,"刘先生在自家入户门安装 了具有“智能人脸识别”“180 度超广角”“自动人体侦测”“云存储”等功能的可视门铃摄像头,可通过 手机远程操控。","刘先生在自家入户门安装 了具有“智能人脸识别”“180 度超广角”“自动人体侦测”“云存储”等功能的可视门铃摄像头,可通过 手机远程操控。",,,,,,背景或价值铺垫,F0117:text | F0119:page 6 | F0119:page 9,heuristic_sentence_split_from_text_layer
M_CC0150_2025_朝阳_二模_20_04,CC0150_2025_朝阳_二模_20,"孙女士认为该摄像头可能拍摄到自己及家人的日常出行规律及其他动态信息,要求刘先生 拆除该摄像头,双方由此产生纠纷。","孙女士认为该摄像头可能拍摄到自己及家人的日常出行规律及其他动态信息,要求刘先生 拆除该摄像头,双方由此产生纠纷。",,,,yes,,背景或价值铺垫,F0117:text | F0119:page 6 | F0119:page 9,heuristic_sentence_split_from_text_layer
M_CC0150_2025_朝阳_二模_20_05,CC0150_2025_朝阳_二模_20,"材料二 《中华人民共和国民法典》(节选) 第二百七十一条 业主对建筑物内的住宅、经营性用房等专有部分享有所有权,对专有部分以外的共 有部分享有共有和共同管理的权利。","材料二 《中华人民共和国民法典》(节选) 第二百七十一条 业主对建筑物内的住宅、经营性用房等专有部分享有所有权,对专有部分以外的共 有部分享有共有和共同管理的权利。",,,,,民法典；所有权,carries 法律事实/规则信号,F0117:text | F0119:page 6 | F0119:page 9,heuristic_sentence_split_from_text_layer
M_CC0150_2025_朝阳_二模_20_06,CC0150_2025_朝阳_二模_20,"(1) (8 分) (2)假如你是人民调解员,提出解决上述纠纷的建议。","(1) (8 分) (2)假如你是人民调解员,提出解决上述纠纷的建议。",,,,yes,,背景或价值铺垫,F0117:text | F0119:page 6 | F0119:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_01,CC0157_2025_朝阳_期末_20,20. （10 分）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。,20. （10 分）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_02,CC0157_2025_朝阳_期末_20,了解案件，分析事实，印证法理，参考示例，完成下表。,了解案件，分析事实，印证法理，参考示例，完成下表。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_03,CC0157_2025_朝阳_期末_20,案件事实 拟写裁判要点 案件一 甲公司在 2016 年与乙公司终 止合作后，继续在甲公司运营的相关地图软 件、应用和第三方服务中使用乙公司数据。,案件事实 拟写裁判要点 案件一 甲公司在 2016 年与乙公司终 止合作后，继续在甲公司运营的相关地图软 件、应用和第三方服务中使用乙公司数据。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_04,CC0157_2025_朝阳_期末_20,乙公司以甲公司侵犯署名权、修改权、复制 权、信息网络传播权等理由向人民法院提起 诉讼。,乙公司以甲公司侵犯署名权、修改权、复制 权、信息网络传播权等理由向人民法院提起 诉讼。,,,,yes,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_05,CC0157_2025_朝阳_期末_20,示例： 裁判理由：根据著作权法，甲公司在 应用软件中使用被诉侵权电子地图， 侵害了乙公司对涉案导航电子地图的 署名权、修改权、复制权、信息网络 传播权。,示例： 裁判理由：根据著作权法，甲公司在 应用软件中使用被诉侵权电子地图， 侵害了乙公司对涉案导航电子地图的 署名权、修改权、复制权、信息网络 传播权。,,,,yes,著作权,carries 法律事实/规则信号,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_06,CC0157_2025_朝阳_期末_20,裁判结果：被告停止侵害、赔礼道 歉、消除影响并赔偿损失。,裁判结果：被告停止侵害、赔礼道 歉、消除影响并赔偿损失。,,,,yes,停止侵害；消除影响；赔偿损失；被告,carries 法律事实/规则信号,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_07,CC0157_2025_朝阳_期末_20,案件二 丙公司依托电子地图收集的电 子地图数据、用户出行数据和实时交通信息 等原始数据，通过特定算法并经分析处理形 成数据产品“拥堵延时指数”。,案件二 丙公司依托电子地图收集的电 子地图数据、用户出行数据和实时交通信息 等原始数据，通过特定算法并经分析处理形 成数据产品“拥堵延时指数”。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_08,CC0157_2025_朝阳_期末_20,被告丁公司 采用变换IP 地址和伪造浏览器标识等不正 裁判理由： ① 裁判结果： ② [page 7] 第7页/共9页 当手段抓取“拥堵延时指数”数据，并在其 经营的某金融终端付费软件上以商业化为目 的使用了上述数据。,被告丁公司 采用变换IP 地址和伪造浏览器标识等不正 裁判理由： ① 裁判结果： ② [page 7] 第7页/共9页 当手段抓取“拥堵延时指数”数据，并在其 经营的某金融终端付费软件上以商业化为目 的使用了上述数据。,,,,,被告,carries 法律事实/规则信号,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_09,CC0157_2025_朝阳_期末_20,丙公司就此诉至人民法 院。,丙公司就此诉至人民法 院。,,,,yes,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_10,CC0157_2025_朝阳_期末_20,案件三：甲向乙旅游公司购买门票，并 于当日参加“摇摆桥”项目。,案件三：甲向乙旅游公司购买门票，并 于当日参加“摇摆桥”项目。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_11,CC0157_2025_朝阳_期末_20,在该项目进行 过程中，乙旅游公司工作人员过度摇晃桥 面，甲从摆桥上摔落、受伤。,在该项目进行 过程中，乙旅游公司工作人员过度摇晃桥 面，甲从摆桥上摔落、受伤。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_12,CC0157_2025_朝阳_期末_20,经医院诊断， 甲左肱骨髁上髁间粉碎性骨折，共住院13 天。,经医院诊断， 甲左肱骨髁上髁间粉碎性骨折，共住院13 天。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_13,CC0157_2025_朝阳_期末_20,经鉴定，甲的损伤及目前后遗症评定为 九级伤残。,经鉴定，甲的损伤及目前后遗症评定为 九级伤残。,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_14,CC0157_2025_朝阳_期末_20,甲向人民法院起诉，请求判令乙 旅游公司赔偿医疗费等经济损失。,甲向人民法院起诉，请求判令乙 旅游公司赔偿医疗费等经济损失。,,,,yes,起诉,carries 法律事实/规则信号,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0157_2025_朝阳_期末_20_15,CC0157_2025_朝阳_期末_20,裁判理由： ③ 裁判结果： ④,裁判理由： ③ 裁判结果： ④,,,,,,背景或价值铺垫,F0135:page 6 | F0135:page 9,heuristic_sentence_split_from_text_layer
M_CC0162_2025_海淀_一模_18_01,CC0162_2025_海淀_一模_18,18．（7 分） 随着居民消费水平的提高，主题乐园越来越受到游客的青睐。,18．（7 分） 随着居民消费水平的提高，主题乐园越来越受到游客的青睐。,,,,,,背景或价值铺垫,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
M_CC0162_2025_海淀_一模_18_02,CC0162_2025_海淀_一模_18,某主题乐园推出了年卡服务，游客只需 支付一定费用办理年卡，即可享受主题乐园酒店的折扣优惠，并通过优先通道快速入园游玩项目。,某主题乐园推出了年卡服务，游客只需 支付一定费用办理年卡，即可享受主题乐园酒店的折扣优惠，并通过优先通道快速入园游玩项目。,,,,,,背景或价值铺垫,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
M_CC0162_2025_海淀_一模_18_03,CC0162_2025_海淀_一模_18,游客在 办理时需与该主题乐园签订有关年卡的《条款及细则》格式合同，其中明确规定：“主题乐园年卡不可转 让，年卡及其相应福利仅限持卡人本人使用。,游客在 办理时需与该主题乐园签订有关年卡的《条款及细则》格式合同，其中明确规定：“主题乐园年卡不可转 让，年卡及其相应福利仅限持卡人本人使用。,,,,,,背景或价值铺垫,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
M_CC0162_2025_海淀_一模_18_04,CC0162_2025_海淀_一模_18,若游客违反上述约定，主题乐园有权解除合同。,若游客违反上述约定，主题乐园有权解除合同。,,,,,解除合同,carries 法律事实/规则信号,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
M_CC0162_2025_海淀_一模_18_05,CC0162_2025_海淀_一模_18,” 小黄在购买年卡后，发现主题乐园酒店对登记入住人员与实际入住人员是否一致的审查存在漏洞，于 是他利用年卡以七折优惠价格订购酒店房间并在网络交易平台公开售卖给他人，通过传递房卡的方式交由 其他游客持卡实际入住，从中多次赚取差价。,” 小黄在购买年卡后，发现主题乐园酒店对登记入住人员与实际入住人员是否一致的审查存在漏洞，于 是他利用年卡以七折优惠价格订购酒店房间并在网络交易平台公开售卖给他人，通过传递房卡的方式交由 其他游客持卡实际入住，从中多次赚取差价。,,,,,,背景或价值铺垫,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
M_CC0162_2025_海淀_一模_18_06,CC0162_2025_海淀_一模_18,主题乐园发现后，短信通知小黄，因其违反双方合同约定， 即刻撤销其年卡全部权益。,主题乐园发现后，短信通知小黄，因其违反双方合同约定， 即刻撤销其年卡全部权益。,,,,,,背景或价值铺垫,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
