"artifact","artifact_file","section_index","chapter_path","section_heading","source_label","parsed_suite","parsed_question_no","parse_status","coverage_status","alias_label","alias_note","question_id","year","district","stage","suite_name","question_no","book_part","question_type","evidence_level","source_packet","source_status","decision_reason"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","39","创新思维 / 易错边界","题组18 见“静态遗址转成可体验场景” -> 创新思维建议","2025房山一模 Q16(3)","2025房山一模","16(3)","parsed","matched","","","Q0043","2025","房山","一模","2025房山一模","16(3)","thinking","main_question","A-formal","02_codex_lane/GAP005_2025_FANGSHAN_YIMO_Q16_2_Q16_3_SOURCE_LOCK.md#q0043-2025房山一模-q163","source_locked_pending_external_review","创新思维建议题：正式细则给任一个思维+合理建议、创新思维三个特征角度得分口径"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","40","创新思维 / 联想思维、迁移和想象","题组60 见“公园从休闲场所变立体课堂” -> 创新思维要看迁移、发散和聚合","2026丰台二模 Q21","2026丰台二模","21","parsed","matched","","","Q0115","2026","丰台","二模","2026丰台二模","21","thinking","main_question","A-formal","02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0115-2026丰台二模-q21","source_locked_pending_external_review","主观题阅卷细则锁定乐学公园创新思维：立足实践与三新、联想思维、发散与聚合思维；变通答案允许超前思维或逆向思维合理给分"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","41","创新思维 / 易错边界","题组67 见“脑机接口绕开受损神经通路” -> 联想加创新跨越","2026西城二模 Q6","2026西城二模","6","parsed","matched","","","Q0131","2026","西城","二模","2026西城二模","6","thinking","choice_question","A-support","02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0131-2026西城二模-q6","source_locked_pending_external_review","教师版原题和答案表锁定 Q6=A；非侵入式脑机接口材料训练联想思维、创新思维跨越性与独特性；无独立客观题细则，按 A-support"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","42","创新思维 / 易错边界","题组39 见“联想线索散漫飘忽” -> 触发非逻辑制约的畅想性","2024西城一模 Q13","2024西城一模","13","parsed","matched","","","Q0078","2024","西城","一模","2024西城一模","13","thinking","choice_question","A-formal","02_codex_lane/GAP006_2024_XICHENG_YIMO_Q11_Q12_Q13_SOURCE_LOCK.md#q0078-2024西城一模-q13","source_locked_pending_external_review","官方答案/评分参考锁定 Q13=B；联想思维非逻辑制约的畅想性"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","43","创新思维 / 易错边界","题组10 见“铁路文化元素转成文创产品” -> 联想思维的迁移与想象","2026朝阳一模 Q17(1) 后半","2026朝阳一模","17(1)","parsed","matched","","","Q0019","2026","朝阳","一模","2026朝阳一模","17(1)后半","thinking","main_question","A-formal","02_codex_lane/B_ADDITIONS_BACKCHECK_Q0018_Q0026.md#q0019-2026朝阳一模-q171-后半","source_locked","联想思维迁移或想象设计文创方案"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","44","创新思维 / 易错边界","题组24 见“人找书变书找人 + 赤印迁移 + 多方资源网络群” -> 创新思维公共空间","2025海淀期末 Q18","2025海淀期末","18","parsed","matched","","","Q0050","2025","海淀","期末","2025海淀期末","18","thinking","main_question","A-formal","02_codex_lane/GAP005_2025_HAIDIAN_QIMO_Q18_SOURCE_LOCK.md#q0050-2025海淀期末-q18","source_locked_pending_external_review","北京城市图书馆创新思维题：正式细则锁定逆向思维、联想思维、发散聚合、超前思维与材料动作对应口径"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","45","创新思维 / 发散思维与聚合思维","题组20 见“固定观看变自由行走 + 多线沉浸开发传统经典” -> 创新思维观演模式","2025昌平二模 Q19","2025昌平二模","19","parsed","matched","","","Q0045","2025","昌平","二模","2025昌平二模","19","thinking","main_question","A-formal","02_codex_lane/GAP005_2025_CHANGPING_ERMO_Q19_SOURCE_LOCK.md#q0045-2025昌平二模-q19","source_locked_pending_external_review","沉浸式演艺创新思维题：正式细则给逆向思维、发散与聚合、迁移和想象/联想、三新得分口径"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","46","创新思维 / 易错边界","题组15 见“多功能打开 + 水城共融收束” -> 发散与聚合","2026朝阳一模 Q6","2026朝阳一模","6","parsed","matched","","","Q0039","2026","朝阳","一模","2026朝阳一模","6","thinking","choice_question","B-choice-signal","02_codex_lane/GAP004_2026_CHAOYANG_YIMO_CHOICE_CORPUS_SOURCE_LOCK.md#q0039-2026朝阳一模-q6","source_locked_pending_external_review","坝河治理发散聚合/水城新联系选择题；正式答案D，旧索引冲突已记录"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","47","思维抽象与思维具体 / 感性具体 -> 思维抽象 -> 思维具体","题组58 见“商品概念 -> 货币 -> 资本 -> 基本矛盾” -> 思维抽象与辩证思维","2025丰台二模 Q14","2025丰台二模","14","parsed","matched","","","Q0110","2025","丰台","二模","2025丰台二模","14","thinking","choice_question","A-support","02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0110-2025丰台二模-q14","source_locked_pending_external_review","教师版原题和答案键锁定 Q14=B；商品到资本主义矛盾链训练感性具体到思维抽象和辩证思维方法，按 A-support"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","48","思维抽象与思维具体 / 易错边界","题组69 见“诗歌意象把时间写成赴壑之蛇” -> 形象思维抓联想、想象和情感性","2026石景山二模 Q6","2026石景山二模","6","parsed","matched","","","Q0133","2026","石景山","二模","2026石景山二模","6","thinking","choice_question","A-support","02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0133-2026石景山二模-q6","source_locked_pending_external_review","教师版原题和答案表锁定 Q6=D；苏轼《守岁》以赴壑之蛇意象训练形象思维、联想想象和表达的情感性；无独立客观题细则，按 A-support"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","49","思维抽象与思维具体 / 易错边界","题组4 见“具体经验 -> 抽出理念 -> 回到完整图景” -> 思维抽象与思维具体","2026通州期末 Q11","2026通州期末","11","parsed","matched","","","Q0004","2026","通州","期末","2026通州期末","11","choice_trap","choice_question","A-formal","02_codex_lane/HARD_SAMPLE_SOURCE_PACKETS.md#q0004-2026通州期末-q11","source_locked","教师版题干与官方答案键锁定思维抽象到思维具体选择题陷阱"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","50","思维抽象与思维具体 / 易错边界","题组12 见“感觉、知觉、表象 -> 本质和规律” -> 认识发展链","2026顺义一模 Q5","2026顺义一模","5","parsed","matched","","","Q0034","2026","顺义","一模","2026顺义一模","5","thinking","choice_question","B-choice-signal","02_codex_lane/GAP003_2026_SHUNYI_YIMO_CHOICE_CORPUS_SOURCE_LOCK.md#q0034-2026顺义一模-q5","source_locked_pending_external_review","感觉知觉表象到本质规律选择题：D项锁定，B项发散思维误挂"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","51","思维抽象与思维具体 / 抽象思维、形象思维与艺术表达边界","题组46 见“音乐启发科学发现” -> 抽象思维与形象思维可以互补","2024丰台一模 Q10","2024丰台一模","10","parsed","matched","","","Q0090","2024","丰台","一模","2024丰台一模","10","thinking","choice_question","A-support","02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q10_Q11_SOURCE_LOCK.md#q0090-2024丰台一模-q10","source_locked_pending_external_review","试题及答案 PDF 锁定 Q10=A；抽象思维与形象思维互补性；无独立客观题细则解释，按 A-support 处理"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","52","附录 A：边界与选择题陷阱（独立附录入口） / 选择题误挂和模块边界","题组48 见“公交站点上楼、打破常规站点惯性” -> 扬弃与逆向思维只作选择题信号","2026门头沟一模 Q5","2026门头沟一模","5","parsed","matched","","","Q0095","2026","门头沟","一模","2026门头沟一模","5","thinking","choice_question","B-choice-signal","02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q5_Q6_Q18_2_SOURCE_LOCK.md#q0095-2026门头沟一模-q5","source_locked_pending_external_review","官方答案锁定 Q5=C；正确项含扬弃和逆向思维信号，只作选择题信号，外审前不释放"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","53","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组50 见“调查了解阶段 -> 分析研究阶段” -> 感性具体、思维抽象、思维具体的顺序不能颠倒","2024海淀二模 Q17(2)","2024海淀二模","17(2)","parsed","matched","","","Q0098","2024","海淀","二模","2024海淀二模","17(2)","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_HAIDIAN_ERMO_Q17_2_SOURCE_LOCK.md#q0098-2024海淀二模-q172","source_locked_pending_external_review","正式细则锁定认识发展历程：调查了解阶段为感性具体，分析研究阶段推动思维抽象并发展到思维具体，二者相互依赖不可分割"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","54","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组45 见“不同角度、不同方向、散点式叙事” -> 不要误写成聚合思维","2024顺义二模 Q5","2024顺义二模","5","parsed","matched","","","Q0087","2024","顺义","二模","2024顺义二模","5","thinking","choice_question","B-choice-signal","02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q3_Q5_Q6_Q7_SOURCE_LOCK.md#q0087-2024顺义二模-q5","source_locked_pending_external_review","官方答案锁定 Q5=B；C项把不同角度不同方向散点叙事误写为聚合思维，只作思维陷阱信号"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","55","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组47 见“浪漫命名、文化意象” -> 不要直接写成抽象思维","2024顺义二模 Q2","2024顺义二模","2","parsed","matched","","","Q0092","2024","顺义","二模","2024顺义二模","2","thinking","choice_question","B-choice-signal","02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q2_SOURCE_LOCK.md#q0092-2024顺义二模-q2","source_locked_pending_external_review","官方答案锁定 Q2=D；①把文化命名误写为抽象思维，只作思维陷阱信号"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","56","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组51 见“同一劳动实践既学技能又塑价值观” -> 辩证思维整体性只作混合选择题信号","2026门头沟一模 Q7","2026门头沟一模","7","parsed","matched","","","Q0099","2026","门头沟","一模","2026门头沟一模","7","thinking","choice_question","B-choice-signal","02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q7_SOURCE_LOCK.md#q0099-2026门头沟一模-q7","source_locked_pending_external_review","官方答案锁定 Q7=B；正确项①为必修四实践第一观点，④为辩证思维整体性，只登记④及②③错项为选必三思维选择题信号，不升格主观题链"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","57","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组64 见“墨梅人格之美” -> 不要把艺术隐喻硬挂类比推理","2026海淀二模 Q3","2026海淀二模","3","parsed","matched","","","Q0122","2026","海淀","二模","2026海淀二模","3","thinking","choice_question","B-choice-signal","02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0122-2026海淀二模-q3","source_locked_pending_external_review","教师版原题和答案表锁定 Q3=C；A/B 为思维具体和类比推理误挂，只作选必三术语陷阱信号，不作为正向思维样本入库"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","58","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组73 见“先见与远虑” -> 综合题里科学思维要守住超前预判和底线防范","2026顺义二模 Q21","2026顺义二模","21","parsed","matched","","","Q0140","2026","顺义","二模","2026顺义二模","21","thinking","main_question","A-formal","02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0140-2026顺义二模-q21","source_locked_pending_external_review","综合题正式细则明确允许科学思维等角度，并写明必修4哲学、选必3科学思维：超前思维、战略思维预判发展大势和底线思维"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","59","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组55 见“资源再利用、旧厂房蝶变新场景” -> 可作辩证思维矛盾转化选择题信号","2026石景山一模 Q2","2026石景山一模","2","parsed","matched","","","Q0103","2026","石景山","一模","2026石景山一模","2","thinking","choice_question","B-choice-signal","02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0103-2026石景山一模-q2","source_locked_pending_external_review","官方答案锁定 Q2=D；②为辩证思维矛盾转化信号，④为发展观点，作为混合选择题信号，不升格主观题链"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","60","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组62 见“用自然意象表达诗意” -> 形象思维不是抽象概念推演","2026朝阳二模 Q5","2026朝阳二模","5","parsed","matched","","","Q0118","2026","朝阳","二模","2026朝阳二模","5","thinking","choice_question","A-support","02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0118-2026朝阳二模-q5","source_locked_pending_external_review","教师版原题和答案表锁定 Q5=C；诗歌翻译用核心意象表达原作情感意境，训练形象思维；无独立客观题细则，按 A-support"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","61","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组44 见“地方文旅名片、抄作业亮家底” -> 矛盾分析法可以入选，逆向思维不要泛化","2024顺义二模 Q3","2024顺义二模","3","parsed","matched","","","Q0086","2024","顺义","二模","2024顺义二模","3","thinking","choice_question","B-choice-signal","02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q3_Q5_Q6_Q7_SOURCE_LOCK.md#q0086-2024顺义二模-q3","source_locked_pending_external_review","官方答案锁定 Q3=C；正确项含矛盾分析法科学履职，排除逆向思维误挂；只作选择题信号，外审前不释放"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","62","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组14 见“科普 + 文化 + 非遗融合” -> 辩证否定的选择题信号","2026朝阳一模 Q3","2026朝阳一模","3","parsed","matched","","","Q0037","2026","朝阳","一模","2026朝阳一模","3","thinking","choice_question","B-choice-signal","02_codex_lane/GAP004_2026_CHAOYANG_YIMO_CHOICE_CORPUS_SOURCE_LOCK.md#q0037-2026朝阳一模-q3","source_locked_pending_external_review","科普+文化/非遗融合选择题：正确②④，科技赋能传统文化焕新与辩证否定 choice signal"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","63","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组31 见“补两种具体研究方法 + 说明科学思维理由” -> 研究方法不能写成空标签","2024丰台一模 Q19(2)","2024丰台一模","19(2)","parsed","matched","","","Q0059","2024","丰台","一模","2024丰台一模","19(2)","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q19_SOURCE_LOCK.md#q0059-2024丰台一模-q192","source_locked_pending_external_review","垃圾分类标识模拟政协提案研究方法题：正式细则锁定两种具体研究方法各1分、理由各2分，禁止只写超前/发散/联想思维标签"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","64","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组5 见“数据打通 + 一站式结算 + 形成新机制” -> 治理事实边界","2026通州期末 Q9","2026通州期末","9","parsed","matched","","","Q0017","2026","通州","期末","2026通州期末","9","choice_trap","choice_question","A-formal","02_codex_lane/B_ADDITIONS_BACKCHECK_Q0013_Q0017.md#q0017-2026通州期末-q9","source_locked","数字化治理事实与创新思维/发散思维误挂边界"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","65","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组13 见“人机认知边界 + 情感价值判断” -> 人机协作边界","2026顺义一模 Q7","2026顺义一模","7","parsed","matched","","","Q0036","2026","顺义","一模","2026顺义一模","7","thinking","choice_question","B-choice-signal","02_codex_lane/GAP003_2026_SHUNYI_YIMO_CHOICE_CORPUS_SOURCE_LOCK.md#q0036-2026顺义一模-q7","source_locked_pending_external_review","人机协作边界选择题：D项锁定，第四象限对应情感价值判断和复杂人际沟通"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","66","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组32 见“准确预测有用，但不是唯一条件” -> 科学思维评析要抓必要条件边界","2024丰台二模 Q18(2)","2024丰台二模","18(2)","parsed","matched","","","Q0062","2024","丰台","二模","2024丰台二模","18(2)","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_FENGTAI_ERMO_Q18_SOURCE_LOCK.md#q0062-2024丰台二模-q182","source_locked_pending_external_review","冰雪经济科学思维评析题：正式细则锁定预测前景的预见性合理性、必要条件非唯一条件边界和辩证思维补充分析"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","67","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组40 见“原始、集成、开放创新一体贯通” -> 创新思维有跨越性，但不能把方法绝对化","2024朝阳一模 Q7","2024朝阳一模","7","parsed","matched","","","Q0079","2024","朝阳","一模","2024朝阳一模","7","thinking","choice_question","A-formal","02_codex_lane/GAP006_2024_CHAOYANG_YIMO_Q7_SOURCE_LOCK.md#q0079-2024朝阳一模-q7","source_locked_pending_external_review","官方答案锁定 Q7=C；创新思维跨越性、逻辑推导与开放创新继承借鉴边界"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","68","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组41 见“从双方关联、对方回应、结果倒推” -> 逆向思维不是单独瞎反着想","2024海淀一模 Q6","2024海淀一模","6","parsed","matched","","","Q0081","2024","海淀","一模","2024海淀一模","6","reasoning","choice_question","A-formal","02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q6_Q7_SOURCE_LOCK.md#q0081-2024海淀一模-q6","source_locked_pending_external_review","官方答案锁定 Q6=B；选言推理与逆向思维复合选择题，思维册交叉登记"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","69","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组37 看到“由此及彼的迁移 + 模仿相似对象” -> 联想思维和类比推理要分清边界","2024石景山一模 Q6","2024石景山一模","6","parsed","matched","","","Q0074","2024","石景山","一模","2024石景山一模","6","thinking","choice_question","A-support","02_codex_lane/GAP006_2024_SHIJINGSHAN_YIMO_Q6_Q7_SOURCE_LOCK.md","source_locked_pending_external_review","教师版原卷和答案键锁定 Q6= A；无独立正式细则，按 A-support 处理；联想思维迁移与类比推理复合选择题"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","70","附录 A：边界与选择题陷阱（独立附录入口） / 易错边界","题组38 见“肯定和否定相同” -> 不是取消界限，而是在联系中把握互为条件","2024西城一模 Q12","2024西城一模","12","parsed","matched","","","Q0077","2024","西城","一模","2024西城一模","12","thinking","choice_question","A-formal","02_codex_lane/GAP006_2024_XICHENG_YIMO_Q11_Q12_Q13_SOURCE_LOCK.md#q0077-2024西城一模-q12","source_locked_pending_external_review","官方答案/评分参考锁定 Q12=C；肯定与否定互为条件并存在于联系中"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","71","综合辨析与边界判断 / 需要人工确认的框架节点","题组33 见“走出去后的多类冲突” -> 用一种辩证思维方法提出可执行建议","2024石景山一模 Q19(3)","2024石景山一模","19(3)","parsed","matched","","","Q0065","2024","石景山","一模","2024石景山一模","19(3)","thinking","main_question","A-support","02_codex_lane/GAP006_2024_SHIJINGSHAN_YIMO_Q19_3_SOURCE_LOCK.md#q0065-2024石景山一模-q193","source_locked_pending_external_review","新能源汽车企业走出去问题建议题：教师版答案和讲评PPT锁定可从分析与综合方法、辩证否定观等角度作答；未发现正式细则，按A-support而非A-formal"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","72","综合辨析与边界判断 / 易错边界","题组25 见“硬投资 + 软建设、当前 + 长远、聚焦核心领域” -> 辩证思维两层答法","2025东城一模 Q18(1)","2025东城一模","18(1)","parsed","matched","","","Q0051","2025","东城","一模","2025东城一模","18(1)","thinking","main_question","A-formal","02_codex_lane/GAP005_2025_DONGCHENG_YIMO_Q18_1_SOURCE_LOCK.md#q0051-2025东城一模-q181","source_locked_pending_external_review","两重实施辩证思维题：正式细则锁定整体性/动态性/实践观点和主要矛盾两层触发"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","73","综合辨析与边界判断 / 易错边界","题组3 见“调研方案有缺陷，任选两个角度提建议” -> 方法匹配题","2026海淀一模 Q17(2)","2026海淀一模","17(2)","parsed","matched","","","Q0023","2026","海淀","一模","2026海淀一模","17(2)","thinking","main_question","A-formal","02_codex_lane/B_ADDITIONS_BACKCHECK_Q0018_Q0026.md#q0023-2026海淀一模-q172","source_locked","调研改进题：科学/逻辑/辩证/创新思维任选两个"
"reasoning_type","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_推理宝典_题型重排送审版.md","1","充分条件假言推理与充分条件判断","题组1. 充分条件肯定后件错误","2025西城二模 Q16(2)","2025西城二模","16(2)","parsed","matched","","","Q0008","2025","西城","二模","2025西城二模","16(2)","reasoning","main_question","A-formal","02_codex_lane/FAMILY_SOURCE_PACKETS_Q0006_Q0012.md#q0008-2025西城二模-q162","source_locked","充分条件假言推理肯定后件不能肯定前件"
"reasoning_type","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_推理宝典_题型重排送审版.md","1","充分条件假言推理与充分条件判断","题组1. 充分条件肯定后件错误","2026海淀期末 Q20(1)","2026海淀期末","20(1)","parsed","matched","","","Q0020","2026","海淀","期末","2026海淀期末","20(1)","reasoning","main_question","A-formal","02_codex_lane/B_ADDITIONS_BACKCHECK_Q0018_Q0026.md#q0020-2026海淀期末-q201","source_locked","充分条件假言推理肯定后件不能肯定前件"
"reasoning_type","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_推理宝典_题型重排送审版.md","2","充分条件假言推理与充分条件判断 / 同类题对比","题组6. 充分条件假言推理：有效式与倒推错误放在一起看","2026东城期末 Q17(2) 主张2","2026东城期末","17(2)","parsed","matched","","","Q0005","2026","东城","期末","2026东城期末","17(2)","reasoning","main_question","A-formal","02_codex_lane/HARD_SAMPLE_SOURCE_PACKETS.md#q0005-2026东城期末-q172","source_locked","细则锁定矛盾律/充分条件假言推理/三段论三类形式逻辑规则"
