question_id,suite_id,original_qno,question_type,phase12_action,phase12_category,phase12_blocker_reason,phase05_status,current_exhaustive_conclusion,evidence_level,decision_reason,excerpt_head
Q-2025丰台期末-16,S-2025丰台期末,16,主观题,excluded_keep_out,out_of_scope,scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach；note=scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach,"16. 【答案】从实践、一切从实际出发、联系观、发展观、矛盾观等角度作答。 水平4 观点鲜明,能明确表达自己的见解:紧扣观点,综 合运用所学知识展开论述;逻辑严密,条理清晰 水平3 观点比较明确,能表达自己的见解;能扣住观点展 开论述,知识运用比较准确: 逻辑性较强,有条 理 水平2 观点不明确;论述不能集中指向观点,罗列知识; 知识运用不正确;论述缺乏逻辑,条理性差 水平1 应答与试题无关;或重"
Q-2025丰台期末-17,S-2025丰台期末,17,主观题,blocked_keep_out,answer_missing,scope pending or boundary row,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-17; canonical_conclusion=blocked,"17. 【答案】 人民性是马克思主义的本质属性,全过程人民民主是社会主义民主政治的本质属性。“人民城市人民建, 人民城市为人民”的理念凸显了以人民为中心的发展思想,坚持发展为了人民、发展依靠人民、发展成果 由人民共享。建设人民城市要聚焦人民群众在经济、文化、民生等方面的急难愁盼问题,把人民对美好生 活的向往作为奋斗目标。人民群众可以通过民主决策、民主协商、民主管理、民主监督等途径参与城市建 设。 "
Q-2025丰台期末-18-1,S-2025丰台期末,18(1),主观题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-18-1; canonical_conclusion=入正文,"18. 【答案】(1) 1必要条件假言判断。保真条件:必要条件假言判断的保真条件是前件是后件的必要条件。2联言判断。 保真条件:联言判断的保真条件是当且仅当,组成联言判断的各个联言之都是真的。 (2) ===== PAGE 15 ===== 第15页/共18页 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。一方面,要充 分发挥市场在资源配置中的决定性作用,建设统一"
Q-2025丰台期末-18-2,S-2025丰台期末,18(2),主观题,excluded_keep_out,out_of_scope,scope_out=经济与社会(非选必三逻辑与思维),,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-18-2; canonical_conclusion=excluded,"18. 【答案】(1) 1必要条件假言判断。保真条件:必要条件假言判断的保真条件是前件是后件的必要条件。2联言判断。 保真条件:联言判断的保真条件是当且仅当,组成联言判断的各个联言之都是真的。 (2) ===== PAGE 15 ===== 第15页/共18页 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。一方面,要充 分发挥市场在资源配置中的决定性作用,建设统一"
Q-2025丰台期末-18-3,S-2025丰台期末,18(3),主观题,excluded_keep_out,out_of_scope,scope_out=政治与法治(非选必三逻辑与思维),,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-18-3; canonical_conclusion=excluded,"18. 【答案】(1) 1必要条件假言判断。保真条件:必要条件假言判断的保真条件是前件是后件的必要条件。2联言判断。 保真条件:联言判断的保真条件是当且仅当,组成联言判断的各个联言之都是真的。 (2) ===== PAGE 15 ===== 第15页/共18页 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。一方面,要充 分发挥市场在资源配置中的决定性作用,建设统一"
Q-2025丰台期末-19,S-2025丰台期末,19,主观题,excluded_keep_out,out_of_scope,scope pending or boundary row,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-19; canonical_conclusion=excluded,"19. 【答案】1根据《中华人民共和国劳动法》和《劳动合问法》规定,劳动者应当完成劳动任务,遵守 劳动纪律和职业道德。尹某没有履行劳动者的义务,违反了相关法律规定,不符合敬业等社会主义核心价 值观;2购物中心要求解除与尹某的劳动合网,符合《中华人民共和国劳动介同法》第三十九条的规定, 因此,法院驳回尹某的诉讼请求,法院的裁判保护了用人单位合理的用工自主权,引导劳动者坚持权利义 务相统一,构建合理健"
Q-2025丰台期末-20,S-2025丰台期末,20,主观题,excluded_keep_out,out_of_scope,scope pending or boundary row,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-20; canonical_conclusion=excluded,"20. 【答案】 中非达成一系列战略性共识符合和平与发展的时代主题,是基于国家间共同利益构建中非命运共同体,在 平等互利基础上开展合作,落实共商共建共享的全球治理观,有利于推动建设相互尊重、公平正义、合作 共赢的新型国际关系,有利于中非携手推进现代化,构建人类命运共同体。 【分析】背景素材:中非合作论坛北京峰会 考点考查:当今时代主题、世界多极化、影响国际关系的决定性因素、推动经济全球化的发展、推"
Q-2025丰台期末-21,S-2025丰台期末,21,主观题,blocked_keep_out,answer_missing,scope pending or boundary row,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-21; canonical_conclusion=blocked,"21. 【答案】观察视角:要结合具体制度,从理论和实践两个层面阐述制度优势。 评分标准 等级水平 等级描述 水平4 观点鲜明,能明确表达自己的见解;紧扣观点,综合运用所学知识展开论 述:逻辑严密,条理清晰 水平3 观点比较明确,能表达自己的见解;能扣住观点展开论述,知识运用比较 准确;逻辑性较强,有条理 ===== PAGE 18 ===== 第18页/共18页 水平2 观点不明确;论述不能集中指"
Q-2025顺义一模-1,S-2025顺义一模,1,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"1.推进强国建设,必须坚持中国共产党领导和党中央集中统一领导,切实加强党的建设。保持以党的自 我革命引领社会革命的高度自觉,坚持用改革精神和严的标准管党治党,完善党的自我革命制度规范体 系,确保党始终成为中国特色社会主义事业的坚强领导核心。把百年大党治理好、建设强( ) 1要提高长期执政能力,健全全面从严治党体系 2必须时刻保持解决大党独有难题的清醒和坚定 3必须加强对社会事务的具体管理,发挥总揽"
Q-2025顺义一模-2,S-2025顺义一模,2,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"2.2025 年北京市政府提出,共建社区微花园(楼边院角的迷你小花园)50 个。自去年北京启动微花园建 设以来,广大居民积极献言建策,共同参与社区小微空间的改造和利用,不仅扮靓社区环境,也为居民生 活增添了许多乐趣与温馨,微花园成为深受市民喜爱的楼下“绿色会客厅”。共建社区微花园( ) 1解决了社区发展动力问题,促进了人与自然和谐共生 2需集思广益、因地制宜,既贴近社区实际,又契合居民期待 3蕴含"
Q-2025顺义一模-3,S-2025顺义一模,3,选择题,excluded_keep_out,out_of_scope,scope_out_other_book,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book,"3.“冰雪同梦、亚洲同心”,亚冬会以冰雪运动促进亚洲各国和地区合作、以冰雪经济助推共同发展。冰雪 运动作为兼具竞技性、观赏性和人文性的体育活动,不仅通过赛事竞技和文化活动搭建跨文化交流的桥 梁,而且通过冰雪文化的传播与共享深化不同国家和地区间的理解与合作。对此,下列认识正确的是 ( ) A.参赛各国独具个性的文化寓于冰雪运动的共性文化之中 B.多元冰雪文化在交流与交融中赋能不同国家和地区发展 C."
Q-2025顺义一模-4,S-2025顺义一模,4,选择题,excluded_keep_out,out_of_scope,scope_out_other_book,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book,"4.你的时间都去哪儿了?2024 年10 月31 日,国家统计局发布第三次全国时间利用调查公报。 全国居民主要活动大类时间利用情况(按一周7 天计算的每日活动) 主要活动大类 2018 年居民每日平均时间 2024 年居民每日平均时间 家务劳动时间 1 小时26 分钟 1 小时17 分钟 ===== PAGE 2 ===== 第2页/共18页 健身活动参与时间 0 小时31 分钟 0 小时35 分"
Q-2025顺义一模-5,S-2025顺义一模,5,选择题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-5; canonical_conclusion=入正文,"5.下列命题中,与“这篇散文不但文笔生动,而且富有哲理。”相矛盾的是( ) A.这篇散文不但文笔不生动,而且不富有哲理。 B.这篇散文或者文笔不生动,或者不富有哲理。 C.这篇散文如果文笔不生动,那么就是富有哲理的。 D.这篇散文只有富有哲理、才文笔生动。"
Q-2025顺义一模-6,S-2025顺义一模,6,选择题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,B-choice-signal,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,"6.2024 年9 月,中国人民银行在会同金融监管部门推出的一揽子增量支持政策中,首次创设了支持资本 市场的货币政策工具--证券、基金、保险公司互换便利(SFISF)。 中国人民银行创设证券、基金、保险公司互换便利,支持符合条件的证券、基 金、保险公司以债券、股票ETF、沪深300 成份股等资产为抵押,从中国人民银行换 入国债、央行票据等高等级流动性资产。 关于该政策工具,下列说法正确的是( ) "
Q-2025顺义一模-7,S-2025顺义一模,7,选择题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,B-choice-signal,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,"7.下列三段论的逻辑分析错误的是( ) A 凡共青团员都是青年,并非所有的青年工 不正确,一个形式结构正确的三段论前提中不周延的 ===== PAGE 3 ===== 第3页/共18页 人都是共青团员,所以并非所有的青年工 人都是青年。 项在结论中不得周延,该三段论犯了“小项不当扩 大”的逻辑错误。 B 调查报告不是文学作品,这篇文稿不是调 查报告,所以这篇文稿不是文学作品。 不正确,一个形式结构"
Q-2025顺义一模-8,S-2025顺义一模,8,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"8.2025 年3 月5 日,《中华人民共和国全国人民代表大会和地方各级人民代表大会代表法(修正草案)》 提请十四届全国人大三次会议审议。此次修法一大亮点,是在完善拓展和深化“密切国家机关同人大代表 的联系、密切人大代表同人民群众的联系”制度机制方面增加了内容。此项增加内容( ) 1赋予人大代表更多的职权,能更好地汇集人民心声 2推动健全代表联络机制,提升代表履职效能 3实现权力机关与其他国家机关"
Q-2025顺义一模-9,S-2025顺义一模,9,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"9.难受,想哭,该怎么办?是把情绪憋在心里,还是找人倾诉?“您好,这里是某某省心理援助热线,您 的心理健康我们时刻守护......”国家卫健委设置了全国统一的心理援助热线电话号码“12356”,便于从国家 层面与其他紧急服务热线建立联动机制,全力为公众提供更加优质便捷的心理健康公益服务。设置“12356” 热线( ) 1旨在让群众获得高质量的心理健康服务 2使全社会更好地形成尊法守法用法的氛围 3"
Q-2025顺义一模-10,S-2025顺义一模,10,选择题,excluded_keep_out,out_of_scope,scope_out_other_book,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book,"10.某公司员工邓某将其已怀孕的情况告知人事部门,公司于当日通知邓某调岗到外省,调岗理由为邓某 在一年内有两天的工作日志内容一致,主观认为存在日志作假情形。邓某表示愿意在产假结束后去外省上 班。公司以其“工作日志弄虚作假,不服从公司工作安排,严重缺乏职业道德”和依据《劳动法》第三条第 二款的规定向邓某发送《解除劳动合同通知函》。因此双方发生争议。 法条链接《中华人民共和国劳动法》第三条第二款规定:"
Q-2025顺义一模-11,S-2025顺义一模,11,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"11.卫先生在搭乘上行自动扶梯时,因帮助其前方的古阿姨站立不稳向后摔倒,古阿姨并未受伤,但卫先 生却因冲击力大且事发突然而摔倒受伤。事后,卫先生自行就医并支付了所有费用。相关部门拟对卫先生 颁发“见义勇为”荣誉证书,需古阿姨对救助情况进行确认却遭到拒绝,卫先生将古阿姨诉至法院。法院依 法判决古阿姨补偿卫先生7000 元。对此,下列看法正确的是( ) 1卫先生因保护古阿姨民事权益使自己受到损害,故由"
Q-2025顺义一模-12,S-2025顺义一模,12,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"12.“寸麦不怕尺水,尺麦但怕寸水”是出自《天工开物》的农谚,是农民在长期的农业生产中得出的认 识,如今各种各样的传感器深入农田,实时监测土壤,让农民对土壤的“健康状况”了如指掌,通过数据, 给农业种植提供精确指导。对此,下列认识正确的是( ) 1推动农业科技创新成果转化,精准发展农村特色支柱产业 2通过数据要素与农业融合优化资源配置,推进乡村全面振兴 3因地制宜发展农业新质生产力,推动技术等要素"
Q-2025顺义一模-13,S-2025顺义一模,13,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=答案源缺失或未配对。,"13.矿产资源是工业的“粮食”和“血液”,是经济社会发展的重要物质基础。矿业权出让经历了由审批制出 让到全面推进竞争性方式出让。 关于竞争性方式出让矿业权认识正确的是( ) 1矿业权从申请审批到竞争性出让是建设竞争有序市场体系的内在要求 2需设置矿业企业准入门槛,避免低价恶性竞标导致后续开发隐患 ===== PAGE 5 ===== 第5页/共18页 3矿产资源是公共物品和战略资源,应由国有经济占"
Q-2025顺义一模-14,S-2025顺义一模,14,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"14.建设更高水平平安中国,事关事业兴旺发达、事关人民美好生活、事关国家长治久安。某校开展“我 与国家安全”主题活动,通过微演讲等形式引导学生增强国家安全意识。下列可以作为演讲主题的是( ) 1把捍卫国家经济安全摆在首位,以新安全格局保障新发展格局 2深入开展国家安全宣传教育,切实增强全民国家安全意识 3以促进国际安全为根本,完善参与全球安全治理机制 4建设更高水平平安中国,以新安全格局保障新发展"
Q-2025顺义一模-15,S-2025顺义一模,15,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,"15.世界百年变局加速演进。中国对世界的影响,从未像今天这样全面、深刻、长远;世界对中国的关 注,也从未像今天这样广泛、深切、聚焦。某报社启动了一项面向46 个国家、5.1 万名民众的问卷调查。 中国国际形象全球调查报告(节选)◇超过八成国外受访民众认为本国与中国的关系是友好的、正常 的、战略合作的◇近七成(69%)国外受访民众期待中国未来更多参与国际事务或发挥更大作用 ◇近九成(88%)支持中国"
Q-2025顺义一模-16,S-2025顺义一模,16,主观题,excluded_keep_out,out_of_scope,scope_out=哲学与文化(非选必三逻辑与思维),,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学与文化(非选必三逻辑与思维)；note=scope_out=哲学与文化(非选必三逻辑与思维),"16.《哪吒之魔童闹海》源于对中国神话的现代诠释。从“剔骨还父”的悲情英雄蜕变为“我命由我 不由天”的叛逆少年,既保留了反抗命运的精神内核,又赋予其“自我认知”的当代价值观,3D 建模、动 态水墨、粒子特效等技术手段,让传统文化以符合当代审美的方式“活起来”。 “黑悟空”横空出世、“唐宫夜宴”舞动网端......近年来,我国诸多行业都在与中国优秀传统文化 的紧密联系中找到了新的表达方式,在文化自信"
Q-2025顺义一模-17-1,S-2025顺义一模,17(1),主观题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,A-formal_or_phase12_source_confirmed,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,"17.营商环境“强磁场”,科创活力引力足。 材料一 杭州“六小龙”在科创赛道上的“成绩单”惊艳四座。国内多个城市发出灵魂之问:为什么 是杭州? 甲、乙、丙三位同学针对这个问题展开讨论,做出下列回答。 ===== PAGE 6 ===== 第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,"
Q-2025顺义一模-17-2,S-2025顺义一模,17(2),主观题,excluded_keep_out,out_of_scope,scope_out=经济与社会(政府主体)(非选必三逻辑与思维),,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=经济与社会(政府主体)(非选必三逻辑与思维)；note=scope_out=经济与社会(政府主体)(非选必三逻辑与思维),"17.营商环境“强磁场”,科创活力引力足。 材料一 杭州“六小龙”在科创赛道上的“成绩单”惊艳四座。国内多个城市发出灵魂之问:为什么 是杭州? 甲、乙、丙三位同学针对这个问题展开讨论,做出下列回答。 ===== PAGE 6 ===== 第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,"
Q-2025顺义一模-18,S-2025顺义一模,18,主观题,excluded_keep_out,out_of_scope,scope pending or boundary row,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row,"18.以科技创新引领新质生产力发展,建设现代化产业体系。 近年来,我国一系列科技成果不断涌现转化为实实在在的生产力,传统产业、新兴产业、未来产业 追“智”逐“绿”,齐头并进。 ◇建成近万家数字化车间和智能工厂,培育400 多家国家级智能制造示范工厂,人工智能、数字孪生等 技术在90%以上示范工厂得到应用...... ◇2024 年,新能源汽车全年产量达1316.8 万辆,产量连续10 年居全球首位"
Q-2025顺义一模-19-1,S-2025顺义一模,19(1),主观题,excluded_keep_out,out_of_scope,scope pending or boundary row,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row,"19.法者,所以兴功惧暴也;律者,所以定分止争也;令者,所以令人知事也。 材料一 案例1 高某与刘某为邻居。刘某一家经常在门口堆放杂物及生活垃圾。高某跟刘某沟通过多次, 要求其清除杂物及垃圾,对方均不予理会,饱受困扰的高某曾找过物业、在微信群反映,刘某依旧我行 我素,还在微信群内辱骂高某。高某将刘某诉至法院,经法院调解,刘某向高某表达了歉意,双方握手 言和。 案例2 甲公司从事娱乐、游戏、动漫产业"
Q-2025顺义一模-19-2,S-2025顺义一模,19(2),主观题,excluded_keep_out,out_of_scope,scope pending or boundary row,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row,"19.法者,所以兴功惧暴也;律者,所以定分止争也;令者,所以令人知事也。 材料一 案例1 高某与刘某为邻居。刘某一家经常在门口堆放杂物及生活垃圾。高某跟刘某沟通过多次, 要求其清除杂物及垃圾,对方均不予理会,饱受困扰的高某曾找过物业、在微信群反映,刘某依旧我行 我素,还在微信群内辱骂高某。高某将刘某诉至法院,经法院调解,刘某向高某表达了歉意,双方握手 言和。 案例2 甲公司从事娱乐、游戏、动漫产业"
Q-2025顺义一模-20,S-2025顺义一模,20,主观题,excluded_keep_out,out_of_scope,scope pending or boundary row,,excluded,C-boundary_or_duplicate,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row,"20.中国式现代化是走和平发展道路的现代化。 近年来,随着共建“一带一路”合作从“大写意”进入“工笔画”阶段,一大批惠民生的“小而 美”项目在共建国家落地生根。中老铁路安居村系列项目提升地区发展水平、“200 口井”项目帮助卢旺 达村民吃上“放心水”、援建买加中国园林项目丰富当地民众精神生活...... “小而美”项目承载着各国民众对美好生活的向往,为促进当地经济社会发展、中外民心相通发挥 了重要"
Q-2025顺义一模-21,S-2025顺义一模,21,主观题,blocked_keep_out,answer_missing,scope pending or boundary row,,blocked,missing_or_blocked,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=答案源缺失或未配对。,"21.天下之本在国,国之本在家。当万家灯火连缀成灿烂星河,一个个“小家”的温度也正标示着民 族与国家的精神刻度。 中华民族自古以来重视家庭、重视亲情。孔门庭训、孟母三迁、岳母刺字等一个个家教故事家喻户 晓,《诫子书》、《了凡四训》、《增广贤文》等一部部家训经典流传久远。尊老爱幼、母慈子孝、遵纪守 法,家和万事兴等中华民族传统家庭美德,铭记在中国人的心灵中,融入中国人的血脉中,成为支撑中华 民族生生"
Q-2025顺义一模-1,S-2025顺义一模,1,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-1; canonical_conclusion=blocked,"1.A 【详解】1:把百年大党治理好、建设强,需要提高党的长期执政能力,健全全面从严治党体系,以保持 党的先进性和纯洁性,1正确。 2:时刻保持解决大党独有难题的清醒和坚定,才能更好地推进党的建设,治理好、建设好党,2正确。 3:党发挥总揽全局、协调各方的领导核心作用,不直接对社会事务进行具体管理 ,具体管理由政府等 相关部门负责,3错误。 4:在党的建设中,政治建设是统领,而非思想建设统领,4错"
Q-2025顺义一模-2,S-2025顺义一模,2,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-2; canonical_conclusion=blocked,"2.C 【详解】1:共建社区微花园在一定程度上能促进人与自然和谐,强调绿色发展,而“解决发展动力问题” 的是创新发展,1错误。 2:材料提到居民积极献言建策、共同参与改造,说明微花园建设需要集思广益、因地制宜,符合社区实 际和居民需求,2正确。 3:微花园扮靓社区环境,为居民生活增添乐趣与温馨,蕴含着民生“大情怀”,彰显实干奋进、善作善成 的治理理念,3正确。 4:共建微花园提升了社区凝聚力和居民"
Q-2025顺义一模-3,S-2025顺义一模,3,选择题,excluded_keep_out,out_of_scope,scope_out_other_book,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-3; canonical_conclusion=excluded,"3.B 【详解】A:共性寓于个性之中,并通过个性表现出来 。应该是冰雪运动的共性文化寓于参赛各国独具个 性的文化之中,A 说法错误。 B:冰雪运动通过赛事竞技、文化活动等搭建跨文化交流桥梁,深化不同国家和地区间理解与合作,助推 共同发展,这体现了多元冰雪文化在交流与交融中赋能不同国家和地区发展 ,B 正确。 C:具体问题具体分析是促进各国文化交流与经济合作的关键,而不是承认矛盾普遍性 ,C 错误。"
Q-2025顺义一模-4,S-2025顺义一模,4,选择题,excluded_keep_out,out_of_scope,scope_out_other_book,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-4; canonical_conclusion=excluded,"4.D 【详解】1:实践具有直接现实性,调查结果属于认识范畴,不具有直接现实性,不能直接把观念的东西 ===== PAGE 10 ===== 第10页/共18页 变为现实,1错误。 2:从数据看,2018-2024 年居民互联网使用时间大幅增加,这体现了随着信息技术发展,人们生活方式 改变,反映出生活方式与信息技术的深刻互动,2正确。 3:物质决定意识,客观实际是党和政府制定完善社会民生政策的基础"
Q-2025顺义一模-5,S-2025顺义一模,5,选择题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,B-choice-signal,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,"5.B 【详解】原命题“这篇散文不但文笔生动,而且富有哲理”是联言命题,逻辑形式为“A 且B”(A:文笔生 动,B:富有哲理)。其矛盾命题应为“非A 或非B”(即A 和B 不同时成立) A:“文笔不生动且不富有哲理”(非A 且非B),是更极端的否定,并非原命题的矛盾命题 ,A 与题意不 符。 B:“或者文笔不生动,或者不富有哲理”(非A 或非B),与原命题相矛盾 ,B 符合题意。 C:“如果文笔不"
Q-2025顺义一模-6,S-2025顺义一模,6,选择题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-6; canonical_conclusion=入正文,"6.A 【详解】1:在 “这个政策工具能够改善非银机构总体的流动性环境” 这一判断中,主项就是被断定的对 象 “政策工具” ,1说法正确。 2:“互换便利不是央行直接向市场给钱,而是通过新工具盘活资产,统筹安排股市、债市等不同市场间 的流动性”,是同时对互换便利的不同方面情况进行断定的联言判断,有助于从多方面把握其特点 ,2说 法正确。 3:财政政策是宏观调控政策的大类,而公开市场业务、存款准备金"
Q-2025顺义一模-7,S-2025顺义一模,7,选择题,covered_by_74_review_body,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-7; canonical_conclusion=入正文,"7.A 【详解】本题属于逆向选择题。 ===== PAGE 11 ===== 第11页/共18页 A:在 “凡共青团员都是青年,并非所有的青年工人都是共青团员,所以并非所有的青年工人都是青年” 中,大项 “青年” 在前提中不周延(肯定判断谓项不周延 ),在结论中周延(否定判断谓项周延),犯了 “大 项不当扩大” 的逻辑错误,不是 “小项不当扩大” ,A 分析错误,符合题意。 B:“调查报告不是文学"
Q-2025顺义一模-8,S-2025顺义一模,8,选择题,blocked_keep_out,answer_missing,scope pending or boundary row,,同类索引,missing_or_blocked,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025顺义一模-8; canonical_conclusion=blocked,"8.C 【详解】1:人大代表的职权是由宪法和法律规定的,此次修法完善了联系制度机制,并没有赋予人大代 表更多职权,1错误。 2:完善拓展和深化相关联系制度机制,能够推动健全代表联络机制,让人大代表更好联系群众、了解民 情民意,进而提升代表履职效能,2正确。 3:在我国,其他国家机关由权力机关产生,对其负责,受其监督,不是相互监督关系,3错误。 4:密切国家机关同人大代表联系、人大代表同人民群众联系"
