source_id,suite,path,source_type,evidence_type,extraction_method,status,notes
SRC_0120,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/032_Users_wanglifei_Desktop_2024模拟题_西城一模_试卷_试卷.docx.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0121,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/002_Users_wanglifei_Desktop_2026模拟题_2026各区一模_2026顺义一模_细则_细则.pptx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0122,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/038_Users_wanglifei_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0123,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/006_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025昌平二模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0124,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/003_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0125,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/005_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_细则_补充材料_细则.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0126,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/026_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_细则.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0127,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/015_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0128,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/011_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0129,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/020_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区二模_2025昌平二模_2025昌平二模_政治评标.pptx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0130,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/013_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025朝阳一模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0131,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/021_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0132,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/022_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0133,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/014_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025朝阳一模_细则_补充材料_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.doc.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0134,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/004_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_细则_细则.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0135,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/023_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026海淀期末_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0136,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/manifest.json,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0137,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/010_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0138,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/034_Users_wanglifei_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0139,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/017_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf.txt,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0140,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/037_Users_wanglifei_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0141,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/018_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0142,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/029_Users_wanglifei_Desktop_2024模拟题_2024东城一模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0143,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_year_district_exam.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0144,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_book_unit.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0145,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/missing_questions.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0146,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_question_type.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0147,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/unresolved_blockers.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0148,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/05_coverage/coverage_by_evidence_level.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0149,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/04_suite_reports/suite_completion_matrix.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0150,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/source_gap_and_blockers.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0151,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/CLAUDECODE_PROMPT.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0152,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/conflict_candidates.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0153,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/reasoning_type_matrix.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0154,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/progress.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0155,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/framework_reading_report.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0156,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claudecode_lane/thinking_candidate_matrix.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
